player,opponent,muWin,muGames,muWR,factions,lower,upper,okCI,direction,CI,playrate
Swain / Twisted Fate,Viego (SI/SH),104,222,0.468468468468469,"Bilgewater,Noxus",0.401386690415544,0.536403486073168,FALSE,NEG,(40.1%-53.6%),0.0249499230862872
Swain / Twisted Fate,Lee Sin / Zoe,154,319,0.482758620689655,"Bilgewater,Noxus",0.426738497124828,0.539101804433916,FALSE,NEG,(42.7%-53.9%),0.0249499230862872
Swain / Twisted Fate,Jinx / Lulu,139,208,0.668269230769231,"Bilgewater,Noxus",0.599819924606024,0.731841761343047,TRUE,POS,(60.0%-73.2%),0.0249499230862872
Swain / Twisted Fate,Viego (IO/SI),81,173,0.468208092485549,"Bilgewater,Noxus",0.392080686150354,0.54544346633324,FALSE,NEG,(39.2%-54.5%),0.0249499230862872
Ezreal / Karma,Gangplank / Sejuani,499,1441,0.346287300485774,"Ionia,Piltover",0.321709024179603,0.37149390763469,TRUE,NEG,(32.2%-37.1%),0.0240618187049723
Ezreal / Karma,Azir / Irelia,429,1223,0.350776778413737,"Ionia,Piltover",0.324008515832968,0.378264689453403,TRUE,NEG,(32.4%-37.8%),0.0240618187049723
Ezreal / Karma,Pyke / Rek'Sai,401,918,0.43681917211329,"Ionia,Piltover",0.404436486501828,0.469608505389107,TRUE,NEG,(40.4%-47.0%),0.0240618187049723
Ezreal / Karma,Lulu / Zed (DE/IO),489,754,0.648541114058356,"Ionia,Piltover",0.613271152569702,0.68264381065461,TRUE,POS,(61.3%-68.3%),0.0240618187049723
Ezreal / Karma,Gangplank / Miss Fortune (BW/NX),345,640,0.5390625,"Ionia,Piltover",0.499557756259397,0.57820537712989,FALSE,POS,(50.0%-57.8%),0.0240618187049723
Ezreal / Karma,Draven / Ezreal,427,706,0.604815864022663,"Ionia,Piltover",0.567668306941093,0.641083673183868,TRUE,POS,(56.8%-64.1%),0.0240618187049723
Ezreal / Karma,Draven / Jinx,383,622,0.615755627009646,"Ionia,Piltover",0.576249163092937,0.654157685119638,TRUE,POS,(57.6%-65.4%),0.0240618187049723
Ezreal / Karma,Akshan / Sivir (IO/SH),254,618,0.411003236245955,"Ionia,Piltover",0.371908530624275,0.450952343742337,TRUE,NEG,(37.2%-45.1%),0.0240618187049723
Ezreal / Karma,Akshan / Sivir / Zed,262,589,0.444821731748727,"Ionia,Piltover",0.404203973244795,0.485995446578345,TRUE,NEG,(40.4%-48.6%),0.0240618187049723
Ezreal / Karma,Jarvan IV / Shen,216,491,0.439918533604888,"Ionia,Piltover",0.395471730705649,0.485093025825223,TRUE,NEG,(39.5%-48.5%),0.0240618187049723
Ezreal / Karma,Akshan / Sivir (DE/SH),120,451,0.266075388026608,"Ionia,Piltover",0.22583243839045,0.309417370972936,TRUE,NEG,(22.6%-30.9%),0.0240618187049723
Ezreal / Karma,Swain / Twisted Fate,229,438,0.522831050228311,"Ionia,Piltover",0.474894221578273,0.570457536944297,FALSE,POS,(47.5%-57.0%),0.0240618187049723
Ezreal / Karma,Ezreal / Karma,222,444,0.5,"Ionia,Piltover",0.452499861834737,0.547500138165263,FALSE,NEG,(45.2%-54.8%),0.0240618187049723
Ezreal / Karma,Anivia (FR/SI),257,382,0.672774869109948,"Ionia,Piltover",0.623210769117111,0.71963604591329,TRUE,POS,(62.3%-72.0%),0.0240618187049723
Ezreal / Karma,Sivir / Zed,127,261,0.486590038314176,"Ionia,Piltover",0.424492122892359,0.548995884917713,FALSE,NEG,(42.4%-54.9%),0.0240618187049723
Ezreal / Karma,Akshan / Lee Sin,174,283,0.614840989399293,"Ionia,Piltover",0.55541438323495,0.671835752731325,TRUE,POS,(55.5%-67.2%),0.0240618187049723
Ezreal / Karma,Viego (SI/SH),115,279,0.412186379928315,"Ionia,Piltover",0.353843181260851,0.472415309775155,TRUE,NEG,(35.4%-47.2%),0.0240618187049723
Ezreal / Karma,Lee Sin / Zoe,202,304,0.664473684210526,"Ionia,Piltover",0.608342448677012,0.717362210559686,TRUE,POS,(60.8%-71.7%),0.0240618187049723
Ezreal / Karma,Jinx / Lulu,143,262,0.545801526717557,"Ionia,Piltover",0.483377671064697,0.607177561665382,FALSE,POS,(48.3%-60.7%),0.0240618187049723
Ezreal / Karma,Viego (IO/SI),96,199,0.482412060301508,"Ionia,Piltover",0.411195866379921,0.554159993287941,FALSE,NEG,(41.1%-55.4%),0.0240618187049723
Anivia (FR/SI),Gangplank / Sejuani,685,1245,0.550200803212851,"Freljord,ShadowIsles",0.522074692682629,0.578089315610713,TRUE,POS,(52.2%-57.8%),0.0210157036774715
Anivia (FR/SI),Azir / Irelia,150,969,0.154798761609907,"Freljord,ShadowIsles",0.132584404873752,0.179133294920707,TRUE,NEG,(13.3%-17.9%),0.0210157036774715
Anivia (FR/SI),Pyke / Rek'Sai,385,794,0.484886649874056,"Freljord,ShadowIsles",0.449606063028583,0.520279836532131,FALSE,NEG,(45.0%-52.0%),0.0210157036774715
Anivia (FR/SI),Lulu / Zed (DE/IO),442,785,0.563057324840764,"Freljord,ShadowIsles",0.527540260380779,0.598099067977413,TRUE,POS,(52.8%-59.8%),0.0210157036774715
Anivia (FR/SI),Gangplank / Miss Fortune (BW/NX),325,554,0.586642599277978,"Freljord,ShadowIsles",0.544362690202934,0.62799352045186,TRUE,POS,(54.4%-62.8%),0.0210157036774715
Anivia (FR/SI),Draven / Ezreal,392,606,0.646864686468647,"Freljord,ShadowIsles",0.607342941949122,0.684947130179009,TRUE,POS,(60.7%-68.5%),0.0210157036774715
Anivia (FR/SI),Draven / Jinx,426,546,0.78021978021978,"Freljord,ShadowIsles",0.743100448175767,0.814274083213531,TRUE,POS,(74.3%-81.4%),0.0210157036774715
Anivia (FR/SI),Akshan / Sivir (IO/SH),174,455,0.382417582417582,"Freljord,ShadowIsles",0.337556264275236,0.428818060666967,TRUE,NEG,(33.8%-42.9%),0.0210157036774715
Anivia (FR/SI),Akshan / Sivir / Zed,271,546,0.496336996336996,"Freljord,ShadowIsles",0.453600606529519,0.539113226362291,FALSE,NEG,(45.4%-53.9%),0.0210157036774715
Anivia (FR/SI),Jarvan IV / Shen,261,414,0.630434782608696,"Freljord,ShadowIsles",0.581930528343262,0.677059951997507,TRUE,POS,(58.2%-67.7%),0.0210157036774715
Anivia (FR/SI),Akshan / Sivir (DE/SH),186,575,0.323478260869565,"Freljord,ShadowIsles",0.285363567105664,0.36341835426157,TRUE,NEG,(28.5%-36.3%),0.0210157036774715
Anivia (FR/SI),Swain / Twisted Fate,304,476,0.638655462184874,"Freljord,ShadowIsles",0.59369303929482,0.681883290526532,TRUE,POS,(59.4%-68.2%),0.0210157036774715
Anivia (FR/SI),Ezreal / Karma,125,382,0.327225130890052,"Freljord,ShadowIsles",0.28036395408671,0.376789230882889,TRUE,NEG,(28.0%-37.7%),0.0210157036774715
Anivia (FR/SI),Anivia (FR/SI),193,386,0.5,"Freljord,ShadowIsles",0.448990656587826,0.551009343412174,FALSE,NEG,(44.9%-55.1%),0.0210157036774715
Anivia (FR/SI),Sivir / Zed,97,192,0.505208333333333,"Freljord,ShadowIsles",0.432285170979217,0.577968209426867,FALSE,POS,(43.2%-57.8%),0.0210157036774715
Anivia (FR/SI),Akshan / Lee Sin,83,179,0.463687150837989,"Freljord,ShadowIsles",0.38898645787751,0.539610366610399,FALSE,NEG,(38.9%-54.0%),0.0210157036774715
Anivia (FR/SI),Viego (SI/SH),76,208,0.365384615384615,"Freljord,ShadowIsles",0.299885790121816,0.434780955338541,TRUE,NEG,(30.0%-43.5%),0.0210157036774715
Anivia (FR/SI),Lee Sin / Zoe,144,297,0.484848484848485,"Freljord,ShadowIsles",0.426726614512187,0.543275572296419,FALSE,NEG,(42.7%-54.3%),0.0210157036774715
Anivia (FR/SI),Jinx / Lulu,123,203,0.605911330049261,"Freljord,ShadowIsles",0.535081378773619,0.673600189904748,TRUE,POS,(53.5%-67.4%),0.0210157036774715
Anivia (FR/SI),Viego (IO/SI),52,140,0.371428571428571,"Freljord,ShadowIsles",0.29133581793395,0.457085118030249,TRUE,NEG,(29.1%-45.7%),0.0210157036774715
Sivir / Zed,Gangplank / Sejuani,364,785,0.463694267515924,"Ionia,Shurima",0.428365339902365,0.499296830894386,TRUE,NEG,(42.8%-49.9%),0.0200279988047941
Sivir / Zed,Azir / Irelia,510,1026,0.497076023391813,"Ionia,Shurima",0.466040488363346,0.52812837722663,FALSE,NEG,(46.6%-52.8%),0.0200279988047941
Sivir / Zed,Pyke / Rek'Sai,568,1009,0.562933597621407,"Ionia,Shurima",0.53168586613839,0.593813119750846,TRUE,POS,(53.2%-59.4%),0.0200279988047941
Sivir / Zed,Lulu / Zed (DE/IO),58,215,0.269767441860465,"Ionia,Shurima",0.211665541434915,0.334338750050193,TRUE,NEG,(21.2%-33.4%),0.0200279988047941
Sivir / Zed,Gangplank / Miss Fortune (BW/NX),308,667,0.461769115442279,"Ionia,Shurima",0.423426963419589,0.50045094640759,FALSE,NEG,(42.3%-50.0%),0.0200279988047941
Sivir / Zed,Draven / Ezreal,200,393,0.508905852417303,"Ionia,Shurima",0.458301558210999,0.559375054676487,FALSE,POS,(45.8%-55.9%),0.0200279988047941
Sivir / Zed,Draven / Jinx,195,553,0.352622061482821,"Ionia,Shurima",0.312775796255043,0.394052752251949,TRUE,NEG,(31.3%-39.4%),0.0200279988047941
Sivir / Zed,Akshan / Sivir (IO/SH),325,604,0.538079470198676,"Ionia,Shurima",0.497388835548603,0.578396091349973,FALSE,POS,(49.7%-57.8%),0.0200279988047941
Sivir / Zed,Akshan / Sivir / Zed,181,375,0.482666666666667,"Ionia,Shurima",0.431068598504046,0.534540446912992,FALSE,NEG,(43.1%-53.5%),0.0200279988047941
Sivir / Zed,Jarvan IV / Shen,152,397,0.382871536523929,"Ionia,Shurima",0.334826976111107,0.432676275838965,TRUE,NEG,(33.5%-43.3%),0.0200279988047941
Sivir / Zed,Akshan / Sivir (DE/SH),65,127,0.511811023622047,"Ionia,Shurima",0.421569117122775,0.601489659464867,FALSE,POS,(42.2%-60.1%),0.0200279988047941
Sivir / Zed,Swain / Twisted Fate,89,208,0.427884615384615,"Ionia,Shurima",0.359703055295105,0.498151663885551,TRUE,NEG,(36.0%-49.8%),0.0200279988047941
Sivir / Zed,Ezreal / Karma,134,261,0.513409961685824,"Ionia,Shurima",0.451004115082288,0.575507877107641,FALSE,POS,(45.1%-57.6%),0.0200279988047941
Sivir / Zed,Anivia (FR/SI),95,192,0.494791666666667,"Ionia,Shurima",0.422031790573134,0.567714829020783,FALSE,NEG,(42.2%-56.8%),0.0200279988047941
Sivir / Zed,Sivir / Zed,336,672,0.5,"Ionia,Shurima",0.46152353407873,0.53847646592127,FALSE,NEG,(46.2%-53.8%),0.0200279988047941
Sivir / Zed,Akshan / Lee Sin,271,444,0.61036036036036,"Ionia,Shurima",0.563260397396371,0.655979627254367,TRUE,POS,(56.3%-65.6%),0.0200279988047941
Sivir / Zed,Viego (SI/SH),222,431,0.51508120649652,"Ionia,Shurima",0.466774297004137,0.563179751747673,FALSE,POS,(46.7%-56.3%),0.0200279988047941
Sivir / Zed,Lee Sin / Zoe,120,231,0.51948051948052,"Ionia,Shurima",0.45299685813783,0.585457889299321,FALSE,POS,(45.3%-58.5%),0.0200279988047941
Sivir / Zed,Jinx / Lulu,91,207,0.439613526570048,"Ionia,Shurima",0.370884784081855,0.510096892158536,FALSE,NEG,(37.1%-51.0%),0.0200279988047941
Sivir / Zed,Viego (IO/SI),166,278,0.597122302158273,"Ionia,Shurima",0.536884763703033,0.655266322830669,TRUE,POS,(53.7%-65.5%),0.0200279988047941
Akshan / Lee Sin,Gangplank / Sejuani,331,692,0.478323699421965,"Ionia,Shurima",0.440543606853387,0.516289347506421,FALSE,NEG,(44.1%-51.6%),0.0186211418642999
Akshan / Lee Sin,Azir / Irelia,328,943,0.347826086956522,"Ionia,Shurima",0.31741267693876,0.379193565554196,TRUE,NEG,(31.7%-37.9%),0.0186211418642999
Akshan / Lee Sin,Pyke / Rek'Sai,354,806,0.439205955334988,"Ionia,Shurima",0.404599631273355,0.474258479885878,TRUE,NEG,(40.5%-47.4%),0.0186211418642999
Akshan / Lee Sin,Lulu / Zed (DE/IO),85,279,0.304659498207885,"Ionia,Shurima",0.25119273291453,0.362332075875431,TRUE,NEG,(25.1%-36.2%),0.0186211418642999
Akshan / Lee Sin,Gangplank / Miss Fortune (BW/NX),247,513,0.481481481481482,"Ionia,Shurima",0.437483775320645,0.525693711947776,FALSE,NEG,(43.7%-52.6%),0.0186211418642999
Akshan / Lee Sin,Draven / Ezreal,235,394,0.596446700507614,"Ionia,Shurima",0.546158769844035,0.645274517176629,TRUE,POS,(54.6%-64.5%),0.0186211418642999
Akshan / Lee Sin,Draven / Jinx,196,430,0.455813953488372,"Ionia,Shurima",0.4080226310695,0.504217258821628,FALSE,NEG,(40.8%-50.4%),0.0186211418642999
Akshan / Lee Sin,Akshan / Sivir (IO/SH),237,586,0.404436860068259,"Ionia,Shurima",0.364415804306524,0.445426082255402,TRUE,NEG,(36.4%-44.5%),0.0186211418642999
Akshan / Lee Sin,Akshan / Sivir / Zed,108,283,0.381625441696113,"Ionia,Shurima",0.324766026938153,0.440991691611522,TRUE,NEG,(32.5%-44.1%),0.0186211418642999
Akshan / Lee Sin,Jarvan IV / Shen,198,358,0.553072625698324,"Ionia,Shurima",0.499916372210532,0.605343928253154,FALSE,POS,(50.0%-60.5%),0.0186211418642999
Akshan / Lee Sin,Akshan / Sivir (DE/SH),86,202,0.425742574257426,"Ionia,Shurima",0.35662410405555,0.497073271852382,TRUE,NEG,(35.7%-49.7%),0.0186211418642999
Akshan / Lee Sin,Swain / Twisted Fate,98,208,0.471153846153846,"Ionia,Shurima",0.401756352252772,0.541385219064584,FALSE,NEG,(40.2%-54.1%),0.0186211418642999
Akshan / Lee Sin,Ezreal / Karma,109,283,0.385159010600707,"Ionia,Shurima",0.328164247268675,0.44458561676505,TRUE,NEG,(32.8%-44.5%),0.0186211418642999
Akshan / Lee Sin,Anivia (FR/SI),96,179,0.536312849162011,"Ionia,Shurima",0.460389633389601,0.61101354212249,FALSE,POS,(46.0%-61.1%),0.0186211418642999
Akshan / Lee Sin,Sivir / Zed,173,444,0.38963963963964,"Ionia,Shurima",0.344020372745633,0.436739602603629,TRUE,NEG,(34.4%-43.7%),0.0186211418642999
Akshan / Lee Sin,Akshan / Lee Sin,311,622,0.5,"Ionia,Shurima",0.459982541384987,0.540017458615013,FALSE,NEG,(46.0%-54.0%),0.0186211418642999
Akshan / Lee Sin,Viego (SI/SH),218,491,0.443991853360489,"Ionia,Shurima",0.399478477428095,0.489183564909485,TRUE,NEG,(39.9%-48.9%),0.0186211418642999
Akshan / Lee Sin,Lee Sin / Zoe,107,213,0.502347417840376,"Ionia,Shurima",0.433232179836964,0.571396417347401,FALSE,POS,(43.3%-57.1%),0.0186211418642999
Akshan / Lee Sin,Jinx / Lulu,101,210,0.480952380952381,"Ionia,Shurima",0.411688284683403,0.550761761055735,FALSE,NEG,(41.2%-55.1%),0.0186211418642999
Akshan / Lee Sin,Viego (IO/SI),95,212,0.44811320754717,"Ionia,Shurima",0.379958933888311,0.517738944375424,FALSE,NEG,(38.0%-51.8%),0.0186211418642999
Viego (SI/SH),Gangplank / Sejuani,356,799,0.445556946182728,"ShadowIsles,Shurima",0.410723665957515,0.480793334643496,TRUE,NEG,(41.1%-48.1%),0.0183029736280032
Viego (SI/SH),Azir / Irelia,335,964,0.347510373443983,"ShadowIsles,Shurima",0.31743701468837,0.378518761980214,TRUE,NEG,(31.7%-37.9%),0.0183029736280032
Viego (SI/SH),Pyke / Rek'Sai,332,773,0.429495472186287,"ShadowIsles,Shurima",0.394279637803726,0.465251121920486,TRUE,NEG,(39.4%-46.5%),0.0183029736280032
Viego (SI/SH),Lulu / Zed (DE/IO),92,301,0.305647840531561,"ShadowIsles,Shurima",0.25408525041992,0.361084619909983,TRUE,NEG,(25.4%-36.1%),0.0183029736280032
Viego (SI/SH),Gangplank / Miss Fortune (BW/NX),239,462,0.517316017316017,"ShadowIsles,Shurima",0.470682578243616,0.563726450912269,FALSE,POS,(47.1%-56.4%),0.0183029736280032
Viego (SI/SH),Draven / Ezreal,188,425,0.442352941176471,"ShadowIsles,Shurima",0.394502604981178,0.491011273362233,TRUE,NEG,(39.5%-49.1%),0.0183029736280032
Viego (SI/SH),Draven / Jinx,193,445,0.433707865168539,"ShadowIsles,Shurima",0.387113385970117,0.481189320153826,TRUE,NEG,(38.7%-48.1%),0.0183029736280032
Viego (SI/SH),Akshan / Sivir (IO/SH),220,563,0.390763765541741,"ShadowIsles,Shurima",0.350237121441136,0.432443009386213,TRUE,NEG,(35.0%-43.2%),0.0183029736280032
Viego (SI/SH),Akshan / Sivir / Zed,149,350,0.425714285714286,"ShadowIsles,Shurima",0.373306963667082,0.479389187325964,TRUE,NEG,(37.3%-47.9%),0.0183029736280032
Viego (SI/SH),Jarvan IV / Shen,135,308,0.438311688311688,"ShadowIsles,Shurima",0.382104880524496,0.495716517156365,TRUE,NEG,(38.2%-49.6%),0.0183029736280032
Viego (SI/SH),Akshan / Sivir (DE/SH),93,241,0.385892116182573,"ShadowIsles,Shurima",0.324102454031339,0.450525638890409,TRUE,NEG,(32.4%-45.1%),0.0183029736280032
Viego (SI/SH),Swain / Twisted Fate,118,222,0.531531531531532,"ShadowIsles,Shurima",0.463596513926832,0.598613309584457,FALSE,POS,(46.4%-59.9%),0.0183029736280032
Viego (SI/SH),Ezreal / Karma,164,279,0.587813620071685,"ShadowIsles,Shurima",0.527584690224845,0.646156818739149,TRUE,POS,(52.8%-64.6%),0.0183029736280032
Viego (SI/SH),Anivia (FR/SI),132,208,0.634615384615385,"ShadowIsles,Shurima",0.565219044661459,0.700114209878184,TRUE,POS,(56.5%-70.0%),0.0183029736280032
Viego (SI/SH),Sivir / Zed,209,431,0.48491879350348,"ShadowIsles,Shurima",0.436820248252327,0.533225702995863,FALSE,NEG,(43.7%-53.3%),0.0183029736280032
Viego (SI/SH),Akshan / Lee Sin,273,491,0.556008146639511,"ShadowIsles,Shurima",0.510816435090515,0.600521522571905,TRUE,POS,(51.1%-60.1%),0.0183029736280032
Viego (SI/SH),Viego (SI/SH),224,448,0.5,"ShadowIsles,Shurima",0.452716187492026,0.547283812507974,FALSE,NEG,(45.3%-54.7%),0.0183029736280032
Viego (SI/SH),Lee Sin / Zoe,113,243,0.465020576131687,"ShadowIsles,Shurima",0.401017838603368,0.529886966050687,FALSE,NEG,(40.1%-53.0%),0.0183029736280032
Viego (SI/SH),Jinx / Lulu,94,209,0.449760765550239,"ShadowIsles,Shurima",0.381067329799926,0.519899668805305,FALSE,NEG,(38.1%-52.0%),0.0183029736280032
Viego (SI/SH),Viego (IO/SI),82,179,0.458100558659218,"ShadowIsles,Shurima",0.38355724823827,0.534054529033669,FALSE,NEG,(38.4%-53.4%),0.0183029736280032
Lee Sin / Zoe,Gangplank / Sejuani,526,985,0.534010152284264,"Ionia,MtTargon",0.502287751252659,0.565528699928041,TRUE,POS,(50.2%-56.6%),0.0175864034262569
Lee Sin / Zoe,Azir / Irelia,266,792,0.335858585858586,"Ionia,MtTargon",0.302998099182221,0.369946740381823,TRUE,NEG,(30.3%-37.0%),0.0175864034262569
Lee Sin / Zoe,Pyke / Rek'Sai,317,667,0.475262368815592,"Ionia,MtTargon",0.436795897246768,0.513948623277934,FALSE,NEG,(43.7%-51.4%),0.0175864034262569
Lee Sin / Zoe,Lulu / Zed (DE/IO),244,558,0.437275985663082,"Ionia,MtTargon",0.395648499623672,0.47957099438979,TRUE,NEG,(39.6%-48.0%),0.0175864034262569
Lee Sin / Zoe,Gangplank / Miss Fortune (BW/NX),207,419,0.494033412887828,"Ionia,MtTargon",0.445156894917448,0.542994754801425,FALSE,NEG,(44.5%-54.3%),0.0175864034262569
Lee Sin / Zoe,Draven / Ezreal,304,503,0.604373757455268,"Ionia,MtTargon",0.560135890423809,0.647377447005313,TRUE,POS,(56.0%-64.7%),0.0175864034262569
Lee Sin / Zoe,Draven / Jinx,285,487,0.585215605749487,"Ionia,MtTargon",0.540023855622337,0.629366446539503,TRUE,POS,(54.0%-62.9%),0.0175864034262569
Lee Sin / Zoe,Akshan / Sivir (IO/SH),216,476,0.453781512605042,"Ionia,MtTargon",0.408414178222736,0.499726429789236,TRUE,NEG,(40.8%-50.0%),0.0175864034262569
Lee Sin / Zoe,Akshan / Sivir / Zed,226,455,0.496703296703297,"Ionia,MtTargon",0.449813652644841,0.543636057730144,FALSE,NEG,(45.0%-54.4%),0.0175864034262569
Lee Sin / Zoe,Jarvan IV / Shen,183,364,0.502747252747253,"Ionia,MtTargon",0.450168172766631,0.555281297138445,FALSE,POS,(45.0%-55.5%),0.0175864034262569
Lee Sin / Zoe,Akshan / Sivir (DE/SH),157,389,0.403598971722365,"Ionia,MtTargon",0.354455818939626,0.454220542599781,TRUE,NEG,(35.4%-45.4%),0.0175864034262569
Lee Sin / Zoe,Swain / Twisted Fate,165,319,0.517241379310345,"Ionia,MtTargon",0.460898195566085,0.573261502875172,FALSE,POS,(46.1%-57.3%),0.0175864034262569
Lee Sin / Zoe,Ezreal / Karma,102,304,0.335526315789474,"Ionia,MtTargon",0.282637789440314,0.391657551322988,TRUE,NEG,(28.3%-39.2%),0.0175864034262569
Lee Sin / Zoe,Anivia (FR/SI),153,297,0.515151515151515,"Ionia,MtTargon",0.456724427703581,0.573273385487813,FALSE,POS,(45.7%-57.3%),0.0175864034262569
Lee Sin / Zoe,Sivir / Zed,111,231,0.480519480519481,"Ionia,MtTargon",0.414542110700679,0.54700314186217,FALSE,NEG,(41.5%-54.7%),0.0175864034262569
Lee Sin / Zoe,Akshan / Lee Sin,106,213,0.497652582159624,"Ionia,MtTargon",0.428603582652599,0.566767820163036,FALSE,NEG,(42.9%-56.7%),0.0175864034262569
Lee Sin / Zoe,Viego (SI/SH),130,243,0.534979423868313,"Ionia,MtTargon",0.470113033949313,0.598982161396632,FALSE,POS,(47.0%-59.9%),0.0175864034262569
Lee Sin / Zoe,Lee Sin / Zoe,133,266,0.5,"Ionia,MtTargon",0.438326688815436,0.561673311184564,FALSE,NEG,(43.8%-56.2%),0.0175864034262569
Lee Sin / Zoe,Jinx / Lulu,113,188,0.601063829787234,"Ionia,MtTargon",0.527266250880822,0.671621517787149,TRUE,POS,(52.7%-67.2%),0.0175864034262569
Lee Sin / Zoe,Viego (IO/SI),79,128,0.6171875,"Ionia,MtTargon",0.527152875603394,0.701669452752068,TRUE,POS,(52.7%-70.2%),0.0175864034262569
Jinx / Lulu,Gangplank / Sejuani,336,773,0.434670116429496,"Ionia,Piltover",0.399384611838471,0.470455800102989,TRUE,NEG,(39.9%-47.0%),0.0143590708380828
Jinx / Lulu,Azir / Irelia,530,742,0.714285714285714,"Ionia,Piltover",0.68029931811669,0.746558287741088,TRUE,POS,(68.0%-74.7%),0.0143590708380828
Jinx / Lulu,Pyke / Rek'Sai,278,549,0.506375227686703,"Ionia,Piltover",0.463705641294686,0.548975857658326,FALSE,POS,(46.4%-54.9%),0.0143590708380828
Jinx / Lulu,Lulu / Zed (DE/IO),210,355,0.591549295774648,"Ionia,Piltover",0.538420162125515,0.643138247413331,TRUE,POS,(53.8%-64.3%),0.0143590708380828
Jinx / Lulu,Gangplank / Miss Fortune (BW/NX),183,370,0.494594594594595,"Ionia,Piltover",0.442519775704248,0.546756569361965,FALSE,NEG,(44.3%-54.7%),0.0143590708380828
Jinx / Lulu,Draven / Ezreal,192,411,0.467153284671533,"Ionia,Piltover",0.418090294282916,0.516692471673631,FALSE,NEG,(41.8%-51.7%),0.0143590708380828
Jinx / Lulu,Draven / Jinx,237,451,0.52549889135255,"Ionia,Piltover",0.478266875468964,0.572394406296342,FALSE,POS,(47.8%-57.2%),0.0143590708380828
Jinx / Lulu,Akshan / Sivir (IO/SH),247,476,0.51890756302521,"Ionia,Piltover",0.472973964897227,0.564604902003008,FALSE,POS,(47.3%-56.5%),0.0143590708380828
Jinx / Lulu,Akshan / Sivir / Zed,207,391,0.529411764705882,"Ionia,Piltover",0.478596741398456,0.579778311179148,FALSE,POS,(47.9%-58.0%),0.0143590708380828
Jinx / Lulu,Jarvan IV / Shen,118,308,0.383116883116883,"Ionia,Piltover",0.328558250953429,0.439947134136192,TRUE,NEG,(32.9%-44.0%),0.0143590708380828
Jinx / Lulu,Akshan / Sivir (DE/SH),57,168,0.339285714285714,"Ionia,Piltover",0.268139652253548,0.416216559455459,TRUE,NEG,(26.8%-41.6%),0.0143590708380828
Jinx / Lulu,Swain / Twisted Fate,69,208,0.331730769230769,"Ionia,Piltover",0.268158238656953,0.400180075393976,TRUE,NEG,(26.8%-40.0%),0.0143590708380828
Jinx / Lulu,Ezreal / Karma,119,262,0.454198473282443,"Ionia,Piltover",0.392822438334618,0.516622328935303,FALSE,NEG,(39.3%-51.7%),0.0143590708380828
Jinx / Lulu,Anivia (FR/SI),80,203,0.394088669950739,"Ionia,Piltover",0.326399810095252,0.464918621226381,TRUE,NEG,(32.6%-46.5%),0.0143590708380828
Jinx / Lulu,Sivir / Zed,116,207,0.560386473429952,"Ionia,Piltover",0.489903107841464,0.629115215918145,FALSE,POS,(49.0%-62.9%),0.0143590708380828
Jinx / Lulu,Akshan / Lee Sin,109,210,0.519047619047619,"Ionia,Piltover",0.449238238944265,0.588311715316597,FALSE,POS,(44.9%-58.8%),0.0143590708380828
Jinx / Lulu,Viego (SI/SH),115,209,0.550239234449761,"Ionia,Piltover",0.480100331194695,0.618932670200074,FALSE,POS,(48.0%-61.9%),0.0143590708380828
Jinx / Lulu,Lee Sin / Zoe,75,188,0.398936170212766,"Ionia,Piltover",0.328378482212851,0.472733749119178,TRUE,NEG,(32.8%-47.3%),0.0143590708380828
Jinx / Lulu,Jinx / Lulu,102,204,0.5,"Ionia,Piltover",0.429376595395794,0.570623404604206,FALSE,NEG,(42.9%-57.1%),0.0143590708380828
Jinx / Lulu,Viego (IO/SI),65,118,0.550847457627119,"Ionia,Piltover",0.45656845586816,0.642512983833266,FALSE,POS,(45.7%-64.3%),0.0143590708380828
Viego (IO/SI),Gangplank / Sejuani,249,637,0.390894819466248,"Ionia,ShadowIsles",0.352798878414818,0.430006856727038,TRUE,NEG,(35.3%-43.0%),0.0122702271997875
Viego (IO/SI),Azir / Irelia,225,635,0.354330708661417,"Ionia,ShadowIsles",0.317092647160893,0.392930422434943,TRUE,NEG,(31.7%-39.3%),0.0122702271997875
Viego (IO/SI),Pyke / Rek'Sai,214,516,0.414728682170543,"Ionia,ShadowIsles",0.371844978842793,0.458594778818122,TRUE,NEG,(37.2%-45.9%),0.0122702271997875
Viego (IO/SI),Lulu / Zed (DE/IO),57,238,0.239495798319328,"Ionia,ShadowIsles",0.186727371678289,0.298877578954869,TRUE,NEG,(18.7%-29.9%),0.0122702271997875
Viego (IO/SI),Gangplank / Miss Fortune (BW/NX),147,311,0.472668810289389,"Ionia,ShadowIsles",0.416067183216688,0.529795920487808,FALSE,NEG,(41.6%-53.0%),0.0122702271997875
Viego (IO/SI),Draven / Ezreal,127,279,0.455197132616488,"Ionia,ShadowIsles",0.395722071716509,0.515633879335923,FALSE,NEG,(39.6%-51.6%),0.0122702271997875
Viego (IO/SI),Draven / Jinx,161,318,0.506289308176101,"Ionia,ShadowIsles",0.449930418480491,0.562529978731412,FALSE,POS,(45.0%-56.3%),0.0122702271997875
Viego (IO/SI),Akshan / Sivir (IO/SH),127,382,0.332460732984293,"Ionia,ShadowIsles",0.285369686458239,0.382172434247505,TRUE,NEG,(28.5%-38.2%),0.0122702271997875
