archetype_1,archetype_2,mu_win,mu_n,mu_wr,ci,ok_ci,direction,mirror,playrate_1,playrate_2
Trundle/Tryndamere (FR/IO),Garen/Jarvan IV (DE),7,16,0.4375,(19.8% - 70.1%),FALSE,NEG,No,0.00792947638876584,0.0533356959333747
Garen/Jarvan IV (DE),Trundle/Tryndamere (FR/IO),9,16,0.5625,(29.9% - 80.2%),FALSE,POS,No,0.0533356959333747,0.00792947638876584
Annie/Swain (NX/PZ),Illaoi/Yuumi (BW/MT),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00203774253566049,0.000310091255426597
Norra/Zoe (BC/MT),Heimerdinger/Jayce (PZ/SI),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00115176752015593,0.0513865508992646
Garen/Jarvan IV (DE),Master Yi/Rumble (IO/NX),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.0533356959333747,0.000177195003100913
Irelia/Miss Fortune (BW/IO),Annie/Ezreal (NX/PZ),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000354390006201825,0.00987862142287588
Kayle/Leona (MT/NX),Garen/Jarvan IV (DE/FR),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.0296358642686276,0.000974572517055019
Annie/Senna (NX/SI),Leona (MT/NX),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000797377513954107,0.000221493753876141
Ashe/Ezreal (FR/PZ),Leona (MT/NX),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000310091255426597,0.000221493753876141
Norra/Veigar (BC/SI),Miss Fortune/Renekton (BW/SH),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.0108531939399309,0.000575883760077966
Norra/Veigar (BC/SI),Jayce/Kalista (PZ/SI),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.0108531939399309,0.000442987507752281
Annie/Swain (NX/PZ),Norra/Swain (BC/NX),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00203774253566049,0.00279082129883937
Teemo/Tristana (BC/PZ),Maokai/Nautilus (BW/SI),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000620182510853194,0.00642331886240808
Norra/Zoe (BC/MT),Karma/Master Yi (FR/IO),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00115176752015593,0.0109417914414814
Norra/Zoe (BC/MT),Elise/Twisted Fate (BW/SI),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00115176752015593,0.00575883760077966
Norra/Zoe (BC/MT),Aurelion Sol/Trundle (FR/MT),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00115176752015593,0.00225923628953664
Karma/Trundle (FR/IO),Jinx/Rumble (BC/PZ),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00239213254186232,0.000354390006201825
Viktor/Zoe (MT/PZ),Karma/Trundle (FR/IO),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00150615752635776,0.00239213254186232
Karma/Trundle (FR/IO),Master Yi/Varus (IO/RU),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00239213254186232,8.85975015504563e-05
Garen (DE/IO),Karma/Master Yi (FR/IO),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000442987507752281,0.0109417914414814
Elise/Vi (PZ/SI),Garen (DE/IO),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000310091255426597,0.000442987507752281
Garen (DE/IO),Heimerdinger/Jayce (PZ/SI),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000442987507752281,0.0513865508992646
Jayce/Lux (DE/PZ),Garen (DE/IO),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.062328342340746,0.000442987507752281
Garen (DE/IO),Irelia/Miss Fortune (BW/IO),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000442987507752281,0.000354390006201825
Twisted Fate/Viktor (BW/PZ),Heimerdinger/Jayce (PZ/SI),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000132896252325684,0.0513865508992646
Lucian/Miss Fortune (BW/DE),Heimerdinger/Jayce (PZ/SI),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000398688756977053,0.0513865508992646
Miss Fortune/Renekton (BW/SH),Jayce/Lux (DE/PZ),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000575883760077966,0.062328342340746
Elise/Vi (PZ/SI),Evelynn/Kai'Sa (RU/SH),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000310091255426597,0.0198458403473022
Trundle/Tryndamere (FR/IO),Aurelion Sol/Trundle (FR/MT),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00792947638876584,0.00225923628953664
Ezreal/Swain (NX/PZ),Elise (FR/SI),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000753078763178878,0.00234783379108709
Annie/Swain (NX/PZ),Akshan/Udyr (FR/SH),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00203774253566049,0.00070878001240365
Aurelion Sol/Trundle (FR/MT),Akshan/Udyr (FR/SH),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00225923628953664,0.00070878001240365
Elise/Vi (PZ/SI),Akshan/Udyr (FR/SH),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000310091255426597,0.00070878001240365
Ezreal/Seraphine (BC/PZ),Taliyah/Ziggs (BC/SH),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00447417382829804,0.0143527952511739
Teemo/Tristana (BC/PZ),Aphelios/Viktor (MT/PZ),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000620182510853194,0.0028351200496146
Seraphine/Viktor (IO/PZ),Karma/Trundle (FR/IO),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.0048728625852751,0.00239213254186232
Gwen/Sion (NX/SI),Akshan (PZ/SH),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,4.42987507752281e-05,0.000841676264729335
Master Yi/Rumble (IO/NX),Akshan (PZ/SH),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000177195003100913,0.000841676264729335
Heimerdinger/Jayce (PZ/SI),Seraphine/Viktor (BC/PZ),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.0513865508992646,0.000974572517055019
Kalista/Nocturne (SI),Aurelion Sol/Shyvana (DE/MT),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00332240630814211,0.00115176752015593
Elise/Vi (PZ/SI),Karma/Trundle (FR/IO),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000310091255426597,0.00239213254186232
Twisted Fate/Viktor (BW/PZ),Garen/Jarvan IV (DE),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000132896252325684,0.0533356959333747
Championpile (PZ/SH),Aurelion Sol/Shyvana (DE/MT),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,4.42987507752281e-05,0.00115176752015593
Aurelion Sol/Trundle (FR/MT),Annie/Ezreal (NX/PZ),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.00225923628953664,0.00987862142287588
Lucian/Miss Fortune (BW/DE),Ryze (IO/RU),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.000398688756977053,0.0347745193585541
Ryze (IO/RU),Illaoi/Yuumi (BW/MT),0,1,0,(0.0% - 97.5%),FALSE,NEG,No,0.0347745193585541,0.000310091255426597
