archetype_1,archetype_2,mu_win,mu_n,mu_wr
Elder Dragon/Volibear (RU/FR),Karma/Kindred/Senna (IO/SI),1,2,0.5
Karma/Kindred/Senna (IO/SI),Elder Dragon/Volibear (RU/FR),1,2,0.5
Anivia (FR/SI),Elder Dragon/Garen (RU/DE),1,2,0.5
Elder Dragon/Garen (RU/DE),Anivia (FR/SI),1,2,0.5
Braum/Zoe (FR/MT),Akshan/Master Yi (IO/SH),1,2,0.5
Akshan/Master Yi (IO/SH),Braum/Zoe (FR/MT),1,2,0.5
Braum/Zoe (FR/MT),Azir/Renekton (SH),1,2,0.5
Azir/Renekton (SH),Braum/Zoe (FR/MT),1,2,0.5
Janna/Volibear (FR/PZ),Azir/Irelia (IO/SH),1,2,0.5
Azir/Irelia (IO/SH),Janna/Volibear (FR/PZ),1,2,0.5
Annie/Elise (NX/SI),Azir/Irelia (IO/SH),1,2,0.5
Azir/Irelia (IO/SH),Annie/Elise (NX/SI),1,2,0.5
Akshan/Master Yi (IO/SH),Taliyah/Zilean (IO/SH),1,2,0.5
Taliyah/Zilean (IO/SH),Akshan/Master Yi (IO/SH),1,2,0.5
Elise (SI/SH),Ezreal/Senna (PZ/SI),1,2,0.5
Ezreal/Senna (PZ/SI),Elise (SI/SH),1,2,0.5
Aurelion Sol (FR/MT),Azir/Xerath (SH),1,2,0.5
Azir/Xerath (SH),Aurelion Sol (FR/MT),1,2,0.5
Braum/Elder Dragon/Gnar (RU/FR),Elder Dragon/Galio/Morgana (RU/DE),1,2,0.5
Elder Dragon/Galio/Morgana (RU/DE),Braum/Elder Dragon/Gnar (RU/FR),1,2,0.5
Fiora (DE/MT),Elder Dragon/Morgana (RU/DE),1,2,0.5
Elder Dragon/Morgana (RU/DE),Fiora (DE/MT),1,2,0.5
Ahri/Kennen (IO/PZ),Annie/Jhin (RU/NX),1,2,0.5
Annie/Jhin (RU/NX),Ahri/Kennen (IO/PZ),1,2,0.5
Miss Fortune/Quinn (BW/DE),Kai'Sa/Sivir (DE/SH),1,2,0.5
Kai'Sa/Sivir (DE/SH),Miss Fortune/Quinn (BW/DE),1,2,0.5
Master Yi/Ryze (IO/RU),Elder Dragon/Lissandra/Trundle (RU/FR),1,2,0.5
Elder Dragon/Lissandra/Trundle (RU/FR),Master Yi/Ryze (IO/RU),1,2,0.5
Pyke/Rek'Sai (BW/SH),Azir/Hecarim (SI/SH),1,2,0.5
Azir/Hecarim (SI/SH),Pyke/Rek'Sai (BW/SH),1,2,0.5
Elder Dragon/Norra (RU/BC),Fizz (BW/FR),1,2,0.5
Fizz (BW/FR),Elder Dragon/Norra (RU/BC),1,2,0.5
Akshan/Varus (SH/RU),Championless (DE/SI),1,2,0.5
Championless (DE/SI),Akshan/Varus (SH/RU),1,2,0.5
Annie/Norra (BC/NX),Ryze (IO/RU),1,2,0.5
Ryze (IO/RU),Annie/Norra (BC/NX),1,2,0.5
Mordekaiser/Norra (BC/SI),Ashe/LeBlanc (FR/NX),1,2,0.5
Ashe/LeBlanc (FR/NX),Mordekaiser/Norra (BC/SI),1,2,0.5
Elder Dragon/Garen (RU/DE),Elder Dragon/Garen (RU/DE),1,2,0.5
Draven/Jinx (NX/PZ),Lulu/Taric (IO/MT),1,2,0.5
Lulu/Taric (IO/MT),Draven/Jinx (NX/PZ),1,2,0.5
Vayne/Zed (DE/IO),Azir/Xerath (SH),1,2,0.5
Azir/Xerath (SH),Vayne/Zed (DE/IO),1,2,0.5
Akshan/Varus (SH/RU),Ekko/Zilean (PZ/SH),1,2,0.5
Ekko/Zilean (PZ/SH),Akshan/Varus (SH/RU),1,2,0.5
Seraphine/Viktor (BC/PZ),Caitlyn/Teemo (FR/PZ),1,2,0.5
Caitlyn/Teemo (FR/PZ),Seraphine/Viktor (BC/PZ),1,2,0.5
Ezreal/Teemo (FR/PZ),Gwen/Zed (IO/SI),1,2,0.5
Gwen/Zed (IO/SI),Ezreal/Teemo (FR/PZ),1,2,0.5
Gwen/Zed (IO/SI),Rumble/Vayne (DE/NX),1,2,0.5
Rumble/Vayne (DE/NX),Gwen/Zed (IO/SI),1,2,0.5
Draven/Jinx (NX/PZ),Ekko/Zilean (PZ/SH),1,2,0.5
Ekko/Zilean (PZ/SH),Draven/Jinx (NX/PZ),1,2,0.5
Morgana/Udyr (DE/FR),Jinx/Lulu (BC/PZ),1,2,0.5
Jinx/Lulu (BC/PZ),Morgana/Udyr (DE/FR),1,2,0.5
Ryze (IO/RU),Morgana/Udyr (DE/FR),1,2,0.5
Morgana/Udyr (DE/FR),Ryze (IO/RU),1,2,0.5
Ashe/LeBlanc (FR/NX),Sejuani/Twisted Fate (BW/FR),1,2,0.5
Sejuani/Twisted Fate (BW/FR),Ashe/LeBlanc (FR/NX),1,2,0.5
Norra/Swain (BC/NX),Gangplank/Sejuani (BW/FR),1,2,0.5
Gangplank/Sejuani (BW/FR),Norra/Swain (BC/NX),1,2,0.5
Elder Dragon/Morgana (RU/MT),Nilah/Twisted Fate (BW/PZ),1,2,0.5
Nilah/Twisted Fate (BW/PZ),Elder Dragon/Morgana (RU/MT),1,2,0.5
Draven/Jinx (NX/PZ),Gwen (IO/SI),1,2,0.5
Gwen (IO/SI),Draven/Jinx (NX/PZ),1,2,0.5
Gwen (IO/SI),Taliyah/Zilean (IO/SH),1,2,0.5
Taliyah/Zilean (IO/SH),Gwen (IO/SI),1,2,0.5
Elder Dragon/Volibear (RU/FR),Ezreal/Karma/Seraphine (IO/PZ),1,2,0.5
Ezreal/Karma/Seraphine (IO/PZ),Elder Dragon/Volibear (RU/FR),1,2,0.5
Poppy/Ziggs (BC/NX),Lucian/Zed (DE/IO),1,2,0.5
Lucian/Zed (DE/IO),Poppy/Ziggs (BC/NX),1,2,0.5
Gwen/Zed (IO/SI),Maokai (BW/SI),1,2,0.5
Maokai (BW/SI),Gwen/Zed (IO/SI),1,2,0.5
Miss Fortune/Quinn (BW/DE),Gwen/Zed (IO/SI),1,2,0.5
Gwen/Zed (IO/SI),Miss Fortune/Quinn (BW/DE),1,2,0.5
Aurelion Sol/Tryndamere (FR/MT),Azir/Xerath (SH),1,2,0.5
Azir/Xerath (SH),Aurelion Sol/Tryndamere (FR/MT),1,2,0.5
Master Yi/Nami (BW/IO),Draven/Rumble (BC/NX),1,2,0.5
Draven/Rumble (BC/NX),Master Yi/Nami (BW/IO),1,2,0.5
Elder Dragon/Garen (RU/DE),Braum/Elder Dragon (RU/FR),1,2,0.5
Braum/Elder Dragon (RU/FR),Elder Dragon/Garen (RU/DE),1,2,0.5
Hecarim (IO/SI),Akshan/Varus (SH/RU),1,2,0.5
Akshan/Varus (SH/RU),Hecarim (IO/SI),1,2,0.5
Annie/Jhin (RU/NX),Zoe (FR/MT),1,2,0.5
Zoe (FR/MT),Annie/Jhin (RU/NX),1,2,0.5
Elder Dragon/Morgana (RU/DE),Galio/Jarvan IV (DE/FR),1,2,0.5
Galio/Jarvan IV (DE/FR),Elder Dragon/Morgana (RU/DE),1,2,0.5
Ashe (FR/SI),Elder Dragon/Norra (RU/BC),1,2,0.5
Elder Dragon/Norra (RU/BC),Ashe (FR/SI),1,2,0.5
Jack/Sett (BW/IO),Elder Dragon/Mordekaiser/Viego (RU/SI),1,2,0.5
Elder Dragon/Mordekaiser/Viego (RU/SI),Jack/Sett (BW/IO),1,2,0.5
Draven/Jinx (NX/PZ),Elise (NX/SI),1,2,0.5
Elise (NX/SI),Draven/Jinx (NX/PZ),1,2,0.5
Maokai/Nautilus (BW/SI),Norra (BC/SI),1,2,0.5
Norra (BC/SI),Maokai/Nautilus (BW/SI),1,2,0.5
Darius/LeBlanc (FR/NX),Elder Dragon/Garen (RU/DE),1,2,0.5
Elder Dragon/Garen (RU/DE),Darius/LeBlanc (FR/NX),1,2,0.5
Elder Dragon (RU/FR),Taliyah/Ziggs (BC/SH),1,2,0.5
Taliyah/Ziggs (BC/SH),Elder Dragon (RU/FR),1,2,0.5
Gwen/Zed (IO/SI),Azir/Xerath (SH),1,2,0.5
Azir/Xerath (SH),Gwen/Zed (IO/SI),1,2,0.5
Gwen/Zed (IO/SI),Viktor/Zoe (MT/PZ),1,2,0.5
Viktor/Zoe (MT/PZ),Gwen/Zed (IO/SI),1,2,0.5
Championless (IO/PZ),Elder Dragon/Volibear (RU/FR),1,2,0.5
Elder Dragon/Volibear (RU/FR),Championless (IO/PZ),1,2,0.5
Azir/Zoe (MT/SH),Annie/Jhin (RU/NX),1,2,0.5
Annie/Jhin (RU/NX),Azir/Zoe (MT/SH),1,2,0.5
Poppy/Ziggs (BC/NX),Karma (IO/PZ),1,2,0.5
Karma (IO/PZ),Poppy/Ziggs (BC/NX),1,2,0.5
Fizz/Samira (BW/NX),Elder Dragon/Garen (RU/DE),1,2,0.5
Elder Dragon/Garen (RU/DE),Fizz/Samira (BW/NX),1,2,0.5
Elder Dragon/Volibear (RU/FR),Draven/Rumble (DE/NX),1,2,0.5
Draven/Rumble (DE/NX),Elder Dragon/Volibear (RU/FR),1,2,0.5
Teemo (BC/PZ),Fizz/Samira (BW/NX),1,2,0.5
Fizz/Samira (BW/NX),Teemo (BC/PZ),1,2,0.5
Elise (SI/SH),Nami/Nilah (BW/PZ),1,2,0.5
Nami/Nilah (BW/PZ),Elise (SI/SH),1,2,0.5
Kalista/Nasus (SI/SH),Nami/Nilah (BW/PZ),1,2,0.5
Nami/Nilah (BW/PZ),Kalista/Nasus (SI/SH),1,2,0.5
Elise (SI/SH),Annie/Jhin (RU/NX),1,2,0.5
Annie/Jhin (RU/NX),Elise (SI/SH),1,2,0.5
Azir/Irelia (IO/SH),Elder Dragon/Neeko (RU/RU),1,2,0.5
Elder Dragon/Neeko (RU/RU),Azir/Irelia (IO/SH),1,2,0.5
Pyke/Rek'Sai (BW/SH),Elder Dragon/Lissandra (RU/FR),1,2,0.5
Elder Dragon/Lissandra (RU/FR),Pyke/Rek'Sai (BW/SH),1,2,0.5
Caitlyn/Teemo (FR/PZ),Katarina/Yasuo (IO/NX),1,2,0.5
Katarina/Yasuo (IO/NX),Caitlyn/Teemo (FR/PZ),1,2,0.5
Hecarim/Zed (IO/SI),Gwen/Katarina (NX/SI),1,2,0.5
Gwen/Katarina (NX/SI),Hecarim/Zed (IO/SI),1,2,0.5
Gnar/Nidalee (BC/SH),Akshan/Lee Sin (IO/SH),1,2,0.5
Akshan/Lee Sin (IO/SH),Gnar/Nidalee (BC/SH),1,2,0.5
Elder Dragon/Garen (RU/DE),Rumble/Vayne (DE/NX),1,2,0.5
Rumble/Vayne (DE/NX),Elder Dragon/Garen (RU/DE),1,2,0.5
Elder Dragon/Volibear (RU/FR),Gwen/Kalista (NX/SI),1,2,0.5
Gwen/Kalista (NX/SI),Elder Dragon/Volibear (RU/FR),1,2,0.5
Garen/Jarvan IV (DE/SH),Elder Dragon/Trundle/Volibear (RU/FR),1,2,0.5
Elder Dragon/Trundle/Volibear (RU/FR),Garen/Jarvan IV (DE/SH),1,2,0.5
