archetype_1,archetype_2,mu_win,mu_n,mu_wr
Elder Dragon/Volibear (RU/FR),Elder Dragon/Galio/Morgana (RU/DE),10,22,0.454545454545455
Aurelion Sol/Elder Dragon (RU/MT),Gwen/Zed (IO/SI),10,22,0.454545454545455
Elder Dragon/Volibear (RU/FR),Pyke/Rek'Sai (BW/SH),10,22,0.454545454545455
Elder Dragon/Galio/Morgana (RU/DE),Elder Dragon/Volibear (RU/FR),12,22,0.545454545454545
Gwen/Zed (IO/SI),Aurelion Sol/Elder Dragon (RU/MT),12,22,0.545454545454545
Pyke/Rek'Sai (BW/SH),Elder Dragon/Volibear (RU/FR),12,22,0.545454545454545
Gwen/Zed (IO/SI),Bard/Mordekaiser (RU/SI),9,11,0.818181818181818
Elder Dragon/Galio/Morgana (RU/DE),Karma/Sett (FR/IO),9,11,0.818181818181818
Karma/Sett (FR/IO),Aurelion Sol/Elder Dragon (RU/MT),9,11,0.818181818181818
Bard/Mordekaiser (RU/SI),Gwen/Zed (IO/SI),2,11,0.181818181818182
Karma/Sett (FR/IO),Elder Dragon/Galio/Morgana (RU/DE),2,11,0.181818181818182
Aurelion Sol/Elder Dragon (RU/MT),Karma/Sett (FR/IO),2,11,0.181818181818182
Elder Dragon/Volibear (RU/FR),Mordekaiser/Nasus (SI/SH),1,4,0.25
Karma/Sett (FR/IO),Caitlyn/Teemo (BC/PZ),1,4,0.25
Mordekaiser/Nasus (SI/SH),Annie/Jhin (RU/NX),1,4,0.25
Jinx (BC/PZ),Elder Dragon/Galio/Morgana (RU/DE),1,4,0.25
Malphite/Taliyah (MT/SH),Elder Dragon/Norra (RU/BC),1,4,0.25
Elder Dragon/Galio/Morgana (RU/DE),Mordekaiser/Viego (NX/SI),1,4,0.25
Championless (FR/IO),Annie/Jhin (RU/NX),1,4,0.25
Annie/Jhin (RU/NX),Jinx (BC/PZ),1,4,0.25
Darius/Gnar (FR/NX),Annie/Jhin (RU/NX),1,4,0.25
Azir/Renekton (SH),Seraphine/Sett (IO/PZ),1,4,0.25
Aatrox (RU/BW),Annie/Jhin (RU/NX),1,4,0.25
Aatrox/Kayn (RU/RU),Annie/Jhin (RU/NX),1,4,0.25
Championless (PZ/SI),Aurelion Sol/Elder Dragon (RU/MT),1,4,0.25
Mordekaiser/Viego (NX/SI),Caitlyn/Teemo (FR/PZ),1,4,0.25
Karma/Sett (FR/IO),Mordekaiser/Viego (NX/SI),1,4,0.25
Akshan/Master Yi (IO/SH),Mordekaiser/Morgana (DE/SI),1,4,0.25
The Poro King (FR/RU),Pyke/Rek'Sai (BW/SH),1,4,0.25
Elder Dragon/Mordekaiser/Viego (RU/SI),Norra/Teemo (BC/PZ),1,4,0.25
Aurelion Sol/Elder Dragon (RU/MT),Mordekaiser/Senna (SI/SH),1,4,0.25
Elder Dragon/Norra (RU/BC),Caitlyn/Teemo (BC/PZ),1,4,0.25
Aurelion Sol/Elder Dragon (RU/MT),Mordekaiser/Sion (NX/SI),1,4,0.25
Janna/Nilah (BW/PZ),Karma/Sett (IO/PZ),1,4,0.25
Aurelion Sol/Elder Dragon (RU/MT),Morgana/Riven (MT/NX),1,4,0.25
Gwen/Zed (IO/SI),Aatrox/Kayn (RU/RU),1,4,0.25
Azir/Nasus/Renekton (SH),Fizz/Yuumi (BC/FR),1,4,0.25
Garen/Jarvan IV (DE/SH),Aurelion Sol/Elder Dragon (RU/MT),1,4,0.25
Karma/Sett (FR/IO),Senna/Veigar (BC/SI),1,4,0.25
Ornn/Vayne (DE/FR),Elder Dragon/Mordekaiser/Viego (RU/SI),1,4,0.25
Ashe/LeBlanc (FR/NX),Teemo/Yuumi (BC/PZ),1,4,0.25
Elder Dragon/Norra (RU/BC),Elder Dragon/Volibear (RU/FR),1,4,0.25
Championless (FR/IO),Norra/Teemo (BC/PZ),1,4,0.25
Nami/Samira (BW/NX),Mordekaiser/Morgana (DE/SI),1,4,0.25
Senna/Veigar (BC/SI),Aurelion Sol/Elder Dragon (RU/MT),1,4,0.25
Janna/Nilah (BW/PZ),Evelynn/Kai'Sa (RU/SH),1,4,0.25
Nami/Samira (BW/NX),Ashe/LeBlanc (FR/NX),1,4,0.25
Pyke/Rek'Sai (BW/SH),Miss Fortune/Nilah (BW/NX),1,4,0.25
Aurelion Sol/Elder Dragon (RU/MT),Malphite/Taliyah (MT/SH),1,4,0.25
Mordekaiser/Viego (NX/SI),Maokai/Nautilus (BW/SI),1,4,0.25
Mordekaiser/Viego (NX/SI),Elder Dragon/Mordekaiser/Viego (RU/SI),1,4,0.25
Gwen/Vayne (DE/SI),Elder Dragon/Mordekaiser/Viego (RU/SI),1,4,0.25
LeBlanc (FR/NX),Gwen/Zed (IO/SI),1,4,0.25
Gnar/Kayle (FR/MT),Karma/Sett (IO/PZ),1,4,0.25
Pyke/Rek'Sai (BW/SH),The Poro King (MT/RU),1,4,0.25
Miss Fortune/Nilah (BW/NX),Aurelion Sol/Elder Dragon (RU/MT),1,4,0.25
Caitlyn/Teemo (FR/PZ),Evelynn/Kai'Sa (RU/SH),1,4,0.25
Fizz/Yuumi (BC/FR),Elder Dragon/Morgana/Shyvana (RU/DE),1,4,0.25
Elder Dragon/Volibear (RU/FR),Elder Dragon (RU/FR),1,4,0.25
Seraphine/Sett (IO/PZ),Maokai/Nautilus (BW/SI),1,4,0.25
Mordekaiser/Morgana (DE/SI),Mordekaiser/Viego (DE/SI),1,4,0.25
The Poro King (MT/RU),Gwen/Zed (IO/SI),1,4,0.25
Elder Dragon/Lissandra (RU/FR),Elder Dragon/Galio/Morgana (RU/DE),1,4,0.25
The Poro King (MT/RU),Elder Dragon/Mordekaiser/Viego (RU/SI),1,4,0.25
Norra/Teemo (BC/PZ),Pyke/Rek'Sai (BW/SH),1,4,0.25
Bard/Mordekaiser (RU/SI),Ryze (RU/SH),1,4,0.25
Caitlyn/Teemo (BC/PZ),Jinx/Kennen (BC/PZ),1,4,0.25
Azir/Nasus/Renekton (SH),Gwen/Zed (IO/SI),1,4,0.25
Championless (FR/IO),Elder Dragon/Morgana/Shyvana (RU/DE),1,4,0.25
Gnar/Kayle (FR/MT),Mordekaiser/Morgana (DE/SI),1,4,0.25
Annie/Jhin (RU/NX),Elder Dragon/Teemo/Tristana (RU/BC),1,4,0.25
Malphite/Taliyah (MT/SH),Elder Dragon/Volibear (RU/FR),1,4,0.25
Akshan/Master Yi (IO/SH),Elder Dragon/Volibear (RU/FR),1,4,0.25
Mordekaiser/Morgana (DE/SI),Elder Dragon/Garen (RU/DE),1,4,0.25
Elder Dragon/Volibear (RU/FR),Norra (BC/PZ),1,4,0.25
Fizz/Samira (BW/NX),Lissandra/Volibear (FR/SI),1,4,0.25
Elder Dragon/Galio/Morgana (RU/DE),Gwen/Vayne (DE/SI),1,4,0.25
Master Yi/Riven (IO/NX),Pyke/Rek'Sai (BW/SH),1,4,0.25
Elder Dragon/Morgana (RU/MT),Caitlyn/Teemo (FR/PZ),1,4,0.25
Caitlyn/Teemo (FR/PZ),Gwen/Vayne (DE/SI),1,4,0.25
Elder Dragon/Volibear (RU/FR),Elder Dragon/Morgana/Shyvana (RU/DE),1,4,0.25
Mordekaiser/Nasus (SI/SH),Pyke/Rek'Sai (BW/SH),1,4,0.25
Elder Dragon/Norra (RU/BC),Caitlyn/Teemo (FR/PZ),1,4,0.25
Aurelion Sol/Elder Dragon (RU/MT),Gnar/Nidalee (BC/SH),1,4,0.25
Senna/Veigar (BC/SI),Maokai/Nautilus (BW/SI),1,4,0.25
Janna/Teemo (BC/PZ),Elder Dragon/Shyvana (RU/DE),1,4,0.25
Elder Dragon/Volibear (RU/FR),Gnar/Kayle (FR/MT),1,4,0.25
Jack/Sett (BW/IO),Elder Dragon/Volibear (RU/FR),1,4,0.25
Caitlyn/Teemo (BC/PZ),Teemo/Yuumi (BC/PZ),1,4,0.25
Kayle (FR/MT),Mordekaiser/Morgana (DE/SI),1,4,0.25
Elder Dragon/Volibear (RU/FR),Teemo (BC/PZ),1,4,0.25
Bard/Mordekaiser (RU/SI),Karma (FR/IO),1,4,0.25
Bard/Mordekaiser (RU/SI),Fizz/Samira (BW/NX),1,4,0.25
Gwen/Zed (IO/SI),Teemo (BC/PZ),1,4,0.25
Elder Dragon/Mordekaiser/Viego (RU/SI),Miss Fortune (BW/NX),1,4,0.25
Mordekaiser/Nasus (SI/SH),Elder Dragon/Volibear (RU/FR),3,4,0.75
Caitlyn/Teemo (BC/PZ),Karma/Sett (FR/IO),3,4,0.75
Annie/Jhin (RU/NX),Mordekaiser/Nasus (SI/SH),3,4,0.75
Elder Dragon/Galio/Morgana (RU/DE),Jinx (BC/PZ),3,4,0.75
Elder Dragon/Norra (RU/BC),Malphite/Taliyah (MT/SH),3,4,0.75
Mordekaiser/Viego (NX/SI),Elder Dragon/Galio/Morgana (RU/DE),3,4,0.75
Annie/Jhin (RU/NX),Championless (FR/IO),3,4,0.75
Jinx (BC/PZ),Annie/Jhin (RU/NX),3,4,0.75
Annie/Jhin (RU/NX),Darius/Gnar (FR/NX),3,4,0.75
Seraphine/Sett (IO/PZ),Azir/Renekton (SH),3,4,0.75
Annie/Jhin (RU/NX),Aatrox (RU/BW),3,4,0.75
Annie/Jhin (RU/NX),Aatrox/Kayn (RU/RU),3,4,0.75
Aurelion Sol/Elder Dragon (RU/MT),Championless (PZ/SI),3,4,0.75
Caitlyn/Teemo (FR/PZ),Mordekaiser/Viego (NX/SI),3,4,0.75
Mordekaiser/Viego (NX/SI),Karma/Sett (FR/IO),3,4,0.75
Mordekaiser/Morgana (DE/SI),Akshan/Master Yi (IO/SH),3,4,0.75
Pyke/Rek'Sai (BW/SH),The Poro King (FR/RU),3,4,0.75
Norra/Teemo (BC/PZ),Elder Dragon/Mordekaiser/Viego (RU/SI),3,4,0.75
Mordekaiser/Senna (SI/SH),Aurelion Sol/Elder Dragon (RU/MT),3,4,0.75
Caitlyn/Teemo (BC/PZ),Elder Dragon/Norra (RU/BC),3,4,0.75
Mordekaiser/Sion (NX/SI),Aurelion Sol/Elder Dragon (RU/MT),3,4,0.75
Karma/Sett (IO/PZ),Janna/Nilah (BW/PZ),3,4,0.75
Morgana/Riven (MT/NX),Aurelion Sol/Elder Dragon (RU/MT),3,4,0.75
Aatrox/Kayn (RU/RU),Gwen/Zed (IO/SI),3,4,0.75
Fizz/Yuumi (BC/FR),Azir/Nasus/Renekton (SH),3,4,0.75
Aurelion Sol/Elder Dragon (RU/MT),Garen/Jarvan IV (DE/SH),3,4,0.75
Senna/Veigar (BC/SI),Karma/Sett (FR/IO),3,4,0.75
Elder Dragon/Mordekaiser/Viego (RU/SI),Ornn/Vayne (DE/FR),3,4,0.75
Teemo/Yuumi (BC/PZ),Ashe/LeBlanc (FR/NX),3,4,0.75
Elder Dragon/Volibear (RU/FR),Elder Dragon/Norra (RU/BC),3,4,0.75
Norra/Teemo (BC/PZ),Championless (FR/IO),3,4,0.75
Mordekaiser/Morgana (DE/SI),Nami/Samira (BW/NX),3,4,0.75
Aurelion Sol/Elder Dragon (RU/MT),Senna/Veigar (BC/SI),3,4,0.75
Evelynn/Kai'Sa (RU/SH),Janna/Nilah (BW/PZ),3,4,0.75
Ashe/LeBlanc (FR/NX),Nami/Samira (BW/NX),3,4,0.75
Miss Fortune/Nilah (BW/NX),Pyke/Rek'Sai (BW/SH),3,4,0.75
Malphite/Taliyah (MT/SH),Aurelion Sol/Elder Dragon (RU/MT),3,4,0.75
Maokai/Nautilus (BW/SI),Mordekaiser/Viego (NX/SI),3,4,0.75
Elder Dragon/Mordekaiser/Viego (RU/SI),Mordekaiser/Viego (NX/SI),3,4,0.75
Elder Dragon/Mordekaiser/Viego (RU/SI),Gwen/Vayne (DE/SI),3,4,0.75
Gwen/Zed (IO/SI),LeBlanc (FR/NX),3,4,0.75
Karma/Sett (IO/PZ),Gnar/Kayle (FR/MT),3,4,0.75
The Poro King (MT/RU),Pyke/Rek'Sai (BW/SH),3,4,0.75
