archetype_1,archetype_2,mu_win,mu_n,mu_wr
Bard/Jack (RU/BW),Aatrox/Kayn (RU/RU),1,4,0.25
Evelynn/Lucian (DE/RU),Pantheon/Varus (MT/RU),1,4,0.25
Jack/Sett (BW/IO),Miss Fortune/Swain (BW/NX),1,4,0.25
Bard/Jack (RU/BW),Karma/Sett (IO/PZ),1,4,0.25
Riven/Samira (BW/NX),Aurelion Sol/Shyvana (DE/MT),1,4,0.25
Jack/Sett (BW/IO),Gwen/Jack (BW/SI),1,4,0.25
Pantheon/Samira (MT/NX),Ekko (PZ/SH),1,4,0.25
Akshan/Ekko (PZ/SH),Jack/Udyr (BW/FR),1,4,0.25
Akshan/Samira (NX/SH),Aatrox (RU/BW),1,4,0.25
Vayne (DE/FR),Jack/Sett (BW/IO),1,4,0.25
Senna/Veigar (BC/SI),Ryze (RU/SI),1,4,0.25
Samira (BW/NX),Garen/Jarvan IV (DE/IO),1,4,0.25
Jack/Samira (BW/NX),Gnar/Norra (BC/NX),1,4,0.25
Jack/Nami (BW/IO),Jax/Ornn (FR/RU),1,4,0.25
Norra/Veigar (BC/SI),Jack (BW/MT),1,4,0.25
Maokai/Nautilus (BW/SI),Nami/Norra (BC/BW),1,4,0.25
Annie/Jhin (RU/NX),Ashe/Senna (FR/SI),1,4,0.25
Caitlyn/Seraphine (NX/PZ),Senna/Veigar (BC/SI),1,4,0.25
Gwen/Nasus (SI/SH),Pyke/Rek'Sai (BW/SH),1,4,0.25
Jack/Maokai (BW/SI),Heimerdinger/Jayce (PZ/SI),1,4,0.25
Akshan/Karma (IO/SH),Pyke/Rek'Sai (BW/SH),1,4,0.25
Aurelion Sol/Yuumi (DE/MT),Evelynn/Viego (RU/SI),1,4,0.25
Fizz/Samira (BW/NX),Kalista/Norra (BC/SI),1,4,0.25
Norra/Swain (BC/NX),Heimerdinger/Jayce (PZ/SI),1,4,0.25
Gwen/Zed (IO/SI),Caitlyn/Jack (BW/PZ),1,4,0.25
Jhin/Samira (RU/NX),Akshan/Varus (SH/RU),1,4,0.25
Pantheon/Yuumi (FR/MT),Jack/Sett (BW/IO),1,4,0.25
Evelynn/Kai'Sa (RU/SH),Garen/Kayle (DE/MT),1,4,0.25
Samira/Seraphine (NX/PZ),Evelynn/Kai'Sa (RU/SH),1,4,0.25
Annie/Seraphine (NX/PZ),Aatrox/Kayn (RU/RU),1,4,0.25
Riven/Samira (NX/RU),Heimerdinger/Norra (BC/SI),1,4,0.25
Azir/Nasus/Renekton (SH),Riven/Samira (BC/NX),1,4,0.25
Akshan/Seraphine (PZ/SH),Pyke/Rek'Sai (BW/SH),1,4,0.25
Jack/Norra (BC/BW),Annie/Caitlyn (NX/PZ),1,4,0.25
Riven/Samira (BW/NX),Heimerdinger/Jayce (PZ/SI),1,4,0.25
Akshan/Sett (IO/SH),Heimerdinger/Jayce (PZ/SI),1,4,0.25
Ashe/Senna (FR/SI),Aatrox/Vayne (RU/DE),1,4,0.25
Fizz/Norra (BC/BW),Fizz/Samira (BW/NX),1,4,0.25
Jack/Seraphine (BW/PZ),Garen/Jarvan IV (DE/MT),1,4,0.25
Gnar/Sejuani (BC/FR),Miss Fortune/Samira (BW/NX),1,4,0.25
Miss Fortune/Quinn (BW/DE),Jack/Maokai (BW/SI),1,4,0.25
Caitlyn/Seraphine (FR/PZ),Karma/Sett (IO/PZ),1,4,0.25
Kalista/Nocturne (NX/SI),Fizz/Samira (BW/NX),1,4,0.25
Azir/Lucian (DE/SH),Jack/Seraphine (BW/PZ),1,4,0.25
Championless (IO/SH),Samira (BW/NX),1,4,0.25
Fizz/Samira (BW/NX),Garen/Miss Fortune (BW/DE),1,4,0.25
Ahri/Kennen (BW/IO),Samira (BW/NX),1,4,0.25
Seraphine/Sett (IO/PZ),Nami/Samira (BW/NX),1,4,0.25
Annie/Caitlyn (NX/PZ),Jax/Vayne (DE/RU),1,4,0.25
Karma/Sett (IO/PZ),Jarvan IV/Kayn (DE/RU),1,4,0.25
Nami/Norra (BC/BW),Karma/Sett (IO/MT),1,4,0.25
Karma/Sett (IO/SI),Gwen/Vayne (DE/SI),1,4,0.25
Jarvan IV/Renekton (DE/SH),Aatrox/Kayn (RU/RU),1,4,0.25
Samira/Swain (BW/NX),Karma/Sett (FR/IO),1,4,0.25
Fizz/Samira (BW/NX),Vayne (DE/PZ),1,4,0.25
Caitlyn/Master Yi (IO/PZ),Pyke/Rek'Sai (BW/SH),1,4,0.25
Karma/Sett (IO/MT),Caitlyn/Teemo (BW/PZ),1,4,0.25
Gnar/Lissandra (FR/PZ),Garen/Jarvan IV (DE),1,4,0.25
Samira (BW/NX),Aurelion Sol/Norra (BC/MT),1,4,0.25
Heimerdinger/Sett (IO/PZ),Karma/Sett (IO/PZ),1,4,0.25
Ekko/Jinx (PZ/SH),Gwen/Lucian (DE/SI),1,4,0.25
Evelynn/Shyvana (DE/RU),Fizz/Samira (BW/NX),1,4,0.25
Aatrox/Jack (RU/BW),Annie/Caitlyn (NX/PZ),1,4,0.25
Aatrox/Quinn/Vayne (RU/DE),Heimerdinger/Jayce (PZ/SI),1,4,0.25
Gwen/Viego (NX/SI),Karma/Sett (IO/PZ),1,4,0.25
Akshan/Udyr (FR/SH),Heimerdinger/Norra (BC/SI),1,4,0.25
Illaoi/Jack (BW/IO),Karma/Sett (FR/IO),1,4,0.25
Nami/Seraphine (BW/PZ),Heimerdinger/Norra (BC/SI),1,4,0.25
Fizz/Samira (BW/NX),Sett/Vayne (DE/IO),1,4,0.25
Akshan/Samira (NX/SH),Aurelion Sol/Yuumi (FR/MT),1,4,0.25
Gnar/Kayle (FR/MT),Karma/Sett (IO/PZ),1,4,0.25
Kayn/Vayne (DE/RU),Karma/Sett (IO/MT),1,4,0.25
Gwen/Quinn (DE/SI),Championless (BC/PZ),1,4,0.25
Akshan/Ekko (PZ/SH),Karma/Sett (FR/IO),1,4,0.25
Maokai/Nautilus (BW/SI),Gnar (DE/FR),1,4,0.25
Maokai/Nautilus (BW/SI),Heimerdinger/Jayce (PZ),1,4,0.25
Evelynn/Lucian (DE/RU),Evelynn/Viego (RU/SI),1,4,0.25
Annie/Gwen (NX/SI),Fizz/Samira (BW/NX),1,4,0.25
Annie/Caitlyn (NX/PZ),Bard/Leona (RU/MT),1,4,0.25
Caitlyn/Nasus (PZ/SH),Fizz/Samira (BW/NX),1,4,0.25
Akshan (IO/SH),Caitlyn/Teemo (BC/PZ),1,4,0.25
Azir/Lucian (DE/SH),Akshan/Jack (BW/SH),1,4,0.25
Akshan/Karma (IO/SH),Gwen/Quinn (DE/SI),1,4,0.25
Kalista/Viego (IO/SI),Pyke/Rek'Sai (BW/SH),1,4,0.25
Samira (BW/NX),Heimerdinger/Seraphine (BC/PZ),1,4,0.25
Miss Fortune/Vayne (BW/DE),Heimerdinger/Norra (BC/SI),1,4,0.25
Karma/Sett (IO/PZ),Gwen/Sett (IO/SI),1,4,0.25
Nami/Norra (BC/BW),Annie/Caitlyn (NX/PZ),1,4,0.25
Karma/Seraphine (IO/PZ),Bard/Norra (BC/RU),1,4,0.25
Jack/Sett (BW/IO),Gwen/Lucian (DE/SI),1,4,0.25
Jack/Nami (BW/IO),Norra/Veigar (BC/SI),1,4,0.25
Caitlyn/Teemo (BC/PZ),Samira/Tristana (BC/NX),1,4,0.25
Gnar/Sejuani (FR/NX),Aatrox/Vayne (RU/DE),1,4,0.25
Fizz/Jack (BW/NX),Pyke/Rek'Sai (BW/SH),1,4,0.25
Viego (FR/SI),Garen/Jarvan IV (DE),1,4,0.25
Caitlyn/Teemo (BC/PZ),Nautilus (BW/SI),1,4,0.25
Ahri/Akshan (IO/SH),Fizz/Samira (BW/NX),1,4,0.25
Aurelion Sol/Sett (IO/MT),Miss Fortune/Samira (BW/NX),1,4,0.25
Fizz/Swain (BW/NX),Senna/Veigar (BC/SI),1,4,0.25
Miss Fortune/Samira (BW/NX),Illaoi/Vayne (BW/DE),1,4,0.25
Heimerdinger/Jayce (PZ/SI),Darius/Miss Fortune (BW/NX),1,4,0.25
Renekton/Sejuani (FR/SH),Pyke/Rek'Sai (BW/SH),1,4,0.25
Fizz/Swain (BW/NX),Jack/Seraphine (BW/PZ),1,4,0.25
Akshan/Samira (NX/SH),Karma/Seraphine (IO/PZ),1,4,0.25
Heimerdinger/Jayce (PZ/SI),Jax/Tristana (BC/RU),1,4,0.25
Aurelion Sol/Leona (MT/SI),Evelynn/Kai'Sa (RU/SH),1,4,0.25
Jack (BW/IO),Gwen/Quinn (DE/SI),1,4,0.25
Annie/Jhin (RU/NX),Jack/Vayne (BW/DE),1,4,0.25
Swain/Udyr (FR/NX),Aatrox/Vayne (RU/DE),1,4,0.25
Gwen/Quinn/Vayne (DE/SI),Miss Fortune/Samira (BW/NX),1,4,0.25
Gwen/Kalista (IO/SI),Fizz/Samira (BW/NX),1,4,0.25
Garen/Jarvan IV (DE/SH),Evelynn/Kai'Sa (RU/SH),1,4,0.25
Fizz/Tristana (BC/NX),Fizz/Samira (BW/NX),1,4,0.25
LeBlanc/Viego (NX/SI),Jack/Seraphine (BW/PZ),1,4,0.25
Championless (PZ/SH),Heimerdinger/Norra (BC/SI),1,4,0.25
Caitlyn/Norra (BC/PZ),Caitlyn/Teemo (BC/PZ),1,4,0.25
Caitlyn/Swain (NX/PZ),Aurelion Sol/Leona (DE/MT),1,4,0.25
Gwen/Riven (NX/SI),Evelynn/Kai'Sa (RU/SH),1,4,0.25
Kayle/Leona (MT/NX),Jack/Nami (BW/PZ),1,4,0.25
Diana/Gwen (MT/SI),Leona/Samira (MT/NX),1,4,0.25
Fizz/Samira (BW/NX),Master Yi/Varus (IO/RU),1,4,0.25
Jax/Vayne (DE/RU),Senna/Veigar (BC/SI),1,4,0.25
Jack/Karma (BW/IO),Miss Fortune/Samira (BW/NX),1,4,0.25
Akshan/Seraphine (PZ/SH),Ashe/LeBlanc (FR/NX),1,4,0.25
Renekton/Samira (NX/SH),Ashe/LeBlanc (FR/NX),1,4,0.25
Miss Fortune/Samira (BW/NX),Championless (SI/SH),1,4,0.25
Jack/Jarvan IV (BW/DE),Jack/Nami (BW/PZ),1,4,0.25
Illaoi/Sett (BW/IO),Norra/Veigar (BC/SI),1,4,0.25
Samira/Zed (IO/NX),Gwen/Vayne (DE/SI),1,4,0.25
Garen/Jarvan IV (DE),Illaoi/Ornn (BW/FR),1,4,0.25
Karma/Sett (IO/MT),Sett/Shen (DE/IO),1,4,0.25
Miss Fortune/Quinn (BW/DE),Caitlyn/Teemo (BW/PZ),1,4,0.25
Akshan/Ekko (PZ/SH),Miss Fortune/Quinn (BW/DE),1,4,0.25
Akshan (PZ/SH),Fizz/Samira (BW/NX),1,4,0.25
Nami/Seraphine (BW/PZ),Annie/Caitlyn (NX/PZ),1,4,0.25
Azir/Lucian (DE/SH),Annie/Caitlyn (NX/PZ),1,4,0.25
Gwen/Riven (NX/SI),Caitlyn/Teemo (BC/PZ),1,4,0.25
Ryze/Sett (IO/RU),Samira (BW/NX),1,4,0.25
Heimerdinger/Norra (BC/SI),Jack/Swain (BW/NX),1,4,0.25
Akshan/Nasus (SI/SH),Miss Fortune/Samira (BW/NX),1,4,0.25
Ryze/Sett (IO/RU),Akshan/Samira (NX/SH),1,4,0.25
Heimerdinger/Norra (BC/SI),Jack/Maokai (BW/SI),1,4,0.25
Lissandra/Taliyah (FR/SH),Seraphine (BW/PZ),1,4,0.25
Heimerdinger/Jayce (PZ/SI),Fizz/Lucian (BW/DE),1,4,0.25
Gwen/Vayne (DE/SI),Ryze/Sett (IO/RU),1,4,0.25
Heimerdinger/Jayce (PZ/SI),Ryze/Sett (IO/RU),1,4,0.25
Championless (PZ/SH),Lissandra/Taliyah (FR/SH),1,4,0.25
Ashe/Udyr (FR/NX),Maokai/Nautilus (BW/SI),1,4,0.25
Fizz/Samira (BW/NX),Bard/Jarvan IV (RU/DE),1,4,0.25
