archetype_1,archetype_2,mu_win,mu_n,mu_wr
Aurelion Sol/Trundle (FR/MT),Karma/Sett (IO/PZ),1,1,1
Aurelion Sol/Volibear (FR/MT),Akshan/Varus (SH/RU),1,1,1
Sion (NX/SI),Galio (DE/FR),1,1,1
Sett/Viktor (IO/PZ),Viktor (BC/PZ),1,1,1
Senna/Veigar (BC/SI),Janna (BC/PZ),1,1,1
Seraphine/Sett (IO/PZ),Akshan/Lee Sin (IO/SH),1,1,1
Gangplank/Gwen (BW/SI),Sett/Viktor (IO/PZ),1,1,1
Championless (SI/SH),Gangplank/Lee Sin (BW/IO),1,1,1
Lee Sin/Riven (IO/NX),Gangplank/Swain (BW/NX),1,1,1
Gangplank/Swain (BW/NX),Galio (DE/FR),1,1,1
Akshan/Lee Sin (IO/SH),The Poro King (MT/RU),1,1,1
Senna/Veigar (BC/SI),Lee Sin/Shen (IO/MT),1,1,1
Leona (IO/MT),Lee Sin/Riven (IO/NX),1,1,1
Heimerdinger/Viktor (IO/PZ),Aurelion Sol/Shyvana (DE/MT),1,1,1
Senna/Veigar (PZ/SI),Rumble/Sion (BC/NX),1,1,1
Karma/Sett (FR/IO),Aurelion Sol/Volibear (FR/MT),1,1,1
Kindred/Viego (NX/SI),Shyvana (DE/MT),1,1,1
Maokai/Nautilus (BW/SI),Kindred/Viego (NX/SI),1,1,1
Lee Sin/Viktor (IO/PZ),Karma/Sett (FR/IO),1,1,1
Janna/Lee Sin/Viktor (IO/PZ),Illaoi/Swain (BW/NX),1,1,1
Mordekaiser/Morgana (DE/SI),Senna (PZ/SI),1,1,1
Senna (PZ/SI),Lux: Illuminated/Shen (DE/IO),1,1,1
Senna (PZ/SI),The Poro King (MT/RU),1,1,1
Galio/Morgana (DE/FR),Akshan/Viktor (PZ/SH),1,1,1
Galio/Morgana (DE/FR),Morgana (MT/SI),1,1,1
Maokai (PZ/SI),Morgana (MT/SI),1,1,1
Championless (SI),Maokai (PZ/SI),1,1,1
Maokai (PZ/SI),Gangplank/Swain (BW/NX),1,1,1
Aurelion Sol/Shyvana (DE/MT),Aatrox (RU/BW),1,1,1
Aurelion Sol/Trundle (FR/MT),Senna (PZ/SI),1,1,1
Morgana/Riven (MT/NX),Janna/Sett (IO/PZ),1,1,1
Karma/Sett (FR/IO),Anivia/Volibear (FR/NX),1,1,1
Janna/Mordekaiser (PZ/SI),Maokai/Nautilus (BW/SI),1,1,1
Morgana/Trundle/Volibear (DE/FR),Aatrox/Kayn (RU/RU),1,1,1
Swain (NX/PZ),Senna/Veigar (BC/SI),1,1,1
Jayce/Lux (DE/PZ),Janna/Lee Sin/Viktor (IO/PZ),1,1,1
Kayle (BW/MT),Championless (IO/SH),1,1,1
Sett/Viktor (IO/PZ),Senna/Veigar (PZ/SI),1,1,1
Championless (BC/SI),Galio/Tahm Kench (BW/DE),1,1,1
Illaoi/Shen (BW/IO),Akshan/Varus (SH/RU),1,1,1
Championless (MT/SI),Morgana (MT/SI),1,1,1
Shyvana (DE/MT),Championless (IO/SH),1,1,1
Jayce/Lux (DE/PZ),Galio/Tahm Kench (BW/DE),1,1,1
Galio/Morgana (DE/FR),Janna/Sett (IO/PZ),1,1,1
Karma/Sett (FR/IO),Championless (SI),1,1,1
Championless (BC/SI),Kayle (MT/SI),1,1,1
Illaoi/Shen (BW/IO),Akshan/Lee Sin (IO/SH),1,1,1
Championless (BC/SI),Jayce/Lux (DE/PZ),1,1,1
Nasus/Thresh (SI/SH),Galio/Jarvan IV (DE/FR),1,1,1
Karma/Sett (FR/IO),Maokai (BW/SI),1,1,1
Vi/Viktor (IO/PZ),Aatrox/Kayn (RU/RU),1,1,1
Akshan/Varus (SH/RU),Gwen/Kayle (MT/SI),1,1,1
Gwen/Kayle (MT/SI),Aatrox/Kayn (RU/RU),1,1,1
Maokai/Nautilus (BW/SI),Gwen/Kayle (MT/SI),1,1,1
Maokai (BW/SI),Galio/Morgana (DE/MT),1,1,1
Fizz/Twisted Fate (BW/PZ),Karma/Sett (IO/PZ),1,1,1
Leona (IO/MT),Maokai/Nautilus (BW/SI),1,1,1
Shyvana (DE/MT),Maokai (BW/SI),1,1,1
Fizz/Twisted Fate (BW/PZ),Maokai/Nautilus (BW/SI),1,1,1
