mu_win,mu_n,ci,ok_ci,archetype_1,archetype_2,mu_wr,direction,mirror,playrate_1,playrate_2
1,1,(2.5% - 100.0%),FALSE,Caitlyn/Teemo (BC/PZ),Aurelion Sol/Tryndamere (FR/MT),1,POS,No,0.00586202312907085,0.000770969028313173
1,1,(2.5% - 100.0%),FALSE,Jax/Ornn (FR/RU),Ekko (PZ/SH),1,POS,No,0.0569586601089991,0.000159510833444105
1,1,(2.5% - 100.0%),FALSE,Teemo/Zoe (MT/PZ),Annie/Ezreal (NX/PZ),1,POS,No,0.000957065000664629,0.00319021666888209
1,1,(2.5% - 100.0%),FALSE,Pyke/Rek'Sai (BW/SH),Teemo/Zoe (MT/PZ),1,POS,No,0.0261198989764722,0.000957065000664629
1,1,(2.5% - 100.0%),FALSE,Kalista/Lucian (DE/SI),Rumble/Vayne (DE/NX),1,POS,No,0.00493154326731357,0.00639372590721787
1,1,(2.5% - 100.0%),FALSE,Nami/Seraphine (BW/PZ),Annie/Katarina (NX/PZ),1,POS,No,0.00138242722318224,0.00693872125481856
1,1,(2.5% - 100.0%),FALSE,Sivir/Tristana (BC/SH),Master Yi/Viktor (IO/PZ),1,POS,No,0.000372191944702911,0.0132128140369533
1,1,(2.5% - 100.0%),FALSE,Annie/Katarina (NX/PZ),Lulu/Quinn (BC/DE),1,POS,No,0.00693872125481856,9.30479861757278e-05
1,1,(2.5% - 100.0%),FALSE,Sivir/Tristana (BC/SH),Master Yi/Ryze (IO/RU),1,POS,No,0.000372191944702911,0.0112986840356241
1,1,(2.5% - 100.0%),FALSE,Sivir/Tristana (BC/SH),Elise/Jayce (PZ/SI),1,POS,No,0.000372191944702911,0.000505117639239665
1,1,(2.5% - 100.0%),FALSE,Sivir/Tristana (BC/SH),Illaoi/Sejuani (BW/FR),1,POS,No,0.000372191944702911,2.65851389073508e-05
1,1,(2.5% - 100.0%),FALSE,Sivir/Tristana (BC/SH),Kayle/Leona (MT/NX),1,POS,No,0.000372191944702911,0.000465239930878639
1,1,(2.5% - 100.0%),FALSE,Sivir/Tristana (BC/SH),Katarina/Leona (MT/NX),1,POS,No,0.000372191944702911,0.0171872923036023
1,1,(2.5% - 100.0%),FALSE,Kalista/Nocturne (SI),Karma/Lux (DE/IO),1,POS,No,0.00268509902964243,0.000438654791971288
1,1,(2.5% - 100.0%),FALSE,Gangplank/Sejuani (BW/FR),Jinx/Teemo (NX/PZ),1,POS,No,0.0184766715406088,3.98777083610262e-05
1,1,(2.5% - 100.0%),FALSE,Poppy/Tristana (BC/DE),Katarina/Taliyah (NX/SH),1,POS,No,0.000106340555629403,0.000132925694536754
1,1,(2.5% - 100.0%),FALSE,Katarina/Taliyah (NX/SH),Illaoi/Soraka (BW/MT),1,POS,No,0.000132925694536754,0.000438654791971288
1,1,(2.5% - 100.0%),FALSE,Karma/Lee Sin (IO/RU),Katarina/Taliyah (NX/SH),1,POS,No,2.65851389073508e-05,0.000132925694536754
1,1,(2.5% - 100.0%),FALSE,Elise/Jayce (PZ/SI),Championless (BW/NX),1,POS,No,0.000505117639239665,0.000132925694536754
1,1,(2.5% - 100.0%),FALSE,Kai'Sa (DE/SH),Kindred/Viego (IO/SI),1,POS,No,0.00187425229296823,0.00255217333510568
1,1,(2.5% - 100.0%),FALSE,Illaoi/Sejuani (BW/FR),Garen/Jarvan IV (DE),1,POS,No,2.65851389073508e-05,0.00727103549116044
1,1,(2.5% - 100.0%),FALSE,Fizz/Twisted Fate (BW/IO),Swain/Twisted Fate (BW/NX),1,POS,No,7.97554167220524e-05,0.0154858434135318
1,1,(2.5% - 100.0%),FALSE,Gnar/Tristana (BC/NX),Ezreal/Jayce (PZ/SI),1,POS,No,0.0275156187691081,0.000212681111258806
1,1,(2.5% - 100.0%),FALSE,Teemo/Tristana (BC/PZ),Gnar/Tristana (BC/NX),1,POS,No,0.000332314236341885,0.0275156187691081
1,1,(2.5% - 100.0%),FALSE,Teemo/Tristana (BC/PZ),Senna/Veigar (BC/SI),1,POS,No,0.000332314236341885,0.0175727768177589
1,1,(2.5% - 100.0%),FALSE,Ezreal/Kennen (IO/PZ),Caitlyn/Teemo (BC/PZ),1,POS,No,0.000412069653063937,0.00586202312907085
1,1,(2.5% - 100.0%),FALSE,Jinx (NX/PZ),Renekton/Xerath (SH),1,POS,No,3.98777083610262e-05,6.6462847268377e-05
1,1,(2.5% - 100.0%),FALSE,Jarvan IV/Renekton (DE/SH),Anivia (FR/SI),1,POS,No,1.32925694536754e-05,0.0143692675794231
1,1,(2.5% - 100.0%),FALSE,Teemo/Zoe (MT/PZ),Sivir/Tristana (BC/SH),1,POS,No,0.000957065000664629,0.000372191944702911
1,1,(2.5% - 100.0%),FALSE,Lucian/Norra (BC/DE),Kalista/Lucian (DE/SI),1,POS,No,0.000159510833444105,0.00493154326731357
1,1,(2.5% - 100.0%),FALSE,Nami/Seraphine (BW/PZ),Bard/Gwen (RU/SI),1,POS,No,0.00138242722318224,3.98777083610262e-05
1,1,(2.5% - 100.0%),FALSE,Nami/Seraphine (BW/PZ),Ashe/LeBlanc (FR/NX),1,POS,No,0.00138242722318224,0.00309716868270637
1,1,(2.5% - 100.0%),FALSE,Aurelion Sol/Zoe (FR/MT),Nasus/Thresh (SI/SH),1,POS,No,0.000797554167220524,0.00200717798750498
1,1,(2.5% - 100.0%),FALSE,Aurelion Sol/Zoe (FR/MT),Sion/Viego (NX/SI),1,POS,No,0.000797554167220524,0.00146218263990429
1,1,(2.5% - 100.0%),FALSE,Sion/Viego (NX/SI),Fizz/Twisted Fate (BW/IO),1,POS,No,0.00146218263990429,7.97554167220524e-05
1,1,(2.5% - 100.0%),FALSE,Sivir/Tristana (BC/SH),Senna/Veigar (BC/SI),1,POS,No,0.000372191944702911,0.0175727768177589
1,1,(2.5% - 100.0%),FALSE,Braum/Twisted Fate (BW/FR),Jax/Tristana (BC/RU),1,POS,No,0.000119633125083079,0.00127608666755284
1,1,(2.5% - 100.0%),FALSE,Ahri/Akshan (IO/SH),Aphelios/Seraphine (MT/PZ),1,POS,No,0.000438654791971288,0.00239266250166157
1,1,(2.5% - 100.0%),FALSE,Jax/Sivir (RU/SH),Kai'Sa (DE/SH),1,POS,No,0.00111657583410873,0.00187425229296823
1,1,(2.5% - 100.0%),FALSE,Jax/Ornn (FR/RU),Sivir/Tristana (BC/SH),1,POS,No,0.0569586601089991,0.000372191944702911
1,1,(2.5% - 100.0%),FALSE,Sivir/Tristana (BC/SH),Illaoi/Twisted Fate (BW/IO),1,POS,No,0.000372191944702911,0.038003456068058
1,1,(2.5% - 100.0%),FALSE,Sivir/Tristana (BC/SH),Illaoi/Vayne (BW/DE),1,POS,No,0.000372191944702911,0.00466569187824006
1,1,(2.5% - 100.0%),FALSE,Elise/Jayce (PZ/SI),Kalista/Nocturne (SI),1,POS,No,0.000505117639239665,0.00268509902964243
1,1,(2.5% - 100.0%),FALSE,Rumble/Vayne (DE/NX),Swain/Twisted Fate (BW/NX),1,POS,No,0.00639372590721787,0.0154858434135318
1,1,(2.5% - 100.0%),FALSE,Swain/Twisted Fate (BW/NX),Ezreal/Kennen (IO/PZ),1,POS,No,0.0154858434135318,0.000412069653063937
1,1,(2.5% - 100.0%),FALSE,Bard/Illaoi (RU/BW),Karma/Lux (DE/IO),1,POS,No,0.00152864548717267,0.000438654791971288
1,1,(2.5% - 100.0%),FALSE,Trundle/Tryndamere (FR/SI),Bard/Illaoi (RU/BW),1,POS,No,0.017732287651203,0.00152864548717267
1,1,(2.5% - 100.0%),FALSE,Katarina/Yasuo (IO/NX),Kayle/Zoe (FR/MT),1,POS,No,0.00202047055695866,0.000146218263990429
1,1,(2.5% - 100.0%),FALSE,Norra/Veigar (BC/SI),Kayle/Zoe (FR/MT),1,POS,No,0.0108866143825601,0.000146218263990429
1,1,(2.5% - 100.0%),FALSE,Maokai (PZ/SI),Gwen/Katarina (NX/SI),1,POS,No,0.000704506181044796,0.0341884886348531
1,1,(2.5% - 100.0%),FALSE,Jax/Tristana (BC/RU),Caitlyn/Teemo (BC/PZ),1,POS,No,0.00127608666755284,0.00586202312907085
1,1,(2.5% - 100.0%),FALSE,Caitlyn/Teemo (BC/PZ),Zoe (IO/MT),1,POS,No,0.00586202312907085,2.65851389073508e-05
1,1,(2.5% - 100.0%),FALSE,Kai'Sa (DE/SH),Maokai (PZ/SI),1,POS,No,0.00187425229296823,0.000704506181044796
1,1,(2.5% - 100.0%),FALSE,Gnar/Tristana (BC/FR),Kai'Sa (DE/SH),1,POS,No,7.97554167220524e-05,0.00187425229296823
1,1,(2.5% - 100.0%),FALSE,Kai'Sa (DE/SH),Evelynn/Lucian (DE/RU),1,POS,No,0.00187425229296823,0.00265851389073508
1,1,(2.5% - 100.0%),FALSE,Jax/Tristana (BC/RU),Kai'Sa (DE/SH),1,POS,No,0.00127608666755284,0.00187425229296823
1,1,(2.5% - 100.0%),FALSE,Miss Fortune/Twisted Fate (BW/NX),Akshan/Kai'Sa (DE/SH),1,POS,No,0.044144623155656,6.6462847268377e-05
1,1,(2.5% - 100.0%),FALSE,Jax/Tristana (BC/RU),Galio/Thresh (DE/SI),1,POS,No,0.00127608666755284,2.65851389073508e-05
1,1,(2.5% - 100.0%),FALSE,Akshan/Zilean (BC/SH),Senna/Veigar (BC/SI),1,POS,No,1.32925694536754e-05,0.0175727768177589
1,1,(2.5% - 100.0%),FALSE,Jax/Sivir (RU/SH),Teemo/Tristana (BC/PZ),1,POS,No,0.00111657583410873,0.000332314236341885
1,1,(2.5% - 100.0%),FALSE,Teemo/Tristana (BC/PZ),Lissandra/Taliyah (FR/SH),1,POS,No,0.000332314236341885,0.00479861757277682
1,1,(2.5% - 100.0%),FALSE,Ryze (IO/RU),Aurelion Sol/Zoe (FR/MT),1,POS,No,0.0528512561478134,0.000797554167220524
1,1,(2.5% - 100.0%),FALSE,Renekton/Xerath (SH),Ezreal/Seraphine (PZ/SI),1,POS,No,6.6462847268377e-05,0.0025920510434667
1,1,(2.5% - 100.0%),FALSE,Renekton/Xerath (SH),Illaoi/Yuumi (BW/MT),1,POS,No,6.6462847268377e-05,0.000239266250166157
1,1,(2.5% - 100.0%),FALSE,Gwen/Katarina (NX/SI),Aurelion Sol/Zoe (FR/MT),1,POS,No,0.0341884886348531,0.000797554167220524
1,1,(2.5% - 100.0%),FALSE,Norra/Viego (BC/SI),Sivir/Tristana (BC/SH),1,POS,No,0.020350923833577,0.000372191944702911
1,1,(2.5% - 100.0%),FALSE,Swain/Twisted Fate (BW/NX),Illaoi/Yuumi (BW/MT),1,POS,No,0.0154858434135318,0.000239266250166157
1,1,(2.5% - 100.0%),FALSE,Caitlyn/Seraphine (NX/PZ),Braum/Kayle (FR/MT),1,POS,No,6.6462847268377e-05,0.00186095972351456
1,1,(2.5% - 100.0%),FALSE,Illaoi/Soraka (BW/MT),Caitlyn/Seraphine (NX/PZ),1,POS,No,0.000438654791971288,6.6462847268377e-05
1,1,(2.5% - 100.0%),FALSE,Caitlyn/Seraphine (NX/PZ),Gwen/Sejuani (FR/SI),1,POS,No,6.6462847268377e-05,0.00215339625149541
1,1,(2.5% - 100.0%),FALSE,Swain/Twisted Fate (BW/NX),Elise (PZ/SI),1,POS,No,0.0154858434135318,6.6462847268377e-05
1,1,(2.5% - 100.0%),FALSE,Heimerdinger/Norra (BC/SI),Aurelion Sol (DE/MT),1,POS,No,0.00615445965705171,2.65851389073508e-05
1,1,(2.5% - 100.0%),FALSE,Nami/Seraphine (BW/PZ),Sivir/Tristana (BC/SH),1,POS,No,0.00138242722318224,0.000372191944702911
1,1,(2.5% - 100.0%),FALSE,Jax/Tristana (BC/RU),Lissandra/Taliyah (FR/SH),1,POS,No,0.00127608666755284,0.00479861757277682
1,1,(2.5% - 100.0%),FALSE,Jax/Tristana (BC/RU),Azir/Irelia (IO/SH),1,POS,No,0.00127608666755284,0.00781603083876113
1,1,(2.5% - 100.0%),FALSE,Aurelion Sol/Zoe (FR/MT),Jax/Tristana (BC/RU),1,POS,No,0.000797554167220524,0.00127608666755284
1,1,(2.5% - 100.0%),FALSE,Jax/Tristana (BC/RU),Elise/Jayce (PZ/SI),1,POS,No,0.00127608666755284,0.000505117639239665
1,1,(2.5% - 100.0%),FALSE,Jax/Tristana (BC/RU),Senna/Veigar (BC/SI),1,POS,No,0.00127608666755284,0.0175727768177589
1,1,(2.5% - 100.0%),FALSE,Zed/Zoe (IO/MT),Jax/Tristana (BC/RU),1,POS,No,3.98777083610262e-05,0.00127608666755284
1,1,(2.5% - 100.0%),FALSE,LeBlanc/Sivir (NX/SH),Soraka/Taric (DE/MT),1,POS,No,0.0032433869466968,0.000252558819619833
1,1,(2.5% - 100.0%),FALSE,Norra (BC/SI),Caitlyn/Teemo (PZ/SI),1,POS,No,0.000638043333776419,7.97554167220524e-05
1,1,(2.5% - 100.0%),FALSE,Norra (BC/SI),Caitlyn/Senna (PZ/SI),1,POS,No,0.000638043333776419,6.6462847268377e-05
1,1,(2.5% - 100.0%),FALSE,Jayce/Lux (DE/PZ),Aphelios/Zoe (BC/MT),1,POS,No,0.00408081882227835,1.32925694536754e-05
1,1,(2.5% - 100.0%),FALSE,Viktor (BC/PZ),Trundle/Tryndamere (FR/SI),1,POS,No,0.000544995347600691,0.017732287651203
1,1,(2.5% - 100.0%),FALSE,Aurelion Sol/Zoe (FR/MT),Gnar/Tristana (BC/FR),1,POS,No,0.000797554167220524,7.97554167220524e-05
1,1,(2.5% - 100.0%),FALSE,Annie/Katarina (NX/PZ),Aurelion Sol/Zoe (FR/MT),1,POS,No,0.00693872125481856,0.000797554167220524
1,1,(2.5% - 100.0%),FALSE,Pyke/Rek'Sai (BW/SH),Annie/Darius/Jhin (RU/NX),1,POS,No,0.0261198989764722,0.000465239930878639
1,1,(2.5% - 100.0%),FALSE,Annie/Darius/Jhin (RU/NX),Annie/Jhin (RU/NX),1,POS,No,0.000465239930878639,0.0197527582081616
1,1,(2.5% - 100.0%),FALSE,Seraphine/Viktor (BC/PZ),Kayle/Zed (IO/MT),1,POS,No,0.000332314236341885,0.0260002658513891
1,1,(2.5% - 100.0%),FALSE,Swain/Twisted Fate (BW/NX),Bard/Kalista (RU/SI),1,POS,No,0.0154858434135318,0.000146218263990429
1,1,(2.5% - 100.0%),FALSE,Jax/Sivir (RU/SH),Gnar/Tristana (BC/FR),1,POS,No,0.00111657583410873,7.97554167220524e-05
1,1,(2.5% - 100.0%),FALSE,Gnar/Tristana (BC/FR),Master Yi/Viktor (IO/PZ),1,POS,No,7.97554167220524e-05,0.0132128140369533
1,1,(2.5% - 100.0%),FALSE,Jayce/Norra (BC/PZ),Master Yi/Ryze (IO/RU),1,POS,No,0.000252558819619833,0.0112986840356241
1,1,(2.5% - 100.0%),FALSE,Lucian/Norra (BC/DE),Sivir/Tristana (BC/SH),1,POS,No,0.000159510833444105,0.000372191944702911
1,1,(2.5% - 100.0%),FALSE,Jayce/Norra (BC/PZ),Rumble/Vayne (DE/NX),1,POS,No,0.000252558819619833,0.00639372590721787
1,1,(2.5% - 100.0%),FALSE,Leona/Yasuo (IO/MT),Rumble/Vayne (DE/NX),1,POS,No,0.000252558819619833,0.00639372590721787
1,1,(2.5% - 100.0%),FALSE,Norra/Senna (BC/SI),Jinx (NX/PZ),1,POS,No,1.32925694536754e-05,3.98777083610262e-05
1,1,(2.5% - 100.0%),FALSE,Teemo/Tristana (BC/FR),Jax/Ornn (FR/RU),1,POS,No,0.000252558819619833,0.0569586601089991
1,1,(2.5% - 100.0%),FALSE,Miss Fortune/Twisted Fate (BW/NX),Jax/Vi (RU/PZ),1,POS,No,0.044144623155656,0.000186095972351456
1,1,(2.5% - 100.0%),FALSE,Braum/Norra (BC/FR),Master Yi/Ryze (IO/RU),1,POS,No,0.00538349062873854,0.0112986840356241
1,1,(2.5% - 100.0%),FALSE,Garen/Kayle (DE/MT),Nautilus (BW/SI),1,POS,No,0.00401435597500997,0.000225973680712482
1,1,(2.5% - 100.0%),FALSE,Garen (DE),Anivia/Aurelion Sol (FR/MT),1,POS,No,0.000279143958527183,2.65851389073508e-05
1,1,(2.5% - 100.0%),FALSE,Gwen/Katarina (NX/SI),Garen (DE),1,POS,No,0.0341884886348531,0.000279143958527183
1,1,(2.5% - 100.0%),FALSE,Master Yi/Viktor (IO/PZ),Garen (DE),1,POS,No,0.0132128140369533,0.000279143958527183
1,1,(2.5% - 100.0%),FALSE,Illaoi (BW/IO),Garen (DE),1,POS,No,0.00283131729363286,0.000279143958527183
1,1,(2.5% - 100.0%),FALSE,Caitlyn/Teemo (BC/PZ),Aurelion Sol/Trundle (FR/MT),1,POS,No,0.00586202312907085,0.000558287917054367
1,1,(2.5% - 100.0%),FALSE,Aurelion Sol/Trundle (FR/MT),Kalista/Kindred (MT/SI),1,POS,No,0.000558287917054367,5.31702778147016e-05
1,1,(2.5% - 100.0%),FALSE,Aurelion Sol/Trundle (FR/MT),Trundle (FR/PZ),1,POS,No,0.000558287917054367,0.00607470424032966
1,1,(2.5% - 100.0%),FALSE,Trundle/Tryndamere (FR/SI),Garen (DE),1,POS,No,0.017732287651203,0.000279143958527183
1,1,(2.5% - 100.0%),FALSE,Garen (DE),Jinx/Lulu (BC/PZ),1,POS,No,0.000279143958527183,0.0048650804200452
1,1,(2.5% - 100.0%),FALSE,Norra/Swain (BC/NX),Garen (DE),1,POS,No,0.0259603881430281,0.000279143958527183
1,1,(2.5% - 100.0%),FALSE,Garen (DE),Lulu/Shen (IO/MT),1,POS,No,0.000279143958527183,0.000305729097434534
1,1,(2.5% - 100.0%),FALSE,Kalista/Nocturne (SI),Maokai (PZ/SI),1,POS,No,0.00268509902964243,0.000704506181044796
1,1,(2.5% - 100.0%),FALSE,Caitlyn/Teemo (BC/PZ),LeBlanc/Sivir (NX/SH),1,POS,No,0.00586202312907085,0.0032433869466968
1,1,(2.5% - 100.0%),FALSE,Caitlyn/Teemo (BC/PZ),Bard/Kalista (RU/SI),1,POS,No,0.00586202312907085,0.000146218263990429
1,1,(2.5% - 100.0%),FALSE,Malphite/Taliyah (MT/SH),Illaoi/Yuumi (BW/MT),1,POS,No,0.00261863618237405,0.000239266250166157
1,1,(2.5% - 100.0%),FALSE,Malphite/Taliyah (MT/SH),Azir (MT/SH),1,POS,No,0.00261863618237405,0.000119633125083079
1,1,(2.5% - 100.0%),FALSE,Karma/Viktor (IO/PZ),Aurelion Sol/Zoe (FR/MT),1,POS,No,0.000744383889405822,0.000797554167220524
1,1,(2.5% - 100.0%),FALSE,Vi/Viktor (BC/PZ),Aphelios/Seraphine (MT/PZ),1,POS,No,0.000199388541805131,0.00239266250166157
1,1,(2.5% - 100.0%),FALSE,Kindred/Nasus (SI/SH),Fizz/Varus (BC/RU),1,POS,No,0.00810846736674199,0.000212681111258806
1,1,(2.5% - 100.0%),FALSE,Senna/Veigar (BC/SI),Lucian/Norra (BC/DE),1,POS,No,0.0175727768177589,0.000159510833444105
1,1,(2.5% - 100.0%),FALSE,Senna/Veigar (BC/SI),Kennen/Yasuo (IO/PZ),1,POS,No,0.0175727768177589,1.32925694536754e-05
1,1,(2.5% - 100.0%),FALSE,Gnar/Tristana (BC/FR),Gwen/Katarina (NX/SI),1,POS,No,7.97554167220524e-05,0.0341884886348531
1,1,(2.5% - 100.0%),FALSE,Karma/Master Yi (IO/SI),Illaoi/Vayne (BW/DE),1,POS,No,0.00215339625149541,0.00466569187824006
1,1,(2.5% - 100.0%),FALSE,Norra/Viego (BC/SI),Maokai/Twisted Fate (BW/SI),1,POS,No,0.020350923833577,2.65851389073508e-05
1,1,(2.5% - 100.0%),FALSE,Master Yi/Ryze (IO/RU),Galio/Thresh (DE/SI),1,POS,No,0.0112986840356241,2.65851389073508e-05
1,1,(2.5% - 100.0%),FALSE,Nautilus (BW/SI),Illaoi/Yuumi (BW/MT),1,POS,No,0.000225973680712482,0.000239266250166157
1,1,(2.5% - 100.0%),FALSE,Elise (PZ/SI),Jinx/Lulu (BC/PZ),1,POS,No,6.6462847268377e-05,0.0048650804200452
1,1,(2.5% - 100.0%),FALSE,Nami/Seraphine (BW/PZ),Norra (BC/NX),1,POS,No,0.00138242722318224,0.000119633125083079
1,1,(2.5% - 100.0%),FALSE,Ziggs/Zilean (BC/SH),Pyke/Rek'Sai (BW/SH),1,POS,No,0.000119633125083079,0.0261198989764722
1,1,(2.5% - 100.0%),FALSE,LeBlanc/Sivir (NX/SH),Ziggs/Zilean (BC/SH),1,POS,No,0.0032433869466968,0.000119633125083079
1,1,(2.5% - 100.0%),FALSE,Teemo/Zoe (MT/PZ),Rek'Sai (NX/SH),1,POS,No,0.000957065000664629,1.32925694536754e-05
1,1,(2.5% - 100.0%),FALSE,Teemo/Zoe (MT/PZ),Sion/Viego (NX/SI),1,POS,No,0.000957065000664629,0.00146218263990429
1,1,(2.5% - 100.0%),FALSE,Kalista/Nocturne (NX/SI),Teemo/Zoe (MT/PZ),1,POS,No,0.0154060879968098,0.000957065000664629
1,1,(2.5% - 100.0%),FALSE,Kalista/Nocturne (NX/SI),Jinx (FR/PZ),1,POS,No,0.0154060879968098,0.000624750764322744
1,1,(2.5% - 100.0%),FALSE,Annie/Jhin (RU/NX),Jinx (FR/PZ),1,POS,No,0.0197527582081616,0.000624750764322744
1,1,(2.5% - 100.0%),FALSE,Jinx (FR/PZ),Pyke/Rek'Sai (BW/SH),1,POS,No,0.000624750764322744,0.0261198989764722
1,1,(2.5% - 100.0%),FALSE,Aatrox/Kayn (RU/RU),Nami/Seraphine (BW/PZ),1,POS,No,0.00559617173999734,0.00138242722318224
1,1,(2.5% - 100.0%),FALSE,Akshan/Lee Sin (IO/SH),Nami/Seraphine (BW/PZ),1,POS,No,0.000797554167220524,0.00138242722318224
1,1,(2.5% - 100.0%),FALSE,Norra/Swain (BC/NX),Soraka/Taric (DE/MT),1,POS,No,0.0259603881430281,0.000252558819619833
1,1,(2.5% - 100.0%),FALSE,Illaoi/Twisted Fate (BW/IO),Soraka/Taric (DE/MT),1,POS,No,0.038003456068058,0.000252558819619833
1,1,(2.5% - 100.0%),FALSE,Soraka/Taric (DE/MT),Ryze (IO/RU),1,POS,No,0.000252558819619833,0.0528512561478134
1,1,(2.5% - 100.0%),FALSE,Gwen/Katarina (NX/SI),Aurelion Sol/Leona (FR/MT),1,POS,No,0.0341884886348531,6.6462847268377e-05
1,1,(2.5% - 100.0%),FALSE,Jax/Ornn (FR/RU),Aurelion Sol/Leona (FR/MT),1,POS,No,0.0569586601089991,6.6462847268377e-05
1,1,(2.5% - 100.0%),FALSE,Senna/Veigar (BC/SI),Aurelion Sol/Leona (FR/MT),1,POS,No,0.0175727768177589,6.6462847268377e-05
1,1,(2.5% - 100.0%),FALSE,Aurelion Sol/Leona (FR/MT),Norra/Viego (BC/SI),1,POS,No,6.6462847268377e-05,0.020350923833577
1,1,(2.5% - 100.0%),FALSE,Lucian/Norra (BC/DE),Jinx/Lulu (BC/PZ),1,POS,No,0.000159510833444105,0.0048650804200452
1,1,(2.5% - 100.0%),FALSE,Annie/Jhin (RU/NX),Hecarim/Tryndamere (FR/SI),1,POS,No,0.0197527582081616,2.65851389073508e-05
1,1,(2.5% - 100.0%),FALSE,Gangplank/Lucian (BW/DE),Karma/Lux (DE/IO),1,POS,No,5.31702778147016e-05,0.000438654791971288
1,1,(2.5% - 100.0%),FALSE,Master Yi/Viktor (IO/PZ),Ezreal/Kennen (IO/PZ),1,POS,No,0.0132128140369533,0.000412069653063937
1,1,(2.5% - 100.0%),FALSE,Master Yi/Ryze (IO/RU),Fizz/Twisted Fate (BW/IO),1,POS,No,0.0112986840356241,7.97554167220524e-05
1,1,(2.5% - 100.0%),FALSE,Rumble/Vayne (DE/NX),Miss Fortune/Swain (BW/NX),1,POS,No,0.00639372590721787,0.000943772431210953
1,1,(2.5% - 100.0%),FALSE,Norra/Viego (BC/SI),Lee Sin/Nami (BW/IO),1,POS,No,0.020350923833577,9.30479861757278e-05
1,1,(2.5% - 100.0%),FALSE,Gwen/Katarina (NX/SI),Teemo/Zoe (MT/PZ),1,POS,No,0.0341884886348531,0.000957065000664629
1,1,(2.5% - 100.0%),FALSE,Seraphine/Viktor (BW/PZ),Gwen/Katarina (NX/SI),1,POS,No,0.000957065000664629,0.0341884886348531
1,1,(2.5% - 100.0%),FALSE,Fizz/Ornn (BW/FR),Senna/Veigar (BC/SI),1,POS,No,3.98777083610262e-05,0.0175727768177589
1,1,(2.5% - 100.0%),FALSE,Gnar/Tristana (BC/NX),Championless (FR/PZ),1,POS,No,0.0275156187691081,6.6462847268377e-05
1,1,(2.5% - 100.0%),FALSE,Annie/Yasuo (IO/NX),Hecarim/Zed (IO/SI),1,POS,No,1.32925694536754e-05,0.0131330586202313
1,1,(2.5% - 100.0%),FALSE,Gangplank/Sejuani/Twisted Fate (BW/FR),Maokai/Nautilus (BW/SI),1,POS,No,1.32925694536754e-05,0.010195400770969
1,1,(2.5% - 100.0%),FALSE,Miss Fortune/Swain (BW/NX),Jinx/Lulu (BC/PZ),1,POS,No,0.000943772431210953,0.0048650804200452
1,1,(2.5% - 100.0%),FALSE,Kalista/Nocturne (FR/SI),Akshan/Varus (SH/RU),1,POS,No,0.000146218263990429,0.0075103017413266
1,1,(2.5% - 100.0%),FALSE,Sion/Viego (NX/SI),Diana/Leona (MT/SI),1,POS,No,0.00146218263990429,0.00159510833444105
1,1,(2.5% - 100.0%),FALSE,Jayce/Norra (BC/PZ),Diana/Leona (MT/SI),1,POS,No,0.000252558819619833,0.00159510833444105
1,1,(2.5% - 100.0%),FALSE,Aurelion Sol/Tryndamere (FR/MT),Diana/Leona (MT/SI),1,POS,No,0.000770969028313173,0.00159510833444105
1,1,(2.5% - 100.0%),FALSE,Aphelios/Leona (MT/SI),Elise/Viego (NX/SI),1,POS,No,0.00320350923833577,0.000943772431210953
1,1,(2.5% - 100.0%),FALSE,Braum/Norra (BC/FR),Aphelios/Leona (MT/SI),1,POS,No,0.00538349062873854,0.00320350923833577
1,1,(2.5% - 100.0%),FALSE,Soraka/Taric (DE/MT),Rumble/Vayne (DE/NX),1,POS,No,0.000252558819619833,0.00639372590721787
1,1,(2.5% - 100.0%),FALSE,Soraka/Taric (DE/MT),Senna/Veigar (BC/SI),1,POS,No,0.000252558819619833,0.0175727768177589
1,1,(2.5% - 100.0%),FALSE,Gnar/Tristana (BC/NX),Soraka/Taric (DE/MT),1,POS,No,0.0275156187691081,0.000252558819619833
1,1,(2.5% - 100.0%),FALSE,Norra/Veigar (BC/SI),Soraka/Taric (DE/MT),1,POS,No,0.0108866143825601,0.000252558819619833
1,1,(2.5% - 100.0%),FALSE,Ryze (IO/RU),Gnar/Ziggs (BC/NX),1,POS,No,0.0528512561478134,9.30479861757278e-05
1,1,(2.5% - 100.0%),FALSE,Gnar/Ziggs (BC/NX),Katarina/Twisted Fate (BW/NX),1,POS,No,9.30479861757278e-05,0.00191413000132926
1,1,(2.5% - 100.0%),FALSE,Gnar/Ziggs (BC/NX),Illaoi/Twisted Fate (BW/IO),1,POS,No,9.30479861757278e-05,0.038003456068058
1,1,(2.5% - 100.0%),FALSE,Aurelion Sol/Leona (FR/MT),Norra/Swain (BC/NX),1,POS,No,6.6462847268377e-05,0.0259603881430281
1,1,(2.5% - 100.0%),FALSE,Karma/Lux (DE/IO),Sion/Viego (NX/SI),1,POS,No,0.000438654791971288,0.00146218263990429
1,1,(2.5% - 100.0%),FALSE,Sion/Viego (NX/SI),Lissandra/Taliyah (FR/SH),1,POS,No,0.00146218263990429,0.00479861757277682
1,1,(2.5% - 100.0%),FALSE,Aurelion Sol/Zoe (FR/MT),Norra/Viego (BC/SI),1,POS,No,0.000797554167220524,0.020350923833577
