archetype_1,archetype_2,mu_win,mu_n,mu_wr
Nilah/Twisted Fate (BW/PZ),Championless (BC/SH),72,123,0.585365853658537
Championless (BC/SH),Nilah/Twisted Fate (BW/PZ),51,123,0.414634146341463
Championless (FR/SI),Nilah/Twisted Fate (BW/PZ),3,8,0.375
Lissandra/Trundle (FR/SI),Championless (BC/SH),3,8,0.375
Aurelion Sol/Shyvana (DE/MT),Lissandra/Trundle (FR/SI),3,8,0.375
Kindred/Nasus (SI/SH),Fiora/Galio (DE/FR),3,8,0.375
Championless (BC/SH),Fizz (BC/SH),3,8,0.375
Nasus/Thresh (SI/SH),Viktor/Zoe (MT/PZ),3,8,0.375
Azir/Irelia (IO/SH),Galio (DE/FR),3,8,0.375
Viktor/Zoe (MT/PZ),Aphelios/Viktor (MT/PZ),3,8,0.375
Kalista/Nocturne (NX/SI),Annie/Jhin (RU/NX),3,8,0.375
Aurelion Sol/Volibear (FR/MT),Irelia/Miss Fortune (BW/IO),3,8,0.375
Fizz (BC/SH),Nasus/Thresh (SI/SH),3,8,0.375
Kalista/Nasus (SI/SH),Azir/Hecarim (SI/SH),3,8,0.375
Jack/Twisted Fate (BW/PZ),Nasus/Thresh (SI/SH),3,8,0.375
Aurelion Sol (FR/MT),Jayce/Lux (DE/PZ),3,8,0.375
Lissandra/Taliyah (FR/SH),Akshan (BC/SH),3,8,0.375
Anivia (FR/SI),Viktor/Zoe (MT/PZ),3,8,0.375
Viktor/Zoe (MT/PZ),Braum/Vladimir (FR/NX),3,8,0.375
Azir/Irelia (IO/SH),Twisted Fate/Viktor (BW/PZ),3,8,0.375
Zilean (BC/SH),Ezreal/Seraphine (BC/PZ),3,8,0.375
Championpile (DE/SH),Kindred/Nasus (SI/SH),3,8,0.375
Ekko/Zilean (PZ/SH),Kindred/Nasus (SI/SH),3,8,0.375
The Poro King/Yuumi (MT/RU),Nasus/Thresh (SI/SH),3,8,0.375
Draven/Sion (NX/PZ),Elise/Teemo (PZ/SI),3,8,0.375
Elise/Teemo (PZ/SI),Aurelion Sol/Shyvana (DE/MT),3,8,0.375
Janna/Nilah (BW/PZ),Elise/Teemo (PZ/SI),3,8,0.375
Elise/Teemo (PZ/SI),Trundle/Tryndamere (FR/SI),3,8,0.375
Draven/Rumble (NX/PZ),Elise (FR/SI),3,8,0.375
Lissandra/Volibear (FR/SI),Elise/Teemo (PZ/SI),3,8,0.375
Janna/Nilah/Twisted Fate (BW/PZ),Elise (FR/SI),3,8,0.375
Seraphine/Sett (IO/PZ),Gwen/Sejuani (FR/SI),3,8,0.375
Senna/Veigar (BC/SI),Aphelios/Viktor (MT/PZ),3,8,0.375
Hecarim/Zed (IO/SI),Jinx (NX/PZ),3,8,0.375
Aurelion Sol/Volibear (FR/MT),Miss Fortune/Quinn (BW/DE),3,8,0.375
Caitlyn/Teemo (BC/PZ),Nasus/Thresh (SI/SH),3,8,0.375
Lissandra/Taliyah (FR/SH),Jax/Ornn (FR/RU),3,8,0.375
Poppy/Ziggs (BC/NX),Lissandra/Taliyah (FR/SH),3,8,0.375
Teemo/Zoe (BC/MT),Lissandra/Volibear (FR/SI),3,8,0.375
Volibear (FR/SI),Elise (FR/SI),3,8,0.375
Norra/Teemo (BC/PZ),Nilah/Twisted Fate (BW/PZ),3,8,0.375
Kalista/Nocturne (NX/SI),Gangplank/Sejuani (BW/FR),3,8,0.375
Championless (PZ/SI),Ezreal/Seraphine (BC/PZ),3,8,0.375
