archetype_1,archetype_2,mu_win,mu_n,mu_wr
Nidalee (BC/SH),Nidalee (BC/SH),592,1184,0.5
Galio/Volibear (DE/FR),Nidalee (BC/SH),182,421,0.432304038004751
Nidalee (BC/SH),Galio/Volibear (DE/FR),239,421,0.567695961995249
Nidalee (BC/SH),Caitlyn/Teemo (BC/PZ),52,82,0.634146341463415
Caitlyn/Teemo (BC/PZ),Nidalee (BC/SH),30,82,0.365853658536585
Nidalee (BC/SH),Janna/Volibear (FR/PZ),83,143,0.58041958041958
Janna/Volibear (FR/PZ),Nidalee (BC/SH),60,143,0.41958041958042
Nidalee (BC/SH),Kennen/Samira (IO/NX),20,35,0.571428571428571
Renekton (DE/SH),Janna/Nilah (BW/PZ),20,35,0.571428571428571
Teemo (IO/PZ),Illaoi/Volibear (BW/FR),20,35,0.571428571428571
Aurelion Sol/Volibear (FR/MT),Janna (MT/PZ),20,35,0.571428571428571
Heimerdinger/Jayce (PZ/SI),Janna/Seraphine (BW/PZ),20,35,0.571428571428571
Kennen/Samira (IO/NX),Nidalee (BC/SH),15,35,0.428571428571429
Janna/Nilah (BW/PZ),Renekton (DE/SH),15,35,0.428571428571429
Illaoi/Volibear (BW/FR),Teemo (IO/PZ),15,35,0.428571428571429
Janna (MT/PZ),Aurelion Sol/Volibear (FR/MT),15,35,0.428571428571429
Janna/Seraphine (BW/PZ),Heimerdinger/Jayce (PZ/SI),15,35,0.428571428571429
Fizz/Nami (BC/BW),Nidalee (BC/SH),1,3,0.333333333333333
Galio/Volibear (DE/FR),Riven/Zed (IO/NX),1,3,0.333333333333333
Illaoi/Swain (BW/NX),Riven/Zed (IO/NX),1,3,0.333333333333333
Aurelion Sol/Volibear (FR/MT),Riven/Zed (IO/NX),1,3,0.333333333333333
Galio/Garen (DE/FR),Aurelion Sol/Volibear (FR/MT),1,3,0.333333333333333
Gwen/Samira (NX/SI),Teemo (BC/PZ),1,3,0.333333333333333
Janna/Norra (BC/PZ),Teemo (BC/PZ),1,3,0.333333333333333
Gnar/Jarvan IV (DE/FR),Janna/Jinx (NX/PZ),1,3,0.333333333333333
Malphite/Volibear (FR/MT),Janna/Nilah (BW/PZ),1,3,0.333333333333333
Aurelion Sol/Volibear (FR/MT),Janna/Seraphine (NX/PZ),1,3,0.333333333333333
Nasus (SI/SH),Aatrox/Kayn (RU/RU),1,3,0.333333333333333
Seraphine/Sett (IO/PZ),Illaoi/Swain (BW/NX),1,3,0.333333333333333
Heimerdinger/Janna (MT/PZ),Jinx/Nilah (BW/PZ),1,3,0.333333333333333
The Poro King (FR/RU),Jinx/Nilah (BW/PZ),1,3,0.333333333333333
Janna/Jinx (BW/PZ),Aatrox/Kayn (RU/RU),1,3,0.333333333333333
Illaoi/Swain (BW/NX),Heimerdinger/Janna (MT/PZ),1,3,0.333333333333333
Janna/Jinx (BW/PZ),Illaoi/Jarvan IV (BW/DE),1,3,0.333333333333333
Maokai/Nautilus (BW/SI),Janna/Jinx (BW/PZ),1,3,0.333333333333333
Akshan/Samira (NX/SH),Volibear (BW/FR),1,3,0.333333333333333
Jayce (MT/PZ),Diana/Leona (MT/SH),1,3,0.333333333333333
Lissandra/Taliyah (FR/SH),Janna/Ryze (PZ/RU),1,3,0.333333333333333
