playerDeck,opponentDeck,muWin,muGames,muWR,okCI,direction,CI,mirror,playrate,opponentPR
Aatrox (RU/SI),Jinx/Lulu (BC/PZ),7,10,0.7,FALSE,POS,(34.8% - 93.3%),No,0.000230554957120558,0.0641755392529264
Aatrox/Akshan (RU/SH),Aatrox/Vayne (RU/DE),7,12,0.583333333333333,FALSE,POS,(27.7% - 84.8%),No,0.000793713786808477,0.0253893922042188
Aatrox/Akshan (RU/SH),Akshan/Varus (SH/RU),5,12,0.416666666666667,FALSE,NEG,(15.2% - 72.3%),No,0.000793713786808477,0.019257008303758
Aatrox/Akshan (RU/SH),Gangplank/Sejuani (BW/FR),3,13,0.230769230769231,FALSE,NEG,(5.0% - 53.8%),No,0.000793713786808477,0.0190850369832829
Aatrox/Akshan (RU/SH),Gwen/Katarina (NX/SI),8,18,0.444444444444444,FALSE,NEG,(21.5% - 69.2%),No,0.000793713786808477,0.0419950185010904
Aatrox/Akshan (RU/SH),Jinx/Lulu (BC/PZ),9,20,0.45,FALSE,NEG,(23.1% - 68.5%),No,0.000793713786808477,0.0641755392529264
Aatrox/Akshan (RU/SH),Pirates (BW/NX),4,11,0.363636363636364,FALSE,NEG,(10.9% - 69.2%),No,0.000793713786808477,0.0173010707576943
Aatrox/Akshan (RU/SH),Pyke/Rek'Sai (BW/SH),6,14,0.428571428571429,FALSE,NEG,(17.7% - 71.1%),No,0.000793713786808477,0.0353051451551333
Aatrox/Akshan (RU/SH),SunDisc,8,15,0.533333333333333,FALSE,POS,(26.6% - 78.7%),No,0.000793713786808477,0.0322039920023887
Aatrox/Akshan (RU/SH),Trundle/Tryndamere (FR/SI),8,30,0.266666666666667,TRUE,NEG,(12.3% - 45.9%),No,0.000793713786808477,0.0551177531096572
Aatrox/Kayn (RU/RU),Aatrox/Kayn (RU/RU),69,138,0.5,FALSE,,(41.4% - 58.6%),Yes,0.0149029212446944,0.0149029212446944
Aatrox/Kayn (RU/RU),Aatrox/Kindred (RU/SI),18,27,0.666666666666667,FALSE,POS,(46.0% - 83.5%),No,0.0149029212446944,0.00283847168520555
Aatrox/Kayn (RU/RU),Aatrox/Vayne (RU/DE),101,193,0.523316062176166,FALSE,POS,(45.0% - 59.6%),No,0.0149029212446944,0.0253893922042188
Aatrox/Kayn (RU/RU),Akshan (PZ/SH),7,11,0.636363636363636,FALSE,POS,(30.8% - 89.1%),No,0.0149029212446944,0.000822060707765922
Aatrox/Kayn (RU/RU),Akshan/Varus (SH/RU),50,128,0.390625,TRUE,NEG,(30.6% - 48.1%),No,0.0149029212446944,0.019257008303758
Aatrox/Kayn (RU/RU),Anivia (FR/SI),15,22,0.681818181818182,FALSE,POS,(45.1% - 86.1%),No,0.0149029212446944,0.00308414500017008
Aatrox/Kayn (RU/RU),Annie/Jhin (RU/NX),36,82,0.439024390243902,FALSE,NEG,(33.0% - 55.3%),No,0.0149029212446944,0.0127258777151626
Aatrox/Kayn (RU/RU),Annie/Twisted Fate (BW/NX),36,61,0.59016393442623,FALSE,POS,(45.7% - 71.4%),No,0.0149029212446944,0.008075092883411
Aatrox/Kayn (RU/RU),Aphelios/Leona (MT/SI),7,21,0.333333333333333,FALSE,NEG,(14.6% - 57.0%),No,0.0149029212446944,0.00289705532185094
Aatrox/Kayn (RU/RU),Aphelios/Seraphine (MT/PZ),22,37,0.594594594594595,FALSE,POS,(42.1% - 75.2%),No,0.0149029212446944,0.00429928301187925
Aatrox/Kayn (RU/RU),Ashe/LeBlanc (FR/NX),14,35,0.4,FALSE,NEG,(23.9% - 57.9%),No,0.0149029212446944,0.00309737356328356
Aatrox/Kayn (RU/RU),Aurelion Sol/Leona (DE/MT),7,16,0.4375,FALSE,NEG,(19.8% - 70.1%),No,0.0149029212446944,0.00192381103564531
Aatrox/Kayn (RU/RU),Aurelion Sol/Trundle (FR/MT),2,12,0.166666666666667,TRUE,NEG,(2.1% - 48.4%),No,0.0149029212446944,0.00131529713242548
Aatrox/Kayn (RU/RU),Aurelion Sol/Zoe (FR/MT),7,20,0.35,FALSE,NEG,(15.4% - 59.2%),No,0.0149029212446944,0.00223751696090771
Aatrox/Kayn (RU/RU),Azir (MT/SH),7,13,0.538461538461538,FALSE,POS,(25.1% - 80.8%),No,0.0149029212446944,0.00238870053934742
Aatrox/Kayn (RU/RU),Azir/Irelia (IO/SH),14,20,0.7,FALSE,POS,(45.7% - 88.1%),No,0.0149029212446944,0.00314461843154597
Aatrox/Kayn (RU/RU),Bard/Kayle (RU/MT),15,26,0.576923076923077,FALSE,POS,(36.9% - 76.6%),No,0.0149029212446944,0.00434841767487216
Aatrox/Kayn (RU/RU),Bard/Norra (BC/RU),25,35,0.714285714285714,TRUE,POS,(53.7% - 85.4%),No,0.0149029212446944,0.00573552700705649
Aatrox/Kayn (RU/RU),Bard/Sejuani (RU/FR),6,14,0.428571428571429,FALSE,NEG,(17.7% - 71.1%),No,0.0149029212446944,0.00170837443636872
Aatrox/Kayn (RU/RU),Braum/Kayle (FR/MT),8,19,0.421052631578947,FALSE,NEG,(20.3% - 66.5%),No,0.0149029212446944,0.00271374523299279
Aatrox/Kayn (RU/RU),Braum/Vladimir (FR/NX),19,37,0.513513513513514,FALSE,POS,(34.4% - 68.1%),No,0.0149029212446944,0.00467346236851753
Aatrox/Kayn (RU/RU),Caitlyn/Teemo (BC/PZ),24,45,0.533333333333333,FALSE,POS,(37.9% - 68.3%),No,0.0149029212446944,0.00482464594695724
Aatrox/Kayn (RU/RU),Caitlyn/Teemo (IO/PZ),5,10,0.5,FALSE,,(18.7% - 81.3%),No,0.0149029212446944,0.00125860329051058
Aatrox/Kayn (RU/RU),Darius (FR/NX),41,85,0.482352941176471,FALSE,NEG,(37.3% - 59.3%),No,0.0149029212446944,0.010949470668496
Aatrox/Kayn (RU/RU),Diana/Leona (MT/SI),14,24,0.583333333333333,FALSE,POS,(36.6% - 77.9%),No,0.0149029212446944,0.0041707769702055
Aatrox/Kayn (RU/RU),Diana/Nocturne (MT/SI),16,24,0.666666666666667,FALSE,POS,(44.7% - 84.4%),No,0.0149029212446944,0.00274209215395024
Aatrox/Kayn (RU/RU),Dragons (DE/MT),7,12,0.583333333333333,FALSE,POS,(27.7% - 84.8%),No,0.0149029212446944,0.00136632159014888
