archetype_1,archetype_2,mu_win,mu_n,mu_wr
Malphite/Yasuo (IO/MT),Azir/Irelia (IO/SH),0,2,0
Nilah/Twisted Fate (BW/MT),Azir/Irelia (IO/SH),0,2,0
Championless (MT/SI),Azir/Irelia (IO/SH),0,2,0
Elder Dragon/Ornn/Sejuani/Volibear (RU/FR),Azir/Irelia (IO/SH),0,2,0
Azir/Nasus/Renekton (SH),Azir/Irelia (IO/SH),0,2,0
Jinx/Samira (NX/PZ),Azir/Irelia (IO/SH),0,2,0
Akshan/Morgana (DE/SH),Elder Dragon/Galio/Morgana (RU/DE),0,2,0
Akshan/Mordekaiser (SI/SH),Elder Dragon/Galio/Morgana (RU/DE),0,2,0
Janna/Senna (PZ/SI),Karma/Sett (IO/PZ),0,2,0
Draven/Jinx (NX/PZ),Janna/Senna (PZ/SI),0,2,0
Swain/Twisted Fate (BW/NX),Elder Dragon/Norra (RU/BC),0,2,0
Elder Dragon/Galio/Morgana (RU/DE),Heimerdinger/Viktor (IO/PZ),0,2,0
Elder Dragon (RU/FR),Heimerdinger/Viktor (IO/PZ),0,2,0
Azir/Lucian (DE/SH),Nilah/Twisted Fate (BW/PZ),0,2,0
Lux: Illuminated/Zed (DE/IO),Elder Dragon/Norra (RU/BC),0,2,0
Heimerdinger/Viktor (IO/PZ),Elder Dragon/Trundle/Volibear (RU/FR),0,2,0
Nocturne/Vex (PZ/SI),Elder Dragon/Norra (RU/BC),0,2,0
Janna/Senna (PZ/SI),Braum/Yuumi/Zoe (FR/MT),0,2,0
Janna/Senna (PZ/SI),Pyke/Rek'Sai (BW/SH),0,2,0
Miss Fortune/Quinn (BW/DE),Karma/Sett (FR/IO),0,2,0
Poppy/Ziggs (BC/NX),Poppy/Tristana (BC/SH),0,2,0
Elder Dragon/Lissandra/Volibear (RU/FR),Elder Dragon (RU/FR),0,2,0
Braum/Vladimir (FR/NX),Elder Dragon (RU/FR),0,2,0
Kayle/Zed (IO/MT),Akshan/Mordekaiser (SI/SH),0,2,0
Akshan/Mordekaiser (SI/SH),Poppy/Ziggs (BC/NX),0,2,0
Poppy/Tristana (BC/SH),Akshan/Mordekaiser (SI/SH),0,2,0
Karma (FR/IO),Ashe/LeBlanc (FR/NX),0,2,0
Nidalee/Norra (BC/SH),Elder Dragon (RU/FR),0,2,0
Ashe/LeBlanc (FR/NX),Annie/Gwen (NX/SI),0,2,0
Elder Dragon (RU/FR),Championless (FR/NX),0,2,0
Caitlyn/Twisted Fate (BW/PZ),Mordekaiser/Norra (BC/SI),0,2,0
Fiora (DE/FR),Ezreal/Kennen (IO/PZ),0,2,0
Aphelios/Fizz (BC/MT),Norra/Teemo (BC/PZ),0,2,0
Karma/Seraphine (IO/PZ),Diana/Nocturne (MT/SI),0,2,0
Ekko/Jinx (PZ/SH),Ryze (IO/RU),0,2,0
Aurelion Sol (FR/MT),Championless (FR/NX),0,2,0
Lux: Illuminated/Zed (DE/IO),Poppy/Tristana (BC/SH),0,2,0
Elder Dragon/Volibear (RU/FR),Jinx/Katarina (NX/PZ),0,2,0
Championless (SI),Championless (FR/NX),0,2,0
Elder Dragon/Mordekaiser/Viego (RU/SI),Darius/Gnar (FR/NX),0,2,0
Janna/Senna (PZ/SI),Championless (FR/NX),0,2,0
Elder Dragon/Norra (RU/BC),Jax/Ornn (FR/RU),0,2,0
Mordekaiser/Norra (BC/SI),Karma (IO/PZ),0,2,0
Thresh (SI/SH),Elder Dragon/Galio/Morgana (RU/DE),0,2,0
Fiora (DE/FR),Karma/Sett (FR/IO),0,2,0
Aurelion Sol/Elder Dragon (RU/MT),Poppy/Ziggs (BC/NX),0,2,0
Karma/Sett (FR/IO),Nami/Twisted Fate (BW/SI),0,2,0
Karma (FR/IO),Azir/Irelia (IO/SH),0,2,0
Caitlyn/Teemo (BC/PZ),Akshan/Morgana/Taliyah (DE/SH),0,2,0
Gangplank/Swain (BW/NX),Akshan/Morgana/Taliyah (DE/SH),0,2,0
Nidalee/Norra (BC/SH),Caitlyn/Teemo (FR/PZ),0,2,0
Ezreal/Karma/Seraphine (IO/PZ),Caitlyn/Teemo (FR/PZ),0,2,0
Anivia (FR/SI),Championless (FR/NX),0,2,0
Azir/Irelia (IO/SH),Galio/Morgana (DE/FR),0,2,0
Azir/Irelia (IO/SH),Kayle/Yuumi (FR/MT),0,2,0
Mordekaiser/Norra (BC/SI),Karma/Seraphine (IO/PZ),0,2,0
Akshan/Lee Sin (IO/SH),Elder Dragon/Morgana (RU/DE),0,2,0
Draven/Elise (NX/SI),Nidalee (BC/SH),0,2,0
Braum/Vladimir (FR/NX),Akshan/Morgana/Taliyah (DE/SH),0,2,0
Darius/Miss Fortune (BW/NX),Poppy/Ziggs (BC/NX),0,2,0
Braum/Soraka (FR/MT),Poppy/Ziggs (BC/NX),0,2,0
Elise/Twisted Fate (BW/SI),Elder Dragon/Galio/Morgana (RU/DE),0,2,0
Darius/Gnar (FR/NX),Ekko/Jinx (PZ/SH),0,2,0
Fizz/Yuumi (BC/FR),Gnar/Nidalee (BC/SH),0,2,0
Karma/Sett (FR/IO),Norra (BC/SH),0,2,0
Karma/Seraphine/Sett (IO/PZ),Jinx/Lulu (BC/PZ),0,2,0
Yuumi/Zoe (FR/MT),Draven/Jinx (NX/PZ),0,2,0
Akshan (FR/SH),Mordekaiser/Norra (BC/SI),0,2,0
Nasus/Thresh (SI/SH),Mordekaiser/Norra (BC/SI),0,2,0
Miss Fortune/Quinn (BW/DE),Elise/Twisted Fate (BW/SI),0,2,0
Teemo (BC/PZ),Mordekaiser/Norra (BC/SI),0,2,0
Jhin/Norra (BC/RU),Elder Dragon/Norra (RU/BC),0,2,0
Senna/Veigar (BC/SI),Seraphine/Viktor (BW/PZ),0,2,0
Aurelion Sol/Braum (FR/MT),Mordekaiser/Norra (BC/SI),0,2,0
Elise/Twisted Fate (BW/SI),Mordekaiser/Norra (BC/SI),0,2,0
Mordekaiser/Norra (BC/SI),Kayle/Zoe (BW/MT),0,2,0
The Poro King (RU),Azir/Irelia (IO/SH),0,2,0
Jinx/Lulu (BC/PZ),Elder Dragon/Morgana/Shyvana (RU/DE),0,2,0
Kayn/Vayne (DE/RU),Azir/Irelia (IO/SH),0,2,0
Lissandra/Trundle (FR/SI),Elder Dragon/Mordekaiser/Viego (RU/SI),0,2,0
Viktor/Zoe (MT/PZ),Ezreal/Karma/Seraphine (IO/PZ),0,2,0
Norra/Teemo (BC/PZ),Aatrox/Kayn (RU/RU),0,2,0
Janna (PZ/SI),Elder Dragon/Lissandra/Volibear (RU/FR),0,2,0
Elder Dragon/Lissandra/Volibear (RU/FR),Karma/Sett (FR/IO),0,2,0
Kayle/Zed (IO/MT),Annie/Jhin (RU/NX),0,2,0
Yuumi/Zoe (FR/MT),Kindred/Viego (IO/SI),0,2,0
Anivia (FR/SI),Elder Dragon/Morgana/Shyvana (RU/DE),0,2,0
Elder Dragon/Morgana/Shyvana (RU/DE),Annie (NX/PZ),0,2,0
Championless (SI),Elder Dragon/Morgana/Shyvana (RU/DE),0,2,0
Morgana/Vex (BC/DE),Elder Dragon/Morgana/Shyvana (RU/DE),0,2,0
Seraphine (IO/PZ),Azir/Irelia (IO/SH),0,2,0
Elder Dragon/Morgana/Shyvana (RU/DE),Miss Fortune (BW/NX),0,2,0
Diana/Nocturne (MT/SI),Maokai/Nautilus (BW/SI),0,2,0
Miss Fortune/Quinn (BW/DE),Akshan/Morgana/Taliyah (DE/SH),0,2,0
LeBlanc (FR/NX),Elder Dragon/Galio/Morgana (RU/DE),0,2,0
Mordekaiser/Norra (BC/SI),Akshan/Lee Sin (IO/SH),0,2,0
Azir/Xerath (SH),Ezreal/Karma/Seraphine (IO/PZ),0,2,0
Elder Dragon/Galio/Morgana (RU/DE),Lulu/Poppy (BC/NX),0,2,0
Norra (BC/SH),Elder Dragon/Morgana (RU/DE),0,2,0
Elder Dragon/Neeko (RU/RU),Elder Dragon/Morgana (RU/DE),0,2,0
Draven/Jinx (NX/PZ),Elder Dragon/Morgana/Shyvana (RU/DE),0,2,0
Senna/Veigar (BC/SI),Elder Dragon/Morgana/Shyvana (RU/DE),0,2,0
Ezreal/Kennen (IO/PZ),Elder Dragon/Volibear (RU/FR),0,2,0
Senna (PZ/SI),Mordekaiser/Norra (BC/SI),0,2,0
