archetype_1,archetype_2,mu_win,mu_n,mu_wr
Miss Fortune/Teemo (BC/BW),Morgana/Vex (BC/MT),0,2,0
Karma/Seraphine/Sett (IO/PZ),Pyke/Rek'Sai (BW/SH),0,2,0
Teemo (BC/PZ),Gwen/Mordekaiser (BC/SI),0,2,0
Jayce (MT/PZ),Gwen/Mordekaiser (BC/SI),0,2,0
Kindred/Viego (SI/SH),Ashe/LeBlanc (FR/NX),0,2,0
Karma/Sett (FR/IO),Jayce (MT/PZ),0,2,0
Miss Fortune/Quinn (BW/DE),Pyke/Rek'Sai (BW/SH),0,2,0
Karma/Sett (IO/PZ),Miss Fortune/Teemo (BC/BW),0,2,0
Gwen/Vayne (DE/SI),Aatrox/Morgana (RU/DE),0,2,0
Mordekaiser/Vex (BC/SI),Draven/Jinx (NX/PZ),0,2,0
Mordekaiser/Nasus (SI/SH),Gwen/Vayne (DE/SI),0,2,0
Morgana/Vayne (DE/PZ),Morgana/Vex (BC/MT),0,2,0
Kayle (BW/MT),Karma/Sett (IO/PZ),0,2,0
Maokai/Nautilus (BW/SI),Seraphine/Sett (IO/PZ),0,2,0
Draven/Jinx (NX/PZ),Draven/Sion (NX/PZ),0,2,0
Azir/Xerath (SH),Pyke/Rek'Sai (BW/SH),0,2,0
Hecarim/Zed (IO/SI),Aatrox/Morgana (RU/DE),0,2,0
Jax/Ornn (FR/RU),Seraphine/Sett (IO/PZ),0,2,0
Swain/Yasuo (IO/NX),Kindred/Mordekaiser (BC/SI),0,2,0
Aatrox/Morgana (RU/DE),Kindred/Mordekaiser (BC/SI),0,2,0
Aatrox/Morgana (RU/DE),Karma/Sett (FR/IO),0,2,0
Viego (SI/SH),Hecarim/Zed (IO/SI),0,2,0
Karma/Sett (FR/IO),Maokai/Nautilus (BW/SI),0,2,0
Ashe/Zed (FR/IO),Kayle (BW/MT),0,2,0
Gwen/Hecarim/Zed (IO/SI),Kayle (BW/MT),0,2,0
Morgana/Volibear (DE/FR),Gwen/Mordekaiser (BC/SI),0,2,0
Azir/Hecarim (SI/SH),Seraphine/Sett (IO/PZ),0,2,0
Karma/Seraphine/Sett (IO/PZ),Caitlyn/Teemo (FR/PZ),0,2,0
Pyke/Rek'Sai (BW/SH),Fiora/Shen (DE/IO),0,2,0
Gwen/Kindred (BW/SI),Gwen/Mordekaiser (BC/SI),0,2,0
Darius (FR/NX),Ashe/LeBlanc (FR/NX),0,2,0
Aurelion Sol/Vayne (DE/MT),Kindred/Mordekaiser (BC/SI),0,2,0
The Poro King (MT/RU),Kayle (BW/MT),0,2,0
Ashe/LeBlanc (FR/NX),Kayle (BW/MT),0,2,0
Pantheon/Vayne (DE/MT),Gwen/Mordekaiser (BC/SI),0,2,0
Kindred/Morgana (DE/SI),Caitlyn/Teemo (FR/PZ),0,2,0
Gwen/Mordekaiser (IO/SI),Mordekaiser/Viego (IO/SI),0,2,0
Morgana/Pantheon (DE/MT),Karma/Sett (FR/IO),0,2,0
Mordekaiser/Morgana (DE/SI),Draven/Jinx (NX/PZ),0,2,0
Aatrox/Kennen (RU/BC),Pyke/Rek'Sai (BW/SH),0,2,0
Anivia/Mordekaiser (FR/SI),Pyke/Rek'Sai (BW/SH),0,2,0
Anivia (FR/SI),Kindred/Nasus (SI/SH),0,2,0
Ashe/Miss Fortune (BW/FR),Kindred/Nasus (SI/SH),0,2,0
Azir/Hecarim (SI/SH),Kindred/Nasus (SI/SH),0,2,0
Illaoi/Jarvan IV (BW/DE),Morgana/Vex (BC/MT),0,2,0
Kindred/Nasus (SI/SH),Jinx/Lulu (BC/PZ),0,2,0
Pyke/Rek'Sai (BW/SH),Mordekaiser/Viego (BC/SI),0,2,0
Kindred/Nasus (SI/SH),Aatrox/Kayn (RU/RU),0,2,0
Aurelion Sol/Volibear (FR/MT),Kindred/Nasus (SI/SH),0,2,0
Kayle/Morgana (FR/MT),Ashe/Vex (FR/SI),0,2,0
Draven/Jinx (NX/PZ),Ashe/Vayne (DE/FR),0,2,0
Maokai/Nautilus (BW/SI),Jax/Ornn (FR/RU),0,2,0
Lux: Illuminated/Vex (BC/DE),Karma/Seraphine/Sett (IO/PZ),0,2,0
The Poro King (IO/RU),Morgana/Vex (BC/MT),0,2,0
Ashe/LeBlanc (FR/NX),Karma/Seraphine/Sett (IO/PZ),0,2,0
Morgana/Vex (BC/DE),Karma/Seraphine/Sett (IO/PZ),0,2,0
Pyke/Rek'Sai (BW/SH),Morgana/Vex (BC/DE),0,2,0
Heimerdinger/Jayce (PZ/SI),Azir/Hecarim (SI/SH),0,2,0
Aatrox/Morgana (RU/DE),Heimerdinger/Jayce (PZ/SI),0,2,0
Jax/Ornn (FR/RU),Morgana/Vayne (DE/PZ),0,2,0
Ashe/Vex (FR/SI),Seraphine/Sett (IO/PZ),0,2,0
Maokai/Nautilus (BW/SI),Fizz/Yuumi (BC/FR),0,2,0
Aurelion Sol/Morgana (FR/MT),Caitlyn/Teemo (FR/PZ),0,2,0
Aatrox/Kayn (RU/RU),Caitlyn/Teemo (BC/PZ),0,2,0
Caitlyn/Teemo (FR/PZ),Morgana/Vex (BC/DE),0,2,0
Gwen/Mordekaiser (BC/SI),LeBlanc/Sivir (NX/SH),0,2,0
Ashe/Vex (FR/SI),Caitlyn/Teemo (BC/PZ),0,2,0
Gwen/Seraphine (PZ/SI),Ashe/Vex (FR/SI),0,2,0
Gwen/Seraphine (PZ/SI),Kayle (BW/MT),0,2,0
Gwen/Seraphine (PZ/SI),Mordekaiser/Viego (BC/SI),0,2,0
Kayle (BW/MT),Mordekaiser/Viego (BC/SI),0,2,0
Gwen/Seraphine (PZ/SI),Karma/Sett (IO/PZ),0,2,0
Heimerdinger/Jayce (PZ/SI),Caitlyn/Teemo (BC/PZ),0,2,0
Jayce (MT/PZ),Heimerdinger/Jayce (PZ/SI),0,2,0
Aurelion Sol/Morgana (FR/MT),Lulu/Zed (DE/IO),0,2,0
Pyke/Rek'Sai (BW/SH),Volibear (FR/SI),0,2,0
Ornn (FR/IO),Fizz/Yuumi (BC/FR),0,2,0
Ashe/Miss Fortune (BW/FR),Ashe/Vex (FR/SI),0,2,0
Miss Fortune/Vayne (BW/DE),Karma/Sett (IO/PZ),0,2,0
Mordekaiser/Viego (NX/SI),Morgana/Vex (BC/DE),0,2,0
Kindred/Nasus (SI/SH),Hecarim/Zed (IO/SI),0,2,0
The Poro King (MT/RU),Morgana/Vex (BC/MT),0,2,0
Darius/Gwen (NX/SI),Pyke/Rek'Sai (BW/SH),0,2,0
Caitlyn/Teemo (BC/PZ),Darius/Gwen (NX/SI),0,2,0
Heimerdinger/Teemo (PZ/SI),Miss Fortune/Vayne (BW/DE),0,2,0
Jayce (MT/PZ),Morgana/Vex (BC/DE),0,2,0
Aurelion Sol/Morgana (FR/MT),Gwen/Vayne (DE/SI),0,2,0
Teemo (BC/PZ),Jayce (MT/PZ),0,2,0
Mordekaiser/Morgana (DE/SI),Pantheon/Varus (MT/RU),0,2,0
Draven/Sion (NX/PZ),Morgana/Vex (BC/DE),0,2,0
LeBlanc/Sivir (NX/SH),Morgana/Vex (BC/DE),0,2,0
Tryndamere/Volibear (FR/SI),Morgana/Vex (BC/DE),0,2,0
Karma/Sett (FR/IO),Jayce/Vex (PZ/SI),0,2,0
Anivia/Karma (FR/IO),Jax/Ornn (FR/RU),0,2,0
The Poro King (RU),Lulu/Zed (DE/IO),0,2,0
Championless (IO/SI),Zed (FR/IO),0,2,0
Azir/Hecarim (SI/SH),Darius/Draven (FR/NX),0,2,0
Ashe/Morgana (FR/MT),Ashe/LeBlanc (FR/NX),0,2,0
Kayle (BW/MT),Ashe/Morgana (FR/MT),0,2,0
Swain/Yasuo (IO/NX),Aatrox/Kayn (RU/RU),0,2,0
Draven/Sion (NX/SI),Lulu/Zed (DE/IO),0,2,0
