archetype_1,archetype_2,mu_win,mu_n,mu_wr
Morgana/Vex (BC/MT),Mordekaiser/Vex (BC/SI),0,4,0
Hecarim/Zed (IO/SI),Ahri/Kennen (IO/NX),0,4,0
Aurelion Sol/Tryndamere (FR/MT),Caitlyn/Teemo (FR/PZ),0,4,0
Aurelion Sol/Tryndamere (FR/MT),Caitlyn/Teemo (BC/PZ),0,4,0
Sejuani/Teemo (FR/PZ),Heimerdinger/Jayce (PZ/SI),0,4,0
Maokai (BW/SI),Jax/Ornn (FR/RU),0,4,0
Darius (FR/NX),Lux: Illuminated/Shen (DE/IO),0,4,0
Caitlyn/Teemo (BC/PZ),Darius (FR/NX),0,4,0
Heimerdinger/Jayce (MT/PZ),Maokai/Nautilus (BW/SI),0,4,0
Fiora (DE/SH),Lulu/Zed (DE/IO),0,4,0
Caitlyn/Teemo (BC/PZ),Sejuani/Teemo (BC/FR),0,4,0
Ahri/Kennen (BC/IO),Draven/Jinx (NX/PZ),0,4,0
Aurelion Sol (FR/MT),Draven/Jinx (NX/PZ),0,4,0
Aatrox/Kayn (RU/RU),Morgana/Pantheon (DE/MT),0,4,0
Ashe (FR/PZ),Anivia/Mordekaiser (FR/SI),0,4,0
Mordekaiser/Morgana (DE/SI),Jinx/Lulu (BC/PZ),0,4,0
The Poro King/Yuumi (MT/RU),Jinx/Lulu (BC/PZ),0,4,0
Ashe/Zed (FR/IO),Ashe/LeBlanc (FR/NX),0,4,0
Mordekaiser/Viego (IO/SI),Ahri/Hecarim (IO/SI),0,4,0
Fizz/Varus (BW/RU),Jinx/Lulu (BC/PZ),0,4,0
The Poro King/Yuumi (MT/RU),Morgana/Vayne (DE/PZ),0,4,0
Bard/Zed (RU/IO),Caitlyn/Teemo (FR/PZ),0,4,0
Leona/Yasuo (IO/MT),Lulu/Zed (DE/IO),0,4,0
Illaoi/Jarvan IV (BW/DE),Aatrox/Kayn (RU/RU),0,4,0
Aatrox/Kayn (RU/RU),Pantheon/Varus (MT/RU),0,4,0
Seraphine/Sett (IO/PZ),Teemo (BC/PZ),0,4,0
Mordekaiser (BC/SI),Maokai/Nautilus (BW/SI),0,4,0
Swain/Yasuo (IO/NX),Seraphine/Sett (IO/PZ),0,4,0
Pyke/Rek'Sai (BW/SH),Sett/Zed (IO/SH),0,4,0
Fiora/Shyvana (DE/MT),Ashe/LeBlanc (FR/NX),0,4,0
Anivia/Vex (FR/SI),Karma/Sett (FR/IO),0,4,0
Kayle/Yuumi (FR/MT),Pyke/Rek'Sai (BW/SH),0,4,0
Hecarim (IO/SI),Draven/Jinx (NX/PZ),0,4,0
Leona/Yasuo (IO/MT),Heimerdinger/Jayce (PZ/SI),0,4,0
Heimerdinger/Kindred (PZ/SI),Caitlyn/Teemo (FR/PZ),0,4,0
Darius/LeBlanc (FR/NX),Draven/Jinx (NX/PZ),0,4,0
Maokai/Nautilus (BW/SI),Championless (IO/SI),0,4,0
Anivia (FR/SI),Kindred/Nasus (SI/SH),0,4,0
Azir/Hecarim (SI/SH),Kindred/Nasus (SI/SH),0,4,0
Heimerdinger/Sejuani (FR/PZ),Lulu/Zed (DE/IO),0,4,0
Championless (IO/SI),Ashe (FR/PZ),0,4,0
Jinx/Lulu (BC/PZ),Draven/Jinx/Sion (NX/PZ),0,4,0
Anivia/Tryndamere (FR/SI),Caitlyn/Teemo (FR/PZ),0,4,0
Ashe/LeBlanc (FR/NX),Jinx (BC/PZ),0,4,0
Ashe/Miss Fortune (BW/FR),Gwen/Mordekaiser (BC/SI),0,4,0
Bard/Mordekaiser (RU/SI),The Poro King (IO/RU),0,4,0
Draven/Jinx/Sion (NX/PZ),Caitlyn/Teemo (FR/PZ),0,4,0
The Poro King (MT/RU),Ahri/Kennen (IO/NX),0,4,0
Teemo (BC/PZ),Morgana/Vex (BC/DE),0,4,0
Anivia/Mordekaiser (FR/SI),Hecarim/Zed (IO/SI),0,4,0
Lulu/Zed (DE/IO),Gwen/Seraphine (PZ/SI),0,4,0
Gwen/Seraphine (PZ/SI),Mordekaiser/Viego (BC/SI),0,4,0
Gwen/Seraphine (PZ/SI),Morgana/Vex (BC/MT),0,4,0
Gwen/Seraphine (PZ/SI),Karma/Sett (IO/PZ),0,4,0
Ornn/Vayne (DE/FR),Lux: Illuminated/Vex (BC/DE),0,4,0
Kindred/Viego (IO/SI),Caitlyn/Teemo (BC/PZ),0,4,0
Lux: Illuminated/Morgana (DE/IO),Caitlyn/Teemo (BC/PZ),0,4,0
Swain/Yasuo (IO/NX),Lulu/Zed (DE/IO),0,4,0
Jax/Vayne (DE/RU),Ashe/LeBlanc (FR/NX),0,4,0
Fizz/Yuumi (BC/FR),Jarvan IV/Shen (DE/IO),0,4,0
Fizz/Swain (BW/NX),Lulu/Zed (DE/IO),0,4,0
Swain/Yasuo (IO/NX),The Poro King (MT/RU),0,4,0
Caitlyn/Teemo (BC/PZ),Teemo (BC/FR),0,4,0
Heimerdinger/Sett (IO/PZ),Morgana/Vex (BC/DE),0,4,0
Kindred/Morgana (DE/SI),Jax/Ornn (FR/RU),0,4,0
Lux: Illuminated/The Poro King (DE/RU),Ashe/LeBlanc (FR/NX),0,4,0
Lux: Illuminated/Vex (BC/DE),Kindred/Morgana (DE/SI),0,4,0
Heimerdinger/Jayce (PZ/SI),Karma/Seraphine/Sett (IO/PZ),0,4,0
Swain/Yasuo (IO/NX),Jinx/Lulu (BC/PZ),0,4,0
Caitlyn/Teemo (BC/PZ),Lux: Illuminated/Morgana (BC/DE),0,4,0
Illaoi/Vayne (BW/DE),Ashe/LeBlanc (FR/NX),0,4,0
The Poro King (IO/RU),Morgana/Vex (BC/DE),0,4,0
Jinx/Sion (NX/PZ),Caitlyn/Teemo (FR/PZ),0,4,0
Heimerdinger (PZ/SI),Caitlyn/Teemo (BC/PZ),0,4,0
Leona/Yasuo (IO/MT),The Poro King (MT/RU),0,4,0
Mordekaiser/Viego (FR/SI),Morgana/Vex (BC/DE),0,4,0
Draven/Fizz (BC/NX),Caitlyn/Teemo (FR/PZ),0,4,0
Pyke/Rek'Sai (BW/SH),Kayle/Leona (MT/NX),0,4,0
Azir/Hecarim (SI/SH),Illaoi/Swain (BW/NX),0,4,0
Miss Fortune/Quinn (BW/DE),Mordekaiser/Viego (DE/SI),0,4,0
Jinx/Lulu (IO/PZ),Mordekaiser/Viego (NX/SI),0,4,0
Azir/Draven (NX/SH),Ashe/LeBlanc (FR/NX),0,4,0
Caitlyn/Teemo (BC/PZ),Azir/Draven (NX/SH),0,4,0
Nilah/Seraphine (BW/PZ),Caitlyn/Teemo (FR/PZ),0,4,0
Mordekaiser/Viego (NX/SI),Fiora/Shen (DE/IO),0,4,0
Aurelion Sol/Morgana (MT/SI),Pyke/Rek'Sai (BW/SH),0,4,0
Lux: Illuminated/Shen (DE/IO),Gwen/Hecarim/Zed (IO/SI),0,4,0
Draven/Fizz (BC/NX),Draven/Jinx (NX/PZ),0,4,0
Morgana/Vayne (DE/PZ),Draven/Fizz (BC/NX),0,4,0
Varus/Vi (PZ/RU),Heimerdinger/Jayce (PZ/SI),0,4,0
Caitlyn/Teemo (FR/PZ),Sett/Vex (BC/IO),0,4,0
Hecarim/Kindred (IO/SI),Aatrox/Kayn (RU/RU),0,4,0
Mordekaiser/Vex (BC/SI),Morgana/Vex (BC/MT),4,4,1
Ahri/Kennen (IO/NX),Hecarim/Zed (IO/SI),4,4,1
Caitlyn/Teemo (FR/PZ),Aurelion Sol/Tryndamere (FR/MT),4,4,1
Caitlyn/Teemo (BC/PZ),Aurelion Sol/Tryndamere (FR/MT),4,4,1
Heimerdinger/Jayce (PZ/SI),Sejuani/Teemo (FR/PZ),4,4,1
Jax/Ornn (FR/RU),Maokai (BW/SI),4,4,1
Lux: Illuminated/Shen (DE/IO),Darius (FR/NX),4,4,1
Darius (FR/NX),Caitlyn/Teemo (BC/PZ),4,4,1
Maokai/Nautilus (BW/SI),Heimerdinger/Jayce (MT/PZ),4,4,1
Lulu/Zed (DE/IO),Fiora (DE/SH),4,4,1
Sejuani/Teemo (BC/FR),Caitlyn/Teemo (BC/PZ),4,4,1
Draven/Jinx (NX/PZ),Ahri/Kennen (BC/IO),4,4,1
Draven/Jinx (NX/PZ),Aurelion Sol (FR/MT),4,4,1
Morgana/Pantheon (DE/MT),Aatrox/Kayn (RU/RU),4,4,1
Anivia/Mordekaiser (FR/SI),Ashe (FR/PZ),4,4,1
Jinx/Lulu (BC/PZ),Mordekaiser/Morgana (DE/SI),4,4,1
Jinx/Lulu (BC/PZ),The Poro King/Yuumi (MT/RU),4,4,1
Ashe/LeBlanc (FR/NX),Ashe/Zed (FR/IO),4,4,1
Ahri/Hecarim (IO/SI),Mordekaiser/Viego (IO/SI),4,4,1
Jinx/Lulu (BC/PZ),Fizz/Varus (BW/RU),4,4,1
Morgana/Vayne (DE/PZ),The Poro King/Yuumi (MT/RU),4,4,1
Caitlyn/Teemo (FR/PZ),Bard/Zed (RU/IO),4,4,1
Lulu/Zed (DE/IO),Leona/Yasuo (IO/MT),4,4,1
Aatrox/Kayn (RU/RU),Illaoi/Jarvan IV (BW/DE),4,4,1
Pantheon/Varus (MT/RU),Aatrox/Kayn (RU/RU),4,4,1
Teemo (BC/PZ),Seraphine/Sett (IO/PZ),4,4,1
Maokai/Nautilus (BW/SI),Mordekaiser (BC/SI),4,4,1
Seraphine/Sett (IO/PZ),Swain/Yasuo (IO/NX),4,4,1
Sett/Zed (IO/SH),Pyke/Rek'Sai (BW/SH),4,4,1
Ashe/LeBlanc (FR/NX),Fiora/Shyvana (DE/MT),4,4,1
Karma/Sett (FR/IO),Anivia/Vex (FR/SI),4,4,1
Pyke/Rek'Sai (BW/SH),Kayle/Yuumi (FR/MT),4,4,1
Draven/Jinx (NX/PZ),Hecarim (IO/SI),4,4,1
Heimerdinger/Jayce (PZ/SI),Leona/Yasuo (IO/MT),4,4,1
Caitlyn/Teemo (FR/PZ),Heimerdinger/Kindred (PZ/SI),4,4,1
Draven/Jinx (NX/PZ),Darius/LeBlanc (FR/NX),4,4,1
Championless (IO/SI),Maokai/Nautilus (BW/SI),4,4,1
Kindred/Nasus (SI/SH),Anivia (FR/SI),4,4,1
Kindred/Nasus (SI/SH),Azir/Hecarim (SI/SH),4,4,1
Lulu/Zed (DE/IO),Heimerdinger/Sejuani (FR/PZ),4,4,1
Ashe (FR/PZ),Championless (IO/SI),4,4,1
Draven/Jinx/Sion (NX/PZ),Jinx/Lulu (BC/PZ),4,4,1
Caitlyn/Teemo (FR/PZ),Anivia/Tryndamere (FR/SI),4,4,1
Jinx (BC/PZ),Ashe/LeBlanc (FR/NX),4,4,1
Gwen/Mordekaiser (BC/SI),Ashe/Miss Fortune (BW/FR),4,4,1
The Poro King (IO/RU),Bard/Mordekaiser (RU/SI),4,4,1
