archetype_1,archetype_2,mu_win,mu_n,mu_wr
Heimerdinger/Viktor (IO/PZ),Master Yi/Viktor (IO/PZ),14,21,0.666666666666667
Kayle/Lillia (IO/MT),Lissandra/Trundle (FR/SI),14,21,0.666666666666667
Master Yi/Viktor (IO/PZ),Heimerdinger/Viktor (IO/PZ),7,21,0.333333333333333
Lissandra/Trundle (FR/SI),Kayle/Lillia (IO/MT),7,21,0.333333333333333
Janna/Nilah (BW/PZ),Lux/Norra (BC/DE),6,8,0.75
Heimerdinger/Viktor (IO/PZ),Udyr/Zed (FR/IO),6,8,0.75
Pyke/Rek'Sai (BW/SH),Ahri/Kennen (BW/IO),6,8,0.75
Heimerdinger/Viktor (IO/PZ),Janna/Norra (BC/PZ),6,8,0.75
Nocturne (NX/SI),Draven/Rumble (BC/NX),6,8,0.75
Janna/Nilah (BW/PZ),Ahri/Kennen (BC/IO),6,8,0.75
Mordekaiser/Morgana (DE/SI),Jayce/Lux (DE/PZ),6,8,0.75
Katarina/LeBlanc (FR/NX),Lee Sin/Zoe (IO/MT),6,8,0.75
Heimerdinger/Viktor (IO/PZ),Aatrox/Jarvan IV/Morgana (RU/DE),6,8,0.75
Heimerdinger/Viktor (IO/PZ),Heimerdinger/Norra (BC/SI),6,8,0.75
Kayle/Lillia (IO/MT),Azir/Renekton (SH),6,8,0.75
Mordekaiser/Norra (BC/SI),Draven/LeBlanc (FR/NX),6,8,0.75
Norra/Trundle (BC/FR),Norra (BC/SI),6,8,0.75
Jayce/Lux (DE/PZ),Akshan/Sivir (NX/SH),6,8,0.75
Ahri/Katarina (IO/NX),Mordekaiser (SI),6,8,0.75
Braum/Norra (BC/FR),Lissandra/Trundle (FR/SI),6,8,0.75
Aatrox/Kayn (RU/RU),Azir/Renekton (SH),6,8,0.75
Kindred/Morgana (DE/SI),Elise (NX/SI),6,8,0.75
Janna/Nilah (BW/PZ),Heimerdinger/Norra (BC/IO),6,8,0.75
Heimerdinger/Viktor (IO/PZ),Kindred/Senna (BC/SI),6,8,0.75
Draven/LeBlanc (FR/NX),Janna/Nilah (BW/PZ),6,8,0.75
Draven/LeBlanc (FR/NX),Master Yi/Zoe (IO/MT),6,8,0.75
Galio/Udyr (DE/FR),Draven (FR/NX),6,8,0.75
Draven (FR/NX),Fizz/Lee Sin (BC/IO),6,8,0.75
Championless (FR/SI),Draven/Rumble (BC/NX),6,8,0.75
Lux/Norra (BC/DE),Janna/Nilah (BW/PZ),2,8,0.25
Udyr/Zed (FR/IO),Heimerdinger/Viktor (IO/PZ),2,8,0.25
Ahri/Kennen (BW/IO),Pyke/Rek'Sai (BW/SH),2,8,0.25
Janna/Norra (BC/PZ),Heimerdinger/Viktor (IO/PZ),2,8,0.25
Draven/Rumble (BC/NX),Nocturne (NX/SI),2,8,0.25
Ahri/Kennen (BC/IO),Janna/Nilah (BW/PZ),2,8,0.25
Jayce/Lux (DE/PZ),Mordekaiser/Morgana (DE/SI),2,8,0.25
Lee Sin/Zoe (IO/MT),Katarina/LeBlanc (FR/NX),2,8,0.25
Aatrox/Jarvan IV/Morgana (RU/DE),Heimerdinger/Viktor (IO/PZ),2,8,0.25
Heimerdinger/Norra (BC/SI),Heimerdinger/Viktor (IO/PZ),2,8,0.25
Azir/Renekton (SH),Kayle/Lillia (IO/MT),2,8,0.25
Draven/LeBlanc (FR/NX),Mordekaiser/Norra (BC/SI),2,8,0.25
Norra (BC/SI),Norra/Trundle (BC/FR),2,8,0.25
Akshan/Sivir (NX/SH),Jayce/Lux (DE/PZ),2,8,0.25
Mordekaiser (SI),Ahri/Katarina (IO/NX),2,8,0.25
Lissandra/Trundle (FR/SI),Braum/Norra (BC/FR),2,8,0.25
Azir/Renekton (SH),Aatrox/Kayn (RU/RU),2,8,0.25
Elise (NX/SI),Kindred/Morgana (DE/SI),2,8,0.25
Heimerdinger/Norra (BC/IO),Janna/Nilah (BW/PZ),2,8,0.25
Kindred/Senna (BC/SI),Heimerdinger/Viktor (IO/PZ),2,8,0.25
Janna/Nilah (BW/PZ),Draven/LeBlanc (FR/NX),2,8,0.25
Master Yi/Zoe (IO/MT),Draven/LeBlanc (FR/NX),2,8,0.25
Draven (FR/NX),Galio/Udyr (DE/FR),2,8,0.25
Fizz/Lee Sin (BC/IO),Draven (FR/NX),2,8,0.25
Draven/Rumble (BC/NX),Championless (FR/SI),2,8,0.25
Fizz/Katarina/Miss Fortune (BW/NX),Master Yi/Viktor (IO/PZ),1,1,1
Master Yi/Viktor (IO/PZ),Ahri/Katarina (IO/NX),1,1,1
Elise/Nocturne (SI),Ezreal/Janna (IO/PZ),1,1,1
Elise/Nocturne (NX/SI),Kayle (IO/MT),1,1,1
Jhin/Kennen (IO/RU),Miss Fortune/Nilah (BW/NX),1,1,1
Norra/Zoe (BC/MT),Azir/Kayle (MT/SH),1,1,1
Heimerdinger/Viktor (IO/PZ),LeBlanc (NX/PZ),1,1,1
Katarina/LeBlanc (FR/NX),Kindred/Senna (IO/SI),1,1,1
Lissandra/Trundle (FR/IO),Lux/Norra (BC/DE),1,1,1
Katarina/LeBlanc (FR/NX),Jhin/Viktor (RU/PZ),1,1,1
Trundle/Tryndamere (FR/SI),Azir/Kayle (MT/SH),1,1,1
Braum/Norra (BC/FR),Fizz/Zoe (BW/MT),1,1,1
Fizz/Zoe (BW/MT),Pyke/Rek'Sai (BW/SH),1,1,1
Norra/Zoe (BC/MT),Lux: Illuminated/Norra (BC/DE),1,1,1
Fizz/Zoe (BW/MT),Jayce/Lux (DE/PZ),1,1,1
Fizz/Zoe (BW/MT),LeBlanc/Sion (FR/NX),1,1,1
Heimerdinger/Viktor (IO/PZ),Lux: Illuminated/Norra (BC/DE),1,1,1
Fizz/Zoe (BW/MT),Katarina/LeBlanc (FR/NX),1,1,1
Elise/Nocturne (MT/SI),Aatrox/Galio (RU/DE),1,1,1
Mordekaiser/Norra (BC/SI),Lux: Illuminated/Norra (BC/DE),1,1,1
Viktor/Zoe (MT/PZ),Mordekaiser (NX/SI),1,1,1
Kindred/Morgana (DE/SI),Fizz/Zoe (BW/MT),1,1,1
Morgana/Udyr (DE/FR),Aatrox/Jarvan IV/Morgana (RU/DE),1,1,1
Ahri/Kennen (BW/IO),Kindred/Morgana (DE/SI),1,1,1
Aatrox/Galio (RU/DE),Ezreal (PZ/SI),1,1,1
Miss Fortune/Quinn (BW/DE),Ahri/Kennen (BW/IO),1,1,1
Lissandra/Trundle (FR/SI),Ezreal (PZ/SI),1,1,1
Aatrox/Galio (RU/DE),Aatrox/Kayn (RU/RU),1,1,1
Kindred/Morgana (DE/SI),Aatrox/Galio (RU/DE),1,1,1
Galio/Jarvan IV (DE/FR),Lissandra/Trundle (BC/FR),1,1,1
Mordekaiser/Norra (BC/SI),LeBlanc/Rumble (NX/PZ),1,1,1
Pyke/Rek'Sai (BW/SH),Lillia/Mordekaiser (IO/SI),1,1,1
Aatrox/Galio (RU/DE),Azir/Renekton (SH),1,1,1
Kayle/Zoe (IO/MT),Aatrox/Galio (RU/DE),1,1,1
Nocturne (SI),Elise/Nocturne (SI),1,1,1
Fizz/Zoe (BW/MT),Lee Sin/Zoe (IO/MT),1,1,1
Braum/Illaoi (BW/FR),Heimerdinger/Viktor (IO/PZ),1,1,1
Mordekaiser/Norra (BC/SI),Janna/Zilean (PZ/SH),1,1,1
Fizz/Zoe (BW/MT),Fizz/Yuumi (BC/DE),1,1,1
Aatrox/Galio (RU/DE),Lux/Norra (BC/DE),1,1,1
Heimerdinger/Jayce (BC/PZ),Fizz/Zoe (BW/MT),1,1,1
Fizz/Yuumi (BC/MT),Katarina/LeBlanc (FR/NX),1,1,1
Kayle/Zoe (BW/MT),Kayle/Zoe (IO/MT),1,1,1
Fizz/Yuumi (BC/MT),Fizz/Zoe (BW/MT),1,1,1
Fizz/Zoe (BW/MT),Kindred/Mordekaiser (BC/SI),1,1,1
Aatrox/Galio (RU/DE),Nocturne (SI),1,1,1
Nocturne (SI),Fizz/Zoe (BW/MT),1,1,1
Kayle/Zoe (BW/MT),Fizz/Yuumi (BC/MT),1,1,1
Fizz/Zoe (BW/MT),Ezreal/Janna/Nilah (BW/PZ),1,1,1
Katarina/LeBlanc (FR/NX),Kayle/Zoe (BW/MT),1,1,1
Ahri/Kennen (BW/IO),Kindred/Mordekaiser (NX/SI),1,1,1
Braum/Norra (BC/FR),Fizz/Yuumi (BC/MT),1,1,1
Ahri (IO/SI),Fizz/Yuumi (BC/MT),1,1,1
Master Yi/Norra (BC/IO),LeBlanc/Sion (FR/NX),1,1,1
Lissandra/Trundle (FR/IO),Jayce/Lux (DE/PZ),1,1,1
Lissandra/Trundle (FR/IO),Master Yi/Norra (BC/IO),1,1,1
Kayle/Zoe (BW/MT),Elise/Nocturne (SI),1,1,1
Aatrox/Galio (RU/DE),Katarina/Sejuani (FR/NX),1,1,1
Elise/Nocturne (SI),Morgana (DE/MT),1,1,1
Elise/Nocturne (NX/SI),Janna/Lee Sin (IO/PZ),1,1,1
Elise (NX/SI),Ahri/Kennen (BW/IO),1,1,1
Ezreal/Nilah (BW/PZ),Ahri/Kennen (BW/IO),1,1,1
