game_start_time_utc,playerDeck,n,freq,label
2022-04-05,Miss Fortune/Quinn,561,0.0434076137418756,Master
2022-04-05,Trundle/Tryndamere (FR/SI),376,0.0290931600123801,Master
2022-04-05,Aurelion Sol/Zoe (FR/MT),852,0.0659238625812442,Master
2022-04-06,SunDisc,3231,0.24464299235254,Master
2022-04-06,Tri-Beam (NX/PZ),1963,0.14863330052245,Master
2022-04-06,Riven/Viktor,2205,0.166956916786553,Master
2022-04-06,Fizz/Lulu (BC/PZ),1117,0.0845763610206709,Master
2022-04-06,Taliyah/Ziggs,660,0.0499734989020974,Master
2022-04-06,Aphelios/Viktor,757,0.0573180888922541,Master
2022-04-06,Lee Sin/Viktor,553,0.0418717346861513,Master
2022-04-06,Pantheon/Yuumi (DE/MT),586,0.0443704096312562,Master
2022-04-06,Ekko/Zilean,267,0.0202165518285758,Master
2022-04-06,Miss Fortune/Quinn,649,0.0491406072537291,Master
2022-04-06,Trundle/Tryndamere (FR/SI),525,0.0397516468539411,Master
2022-04-06,Aurelion Sol/Zoe (FR/MT),694,0.0525478912697812,Master
2022-04-07,SunDisc,2974,0.231963185398955,Master
2022-04-07,Tri-Beam (NX/PZ),1822,0.142110599797208,Master
2022-04-07,Riven/Viktor,1941,0.15139224709461,Master
2022-04-07,Fizz/Lulu (BC/PZ),1173,0.0914905233601123,Master
2022-04-07,Taliyah/Ziggs,737,0.0574838156150066,Master
2022-04-07,Aphelios/Viktor,692,0.0539739489899384,Master
2022-04-07,Lee Sin/Viktor,592,0.0461742453786756,Master
2022-04-07,Pantheon/Yuumi (DE/MT),734,0.0572498245066687,Master
2022-04-07,Ekko/Zilean,328,0.0255830278449419,Master
2022-04-07,Miss Fortune/Quinn,547,0.0426643787536074,Master
2022-04-07,Trundle/Tryndamere (FR/SI),688,0.0536619608454879,Master
2022-04-07,Aurelion Sol/Zoe (FR/MT),593,0.0462522424147882,Master
2022-04-08,SunDisc,3270,0.258641145297793,Master
2022-04-08,Tri-Beam (NX/PZ),1490,0.11785177568615,Master
2022-04-08,Riven/Viktor,1573,0.124416673257929,Master
2022-04-08,Fizz/Lulu (BC/PZ),1080,0.0854227635845923,Master
2022-04-08,Taliyah/Ziggs,644,0.0509372775448865,Master
2022-04-08,Aphelios/Viktor,751,0.0594004587518785,Master
2022-04-08,Lee Sin/Viktor,938,0.0741912520762477,Master
2022-04-08,Pantheon/Yuumi (DE/MT),759,0.0600332199636162,Master
2022-04-08,Ekko/Zilean,320,0.0253104484695088,Master
2022-04-08,Miss Fortune/Quinn,643,0.0508581823934193,Master
2022-04-08,Trundle/Tryndamere (FR/SI),672,0.0531519417859685,Master
2022-04-08,Aurelion Sol/Zoe (FR/MT),503,0.0397848611880092,Master
2022-04-09,SunDisc,3116,0.253477588871716,Master
2022-04-09,Tri-Beam (NX/PZ),1372,0.111608232327341,Master
2022-04-09,Riven/Viktor,1737,0.141299926787603,Master
2022-04-09,Fizz/Lulu (BC/PZ),961,0.0781745708940047,Master
2022-04-09,Taliyah/Ziggs,753,0.0612543724070609,Master
2022-04-09,Aphelios/Viktor,687,0.0558854632717807,Master
2022-04-09,Lee Sin/Viktor,748,0.0608476368665094,Master
2022-04-09,Pantheon/Yuumi (DE/MT),699,0.0568616285691044,Master
2022-04-09,Ekko/Zilean,319,0.0259497274871878,Master
2022-04-09,Miss Fortune/Quinn,568,0.0462051574066542,Master
