archetype_1,archetype_2,mu_win,mu_n,mu_wr,ci,ok_ci,direction,mirror,playrate_1,playrate_2
Kayle/Leona (MT/NX),Garen/Jarvan IV (DE/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0245108426926609,0.000259000259000259
Garen/Jarvan IV (DE/PZ),Kayle/Leona (MT/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000259000259000259,0.0245108426926609
Gwen/Illaoi (BW/SI),Azir/Irelia (IO/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000364954910409456,0.0141037413764687
Azir/Irelia (IO/SH),Gwen/Illaoi (BW/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0141037413764687,0.000364954910409456
Ezreal/Seraphine (BC/PZ),Bard/Kayle (RU/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00653387017023381,0.00110663747027383
Bard/Kayle (RU/MT),Ezreal/Seraphine (BC/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00110663747027383,0.00653387017023381
Aurelion Sol/Trundle (FR/MT),Trundle (FR/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00270772998045725,0.00157754703209249
Trundle (FR/PZ),Aurelion Sol/Trundle (FR/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00157754703209249,0.00270772998045725
Lissandra/Trundle (FR/IO),Aurelion Sol/Trundle (FR/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00193072920345648,0.00270772998045725
Aurelion Sol/Trundle (FR/MT),Lissandra/Trundle (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00270772998045725,0.00193072920345648
Heimerdinger/Jayce (PZ/SI),Miss Fortune/Renekton (BW/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0419815874361329,0.00127145581691036
Miss Fortune/Renekton (BW/SH),Heimerdinger/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00127145581691036,0.0419815874361329
Viego (IO/SI),Seraphine/Viktor (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000164818346636528,0.00114195568741023
Seraphine/Viktor (PZ/SI),Viego (IO/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00114195568741023,0.000164818346636528
Garen/Jarvan IV/Kayle (DE/MT),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000635727908455181,0.031986531986532
Ryze (IO/RU),Garen/Jarvan IV/Kayle (DE/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.031986531986532,0.000635727908455181
Jax/Ornn (FR/RU),Ezreal/Seraphine (IO/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00946528219255492,0.000494455039909585
Ezreal/Seraphine (IO/PZ),Jax/Ornn (FR/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000494455039909585,0.00946528219255492
Lulu/Shen (DE/IO),Jayce/Lux (DE/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000164818346636528,0.0735325280779826
Jayce/Lux (DE/PZ),Lulu/Shen (DE/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0735325280779826,0.000164818346636528
Annie/Jhin (RU/NX),Aatrox/Vayne (RU/DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00878246332791787,0.00350827623554896
Aatrox/Vayne (RU/DE),Annie/Jhin (RU/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00350827623554896,0.00878246332791787
Swain/Twisted Fate (BW/NX),Evelynn/Renekton (RU/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00194250194250194,0.00357891266982176
Evelynn/Renekton (RU/SH),Swain/Twisted Fate (BW/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00357891266982176,0.00194250194250194
Evelynn/Lucian (DE/RU),Lissandra/Trundle (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0220621129712039,0.00193072920345648
Lissandra/Trundle (FR/IO),Evelynn/Lucian (DE/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00193072920345648,0.0220621129712039
Trundle/Tryndamere (FR/SI),Ashe/LeBlanc (FR/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0131148312966495,0.00167172894445622
Ashe/LeBlanc (FR/NX),Trundle/Tryndamere (FR/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00167172894445622,0.0131148312966495
Aphelios/Zoe (IO/MT),Katarina/Leona (MT/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000871182689364508,0.000647500647500648
Katarina/Leona (MT/NX),Aphelios/Zoe (IO/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000647500647500648,0.000871182689364508
Fizz/Yuumi (BC/FR),Aatrox/Vayne (RU/DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00138918320736503,0.00350827623554896
Aatrox/Vayne (RU/DE),Fizz/Yuumi (BC/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00350827623554896,0.00138918320736503
Kayle/Leona (MT/NX),Teemo (BC/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0245108426926609,0.000753455298909844
Teemo (BC/PZ),Kayle/Leona (MT/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000753455298909844,0.0245108426926609
Annie/Jhin (RU/NX),Swain/Twisted Fate (BW/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00878246332791787,0.00194250194250194
Swain/Twisted Fate (BW/NX),Annie/Jhin (RU/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00194250194250194,0.00878246332791787
Ashe/Gnar (FR/NX),Heimerdinger/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,8.24091733182642e-05,0.0419815874361329
Heimerdinger/Jayce (PZ/SI),Ashe/Gnar (FR/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0419815874361329,8.24091733182642e-05
Vayne/Zed (DE/IO),Trundle/Tryndamere (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000529773257045984,0.00448541357632267
Trundle/Tryndamere (FR/IO),Vayne/Zed (DE/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00448541357632267,0.000529773257045984
Karma/Master Yi (IO/SI),Norra/Swain (BC/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00428527701254974,0.00334345788891243
Norra/Swain (BC/NX),Karma/Master Yi (IO/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00334345788891243,0.00428527701254974
Aurelion Sol/Shyvana (DE/MT),Evelynn/Kai'Sa (RU/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000941819123637305,0.0283134374043465
Evelynn/Kai'Sa (RU/SH),Aurelion Sol/Shyvana (DE/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0283134374043465,0.000941819123637305
Karma/Zoe (IO/MT),Akshan/Lee Sin (IO/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00394386758023122,0.00193072920345648
Akshan/Lee Sin (IO/SH),Karma/Zoe (IO/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00193072920345648,0.00394386758023122
Bard/Illaoi (RU/BW),Akshan/Varus (SH/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000270772998045725,0.0119493301311483
Akshan/Varus (SH/RU),Bard/Illaoi (RU/BW),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0119493301311483,0.000270772998045725
Ezreal/Seraphine (BW/PZ),Anivia (FR/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00173059263968355,0.00568623295896023
Anivia (FR/SI),Ezreal/Seraphine (BW/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00568623295896023,0.00173059263968355
Evelynn/Viego (RU/SI),Evelynn/Norra (BC/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0183183819547456,0.00175413811777448
Evelynn/Norra (BC/RU),Evelynn/Viego (RU/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00175413811777448,0.0183183819547456
Azir/Xerath (SH),Seraphine/Viktor (IO/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00720491629582539,0.00233100233100233
Seraphine/Viktor (IO/PZ),Azir/Xerath (SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00233100233100233,0.00720491629582539
Heimerdinger/Jayce (MT/PZ),Pyke/Rek'Sai (BW/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000282545737091192,0.0160933342751525
Pyke/Rek'Sai (BW/SH),Heimerdinger/Jayce (MT/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0160933342751525,0.000282545737091192
Braum/Norra (BC/FR),Kindred/Nasus/Senna (SI/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00691059781968873,0.00290786654423018
Kindred/Nasus/Senna (SI/SH),Braum/Norra (BC/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00290786654423018,0.00691059781968873
Evelynn/Kai'Sa (RU/SH),Master Yi/Rumble (IO/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0283134374043465,0.000423818605636787
Master Yi/Rumble (IO/NX),Evelynn/Kai'Sa (RU/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000423818605636787,0.0283134374043465
Anivia/Karma (FR/IO),Karma/Trundle (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00699300699300699,0.00144804690259236
Karma/Trundle (FR/IO),Anivia/Karma (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00144804690259236,0.00699300699300699
Karma/Trundle (FR/IO),Swain/Twisted Fate (BW/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00144804690259236,0.00194250194250194
Swain/Twisted Fate (BW/NX),Karma/Trundle (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00194250194250194,0.00144804690259236
Aurelion Sol/Trundle (FR/MT),Aurelion Sol/Trundle (FR/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,Yes,0.00270772998045725,0.00270772998045725
Annie/Ezreal (NX/PZ),Annie/Twisted Fate (BW/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0101127828400556,0.00177768359586541
Annie/Twisted Fate (BW/NX),Annie/Ezreal (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00177768359586541,0.0101127828400556
Ryze (IO/RU),Caitlyn/Jinx (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.031986531986532,0.000259000259000259
Caitlyn/Jinx (NX/PZ),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000259000259000259,0.031986531986532
Master Yi/Ryze (IO/RU),Pyke/Rek'Sai (BW/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000718137081773446,0.0160933342751525
Pyke/Rek'Sai (BW/SH),Master Yi/Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0160933342751525,0.000718137081773446
Norra/Veigar (BC/SI),Kindred/Nasus (SI/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00858232676414495,0.0034258670622307
Kindred/Nasus (SI/SH),Norra/Veigar (BC/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0034258670622307,0.00858232676414495
Fizz/Yuumi (BC/FR),Akshan/Varus (SH/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00138918320736503,0.0119493301311483
Akshan/Varus (SH/RU),Fizz/Yuumi (BC/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0119493301311483,0.00138918320736503
Aphelios/Master Yi (IO/MT),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000506227778955052,0.031986531986532
Ryze (IO/RU),Aphelios/Master Yi (IO/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.031986531986532,0.000506227778955052
Norra/Swain (BC/NX),Gwen/Quinn (DE/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00334345788891243,0.00795837159473523
Gwen/Quinn (DE/SI),Norra/Swain (BC/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00795837159473523,0.00334345788891243
Norra/Swain (BC/NX),Aatrox/Kayn (RU/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00334345788891243,0.00455605001059547
Aatrox/Kayn (RU/RU),Norra/Swain (BC/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00455605001059547,0.00334345788891243
Galio/Jarvan IV (DE/FR),Karma/Trundle (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0012950012950013,0.00144804690259236
Karma/Trundle (FR/IO),Galio/Jarvan IV (DE/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00144804690259236,0.0012950012950013
Jayce/Lux (DE/PZ),Garen/Sivir (DE/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0735325280779826,0.000341409432318523
Garen/Sivir (DE/SH),Jayce/Lux (DE/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000341409432318523,0.0735325280779826
Aphelios/Zoe (BC/MT),Teemo/Tristana (BC/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00476795931341386,0.00176591085681995
Teemo/Tristana (BC/SI),Aphelios/Zoe (BC/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00176591085681995,0.00476795931341386
Trundle/Tryndamere (FR/IO),Annie/Ezreal (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00448541357632267,0.0101127828400556
Annie/Ezreal (NX/PZ),Trundle/Tryndamere (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0101127828400556,0.00448541357632267
Ezreal/Seraphine (PZ/SI),Illaoi/Ornn (BW/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000729909820818912,0.000741682559864378
Illaoi/Ornn (BW/FR),Ezreal/Seraphine (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000741682559864378,0.000729909820818912
Illaoi/Jarvan IV (BW/DE),Heimerdinger/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000412045866591321,0.0419815874361329
Heimerdinger/Jayce (PZ/SI),Illaoi/Jarvan IV (BW/DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0419815874361329,0.000412045866591321
Seraphine/Viktor (PZ/RU),Garen/Jarvan IV (DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000247227519954793,0.053471780744508
Garen/Jarvan IV (DE),Seraphine/Viktor (PZ/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.053471780744508,0.000247227519954793
Championless (BC/PZ),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000376727649454922,0.031986531986532
Ryze (IO/RU),Championless (BC/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.031986531986532,0.000376727649454922
Kayle/Leona (MT/NX),Draven/Jinx (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0245108426926609,0.00044736408372772
Draven/Jinx (NX/PZ),Kayle/Leona (MT/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00044736408372772,0.0245108426926609
Trundle/Tryndamere (FR/IO),Draven/Jinx (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00448541357632267,0.00044736408372772
Draven/Jinx (NX/PZ),Trundle/Tryndamere (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00044736408372772,0.00448541357632267
Caitlyn/Ezreal (NX/PZ),Braum/Vladimir (FR/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000247227519954793,0.00167172894445622
Braum/Vladimir (FR/NX),Caitlyn/Ezreal (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00167172894445622,0.000247227519954793
Akshan/Varus (SH/RU),Garen (DE/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0119493301311483,0.000341409432318523
Garen (DE/IO),Akshan/Varus (SH/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000341409432318523,0.0119493301311483
Azir/Xerath (SH),Ahri/Kennen (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00720491629582539,0.000388500388500389
Ahri/Kennen (FR/IO),Azir/Xerath (SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000388500388500389,0.00720491629582539
Swain/Twisted Fate (BW/NX),Ziggs (BC/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00194250194250194,0.000317863954227591
Ziggs (BC/SH),Swain/Twisted Fate (BW/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000317863954227591,0.00194250194250194
Garen/Jarvan IV (DE),Braum/Kayle (FR/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.053471780744508,0.000753455298909844
Braum/Kayle (FR/MT),Garen/Jarvan IV (DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000753455298909844,0.053471780744508
Gwen/Katarina (NX/SI),Elise/Nocturne (NX/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00567446021991477,0.00145981964163782
Elise/Nocturne (NX/SI),Gwen/Katarina (NX/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00145981964163782,0.00567446021991477
Fizz/Twisted Fate (BC/BW),Azir/Xerath (SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00162463798827435,0.00720491629582539
Azir/Xerath (SH),Fizz/Twisted Fate (BC/BW),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00720491629582539,0.00162463798827435
Elise/Viego (FR/SI),Karma/Zoe (IO/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00102422829695557,0.00394386758023122
Karma/Zoe (IO/MT),Elise/Viego (FR/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00394386758023122,0.00102422829695557
Miss Fortune/Quinn (BW/DE),Elise/Viego (FR/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00592168773986956,0.00102422829695557
Elise/Viego (FR/SI),Miss Fortune/Quinn (BW/DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00102422829695557,0.00592168773986956
Master Yi/Rumble (IO/NX),Taliyah/Ziggs (BC/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000423818605636787,0.0224623860987497
Taliyah/Ziggs (BC/SH),Master Yi/Rumble (IO/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0224623860987497,0.000423818605636787
Garen (DE),Rumble/Vayne (DE/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0108073744437381,0.0046149137058228
Rumble/Vayne (DE/NX),Garen (DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0046149137058228,0.0108073744437381
Braum/Vladimir (FR/NX),Jax/Ornn (FR/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00167172894445622,0.00946528219255492
Jax/Ornn (FR/RU),Braum/Vladimir (FR/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00946528219255492,0.00167172894445622
Aurelion Sol/Braum (FR/MT),Pantheon/Varus (MT/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000882955428409974,0.00174236537872902
Pantheon/Varus (MT/RU),Aurelion Sol/Braum (FR/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00174236537872902,0.000882955428409974
Gwen/Zed (IO/SI),Kalista/Nocturne (NX/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00080054625509171,0.0128087400814674
Kalista/Nocturne (NX/SI),Gwen/Zed (IO/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0128087400814674,0.00080054625509171
Evelynn/Viego (RU/SI),Trundle/Tryndamere (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0183183819547456,0.00448541357632267
Trundle/Tryndamere (FR/IO),Evelynn/Viego (RU/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00448541357632267,0.0183183819547456
