archetype_1,archetype_2,mu_win,mu_n,mu_wr,ci,ok_ci,direction,mirror,playrate_1,playrate_2
Fiora (DE/FR),Heimerdinger/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000565976714100906,0.0555465717981889
Heimerdinger/Jayce (PZ/SI),Fiora (DE/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0555465717981889,0.000565976714100906
Lissandra/Trundle (FR/IO),Garen/Kayle (DE/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00282988357050453,0.0403460543337646
Garen/Kayle (DE/MT),Lissandra/Trundle (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0403460543337646,0.00282988357050453
Heimerdinger/Norra (BC/SI),Kayle/Leona (MT/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00460866752910737,0.0295116429495472
Kayle/Leona (MT/NX),Heimerdinger/Norra (BC/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0295116429495472,0.00460866752910737
Taliyah/Ziggs (BC/SH),Elise (FR/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0147153945666235,0.0033150064683053
Elise (FR/SI),Taliyah/Ziggs (BC/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0033150064683053,0.0147153945666235
Akshan/Viego (SI/SH),Garen/Jarvan IV (DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00153622250970246,0.0505336351875809
Garen/Jarvan IV (DE),Akshan/Viego (SI/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0505336351875809,0.00153622250970246
Ezreal/Seraphine (BC/PZ),Pyke/Rek'Sai (BW/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00590232858990944,0.00873221216041397
Pyke/Rek'Sai (BW/SH),Ezreal/Seraphine (BC/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00873221216041397,0.00590232858990944
Bard/Norra (BC/RU),Championpile (FR/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0074385510996119,0.00307244501940492
Championpile (FR/SH),Bard/Norra (BC/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00307244501940492,0.0074385510996119
Aurelion Sol/Shyvana (DE/MT),Bard/Norra (BC/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00121280724450194,0.0074385510996119
Bard/Norra (BC/RU),Aurelion Sol/Shyvana (DE/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0074385510996119,0.00121280724450194
Bard/Norra (BC/RU),Aatrox/Vayne (RU/DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0074385510996119,0.00291073738680466
Aatrox/Vayne (RU/DE),Bard/Norra (BC/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00291073738680466,0.0074385510996119
Kindred/Norra (BC/SI),Annie/Ezreal (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00210219922380336,0.0122897800776197
Annie/Ezreal (NX/PZ),Kindred/Norra (BC/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0122897800776197,0.00210219922380336
Jayce/Lux (DE/PZ),Fizz/Twisted Fate (BW/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.061853169469599,0.000970245795601552
Fizz/Twisted Fate (BW/PZ),Jayce/Lux (DE/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000970245795601552,0.061853169469599
Bard/Zoe (RU/MT),Heimerdinger/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0013745148771022,0.0555465717981889
Heimerdinger/Jayce (PZ/SI),Bard/Zoe (RU/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0555465717981889,0.0013745148771022
Garen/Kayle (DE/MT),Evelynn/Udyr (RU/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0403460543337646,0.00161707632600259
Evelynn/Udyr (RU/FR),Garen/Kayle (DE/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00161707632600259,0.0403460543337646
Annie/Jhin (RU/NX),Elise (NX/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00970245795601552,0.00129366106080207
Elise (NX/SI),Annie/Jhin (RU/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00129366106080207,0.00970245795601552
Akshan/Varus (SH/RU),Senna/Veigar (BC/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0120472186287193,0.00444695989650712
Senna/Veigar (BC/SI),Akshan/Varus (SH/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00444695989650712,0.0120472186287193
Evelynn/Viego (RU/SI),Gangplank/Sejuani (BW/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0201326002587322,0.00905562742561449
Gangplank/Sejuani (BW/FR),Evelynn/Viego (RU/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00905562742561449,0.0201326002587322
Garen/Kayle (DE/MT),Kalista/Nocturne (SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0403460543337646,0.00323415265200517
Kalista/Nocturne (SI),Garen/Kayle (DE/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00323415265200517,0.0403460543337646
Akshan/Varus (SH/RU),Ezreal/Seraphine (BC/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0120472186287193,0.00590232858990944
Ezreal/Seraphine (BC/PZ),Akshan/Varus (SH/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00590232858990944,0.0120472186287193
Evelynn/Viego (RU/SI),Championless (FR/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0201326002587322,0.00129366106080207
Championless (FR/SI),Evelynn/Viego (RU/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00129366106080207,0.0201326002587322
Trundle/Tryndamere (FR/SI),Anivia/Karma (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.018111254851229,0.00671086675291074
Anivia/Karma (FR/IO),Trundle/Tryndamere (FR/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00671086675291074,0.018111254851229
Trundle/Tryndamere (FR/SI),Darius (FR/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.018111254851229,0.00404269081500647
Darius (FR/NX),Trundle/Tryndamere (FR/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00404269081500647,0.018111254851229
Championless (FR/SI),Championless (FR/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,Yes,0.00129366106080207,0.00129366106080207
Senna/Veigar (BC/SI),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00444695989650712,0.0302393272962484
Ryze (IO/RU),Senna/Veigar (BC/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0302393272962484,0.00444695989650712
Evelynn/Udyr (RU/FR),Gangplank/Sejuani (BW/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00161707632600259,0.00905562742561449
Gangplank/Sejuani (BW/FR),Evelynn/Udyr (RU/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00905562742561449,0.00161707632600259
Fizz/Twisted Fate (BW/PZ),Garen/Jarvan IV (DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000970245795601552,0.0505336351875809
Garen/Jarvan IV (DE),Fizz/Twisted Fate (BW/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0505336351875809,0.000970245795601552
Ekko/Jinx (PZ/SH),Garen/Jarvan IV (DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00202134540750323,0.0505336351875809
Garen/Jarvan IV (DE),Ekko/Jinx (PZ/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0505336351875809,0.00202134540750323
Evelynn/Zoe (RU/MT),Evelynn/Zoe (RU/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,Yes,0.000404269081500647,0.000404269081500647
Seraphine/Viktor (IO/PZ),Akshan/Varus (SH/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00517464424320828,0.0120472186287193
Akshan/Varus (SH/RU),Seraphine/Viktor (IO/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0120472186287193,0.00517464424320828
Championpile (FR/SH),Elise/Twisted Fate (BW/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00307244501940492,0.00663001293661061
Elise/Twisted Fate (BW/SI),Championpile (FR/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00663001293661061,0.00307244501940492
Garen/Jarvan IV (DE),LeBlanc/Sivir (NX/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0505336351875809,0.000404269081500647
LeBlanc/Sivir (NX/SH),Garen/Jarvan IV (DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000404269081500647,0.0505336351875809
Kalista/Nocturne (NX/SI),Heimerdinger/Viktor (IO/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0133408796895213,0.00380012936610608
Heimerdinger/Viktor (IO/PZ),Kalista/Nocturne (NX/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00380012936610608,0.0133408796895213
Hecarim/Zed (IO/SI),Garen/Jarvan IV (DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00420439844760673,0.0505336351875809
Garen/Jarvan IV (DE),Hecarim/Zed (IO/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0505336351875809,0.00420439844760673
Seraphine/Viktor (IO/PZ),Annie/Ezreal (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00517464424320828,0.0122897800776197
Annie/Ezreal (NX/PZ),Seraphine/Viktor (IO/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0122897800776197,0.00517464424320828
Karma/Trundle (FR/IO),Jayce/Lux (DE/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00323415265200517,0.061853169469599
Jayce/Lux (DE/PZ),Karma/Trundle (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.061853169469599,0.00323415265200517
Fizz/Zoe (BW/MT),Kayle/Leona (MT/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00436610608020699,0.0295116429495472
Kayle/Leona (MT/NX),Fizz/Zoe (BW/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0295116429495472,0.00436610608020699
Karma/Trundle (FR/IO),Kalista/Nocturne (NX/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00323415265200517,0.0133408796895213
Kalista/Nocturne (NX/SI),Karma/Trundle (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0133408796895213,0.00323415265200517
Heimerdinger/Jayce (PZ/SI),Miss Fortune/Twisted Fate (BW/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0555465717981889,0.00145536869340233
Miss Fortune/Twisted Fate (BW/MT),Heimerdinger/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00145536869340233,0.0555465717981889
Heimerdinger/Norra (BC/SI),Darius (FR/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00460866752910737,0.00404269081500647
Darius (FR/NX),Heimerdinger/Norra (BC/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00404269081500647,0.00460866752910737
Trundle/Tryndamere (FR/IO),Trundle/Tryndamere (FR/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00897477360931436,0.018111254851229
Trundle/Tryndamere (FR/SI),Trundle/Tryndamere (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.018111254851229,0.00897477360931436
Jayce/Lux (DE/PZ),Karma/Kindred (IO/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.061853169469599,0.000889391979301423
Karma/Kindred (IO/SI),Jayce/Lux (DE/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000889391979301423,0.061853169469599
Aurelion Sol/Zoe (FR/MT),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0019404915912031,0.0302393272962484
Ryze (IO/RU),Aurelion Sol/Zoe (FR/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0302393272962484,0.0019404915912031
Karma/Master Yi (FR/IO),Bard/Zoe (RU/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0115620957309185,0.0013745148771022
Bard/Zoe (RU/MT),Karma/Master Yi (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0013745148771022,0.0115620957309185
