deck_code,factions,patch,cards,cards.region,champs,champs.region,allegiance,cards.fix,cards.region.fix,cards.region.freq,archetype,archetype_pretty,archetype_cluster
CQBACAIFCYCQKCTAOSCADBIBV4AQGAICAYXAGAIFAMMTCBQFBING7GABUYA2OAOAAEAQEBIKAEUQ,"BC,SI",214,01SI022 01SI022 01SI022 05BC096 05BC096 05BC096 05BC116 05BC116 05BC116 05BC132 05BC132 05BC132 05BC133 05BC133 05BC133 05BC175 05BC175 05BC175 02BW046 02BW046 01SI003 01SI003 01SI025 01SI025 01SI049 01SI049 05BC026 05BC026 05BC111 05BC111 05BC152 05BC152 05BC166 05BC166 05BC167 05BC167 05BC192 05BC192 05BC001 05BC041,"BC,BW,SI","Fizz,Poppy,Tristana","BC,BW",,01SI022 01SI022 01SI022 05BC096 05BC096 05BC096 05BC116 05BC116 05BC116 05BC132 05BC132 05BC132 05BC133 05BC133 05BC133 05BC175 05BC175 05BC175 02BC046 02BC046 01SI003 01SI003 01SI025 01SI025 01SI049 01SI049 05BC026 05BC026 05BC111 05BC111 05BC152 05BC152 05BC166 05BC166 05BC167 05BC167 05BC192 05BC192 05BC001 05BC041,"BC,SI","31,9",Fizz/Poppy/Tristana (BC/SI),,
CQAQUBIKDITWA2LUQUAZQANAAGTQDLYBAMAQCBAIAEAQKGICAUFIIAOGAEAQEBIKFG4QC,"BC,SI",214,05BC026 05BC026 05BC026 05BC039 05BC039 05BC039 05BC096 05BC096 05BC096 05BC105 05BC105 05BC105 05BC116 05BC116 05BC116 05BC133 05BC133 05BC133 05BC152 05BC152 05BC152 05BC160 05BC160 05BC160 05BC167 05BC167 05BC167 05BC175 05BC175 05BC175 01PZ008 01PZ008 01SI025 01SI025 05BC132 05BC132 05BC198 05BC198 05BC041 05BC185,"BC,PZ,SI","Poppy,Teemo,Tristana","BC,PZ","05BC039,05BC039,05BC039",05BC026 05BC026 05BC026 05BC039 05BC039 05BC039 05BC096 05BC096 05BC096 05BC105 05BC105 05BC105 05BC116 05BC116 05BC116 05BC133 05BC133 05BC133 05BC152 05BC152 05BC152 05BC160 05BC160 05BC160 05BC167 05BC167 05BC167 05BC175 05BC175 05BC175 01BC008 01BC008 01SI025 01SI025 05BC132 05BC132 05BC198 05BC198 05BC041 05BC185,"BC,SI","38,2",Poppy/Teemo/Tristana (BC/SI),,
CQBQEAIFCQUAEBIFBAEQKBIKHFOV4YVGAEBACAIFFYCAKCQBGGMADUIBAMAQCBIPAEBQKEABAQCTQ,"BC,SI",214,01SI020 01SI020 01SI020 01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 01SI046 01SI046 05BC001 05BC001 05BC049 05BC049 05BC152 05BC152 05BC209 05BC209 01SI015 03SI016 04SI056,"BC,SI","Senna,Veigar","BC,SI",,,,"23,17",Senna/Veigar,,
CQCACAIFFAAQGBIQAMCQKCAJBMCQKCQ2LVPGFJQBAMAQCBJOAECAKOACAUFDTGABAIAQKCWRAEAQKBID,"BC,SI",214,01SI040 01SI040 01SI040 03SI016 03SI016 03SI016 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05SI011 05SI011 05SI011 05BC026 05BC026 05BC026 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 01SI046 01SI046 04SI056 04SI056 05BC057 05BC057 05BC152 05BC152 05BC209 05SI003,"BC,SI","Senna,Veigar","BC,SI",,,,"20,20",Senna/Veigar,,
CMBQCAIFFAAQKBIJBACQUBA2HFOV4YVGAHIQCAYBAQCTQAIFAUEAEAIFCQOQEAIFBIAQCBIFBY,"BC,SI",214,01SI040 01SI040 01SI040 05SI009 05SI009 05SI009 05BC004 05BC004 05BC004 05BC026 05BC026 05BC026 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 05BC209 05BC209 05BC209 04SI056 04SI056 05SI008 05SI008 01SI020 01SI020 01SI029 01SI029 05BC001 05SI014,"BC,SI","Senna,Veigar","BC,SI",,,,"25,15",Senna/Veigar,,
CQBQCAIFFABAKBIIBEEQKCQBAQNDCOK5LZRKMAIAAIBACBIUFYBAKCWGAHIQC,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC001 05BC001 05BC001 05BC004 05BC004 05BC004 05BC026 05BC026 05BC026 05BC049 05BC049 05BC049 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 01SI020 01SI046 05BC198 05BC209,"BC,SI","Senna,Veigar","BC,SI",,,,"29,11",Senna/Veigar,,
CQBQCAIFFABAKBIIBEDAKCRRHFOV4YVGAEBACAIFFYBQKCQBDKXQCAYBAUFNCAIBAUCQUAYBAUKB2NQ,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC049 05BC049 05BC049 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 01SI046 01SI046 05BC001 05BC001 05BC026 05BC026 05BC175 05BC175 05BC209 05SI010 01SI020 01SI029 01SI054,"BC,SI","Senna,Veigar","BC,SI",,,,"25,15",Senna/Veigar,,
CQBQCAIFFABAKBIIBEDQKCRZLVPGE3DUUYAQEAIBAUVQGBIKAEYZQAICAEAQKDYBAMCRA,"BC,SI",221,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC108 05BC108 05BC108 05BC116 05BC116 05BC116 05BC166 05BC166 05BC166 01SI043 01SI043 05BC001 05BC001 05BC049 05BC049 05BC152 05BC152 01SI015 03SI016,"BC,SI","Senna,Veigar","BC,SI",,,,"27,13",Senna/Veigar,,
CQAQMBIKAROV4YURAGTACAYBAECR2AYFBKMADTIB2EAQGBIFBAEQ6BABAUFDSAQEAUCTQAQFAUFA2AYBAUCBGLI,"BC,SI",214,05BC004 05BC004 05BC004 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC145 05BC145 05BC145 05BC166 05BC166 05BC166 01SI029 01SI029 05BC152 05BC152 05BC205 05BC205 05BC209 05BC209 05SI008 05SI008 05SI009 05SI009 05SI015 05SI015 05BC057 04SI005 04SI056 05SI010 05SI013 01SI004 01SI019 01SI045,"BC,SI","Kindred,Senna,Veigar","BC,SI",,,,"25,15",Kindred/Senna/Veigar,,
CQBQCAIFFABAKBIIBEEAKCQ2GE4V2XTCUYA5CAICAEAQKLQBAUFACAQBAMCRAAQBAUKCW,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC026 05BC026 05BC026 05BC049 05BC049 05BC049 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 05BC209 05BC209 05BC209 01SI046 01SI046 05BC001 05BC001 03SI016 01SI020 01SI043,"BC,SI","Senna,Veigar","BC,SI",,,,"26,14",Senna/Veigar,,
CQBACBIFBECQKCRRLVPGFJQBAQAQIBJYAIAQKFBIAICQKAYIAUCQUAIEDI4ZQAICAEAQKDYBAUCQU,"BC,SI",214,05SI009 05SI009 05SI009 05BC049 05BC049 05BC049 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 04SI056 04SI056 01SI020 01SI020 01SI040 01SI040 05SI003 05SI003 05SI008 05SI008 05BC001 05BC001 05BC004 05BC004 05BC026 05BC026 05BC057 05BC057 05BC152 05BC152 01SI015 05SI010,"BC,SI","Senna,Veigar","BC,SI",,,,"25,15",Senna/Veigar,,
CQBQCAIFFAAQKBIJAUCQUMK5LZRKMAIDAECQKCADAECR2KZOAQCQUAI2HGMACAYBAECQ6AIDAUIACBAFHA,"BC,SI",214,01SI040 01SI040 01SI040 05SI009 05SI009 05SI009 05BC049 05BC049 05BC049 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 05SI008 05SI008 01SI029 01SI029 01SI043 01SI043 01SI046 01SI046 05BC001 05BC001 05BC026 05BC026 05BC057 05BC057 05BC152 05BC152 01SI015 03SI016 04SI056,"BC,SI","Senna,Veigar","BC,SI",,,,"23,17",Senna/Veigar,,
CMBQEAIFCQUAEBIFBAEQMBIKAQNF2XTCUYAQGAIBAUOQCBIK2EAQCBIFAMBACBAFHABQKCQBGE4Q,"BC,SI",214,01SI020 01SI020 01SI020 01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC004 05BC004 05BC004 05BC026 05BC026 05BC026 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 01SI029 01SI029 05BC209 05BC209 05SI003 05SI003 04SI056 05BC001 05BC049 05BC057,"BC,SI","Senna,Veigar","BC,SI",,,,"23,17",Senna/Veigar,,
CQBACAIFGQEQKCQEFAUTC5EYAGTADLYBXQAQGAIEAUOQCBIKAEBQCBITCQUAA,"BC,SI",214,01SI052 01SI052 01SI052 05BC004 05BC004 05BC004 05BC040 05BC040 05BC040 05BC041 05BC041 05BC041 05BC049 05BC049 05BC049 05BC116 05BC116 05BC116 05BC152 05BC152 05BC152 05BC166 05BC166 05BC166 05BC175 05BC175 05BC175 05BC188 05BC188 05BC188 04SI029 04SI029 05BC001 05BC001 01SI019 01SI019 01SI020 01SI020 01SI040 01SI040,"BC,SI","Poppy,Thresh","BC,SI",,,,"29,11",Poppy/Thresh,,
CQBQCAYFCABAIBJWG4DAKCQEDIYZQANGAG6ACBABAECS4AIEAU2QCBIFBYBAKCRIV4AQGAIBAUHQCAYFBAAQKCQB,"BC,SI",214,03SI016 03SI016 03SI016 04SI054 04SI054 04SI054 04SI055 04SI055 04SI055 05BC004 05BC004 05BC004 05BC026 05BC026 05BC026 05BC049 05BC049 05BC049 05BC152 05BC152 05BC152 05BC166 05BC166 05BC166 05BC188 05BC188 05BC188 01SI046 01SI046 04SI053 04SI053 05SI014 05SI014 05BC040 05BC040 05BC175 05BC175 01SI015 03SI008 05BC001,"BC,SI",Viego,SI,,,,"23,17",Viego (BC/SI),,
CQBAGBIFBEGA6BQFBINDCXK6MKTACBABAECRGAIEAU4AEBIKAE4QEBIFAMEACAIFBKMAC,"BC,SI",214,05SI009 05SI009 05SI009 05SI012 05SI012 05SI012 05SI015 05SI015 05SI015 05BC026 05BC026 05BC026 05BC049 05BC049 05BC049 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 01SI019 01SI019 04SI056 04SI056 05BC001 05BC001 05BC057 05BC057 05SI003 05SI003 05SI008 05SI008 05BC152,"BC,SI","Senna,Veigar","BC,SI",,,,"23,17",Senna/Veigar,,
CQCACAIFFAAQGBIIAECQKCIGAUFDSXK6MKMADUIBAIAQKBIIAMCQUAIEGEBQCBAFHABACBIUFYBAKCQ2UYAQ,"BC,SI",214,01SI040 01SI040 01SI040 03SI008 03SI008 03SI008 05SI009 05SI009 05SI009 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC152 05BC152 05BC152 05BC209 05BC209 05BC209 05SI008 05SI008 05BC001 05BC001 05BC004 05BC004 05BC049 05BC049 04SI056 01SI020 01SI046 05BC026 05BC166,"BC,SI","Senna,Veigar","BC,SI",,,,"26,14",Senna/Veigar,,
CQBQCAIFFABAKBIIBECQKCRRLVPGFJQBAMAQCBJOAECAKOAEAUFACGRZ2EAQGAIDAUIACBIFBIBACBIUDU,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC049 05BC049 05BC049 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 01SI046 01SI046 04SI056 04SI056 05BC001 05BC001 05BC026 05BC026 05BC057 05BC057 05BC209 05BC209 03SI016 05SI010 01SI020 01SI029,"BC,SI","Senna,Veigar","BC,SI",,,,"23,17",Senna/Veigar,,
CQBQCAIFFABAKBIJBMEQKCQEDIYTSXK6MKMADJQBAIAQCBIWAECQKAYA,"BC,SI",214,01SI040 01SI040 01SI040 05SI009 05SI009 05SI009 05SI011 05SI011 05SI011 05BC004 05BC004 05BC004 05BC026 05BC026 05BC026 05BC049 05BC049 05BC049 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC152 05BC152 05BC152 05BC166 05BC166 05BC166 01SI022 01SI022 05SI003 05SI003,"BC,SI","Senna,Veigar","BC,SI",,,,"27,13",Senna/Veigar,,
CQBQCAIFFABAKBIIBEDAKCQEDI4V2XTCAIBACBIUDUCAKCQBGGTADUIBAEAQCBJO,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC004 05BC004 05BC004 05BC026 05BC026 05BC026 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 01SI020 01SI020 01SI029 01SI029 05BC001 05BC001 05BC049 05BC049 05BC166 05BC166 05BC209 05BC209 01SI046,"BC,SI","Senna,Veigar","BC,SI",,,,"26,14",Senna/Veigar,,
CQBACBIFBEDAKCQ2HFOV4YVGAEBQEBIKAECAEBIFBAFAIAIFCQOSQKYBAMAQKAIPFY,"BC,SI",214,05SI009 05SI009 05SI009 05BC026 05BC026 05BC026 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 05BC001 05BC001 05BC004 05BC004 05SI008 05SI008 05SI010 05SI010 01SI020 01SI020 01SI029 01SI029 01SI040 01SI040 01SI043 01SI043 01SI001 01SI015 01SI046,"BC,SI","Senna,Veigar","BC,SI",,,,"22,18",Senna/Veigar,,
CMBQCAIFFAAQKBIJBECQUAIEGFOV4YUYAGTADUIBAEAQKCQ2AQAQIBJYAECQUOIBAUCQQAQBAUKB2,"BC,SI",214,01SI040 01SI040 01SI040 05SI009 05SI009 05SI009 05BC001 05BC001 05BC001 05BC004 05BC004 05BC004 05BC049 05BC049 05BC049 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC152 05BC152 05BC152 05BC166 05BC166 05BC166 05BC209 05BC209 05BC209 05BC026 05BC026 04SI056 05BC057 05SI008 01SI020 01SI029,"BC,SI","Senna,Veigar","BC,SI",,,,"30,10",Senna/Veigar,,
CQBQCAIFFABAKBIIBEDQKCQEDJOV4YUYAGTACAYBAQCTQAIFAUFQEBIKGHIQCAICAUFACOI,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC004 05BC004 05BC004 05BC026 05BC026 05BC026 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC152 05BC152 05BC152 05BC166 05BC166 05BC166 04SI056 04SI056 05SI011 05SI011 05BC049 05BC049 05BC209 05BC209 05BC001 05BC057,"BC,SI","Senna,Veigar","BC,SI",,,,"27,13",Senna/Veigar,,
CQBQEBIFBAEQGAIFFAXDCBQFBI4V2XTCUYA5CAICAECQKDACAUFACGQBAECAKOA,"BC,SI",214,05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 01SI040 01SI040 01SI040 01SI046 01SI046 01SI046 01SI049 01SI049 01SI049 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 05BC209 05BC209 05BC209 05SI012 05SI012 05BC001 05BC001 05BC026 05BC026 04SI056,"BC,SI","Senna,Veigar","BC,SI",,,,"22,18",Senna/Veigar,,
CQBQCAIFGEAQKBIJAMCQUXLCUYAQIAQDAUEBAAQFAUFQYAYBAUHSEKADAUFACOK6AMAQCBJOAICQUKUYAEBAKBIIBI,"BC,SI",214,01SI049 01SI049 01SI049 05SI009 05SI009 05SI009 05BC093 05BC093 05BC093 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 03SI008 03SI008 03SI016 03SI016 05SI011 05SI011 05SI012 05SI012 01SI015 01SI015 01SI034 01SI034 01SI040 01SI040 05BC001 05BC001 05BC057 05BC057 05BC094 05BC094 01SI046 05BC042 05BC152 05SI008 05SI010,"BC,SI","Senna,Veigar","BC,SI",,,,"17,23",Senna/Veigar,,
CQBQCAIFFABAKBIIBMDAKCQEHFOV4YVGAEBQCBAFHAAQKBIJAQCQUAI2TAA5CAIBAEAQKEY,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI011 05SI011 05SI011 05BC004 05BC004 05BC004 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 04SI056 04SI056 05SI009 05SI009 05BC001 05BC001 05BC026 05BC026 05BC152 05BC152 05BC209 05BC209 01SI019,"BC,SI","Senna,Veigar","BC,SI",,,,"26,14",Senna/Veigar,,
CQBQCAYFCABQKCTUTAA26AIEAECQGKBLF4CACBAFAMAQKBILAIAQKDY5AICQUAI2AQAQCBJRAEBQKCABAQCR2AIFAUFA,"BC,SI",214,03SI016 03SI016 03SI016 05BC116 05BC116 05BC116 05BC152 05BC152 05BC152 05BC175 05BC175 05BC175 01SI003 01SI003 01SI003 01SI040 01SI040 01SI040 01SI043 01SI043 01SI043 01SI047 01SI047 01SI047 04SI003 04SI003 05SI011 05SI011 01SI015 01SI015 01SI029 01SI029 05BC001 05BC001 05BC026 05BC026 01SI049 03SI008 04SI029 05SI010,"BC,SI",Championless,,,,,"13,27",Championless (BC/SI),,
CQBQEAIFFAVQEBIFBAEQOBIKAEYV2XTCTAA2MAICAEAQKHICAUFDTUIBAEAQIBJY,"BC,SI",214,01SI040 01SI040 01SI040 01SI043 01SI043 01SI043 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC001 05BC001 05BC001 05BC049 05BC049 05BC049 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC152 05BC152 05BC152 05BC166 05BC166 05BC166 01SI029 01SI029 05BC057 05BC057 05BC209 05BC209 04SI056,"BC,SI","Senna,Veigar","BC,SI",,,,"25,15",Senna/Veigar,,
CQBQCAYFAYCAKBIIBEFQYBIFBINF2XTCUYAQGAIEAU4ACBIFAMBAKCRZ2EAQEAIBAUQQCBIFBY,"BC,SI",214,03SI006 03SI006 03SI006 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05SI011 05SI011 05SI011 05SI012 05SI012 05SI012 05BC026 05BC026 05BC026 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 04SI056 04SI056 05SI003 05SI003 05BC057 05BC057 05BC209 05BC209 01SI033 05SI014,"BC,SI","Senna,Veigar","BC,SI",,,,"19,21",Senna/Veigar,,
CQBAGAIFCMUDKCAFBINDC5EEAGMADJQBV4A4EAIDAEAQKHIBAUFACAIFAUBQCAIDAUEA,"BC,SI",214,01SI019 01SI019 01SI019 01SI040 01SI040 01SI040 01SI053 01SI053 01SI053 05BC026 05BC026 05BC026 05BC049 05BC049 05BC049 05BC116 05BC116 05BC116 05BC132 05BC132 05BC132 05BC152 05BC152 05BC152 05BC166 05BC166 05BC166 05BC175 05BC175 05BC175 05BC194 05BC194 05BC194 01SI029 01SI029 05BC001 05BC001 05SI003 05SI003 03SI008,"BC,SI",Elise,SI,,,,"26,14",Elise (BC/SI),,
CQBQCAIFFAAQKBIJA4CQUBBRLVPGFJQB2EAQEAIFAUEAIBIKAENDTGABAIAQKBIMAIAQKEYU,"BC,SI",214,01SI040 01SI040 01SI040 05SI009 05SI009 05SI009 05BC004 05BC004 05BC004 05BC049 05BC049 05BC049 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 05BC209 05BC209 05BC209 05SI008 05SI008 05BC001 05BC001 05BC026 05BC026 05BC057 05BC057 05BC152 05BC152 05SI012 01SI019 01SI020,"BC,SI","Senna,Veigar","BC,SI",,,,"29,11",Senna/Veigar,,
CQCACBAFHABACBJIFMBAKBIIBEDAKCRRLVPGFGABUYAQEAIBAUXACBIKAEBACBIKDIBACBIPDU,"BC,SI",214,04SI056 04SI056 04SI056 01SI040 01SI040 01SI040 01SI043 01SI043 01SI043 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC049 05BC049 05BC049 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC152 05BC152 05BC152 05BC166 05BC166 05BC166 01SI046 01SI046 05BC001 05BC001 05BC026 01SI015 01SI029,"BC,SI","Senna,Veigar","BC,SI",,,,"21,19",Senna/Veigar,,
CQBQCAIFFABQKBIIBEFAMBIKAECDSXK6MIBACAIFGYBQKCQ2UYA5CAIBAIAQKEZO,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05SI010 05SI010 05SI010 05BC001 05BC001 05BC001 05BC004 05BC004 05BC004 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 01SI054 01SI054 05BC026 05BC026 05BC166 05BC166 05BC209 05BC209 01SI019 01SI046,"BC,SI","Senna,Veigar","BC,SI",,,,"24,16",Senna/Veigar,,
CQBQCAIFFABAKBIIBEEAKCQBGE4V2XTCTAA2MAICAECAKOABAUFNCAICAECQUGQCAECRIKY,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC001 05BC001 05BC001 05BC049 05BC049 05BC049 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC152 05BC152 05BC152 05BC166 05BC166 05BC166 04SI056 04SI056 05BC209 05BC209 05BC026 01SI020 01SI043,"BC,SI","Senna,Veigar","BC,SI",,,,"27,13",Senna/Veigar,,
CQBQEAIFFAYQGBIFBEFQ6BQFBIYTSXK6MKTACAQBAUFBUAIFAUEAEAIDAUIAEBIKAHIQC,"BC,SI",214,01SI040 01SI040 01SI040 01SI049 01SI049 01SI049 05SI009 05SI009 05SI009 05SI011 05SI011 05SI011 05SI015 05SI015 05SI015 05BC049 05BC049 05BC049 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 05BC026 05BC026 05SI008 05SI008 03SI016 05BC001 05BC209,"BC,SI","Senna,Veigar","BC,SI",,,,"22,18",Senna/Veigar,,
CQBQCAIFFABAKBIIBEDAKCRZLVPGFGABUYAQCAYFBIATDUIBAQAQGBIQAECAKOABAUFBUBABAUHRIHJO,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC152 05BC152 05BC152 05BC166 05BC166 05BC166 05BC001 05BC001 05BC049 05BC049 05BC209 05BC209 03SI016 04SI056 05BC026 01SI015 01SI020 01SI029 01SI046,"BC,SI","Senna,Veigar","BC,SI",,,,"25,15",Senna/Veigar,,
CQBQCAIFFMBAKBIIBECQKCRRLVPGFJQBAMAQIBJYAIAQKKBOAMCQUAJZTAAQGAIEAUOQCBIKDIBACBIPDU,"BC,SI",214,01SI043 01SI043 01SI043 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC049 05BC049 05BC049 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 04SI056 04SI056 01SI040 01SI040 01SI046 01SI046 05BC001 05BC001 05BC057 05BC057 05BC152 05BC152 04SI029 05BC026 01SI015 01SI029,"BC,SI","Senna,Veigar","BC,SI",,,,"22,18",Senna/Veigar,,
CQCACAYFCABACBJIFMBQKBIIBEHAKBIKHFOV4YVGAEBQCAIFDUAQGBICAECAKOABAECQVFYB,"BC,SI",214,03SI016 03SI016 03SI016 01SI040 01SI040 01SI040 01SI043 01SI043 01SI043 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05SI014 05SI014 05SI014 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 01SI029 01SI029 03SI002 03SI002 04SI056 04SI056 05BC151,"BC,SI","Senna,Veigar","BC,SI",,,,"16,24",Senna/Veigar,,
CQBQCAIFFABAKBIIBEDAKCRRLVPGFGABUYAQEAQBAUVS4AYFBIARUOICAECQVWABAIAQKDYU,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC049 05BC049 05BC049 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC152 05BC152 05BC152 05BC166 05BC166 05BC166 01SI043 01SI043 01SI046 01SI046 05BC001 05BC001 05BC026 05BC026 05BC057 05BC057 05BC216 01SI015 01SI020,"BC,SI","Senna,Veigar","BC,SI",,,,"25,15",Senna/Veigar,,
CQBQCAIFFABAKBIIBECAKCS5LZRKMAIDAECAKOACAECRIHIFAUFACMJZTAA5CAIDAEAQKDYBAUFBUAIFAUBQ,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 04SI056 04SI056 01SI020 01SI020 01SI029 01SI029 05BC001 05BC001 05BC049 05BC049 05BC057 05BC057 05BC152 05BC152 05BC209 05BC209 01SI015 05BC026 05SI003,"BC,SI","Senna,Veigar","BC,SI",,,,"23,17",Senna/Veigar,,
CQBQCAIFFABQKBIIBEFQQBIKAECDCOK5LZRKMAIBAEAQKHICAEAQKFABAUFBU,"BC,SI",214,01SI040 01SI040 01SI040 05SI008 05SI008 05SI008 05SI009 05SI009 05SI009 05SI011 05SI011 05SI011 05BC001 05BC001 05BC001 05BC004 05BC004 05BC004 05BC049 05BC049 05BC049 05BC057 05BC057 05BC057 05BC093 05BC093 05BC093 05BC094 05BC094 05BC094 05BC098 05BC098 05BC098 05BC166 05BC166 05BC166 01SI029 01SI029 01SI020 05BC026,"BC,SI","Senna,Veigar","BC,SI",,,,"25,15",Senna/Veigar,,
