deck_code,factions,patch,cards,cards.region,champs,champs.region,allegiance,cards.fix,cards.region.fix,cards.region.freq,archetype,archetype_pretty,archetype_cluster
CIBAIAYGAQDQQDYHAMESGLJTGQ3TYVICAEBQMCIBAMEVAAQBAIDAKAQDBEJSU,"BW,MT",200,03BW004 03BW004 03BW004 03BW007 03BW007 03BW007 03BW008 03BW008 03BW008 03BW015 03BW015 03BW015 03MT035 03MT035 03MT035 03MT045 03MT045 03MT045 03MT051 03MT051 03MT051 03MT052 03MT052 03MT052 03MT055 03MT055 03MT055 03MT060 03MT060 03MT060 03MT085 03MT085 03MT085 03BW009 03BW009 03MT080 03MT080 02BW005 03MT019 03MT042,"BW,MT","Soraka,Tahm Kench","BW,MT",,,,"15,25",Soraka/Tahm Kench,,
CICACAQGDAAQGBQRAICQMBILA4BQSCJDFAVDGYWXAEBQCAQGFUAQGCKVAECAMDQBAEBAMKY,"BW,MT",214,02BW024 02BW024 02BW024 03BW017 03BW017 03BW017 05BW005 05BW005 05BW005 05BW011 05BW011 05BW011 03MT009 03MT009 03MT009 03MT035 03MT035 03MT035 03MT040 03MT040 03MT040 03MT042 03MT042 03MT042 03MT051 03MT051 03MT051 03MT098 03MT098 03MT098 03MT215 03MT215 03MT215 02BW045 02BW045 03MT085 03MT085 04BW014 04BW014 02BW043,"BW,MT","Nami,Zoe","BW,MT",,,,"17,23",Nami/Zoe,,
CMBAEAQGCQ5ASAYJENEUWWK624A5QAOZAHOACAQBAIDBUAQDBEX5WAIBAEBQSOA,"BW,MT",201,02BW020 02BW020 02BW020 02BW058 02BW058 02BW058 03MT035 03MT035 03MT035 03MT073 03MT073 03MT073 03MT075 03MT075 03MT075 03MT089 03MT089 03MT089 03MT094 03MT094 03MT094 03MT215 03MT215 03MT215 03MT216 03MT216 03MT216 03MT217 03MT217 03MT217 03MT220 03MT220 03MT220 02BW026 02BW026 03MT047 03MT047 03MT219 03MT219 03MT056,"BW,MT","Aphelios,Diana,Twisted Fate","BW,MT",,,,"8,32",Aphelios/Diana/Twisted Fate,,
CIBQEAYGA4IQGAQGDITCWBIDBERTGVTA3EAQCAYDBFKWFWYBAIAQEBRKAMBQSDITKQ,"BW,MT",201,03BW007 03BW007 03BW007 03BW017 03BW017 03BW017 02BW026 02BW026 02BW026 02BW038 02BW038 02BW038 02BW043 02BW043 02BW043 03MT035 03MT035 03MT035 03MT051 03MT051 03MT051 03MT086 03MT086 03MT086 03MT096 03MT096 03MT096 03MT217 03MT217 03MT217 03MT085 03MT085 03MT098 03MT098 03MT219 03MT219 02BW042 03MT013 03MT019 03MT084,"BW,MT","Aphelios,Twisted Fate","BW,MT",,,,"16,24",Aphelios/Twisted Fate,,
CIBAIAYGAQDQQDYGAMESGLJTGQ3TYAQBAMDASAYDBEOVIVICAEBAMEYBAMERG,"BW,MT",200,03BW004 03BW004 03BW004 03BW007 03BW007 03BW007 03BW008 03BW008 03BW008 03BW015 03BW015 03BW015 03MT035 03MT035 03MT035 03MT045 03MT045 03MT045 03MT051 03MT051 03MT051 03MT052 03MT052 03MT052 03MT055 03MT055 03MT055 03MT060 03MT060 03MT060 03BW009 03BW009 03MT029 03MT029 03MT084 03MT084 03MT085 03MT085 02BW019 03MT019,"BW,MT","Soraka,Tahm Kench","BW,MT",,,,"15,25",Soraka/Tahm Kench,,
CICQCAYGCEAQIBQOAICQMBILAMBAMDQTDACAGCIJEMZWEAQBAIDCMAQDBEVFKAIBAMES2,"BW,MT",214,03BW017 03BW017 03BW017 04BW014 04BW014 04BW014 05BW005 05BW005 05BW005 05BW011 05BW011 05BW011 02BW014 02BW014 02BW014 02BW019 02BW019 02BW019 02BW024 02BW024 02BW024 03MT009 03MT009 03MT009 03MT035 03MT035 03MT035 03MT051 03MT051 03MT051 03MT098 03MT098 03MT098 02BW038 02BW038 03MT042 03MT042 03MT085 03MT085 03MT045,"BW,MT","Nami,Zoe","BW,MT",,,,"23,17",Nami/Zoe,,
CMBAIAYGAQDQQDYGAMERGHJNGQ3TYAIFAMERWIZTKVRAA,"BW,MT",200,03BW004 03BW004 03BW004 03BW007 03BW007 03BW007 03BW008 03BW008 03BW008 03BW015 03BW015 03BW015 03MT019 03MT019 03MT019 03MT029 03MT029 03MT029 03MT045 03MT045 03MT045 03MT052 03MT052 03MT052 03MT055 03MT055 03MT055 03MT060 03MT060 03MT060 03MT027 03MT027 03MT035 03MT035 03MT051 03MT051 03MT085 03MT085 03MT098 03MT098,"BW,MT","Soraka,Tahm Kench","BW,MT",,,,"12,28",Soraka/Tahm Kench,,
CICACAQGDAAQGBQRAICQMBILA4BQSCJDFAVDGYWXAEBACAQGFMAQIBQOAIAQEBQ5AIBQSVK3,"BW,MT",214,02BW024 02BW024 02BW024 03BW017 03BW017 03BW017 05BW005 05BW005 05BW005 05BW011 05BW011 05BW011 03MT009 03MT009 03MT009 03MT035 03MT035 03MT035 03MT040 03MT040 03MT040 03MT042 03MT042 03MT042 03MT051 03MT051 03MT051 03MT098 03MT098 03MT098 03MT215 03MT215 03MT215 02BW043 02BW043 04BW014 04BW014 02BW029 03MT085 03MT091,"BW,MT","Nami,Zoe","BW,MT",,,,"17,23",Nami/Zoe,,
CIBQCAYGA4AQIBQCBEBQSCJDGM4USYGXAHMQDWYBAEBQGCKUKXOQCAIBAMERO,"BW,MT",207,03BW007 03BW007 03BW007 04BW002 04BW002 04BW002 03MT009 03MT009 03MT009 03MT035 03MT035 03MT035 03MT051 03MT051 03MT051 03MT057 03MT057 03MT057 03MT073 03MT073 03MT073 03MT096 03MT096 03MT096 03MT215 03MT215 03MT215 03MT217 03MT217 03MT217 03MT219 03MT219 03MT219 03MT084 03MT084 03MT085 03MT085 03MT221 03MT221 03MT023,"BW,MT","Aphelios,Zoe",MT,,,,"6,34",Aphelios/Zoe (BW/MT),,
CIBAIAYGAQDQQDYIAMESGLJTG46EOUDCAIAQGBQJAEBQSJAA,"BW,MT",200,03BW004 03BW004 03BW004 03BW007 03BW007 03BW007 03BW008 03BW008 03BW008 03BW015 03BW015 03BW015 03MT035 03MT035 03MT035 03MT045 03MT045 03MT045 03MT051 03MT051 03MT051 03MT055 03MT055 03MT055 03MT060 03MT060 03MT060 03MT071 03MT071 03MT071 03MT080 03MT080 03MT080 03MT098 03MT098 03MT098 03BW009 03BW009 03MT036 03MT036,"BW,MT","Soraka,Tahm Kench","BW,MT",,,,"14,26",Soraka/Tahm Kench,,
CIBAGAQGDIQS2BIDBEEUSVDA3MAQGAIEAYFAGAQGAQOSMBADBERTGVKWAA,"BW,MT",207,02BW026 02BW026 02BW026 02BW033 02BW033 02BW033 02BW045 02BW045 02BW045 03MT009 03MT009 03MT009 03MT073 03MT073 03MT073 03MT084 03MT084 03MT084 03MT096 03MT096 03MT096 03MT219 03MT219 03MT219 04BW010 04BW010 02BW004 02BW004 02BW029 02BW029 02BW038 02BW038 03MT035 03MT035 03MT051 03MT051 03MT085 03MT085 03MT086 03MT086,"BW,MT","Twisted Fate,Zoe","BW,MT",,,,"17,23",Twisted Fate/Zoe,,
CICACAQGDAAQGBQRAICQMBILA4BQSCJDFAVDGYWXAEAQCBAJB4BQCAQGFMAQIBQOAMBQSE2VLM,"BW,MT",214,02BW024 02BW024 02BW024 03BW017 03BW017 03BW017 05BW005 05BW005 05BW005 05BW011 05BW011 05BW011 03MT009 03MT009 03MT009 03MT035 03MT035 03MT035 03MT040 03MT040 03MT040 03MT042 03MT042 03MT042 03MT051 03MT051 03MT051 03MT098 03MT098 03MT098 03MT215 03MT215 03MT215 04MT015 04MT015 02BW043 04BW014 03MT019 03MT085 03MT091,"BW,MT","Nami,Zoe","BW,MT",,,,"14,26",Nami/Zoe,,
CIBAIAYJDUZTINYFAMDAEBAHBAHQCBIDBEJSGLJ4MIBACAYGBEBAGCIFKU,"BW,MT",200,03MT029 03MT029 03MT029 03MT051 03MT051 03MT051 03MT052 03MT052 03MT052 03MT055 03MT055 03MT055 03BW002 03BW002 03BW002 03BW004 03BW004 03BW004 03BW007 03BW007 03BW007 03BW008 03BW008 03BW008 03BW015 03BW015 03BW015 03MT019 03MT019 03MT035 03MT035 03MT045 03MT045 03MT060 03MT060 03MT098 03MT098 03BW009 03MT005 03MT085,"BW,MT","Soraka,Tahm Kench","BW,MT",,,,"16,24",Soraka/Tahm Kench,,
CIBAIAYGAQDQQDYHAMER2IZNGM2DOPACAEBAMBIBAMEWEAQBAMDASAQDBEJVK,"BW,MT",200,03BW004 03BW004 03BW004 03BW007 03BW007 03BW007 03BW008 03BW008 03BW008 03BW015 03BW015 03BW015 03MT029 03MT029 03MT029 03MT035 03MT035 03MT035 03MT045 03MT045 03MT045 03MT051 03MT051 03MT051 03MT052 03MT052 03MT052 03MT055 03MT055 03MT055 03MT060 03MT060 03MT060 02BW005 02BW005 03MT098 03MT098 03BW009 03MT019 03MT085,"BW,MT","Soraka,Tahm Kench","BW,MT",,,,"15,25",Soraka/Tahm Kench,,
CIBQCAIDAMBAEBQHGUCAKAYBAYGRABIBAMBQ6AIEAYFAEAQGDUVQEBIDAUGAGAIDBMJRQAIBAUBQS,"BW,NX",214,01NX003 01NX003 01NX003 02BW007 02BW007 02BW007 02BW053 02BW053 02BW053 05NX001 05NX001 05NX001 05NX006 05NX006 05NX006 05NX013 05NX013 05NX013 05NX016 05NX016 05NX016 03NX015 03NX015 04BW010 04BW010 02BW029 02BW029 02BW043 02BW043 05NX005 05NX005 05NX012 05NX012 01NX011 01NX011 01NX019 01NX019 01NX024 01NX024 05NX009,"BW,NX","Nautilus,Sion","BW,NX",,,,"12,28",Nautilus/Sion,,
CIBQCBAGBIBQEAYHBAEQIAQGAQQCEOQDAIAQGBBSAIBAMMJ4AIBAGAIGAQAQCAZTAEBAMAQBAIBQGAIDAYHA,"BW,NX",207,04BW010 04BW010 04BW010 02NX007 02NX007 02NX007 02NX008 02NX008 02NX008 02NX009 02NX009 02NX009 02BW004 02BW004 02BW004 02BW032 02BW032 02BW032 02BW034 02BW034 02BW034 02BW058 02BW058 02BW058 01NX004 01NX004 01NX050 01NX050 02BW049 02BW049 02BW060 02BW060 02NX001 02NX001 02NX006 02NX006 01NX051 02BW002 02NX003 03BW014,"BW,NX","Gangplank,Swain","BW,NX",,,,"21,19",Gangplank/Swain,,
CMBQCAQDAMBQEBRAHI6AIAIDAIGA6KADAIAQGJJOAIBAGBAFAMBAMFRGG4BACAIDGMAQEBQF,"BW,NX",100,02NX003 02NX003 02NX003 02BW032 02BW032 02BW032 02BW058 02BW058 02BW058 02BW060 02BW060 02BW060 01NX002 01NX002 01NX002 01NX012 01NX012 01NX012 01NX015 01NX015 01NX015 01NX040 01NX040 01NX040 01NX037 01NX037 01NX046 01NX046 02NX004 02NX004 02NX005 02NX005 02BW022 02BW022 02BW038 02BW038 02BW055 02BW055 01NX051 02BW005,"BW,NX","Gangplank,Miss Fortune",BW,,,,"16,24",Gangplank/Miss Fortune (BW/NX),,
CMBQGAQDAMCAKBACAYLCAJR4AUAQGAQMB4SSQAQBAEBTGAIDAYDAA,"BW,NX",200,02NX003 02NX003 02NX003 02NX004 02NX004 02NX004 02NX005 02NX005 02NX005 02BW022 02BW022 02BW022 02BW032 02BW032 02BW032 02BW038 02BW038 02BW038 02BW060 02BW060 02BW060 01NX002 01NX002 01NX002 01NX012 01NX012 01NX012 01NX015 01NX015 01NX015 01NX037 01NX037 01NX037 01NX040 01NX040 01NX040 01NX051 01NX051 03BW006 03BW006,"BW,NX","Gangplank,Miss Fortune",BW,,,,"14,26",Gangplank/Miss Fortune (BW/NX),,
CIBQEAYDAEBQIAIDAQPSGLQEAIDAKDQ2EYBQCAYDB4AQIAYCAIBAMCAWAEBACAYUDA,"BW,NX",203,03NX001 03NX001 03NX001 03NX003 03NX003 03NX003 01NX004 01NX004 01NX004 01NX031 01NX031 01NX031 01NX035 01NX035 01NX035 01NX046 01NX046 01NX046 02BW005 02BW005 02BW005 02BW014 02BW014 02BW014 02BW026 02BW026 02BW026 02BW038 02BW038 02BW038 03NX015 03NX015 04NX002 04NX002 02BW008 02BW008 02BW022 02BW022 01NX020 01NX024,"BW,NX","Draven,Miss Fortune,Twisted Fate","BW,NX",,,,"16,24",Draven/Miss Fortune/Twisted Fate,,
CICQCAQDAMBAGBQCCEBAIAYJCYBQGAYBAMDQIAQGBUTCWLQCAEAQGGIBAUDAWAA,"BW,NX",214,02NX003 02NX003 02NX003 03BW002 03BW002 03BW002 03BW017 03BW017 03BW017 04NX009 04NX009 04NX009 04NX022 04NX022 04NX022 03NX001 03NX001 03NX001 03NX003 03NX003 03NX003 03NX007 03NX007 03NX007 02BW013 02BW013 02BW013 02BW038 02BW038 02BW038 02BW043 02BW043 02BW043 02BW046 02BW046 02BW046 01NX025 01NX025 05BW011 05BW011,"BW,NX","Fizz,Riven","BW,NX",,,,"20,20",Fizz/Riven,,
CICACAYGAYBQEAYDAQCQIAIDAIGCKKAFAIDBMIBGHI6AAAIBAIDC2,"BW,NX",200,03BW006 03BW006 03BW006 02NX003 02NX003 02NX003 02NX004 02NX004 02NX004 02NX005 02NX005 02NX005 01NX002 01NX002 01NX002 01NX012 01NX012 01NX012 01NX037 01NX037 01NX037 01NX040 01NX040 01NX040 02BW022 02BW022 02BW022 02BW032 02BW032 02BW032 02BW038 02BW038 02BW038 02BW058 02BW058 02BW058 02BW060 02BW060 02BW060 02BW045,"BW,NX","Gangplank,Miss Fortune",BW,,,,"19,21",Gangplank/Miss Fortune (BW/NX),,
CICACAIDDYBAEBQ2FUBAGBQHBACQEAYBAMCAOCIFAEAQGMQBAIDBEAIDAYBACAYDBUAQIBQOAA,"BW,NX",211,01NX030 01NX030 01NX030 02BW026 02BW026 02BW026 02BW045 02BW045 02BW045 03BW007 03BW007 03BW007 03BW008 03BW008 03BW008 02NX001 02NX001 02NX001 02NX003 02NX003 02NX003 02NX004 02NX004 02NX004 02NX007 02NX007 02NX007 02NX009 02NX009 02NX009 01NX050 01NX050 02BW018 02BW018 03BW002 03BW002 03NX013 03NX013 04BW014 04BW014,"BW,NX","Swain,Twisted Fate","BW,NX",,,,"18,22",Swain/Twisted Fate,,
CIBQEAQDAMCAGAIDAIGCQBICAYLCAJRNHQBQCAQDAUBACAZOG4BAEBQEHIAA,"BW,NX",100,02NX003 02NX003 02NX003 02NX004 02NX004 02NX004 01NX002 01NX002 01NX002 01NX012 01NX012 01NX012 01NX040 01NX040 01NX040 02BW022 02BW022 02BW022 02BW032 02BW032 02BW032 02BW038 02BW038 02BW038 02BW045 02BW045 02BW045 02BW060 02BW060 02BW060 02NX005 02NX005 01NX046 01NX046 01NX055 01NX055 02BW004 02BW004 02BW058 02BW058,"BW,NX","Gangplank,Miss Fortune",BW,,,,"19,21",Gangplank/Miss Fortune (BW/NX),,
CICACAIDG4BAGBQIB4BQEBQ2EYWQIAQDAEDQQCIDAEAQGLQBAIDAIAIEAMBAIAIBAMLACAQGDQAQEAYDAECAMCQ,"BW,NX",207,01NX055 01NX055 01NX055 03BW008 03BW008 03BW008 03BW015 03BW015 03BW015 02BW026 02BW026 02BW026 02BW038 02BW038 02BW038 02BW045 02BW045 02BW045 02NX001 02NX001 02NX001 02NX007 02NX007 02NX007 02NX008 02NX008 02NX008 02NX009 02NX009 02NX009 01NX046 01NX046 02BW004 02BW004 04NX002 04NX002 01NX022 02BW028 02NX003 04BW010,"BW,NX","Swain,Twisted Fate","BW,NX",,,,"19,21",Swain/Twisted Fate,,
CICQCBADBIBAGBQIB4BQCAYEGI3QGAQGBENCMAYCAMAQOCICAEBQGDIBAQDAEAA,"BW,NX",207,04NX010 04NX010 04NX010 03BW008 03BW008 03BW008 03BW015 03BW015 03BW015 01NX004 01NX004 01NX004 01NX050 01NX050 01NX050 01NX055 01NX055 01NX055 02BW009 02BW009 02BW009 02BW026 02BW026 02BW026 02BW038 02BW038 02BW038 02NX001 02NX001 02NX001 02NX007 02NX007 02NX007 02NX009 02NX009 02NX009 03NX013 03NX013 04BW002 04BW002,"BW,NX","Swain,Twisted Fate","BW,NX",,,,"17,23",Swain/Twisted Fate,,
CICACAQGEAAQGAYSAECQGDYHAEBQYDYTDESSMKABAIBAGBAFAQAQEBQCAEBAGCQBAUBQKAYBAMMDGNQ,"BW,NX",214,02BW032 02BW032 02BW032 03NX018 03NX018 03NX018 05NX015 05NX015 05NX015 01NX012 01NX012 01NX012 01NX015 01NX015 01NX015 01NX019 01NX019 01NX019 01NX025 01NX025 01NX025 01NX037 01NX037 01NX037 01NX038 01NX038 01NX038 01NX040 01NX040 01NX040 02NX004 02NX004 02NX005 02NX005 02BW002 02NX010 05NX005 01NX024 01NX051 01NX054,"BW,NX","Darius,Gangplank","BW,NX",,,,"4,36",Darius/Gangplank,,
CIBQCAIDG4AQGAYNAUBAMGRAEY5DYBABAQBQEAQCAYCREAQCAMEASAYBAMCC4MYDAEBAMAQBAMDAQAIEAYFA,"BW,NX",207,01NX055 01NX055 01NX055 03NX013 03NX013 03NX013 02BW026 02BW026 02BW026 02BW032 02BW032 02BW032 02BW038 02BW038 02BW038 02BW058 02BW058 02BW058 02BW060 02BW060 02BW060 04NX002 04NX002 02BW005 02BW005 02BW018 02BW018 02NX008 02NX008 02NX009 02NX009 01NX004 01NX004 01NX046 01NX046 01NX051 01NX051 02BW002 03BW008 04BW010,"BW,NX","Gangplank,Twisted Fate",BW,,,,"22,18",Gangplank/Twisted Fate (BW/NX),,
CIBQEAQDAMCAIAQGCYQCMLIFAEBQEDAPEUUAAAYBAIBQKAQBAMXDOBACAYCB6OR4,"BW,NX",100,02NX003 02NX003 02NX003 02NX004 02NX004 02NX004 02BW022 02BW022 02BW022 02BW032 02BW032 02BW032 02BW038 02BW038 02BW038 02BW045 02BW045 02BW045 01NX002 01NX002 01NX002 01NX012 01NX012 01NX012 01NX015 01NX015 01NX015 01NX037 01NX037 01NX037 01NX040 01NX040 01NX040 02NX005 01NX046 01NX055 02BW004 02BW031 02BW058 02BW060,"BW,NX","Gangplank,Miss Fortune",BW,,,,"16,24",Gangplank/Miss Fortune (BW/NX),,
CICACAQGEYAQIAYCAIBAGAYFAQAQGCAQFAXQEAQEAMCBGBQBAMBBGFAZEMTAA,"BW,NX",207,02BW038 02BW038 02BW038 04NX002 04NX002 04NX002 02NX003 02NX003 02NX003 02NX005 02NX005 02NX005 01NX008 01NX008 01NX008 01NX016 01NX016 01NX016 01NX040 01NX040 01NX040 01NX047 01NX047 01NX047 04NX004 04NX004 04NX019 04NX019 01NX002 01NX002 01NX019 01NX019 01NX020 01NX020 01NX025 01NX025 01NX035 01NX035 01NX038 01NX038,"BW,NX","Darius,Draven,LeBlanc",NX,"01NX008,01NX008,01NX008",,,"3,37",Darius/Draven/LeBlanc (BW/NX),,
CICACBAGBIBAEAYHBEBQCAZIFY3QIAQGAQKCAOQDAEBAGAIBAQBQEAQCAYBBEAQBAEBTEAICAYEA,"BW,NX",207,04BW010 04BW010 04BW010 02NX007 02NX007 02NX007 02NX009 02NX009 02NX009 01NX040 01NX040 01NX040 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 02BW004 02BW004 02BW004 02BW020 02BW020 02BW020 02BW032 02BW032 02BW032 02BW058 02BW058 02BW058 02NX001 02NX001 04NX002 04NX002 02BW002 02BW002 02BW018 02BW018 01NX050 02BW008,"BW,NX","Gangplank,Swain","BW,NX",,,,"20,20",Gangplank/Swain,,
CICACAIDFYAQIBQKAMBAMBA2FUBQEAYHBAEQKAICAYTACAQDAEAQGBQPAEBQGDIBAUDACAYBAQBQEAQCAYJCCAYBAMPTEMY,"BW,NX",214,01NX046 01NX046 01NX046 04BW010 04BW010 04BW010 02BW004 02BW004 02BW004 02BW026 02BW026 02BW026 02BW045 02BW045 02BW045 02NX007 02NX007 02NX007 02NX008 02NX008 02NX008 02NX009 02NX009 02NX009 02BW038 02BW038 02NX001 02NX001 03BW015 03BW015 03NX013 03NX013 05BW001 05BW001 04NX002 02BW018 02BW033 01NX031 01NX050 01NX051,"BW,NX","Swain,Twisted Fate","BW,NX",,,,"20,20",Swain/Twisted Fate,,
CIBQEAQDAMCAIAIDAIGCKKAGAIDBMIBGFU5DYAIBAIBQKAQBAEBS4AIFAYAQ,"BW,NX",214,02NX003 02NX003 02NX003 02NX004 02NX004 02NX004 01NX002 01NX002 01NX002 01NX012 01NX012 01NX012 01NX037 01NX037 01NX037 01NX040 01NX040 01NX040 02BW022 02BW022 02BW022 02BW032 02BW032 02BW032 02BW038 02BW038 02BW038 02BW045 02BW045 02BW045 02BW058 02BW058 02BW058 02BW060 02BW060 02BW060 02NX005 02NX005 01NX046 05BW001,"BW,NX","Gangplank,Miss Fortune",BW,,,,"19,21",Gangplank/Miss Fortune (BW/NX),,
CICACAIDFYAQGBQPAQBAMBA2EYWQIAQDAEDQQCIDAEBQMCABAQDA4AIEAMBAIAIBAM3QCAQGDQAQGAYNAECAMCQ,"BW,NX",211,01NX046 01NX046 01NX046 03BW015 03BW015 03BW015 02BW004 02BW004 02BW004 02BW026 02BW026 02BW026 02BW038 02BW038 02BW038 02BW045 02BW045 02BW045 02NX001 02NX001 02NX001 02NX007 02NX007 02NX007 02NX008 02NX008 02NX008 02NX009 02NX009 02NX009 03BW008 03BW008 04BW014 04BW014 04NX002 04NX002 01NX055 02BW028 03NX013 04BW010,"BW,NX","Swain,Twisted Fate","BW,NX",,,,"21,19",Swain/Twisted Fate,,
CIBQCAQDBEAQIBQKBIBAMAQEBMNCAIJGFU5DYAIBAEBS4AICAIDBEHA,"BW,NX",207,02NX009 02NX009 02NX009 04BW010 04BW010 04BW010 02BW002 02BW002 02BW002 02BW004 02BW004 02BW004 02BW011 02BW011 02BW011 02BW026 02BW026 02BW026 02BW032 02BW032 02BW032 02BW033 02BW033 02BW033 02BW038 02BW038 02BW038 02BW045 02BW045 02BW045 02BW058 02BW058 02BW058 02BW060 02BW060 02BW060 01NX046 01NX046 02BW018 02BW028,"BW,NX","Gangplank,Twisted Fate",BW,"02BW011,02BW011,02BW011",,,"35,5",Gangplank/Twisted Fate (BW/NX),,
CIBQEAQGDAXAGAQEAUDASBABAQIBWKZUAIBAEBRRHUBQCBAOGE4AEAIBAQUAEAQGEYVA,"BW,PZ",100,02BW024 02BW024 02BW024 02BW046 02BW046 02BW046 02PZ005 02PZ005 02PZ005 02PZ006 02PZ006 02PZ006 02PZ009 02PZ009 02PZ009 01PZ016 01PZ016 01PZ016 01PZ027 01PZ027 01PZ027 01PZ043 01PZ043 01PZ043 01PZ052 01PZ052 01PZ052 02BW049 02BW049 02BW061 02BW061 01PZ014 01PZ014 01PZ049 01PZ049 01PZ056 01PZ056 01PZ040 02BW038 02BW042,"BW,PZ","Fizz,Heimerdinger,Jinx","BW,PZ",,,,"12,28",Fizz/Heimerdinger/Jinx,,
CICQCAQEA4AQGBQIAIAQIEZUAIBQIBINAYBAMBAFDIQSWLICAEAQIGQBAQDA4AA,"BW,PZ",211,02PZ007 02PZ007 02PZ007 03BW008 03BW008 03BW008 01PZ019 01PZ019 01PZ019 01PZ052 01PZ052 01PZ052 03PZ005 03PZ005 03PZ005 03PZ013 03PZ013 03PZ013 02BW004 02BW004 02BW004 02BW005 02BW005 02BW005 02BW026 02BW026 02BW026 02BW033 02BW033 02BW033 02BW043 02BW043 02BW043 02BW045 02BW045 02BW045 01PZ026 01PZ026 04BW014 04BW014,"BW,PZ",Twisted Fate,BW,,,,"23,17",Twisted Fate (BW/PZ),,
CICAEAQGEYWQEBIGAUFQGBIEDENR2BABAQICONBYAIAQKBAVAICAIDQPAEAQCBBR,"BW,PZ",219,02BW038 02BW038 02BW038 02BW045 02BW045 02BW045 05BW005 05BW005 05BW005 05BW011 05BW011 05BW011 05PZ025 05PZ025 05PZ025 05PZ027 05PZ027 05PZ027 05PZ029 05PZ029 05PZ029 01PZ016 01PZ016 01PZ016 01PZ039 01PZ039 01PZ039 01PZ052 01PZ052 01PZ052 01PZ056 01PZ056 01PZ056 05PZ021 05PZ021 04PZ014 04PZ014 04PZ015 04PZ015 01PZ049,"BW,PZ","Heimerdinger,Nami","BW,PZ",,,,"12,28",Heimerdinger/Nami,,
CQBQCAIEEQAQIBQKAQBAMGRBFU5AIAIBAQ2ACBAEA4AQKCUYAEEAEBQEBEFREFA4EYYQA,"BW,PZ",214,01PZ036 01PZ036 01PZ036 04BW010 04BW010 04BW010 02BW026 02BW026 02BW026 02BW033 02BW033 02BW033 02BW045 02BW045 02BW045 02BW058 02BW058 02BW058 01PZ052 01PZ052 04PZ007 04PZ007 05BC152 05BC152 02BW004 02BW004 02BW009 02BW009 02BW011 02BW011 02BW018 02BW018 02BW020 02BW020 02BW028 02BW028 02BW038 02BW038 02BW049 02BW049,"BC,BW,PZ","Ezreal,Twisted Fate","BW,PZ","02BW011,02BW011",01PZ036 01PZ036 01PZ036 04BW010 04BW010 04BW010 02BW026 02BW026 02BW026 02BW033 02BW033 02BW033 02BW045 02BW045 02BW045 02BW058 02BW058 02BW058 01PZ052 01PZ052 04PZ007 04PZ007 05PZ152 05PZ152 02BW004 02BW004 02BW009 02BW009 02BW011 02BW011 02BW018 02BW018 02BW020 02BW020 02BW028 02BW028 02BW038 02BW038 02BW049 02BW049,"BW,PZ","31,9",Ezreal/Twisted Fate,,
CMBQCAYEAUBQEBQREA5AKAIEBAMR6NB2AUAQEBABAEBQMCABAMCBIAIEAQFAEAQGDQTQCAICAYEA,"BW,PZ",203,03PZ005 03PZ005 03PZ005 02BW017 02BW017 02BW017 02BW032 02BW032 02BW032 02BW058 02BW058 02BW058 01PZ008 01PZ008 01PZ008 01PZ025 01PZ025 01PZ025 01PZ031 01PZ031 01PZ031 01PZ052 01PZ052 01PZ052 01PZ058 01PZ058 01PZ058 02PZ001 02PZ001 03BW008 03BW008 03PZ020 03PZ020 04PZ010 04PZ010 02BW028 02BW028 02BW039 02BW039 02BW008,"BW,PZ","Gangplank,Teemo","BW,PZ",,,,"16,24",Gangplank/Teemo,,
CMBQCAIEGQAQGBAFA4BAMBA2EAQS2MJ2AMAQCBA3AEBQMDQEAIDAEHBGFMAQCAIED4,"BW,PZ",200,01PZ052 01PZ052 01PZ052 03PZ005 03PZ005 03PZ005 02BW004 02BW004 02BW004 02BW026 02BW026 02BW026 02BW032 02BW032 02BW032 02BW033 02BW033 02BW033 02BW045 02BW045 02BW045 02BW049 02BW049 02BW049 02BW058 02BW058 02BW058 01PZ027 01PZ027 03BW014 03BW014 02BW002 02BW002 02BW028 02BW028 02BW038 02BW038 02BW043 02BW043 01PZ031,"BW,PZ","Gangplank,Twisted Fate",BW,,,,"31,9",Gangplank/Twisted Fate (BW/PZ),,
CMCACAQGDIAQEBADAEBQIGIJAECACDI4EYTSQLJUG4AQCAIEBQBACAYEBMAQIBAK,"BW,PZ",203,02BW026 02BW026 02BW026 02PZ003 02PZ003 02PZ003 03PZ025 03PZ025 03PZ025 01PZ001 01PZ001 01PZ001 01PZ013 01PZ013 01PZ013 01PZ028 01PZ028 01PZ028 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ040 01PZ040 01PZ040 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01PZ055 01PZ055 01PZ055 01PZ012 01PZ012 03PZ011 04PZ010,"BW,PZ","Jinx,Twisted Fate","BW,PZ",,,,"3,37",Jinx/Twisted Fate,,
