deck_code,factions,patch,cards,cards.region,champs,champs.region,allegiance,cards.fix,cards.region.fix,cards.region.freq,archetype,archetype_pretty,archetype_cluster,alle,alle.region
CECQCAICFUAQGBANAMAQIIRUHABQIBAHBYHQIBIECYNBWHICAEAQEJIBAECBWAA,"IO,PZ",219,01IO045 01IO045 01IO045 03PZ013 03PZ013 03PZ013 01PZ034 01PZ034 01PZ034 01PZ052 01PZ052 01PZ052 01PZ056 01PZ056 01PZ056 04PZ007 04PZ007 04PZ007 04PZ014 04PZ014 04PZ014 04PZ015 04PZ015 04PZ015 05PZ022 05PZ022 05PZ022 05PZ026 05PZ026 05PZ026 05PZ027 05PZ027 05PZ027 05PZ029 05PZ029 05PZ029 01IO037 01IO037 01PZ027 01PZ027,PZ,"Heimerdinger,Jayce",PZ,"01PZ034,01PZ034,01PZ034",,,35,Heimerdinger/Jayce (IO/PZ),,,01PZ034,PZ
CECQCAYCCQAQGBANAECAIEICAECBAOACAUCBKHIEAEAQEMICAQCAODQDAECBWMJUAMCQIGAZDIAQCBIECY,"IO,PZ",219,03IO020 03IO020 03IO020 03PZ013 03PZ013 03PZ013 04PZ017 04PZ017 04PZ017 01PZ016 01PZ016 01PZ016 01PZ056 01PZ056 01PZ056 05PZ021 05PZ021 05PZ021 05PZ029 05PZ029 05PZ029 01IO049 01IO049 04PZ007 04PZ007 04PZ014 04PZ014 01PZ027 01PZ027 01PZ049 01PZ049 01PZ052 01PZ052 05PZ024 05PZ024 05PZ025 05PZ025 05PZ026 05PZ026 05PZ022,PZ,"Heimerdinger,Jayce",PZ,,,,35,Heimerdinger/Jayce (IO/PZ),,,,
CEDACAICGEAQEAQDAIBQECIUAICAIDQPAMAQIIRUHABQKBAVCYOQEAIDAQLACBAECEAA,"IO,PZ",219,01IO049 01IO049 01IO049 02IO003 02IO003 02IO003 03IO009 03IO009 03IO009 03IO020 03IO020 03IO020 04PZ014 04PZ014 04PZ014 04PZ015 04PZ015 04PZ015 01PZ034 01PZ034 01PZ034 01PZ052 01PZ052 01PZ052 01PZ056 01PZ056 01PZ056 05PZ021 05PZ021 05PZ021 05PZ022 05PZ022 05PZ022 05PZ029 05PZ029 05PZ029 03PZ022 03PZ022 04PZ017 04PZ017,PZ,"Heimerdinger,Jayce",PZ,"01PZ034,01PZ034,01PZ034",,,28,Heimerdinger/Jayce (IO/PZ),,,01PZ034,PZ
CQCACAICBQAQIBAOAMAQIEBUHACQKBAVCYMBWHIEAEAQEMIBAECBWAIFBKMACAIFAQNAEAICAICQCAYCCQ,"IO,PZ",219,01IO012 01IO012 01IO012 04PZ014 04PZ014 04PZ014 01PZ016 01PZ016 01PZ016 01PZ052 01PZ052 01PZ052 01PZ056 01PZ056 01PZ056 05PZ021 05PZ021 05PZ021 05PZ022 05PZ022 05PZ022 05PZ024 05PZ024 05PZ024 05PZ027 05PZ027 05PZ027 05PZ029 05PZ029 05PZ029 01IO049 01IO049 01PZ027 01PZ027 05BC152 05BC152 05PZ026 05PZ026 02IO005 03IO020,PZ,"Heimerdinger,Jayce",PZ,,01IO012 01IO012 01IO012 04PZ014 04PZ014 04PZ014 01PZ016 01PZ016 01PZ016 01PZ052 01PZ052 01PZ052 01PZ056 01PZ056 01PZ056 05PZ021 05PZ021 05PZ021 05PZ022 05PZ022 05PZ022 05PZ024 05PZ024 05PZ024 05PZ027 05PZ027 05PZ027 05PZ029 05PZ029 05PZ029 01IO049 01IO049 01PZ027 01PZ027 05PZ152 05PZ152 05PZ026 05PZ026 02IO005 03IO020,"IO,PZ",33,Heimerdinger/Jayce (IO/PZ),,,,
CMCQCAICGEAQEBAEAEBQEFACAMCACFQEAECAMJZIGQBQCAQEAUAQIBAOAQAQIEQ3FY4ACAIDAQIQ,"IO,PZ",203,01IO049 01IO049 01IO049 02PZ004 02PZ004 02PZ004 03IO020 03IO020 03IO020 03PZ001 03PZ001 03PZ001 03PZ022 03PZ022 03PZ022 01PZ006 01PZ006 01PZ006 01PZ039 01PZ039 01PZ039 01PZ040 01PZ040 01PZ040 01PZ052 01PZ052 01PZ052 02PZ005 02PZ005 04PZ014 04PZ014 01PZ018 01PZ018 01PZ027 01PZ027 01PZ046 01PZ046 01PZ056 01PZ056 03PZ017,PZ,"Heimerdinger,Jinx",PZ,,,,34,Heimerdinger/Jinx (IO/PZ),,,,
CECQCAQEBEAQKBA5AIBQIAYSAICAIDQPAQAQIEA3GQ4AKAIBAIFACAIEGEAQEAQHAECAIEIBAUCBWAA,"IO,PZ",219,02PZ009 02PZ009 02PZ009 05PZ029 05PZ029 05PZ029 03PZ003 03PZ003 03PZ003 03PZ018 03PZ018 03PZ018 04PZ014 04PZ014 04PZ014 04PZ015 04PZ015 04PZ015 01PZ016 01PZ016 01PZ016 01PZ027 01PZ027 01PZ027 01PZ052 01PZ052 01PZ052 01PZ056 01PZ056 01PZ056 01IO010 01IO010 01PZ049 01PZ049 02IO007 02IO007 04PZ017 04PZ017 05PZ027 05PZ027,PZ,"Heimerdinger,Viktor",PZ,,,,36,Heimerdinger/Viktor (IO/PZ),,,,
CEBAIAICAYFSULAGAQBACBAFBEFQ6AQBAMBBGAYEAIBAGBYBAIBQEBQZ,IO,207,01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO042 01IO042 01IO042 01IO044 01IO044 01IO044 04IO001 04IO001 04IO001 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 03IO019 03IO019 04IO002 04IO002 04IO003 04IO003 04IO007 04IO007 03IO006 03IO025,IO,Irelia,IO,,,,40,Irelia,,,,
CEBQCAYCAUCACAQGBMVDEBAEAICQMCYPAMAQEAQFAIAQEFRFAMCAEAIEBEAQCAYCAY,IO,207,03IO005 03IO005 03IO005 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO042 01IO042 01IO042 01IO050 01IO050 01IO050 04IO005 04IO005 04IO005 04IO006 04IO006 04IO006 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 02IO005 02IO005 01IO022 01IO022 01IO037 01IO037 04IO001 04IO001 04IO004 04IO004 04IO009 04IO009 03IO006,IO,Irelia,IO,"01IO050,01IO050,01IO050",,,40,Irelia,,,01IO050,IO
CEBQCAYCAUCACAQGFIZDSBIEAICAKCILB4BQCAQCBIAQGAQGAMCAEAICAYAA,IO,207,03IO005 03IO005 03IO005 01IO006 01IO006 01IO006 01IO042 01IO042 01IO042 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 02IO010 02IO010 03IO006 03IO006 04IO001 04IO001 04IO002 04IO002 04IO006 04IO006,IO,Irelia,IO,"01IO050,01IO050,01IO050",,,40,Irelia,,,01IO050,IO
CEBQCAYCBIBQIAQEAUEQIAICAYISQMQCAECAEDYDAEBAWFRZAMAQGAQTAECAEAYGAEBAYFIYDMOSY,IO,207,03IO010 03IO010 03IO010 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 01IO006 01IO006 01IO006 01IO017 01IO017 01IO017 01IO040 01IO040 01IO040 01IO050 01IO050 01IO050 04IO015 04IO015 01IO011 01IO011 01IO022 01IO022 01IO057 01IO057 03IO019 04IO003 01IO012 01IO021 01IO024 01IO027 01IO029 01IO044,IO,Irelia,IO,"01IO050,01IO050,01IO050",,,40,Irelia,,,01IO050,IO
CEBQEAICAYVAEAYCAUKAIBACAUEQWDYEAEBAECIBAMBAMAQBAIFTCAYEAIAQIBYBAICAEAQD,IO,207,01IO006 01IO006 01IO006 01IO042 01IO042 01IO042 03IO005 03IO005 03IO005 03IO020 03IO020 03IO020 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 02IO009 02IO009 03IO006 03IO006 01IO011 01IO011 01IO049 01IO049 04IO001 04IO001 04IO004 04IO004 04IO007 04IO007 04IO002 04IO003,IO,Irelia,IO,,,,40,Irelia,,,,
CEBQEAQCAMFAGAICCEZDSBQEAICAKBQHBMHQEAIBAIYQCAYCAUBACAYCCQBAIAQBBE,IO,207,02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO006 04IO006 04IO006 04IO007 04IO007 04IO007 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 01IO049 01IO049 03IO005 03IO005 03IO020 04IO001 04IO009,IO,Irelia,IO,"01IO050,01IO050,01IO050",,,40,Irelia,,,01IO050,IO
CECACAQCBIAQGAQGAMAQEBRKGICQIAQEAUEQWDYCAEBQEBICAQBACBYEAEAQELABAIBAKAIDAIKACBACAI,IO,207,02IO010 02IO010 02IO010 03IO006 03IO006 03IO006 01IO006 01IO006 01IO006 01IO042 01IO042 01IO042 01IO050 01IO050 01IO050 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 03IO005 03IO005 04IO001 04IO001 04IO007 04IO007 01IO044 02IO005 03IO020 04IO002,IO,Irelia,IO,"01IO050,01IO050,01IO050",,,40,Irelia,,,01IO050,IO
CMBACAQCAMBQIAQEAYEQEBIEAIAQGBIHBMDACAQGBYVCWLBRAMBACAQCC4BAGAQDBMBAIAQCB4,IO,207,02IO003 02IO003 02IO003 04IO004 04IO004 04IO004 04IO006 04IO006 04IO006 04IO009 04IO009 04IO009 04IO001 04IO001 04IO003 04IO003 04IO005 04IO005 04IO007 04IO007 04IO011 04IO011 01IO006 01IO006 01IO014 01IO014 01IO042 01IO042 01IO043 01IO043 01IO044 01IO044 01IO049 01IO049 01IO002 01IO023 03IO003 03IO011 04IO002 04IO015,IO,Irelia,IO,,,,40,Irelia,,,,
CEBACAICFIAQIAQFAQAQEAQKAMBQEBIIBICQIAQBAQEASCYIAEBAEBQLBQJDENBXAA,IO,211,01IO042 01IO042 01IO042 04IO005 04IO005 04IO005 02IO010 02IO010 03IO005 03IO005 03IO008 03IO008 03IO010 03IO010 04IO001 04IO001 04IO004 04IO004 04IO008 04IO008 04IO009 04IO009 04IO011 04IO011 01IO002 01IO002 01IO006 01IO006 01IO011 01IO011 01IO012 01IO012 01IO018 01IO018 01IO050 01IO050 01IO052 01IO052 01IO055 01IO055,IO,Irelia,IO,"01IO050,01IO050",,,40,Irelia,,,01IO050,IO
CEBACAICFIFQIAQBAIBQIBIGA4EASCYPAEAQGAQGAIAQCARRAEBQEFA,IO,211,01IO042 01IO042 01IO042 04IO001 04IO001 04IO001 04IO002 04IO002 04IO002 04IO003 04IO003 04IO003 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO006 04IO006 04IO006 04IO007 04IO007 04IO007 04IO008 04IO008 04IO008 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 03IO006 03IO006 01IO049 03IO020,IO,Irelia,IO,,,,40,Irelia,,,,
CEBAEBACAUEQGAICBUITEAYBAMBBIAQEAICAWAYBAIHB2OIDAIBQEBIRAUCAEAQDAYDQQBQBAIDBIFIXDYWA,IO,211,04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 01IO013 01IO013 01IO013 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 03IO020 03IO020 04IO004 04IO004 04IO011 04IO011 01IO014 01IO014 01IO029 01IO029 01IO057 01IO057 03IO005 03IO017 04IO002 04IO003 04IO006 04IO007 04IO008 01IO006 01IO020 01IO021 01IO023 01IO030 01IO044,IO,Irelia,IO,"01IO050,01IO050,01IO050",,,40,Irelia,,,01IO050,IO
CEBAGAICAYISUBAEAIAQKCIPAIBACAQWFQCAIAQEAYDQQAYBAIBAGAYBAIGBKNADAQBAEAYM,IO,211,01IO006 01IO006 01IO006 01IO017 01IO017 01IO017 01IO042 01IO042 01IO042 04IO001 04IO001 04IO001 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO015 04IO015 04IO015 01IO022 01IO022 01IO044 01IO044 04IO004 04IO004 04IO006 04IO006 04IO007 04IO007 04IO008 04IO008 02IO003 01IO012 01IO021 01IO052 04IO002 04IO003 04IO012,IO,Irelia,IO,,,,40,Irelia,,,,
CEBQCAQCAUCAIAQFBEFQ6BIBAIGBUJBSHEBAEAICC43QEBACAIEACAQBAIITC,IO,211,02IO005 02IO005 02IO005 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 01IO012 01IO012 01IO012 01IO026 01IO026 01IO026 01IO036 01IO036 01IO036 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO023 01IO023 01IO055 01IO055 04IO002 04IO002 04IO008 04IO008 01IO017 01IO049,IO,Irelia,IO,"01IO050,01IO050,01IO050",,,40,Irelia,,,01IO050,IO
CECACAYCAYBAEAQIBICACAQEBMJBMBIEAICAKCAJBMBACAICG4AQIAQDAA,IO,211,03IO006 03IO006 03IO006 02IO008 02IO008 02IO008 02IO010 02IO010 02IO010 01IO004 01IO004 01IO004 01IO011 01IO011 01IO011 01IO018 01IO018 01IO018 01IO022 01IO022 01IO022 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO008 04IO008 04IO008 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 01IO055 01IO055 04IO003 04IO003,IO,Irelia,IO,,,,40,Irelia,,,,
CIBQEAICAYZAIAQGBU3TYPQGAQBAIBIJBMHA6AQBAIDBIAIDAIKAA,"BW,IO",207,01IO006 01IO006 01IO006 01IO050 01IO050 01IO050 02BW013 02BW013 02BW013 02BW055 02BW055 02BW055 02BW060 02BW060 02BW060 02BW062 02BW062 02BW062 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO014 04IO014 04IO014 04IO015 04IO015 04IO015 02BW020 02BW020 03IO020 03IO020,IO,Irelia,IO,"01IO050,01IO050,01IO050",,,26,Irelia (BW/IO),,,01IO050,IO
CICQCAQGFIBAGAQFAYBQCAQRGI4QGBACAUHA6BACAIBQKCIKAAAQCBACBM,"BW,IO",207,02BW042 02BW042 02BW042 03IO005 03IO005 03IO005 03IO006 03IO006 03IO006 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 04IO005 04IO005 04IO005 04IO014 04IO014 04IO014 04IO015 04IO015 04IO015 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 04IO011,IO,Irelia,IO,"01IO050,01IO050,01IO050",,,37,Irelia (BW/IO),,,01IO050,IO
CECQCAQBBIAQGAICAECACCQDAEARMIBJA4AQEBAMBYNB2MRXAAAQCBACAU,"FR,IO",207,02FR010 02FR010 02FR010 03FR002 03FR002 03FR002 04FR010 04FR010 04FR010 01FR022 01FR022 01FR022 01FR032 01FR032 01FR032 01FR041 01FR041 01FR041 01IO004 01IO004 01IO004 01IO012 01IO012 01IO012 01IO014 01IO014 01IO014 01IO026 01IO026 01IO026 01IO029 01IO029 01IO029 01IO050 01IO050 01IO050 01IO055 01IO055 01IO055 04IO005,IO,Irelia,IO,"01IO050,01IO050,01IO050",,,22,Irelia (FR/IO),,,01IO050,IO
CEBAEBACAQEQIAICAQDB4KQDAEBAEBADAQBAEBIHAUAQECQXFEYDCAYBAIBAOAIEAIBQEAICCYQQ,IO,207,04IO004 04IO004 04IO004 04IO009 04IO009 04IO009 01IO004 01IO004 01IO004 01IO006 01IO006 01IO006 01IO030 01IO030 01IO030 01IO042 01IO042 01IO042 02IO004 02IO004 04IO002 04IO002 04IO005 04IO005 04IO007 04IO007 01IO010 01IO010 01IO023 01IO023 01IO041 01IO041 01IO048 01IO048 01IO049 01IO049 02IO007 04IO003 01IO022 01IO033,IO,"Irelia,Karma",IO,,,,40,Irelia/Karma,,,,
CMBQCAICFEAQEAQDAYCAEAYEAUEQWDYEAEBAECQBAMBBIAYBAIDCUMQDAQBACAQHAA,IO,207,01IO041 01IO041 01IO041 02IO003 02IO003 02IO003 04IO003 04IO003 04IO003 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 02IO010 02IO010 03IO020 03IO020 01IO006 01IO006 01IO042 01IO042 01IO050 01IO050 04IO001 04IO001 04IO002 04IO002 04IO007 04IO007,IO,"Irelia,Karma",IO,"01IO050,01IO050",,,40,Irelia/Karma,,,01IO050,IO
CEBACAICFIBAIAQEAUBAGAICBUQTMAYCAICQMCAEAEBQEEYCAIBAGCQDAQBAEBYJBUAQEAIEAYEAUDARCMLCSNZYHE,IO,207,01IO042 01IO042 01IO042 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 01IO013 01IO013 01IO033 01IO033 01IO054 01IO054 02IO005 02IO005 02IO006 02IO006 02IO008 02IO008 03IO019 02IO003 02IO010 04IO002 04IO007 04IO009 01IO001 01IO004 01IO006 01IO008 01IO010 01IO012 01IO017 01IO019 01IO022 01IO041 01IO055 01IO056 01IO057,IO,"Irelia,Karma,Lee Sin",IO,,,,40,Irelia/Karma/Lee Sin,,,,
CECACAYCCQBAEAQFBIBQCAQMFI4QIBACAQEQWDYCAECAEBIDAEBAMCAPAEBACARBFE,IO,207,03IO020 03IO020 03IO020 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 01IO012 01IO012 01IO012 01IO042 01IO042 01IO042 01IO057 01IO057 01IO057 04IO004 04IO004 04IO004 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 04IO005 04IO005 01IO006 01IO006 01IO008 01IO008 01IO015 01IO015 01IO033 01IO041,IO,"Irelia,Karma,Yasuo",IO,,,,40,Irelia/Karma/Yasuo,,,,
CEAAEAICAICQKAICBEHA6GROAQAQEAQHAICAEBIJAUBQEAIJBIFRMFABAIBQMBYIBIGBAEIUC4PCCKBJFIWDCNBYHE,IO,207,02IO005 02IO005 01IO009 01IO009 01IO014 01IO014 01IO015 01IO015 01IO026 01IO026 01IO046 01IO046 02IO007 04IO005 04IO009 03IO001 03IO009 03IO010 03IO011 03IO022 01IO003 01IO006 01IO007 01IO008 01IO010 01IO012 01IO016 01IO017 01IO020 01IO023 01IO030 01IO033 01IO040 01IO041 01IO042 01IO044 01IO049 01IO052 01IO056 01IO057,IO,"Irelia,Karma,Yasuo,Zed",IO,,,,40,Irelia/Karma/Yasuo/Zed,,,,
CEAQQAICAQEA6EIYFQ4DSAYBAMBBMAQCAICQOAYBAIXC6MACAECAEBIDAEBASIJJ,IO,207,01IO004 01IO004 01IO004 01IO008 01IO008 01IO008 01IO015 01IO015 01IO015 01IO017 01IO017 01IO017 01IO024 01IO024 01IO024 01IO044 01IO044 01IO044 01IO056 01IO056 01IO056 01IO057 01IO057 01IO057 03IO022 03IO022 02IO005 02IO005 02IO007 02IO007 01IO046 01IO046 01IO047 01IO047 01IO048 01IO048 04IO005 01IO009 01IO033 01IO041,IO,"Irelia,Karma,Yasuo,Zed",IO,,,,40,Irelia/Karma/Yasuo/Zed,,,,
CEDACAICFQAQCAZKAEBAECQBAMBAKAIFAIMQMBACAICQQCYOB4BACAIDB4BAGAQGCYAQCAICEY,"IO,NX",214,01IO044 01IO044 01IO044 01NX042 01NX042 01NX042 02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 05IO025 05IO025 05IO025 04IO002 04IO002 04IO002 04IO005 04IO005 04IO005 04IO008 04IO008 04IO008 04IO011 04IO011 04IO011 04IO014 04IO014 04IO014 04IO015 04IO015 04IO015 01NX015 01NX015 03IO006 03IO006 03IO022 03IO022 01IO038,IO,"Irelia,Katarina","IO,NX",,,,35,Irelia/Katarina,,,,
CECACAIDCUAQGAYNAECAGEIEAIBQCBYIBECACAICGEAQIAQHAIBAGAYEAUAQGCA6FIZDOAIBAQBAK,"IO,NX",207,01NX021 01NX021 01NX021 03NX013 03NX013 03NX013 04NX017 04NX017 04NX017 02NX001 02NX001 02NX001 02NX007 02NX007 02NX007 02NX008 02NX008 02NX008 02NX009 02NX009 02NX009 01IO049 01IO049 04IO007 04IO007 02NX003 02NX003 02NX004 02NX004 01NX008 01NX008 01NX030 01NX030 01NX042 01NX042 01NX050 01NX050 01NX055 01NX055 04IO005,NX,"Irelia,Katarina,Swain","IO,NX","01NX008,01NX008",,,35,Irelia/Katarina/Swain,,,01NX008,NX
CQCACAYCAUAQKCR2AMAQEDBKGICQIAQEAUEQWDYBAEAQEBQFAEBAECQBAMBBIAIEAIEAEBIKUYA3MAIDAEBCYMJZ,"BC,IO",221,03IO005 03IO005 03IO005 05BC058 05BC058 05BC058 01IO012 01IO012 01IO012 01IO042 01IO042 01IO042 01IO050 01IO050 01IO050 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 01IO006 01IO006 02IO010 03IO020 04IO008 05BC166 05BC182 01IO044 01IO049 01IO057,IO,"Irelia,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,Irelia/Kennen,,,01IO050,IO
CQCACBIKHIAQKAQVAMAQEBQMHECAIAQFBEFQ6BABAMBBIAIFBKTACAQBAIWDEAQEAICAQAIBAMBAK,"BC,IO",221,05BC058 05BC058 05BC058 05IO021 05IO021 05IO021 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO057 01IO057 01IO057 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 03IO020 03IO020 05BC166 05BC166 01IO044 01IO044 01IO050 01IO050 04IO004 04IO004 04IO008 04IO008 03IO005,IO,"Irelia,Kennen","BC,IO","01IO050,01IO050",,,35,Irelia/Kennen,,,01IO050,IO
CQCACAQCAMAQKCR2AIAQEDBSAUCAEBAFBAEQWAQBAUBBKBACAICQQCIKAIAQIAQCAIBQEBIU,IO,221,02IO003 02IO003 02IO003 05BC058 05BC058 05BC058 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO008 04IO008 04IO008 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 05IO021 05IO021 02IO005 02IO005 02IO008 02IO008 02IO009 02IO009 02IO010 02IO010 04IO002 03IO005 03IO020,IO,"Irelia,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO003 02IO003 02IO003 05IO058 05IO058 05IO058 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO008 04IO008 04IO008 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 05IO021 05IO021 02IO005 02IO005 02IO008 02IO008 02IO009 02IO009 02IO010 02IO010 04IO002 03IO005 03IO020,IO,40,Irelia/Kennen (IO),,,01IO050,IO
CQCACAQCBIAQKCR2AMAQEBQMFIBQIAQFBMHQIAIDAICQCBACBABAKAQVC4CACAQLFQZDSAA,IO,221,02IO010 02IO010 02IO010 05BC058 05BC058 05BC058 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO042 01IO042 01IO042 04IO005 04IO005 04IO005 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 03IO005 03IO005 04IO008 04IO008 05IO021 05IO021 05IO023 05IO023 01IO011 01IO011 01IO044 01IO044 01IO050 01IO050 01IO057 01IO057,IO,"Irelia,Kennen","BC,IO","01IO050,01IO050",02IO010 02IO010 02IO010 05IO058 05IO058 05IO058 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO042 01IO042 01IO042 04IO005 04IO005 04IO005 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 03IO005 03IO005 04IO008 04IO008 05IO021 05IO021 05IO023 05IO023 01IO011 01IO011 01IO044 01IO044 01IO050 01IO050 01IO057 01IO057,IO,40,Irelia/Kennen (IO),,,01IO050,IO
CQCACAQCBIAQKCR2AMAQEBQMFIDQIAQBAQCQQCILB4AQEAYCAUKAA,IO,221,02IO010 02IO010 02IO010 05BC058 05BC058 05BC058 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO042 01IO042 01IO042 04IO001 04IO001 04IO001 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO008 04IO008 04IO008 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 03IO005 03IO005 03IO020 03IO020,IO,"Irelia,Kennen","BC,IO",,02IO010 02IO010 02IO010 05IO058 05IO058 05IO058 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO042 01IO042 01IO042 04IO001 04IO001 04IO001 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO008 04IO008 04IO008 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 03IO005 03IO005 03IO020 03IO020,IO,40,Irelia/Kennen (IO),,,,
CQCACBIKHIAQKAQ2AMCAEBIJBMDQCAQGBMGBCKRMGIBACAQCBIAQIAQIAA,IO,221,05BC058 05BC058 05BC058 05IO026 05IO026 05IO026 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO042 01IO042 01IO042 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 02IO010 02IO010 04IO008 04IO008,IO,"Irelia,Kennen","BC,IO","01IO050,01IO050,01IO050",05IO058 05IO058 05IO058 05IO026 05IO026 05IO026 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO011 04IO011 04IO011 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO042 01IO042 01IO042 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 02IO010 02IO010 04IO008 04IO008,IO,40,Irelia/Kennen (IO),,,01IO050,IO
CQCACBIKHIBAEAQDAUBQCAQMGI3QGBACAUEQ6AYBAMBAKAQCAIEQUAYEAICAQCYBAECAEAI,IO,221,05BC058 05BC058 05BC058 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO055 01IO055 01IO055 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO015 04IO015 04IO015 03IO005 03IO005 02IO009 02IO009 02IO010 02IO010 04IO004 04IO004 04IO008 04IO008 04IO011 04IO011 04IO001,IO,"Irelia,Kennen","BC,IO","01IO050,01IO050,01IO050",05IO058 05IO058 05IO058 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO055 01IO055 01IO055 04IO005 04IO005 04IO005 04IO009 04IO009 04IO009 04IO015 04IO015 04IO015 03IO005 03IO005 02IO009 02IO009 02IO010 02IO010 04IO004 04IO004 04IO008 04IO008 04IO011 04IO011 04IO001,IO,40,Irelia/Kennen (IO),,,01IO050,IO
