deck_code,factions,patch,cards,cards.region,champs,champs.region,allegiance,cards.fix,cards.region.fix,cards.region.freq,archetype,archetype_pretty,archetype_cluster,alle,alle.region
CQCQCAIDBIAQIAQPAECQUOQDAEBCYMRZAMCQEBAVDIBQCBACA4BAGAQFCQBQCAQLBQYQCAICAICQ,"IO,NX",221,01NX010 01NX010 01NX010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 04IO007 04IO007 03IO005 03IO005 03IO020 03IO020 01IO011 01IO011 01IO012 01IO012 01IO049 01IO049 02IO005,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",01NX010 01NX010 01NX010 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 04IO007 04IO007 03IO005 03IO005 03IO020 03IO020 01IO011 01IO011 01IO012 01IO012 01IO049 01IO049 02IO005,"IO,NX",37,Ahri/Kennen (IO/NX),,,01IO050,IO
CQCQCAQCBIAQIAQPAECQUOQCAEBCYMQCAUBAIGQEAEAQGEYBAIBAKAQDAICRIBIBAIEAWDBRHEAQCBACA4,"IO,NX",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01NX019 01NX019 02IO005 02IO005 03IO005 03IO005 03IO020 03IO020 01IO008 01IO008 01IO011 01IO011 01IO012 01IO012 01IO049 01IO049 01IO057 01IO057 04IO007,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01NX019 01NX019 02IO005 02IO005 03IO005 03IO005 03IO020 03IO020 01IO008 01IO008 01IO011 01IO011 01IO012 01IO012 01IO049 01IO049 01IO057 01IO057 04IO007,"IO,NX",38,Ahri/Kennen (IO/NX),,,01IO050,IO
CQDACAQCBIAQEAYEAECAEDYBAUFDUAQFAICBUBIBAIFQYJRMGIBACAICEUBAGAQFCQAQCAYCAY,"IO,NX",221,02IO010 02IO010 02IO010 02NX004 02NX004 02NX004 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO038 01IO038 01IO038 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO037 01IO037 03IO005 03IO005 03IO020 03IO020 03IO006,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 02NX004 02NX004 02NX004 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO038 01IO038 01IO038 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO037 01IO037 03IO005 03IO005 03IO020 03IO020 03IO006,"IO,NX",37,Ahri/Kennen (IO/NX),,,01IO050,IO
CQDACAQCBIAQGAQFAECAEDYBAUFDUAQFAICBUBABAIEAYMRZAQAQCAQLAEAQGEYBAIBAKAIDAIKAEAIEAIDQCBICC4,"IO,NX",221,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO011 01IO011 01NX019 01NX019 02IO005 02IO005 03IO020 03IO020 04IO007 05IO023,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO011 01IO011 01NX019 01NX019 02IO005 02IO005 03IO020 03IO020 04IO007 05IO023,"IO,NX",38,Ahri/Kennen (IO/NX),,,01IO050,IO
CQDACAYCAUAQIAQPAECQUOQCAIBAKCQCAUBAIGQFAEBAQCYMGI4QEAIBAMJQCAYCCQAA,"IO,NX",221,03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01NX019 01NX019 03IO020 03IO020,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01NX019 01NX019 03IO020 03IO020,"IO,NX",38,Ahri/Kennen (IO/NX),,,01IO050,IO
CQCQCAYCCQAQIAQPAECQUOQCAUBAIGQEAEBAYLBSHECACAIEFYAQGAQFAIBAEBIKAICQEFIXAEAQGAQG,"IO,PZ",221,03IO020 03IO020 03IO020 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01PZ046 01PZ046 03IO005 03IO005 02IO005 02IO005 02IO010 02IO010 05IO021 05IO021 05IO023 05IO023 03IO006,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",03IO020 03IO020 03IO020 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01PZ046 01PZ046 03IO005 03IO005 02IO005 02IO005 02IO010 02IO010 05IO021 05IO021 05IO023 05IO023 03IO006,"IO,PZ",38,Ahri/Kennen (IO/PZ),,,01IO050,IO
CQDACAIEFYAQGAQFAECQUOQCAUBAIFIEAEBAWDBSHECAEAQDAUEQUAABAEAQEJI,"IO,PZ",221,01PZ046 01PZ046 01PZ046 03IO005 03IO005 03IO005 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 01IO037,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",01PZ046 01PZ046 01PZ046 03IO005 03IO005 03IO005 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 01IO037,"IO,PZ",37,Ahri/Kennen (IO/PZ),,,01IO050,IO
CQCACBIKHIBAEAQJBIBAKAQECUCQCAQGBMGCYMQDAEAQEOIBAQDYUAICAMBAKFACAEAQEMIBAUBBO,"IO,SH",221,05BC058 05BC058 05BC058 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 04SH138 04SH138 03IO005 03IO005 03IO020 03IO020 01IO049 05IO023,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",05IO058 05IO058 05IO058 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 04SH138 04SH138 03IO005 03IO005 03IO020 03IO020 01IO049 05IO023,"IO,SH",38,Ahri/Kennen (IO/SH),,,01IO050,IO
CQCACBIKHIBAKAQECUBQEAQDAUEQKAICAYFQYLBSAIAQGAQUAIAQEMJZAEAQIB2T,"IO,SH",221,05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO009 02IO009 02IO009 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 03IO020 03IO020 01IO049 01IO049 01IO057 01IO057 04SH083,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO009 02IO009 02IO009 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 03IO020 03IO020 01IO049 01IO049 01IO057 01IO057 04SH083,"IO,SH",39,Ahri/Kennen (IO/SH),,,01IO050,IO
CQCQCAQCBIAQIAQPAECQUOQBAUBAIBABAIDAYMRZAQAQIB4KAEBAEAQDBABAGAQFCQBQCAQLFQYQA,"IO,SH",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 04SH138 04SH138 02IO003 02IO003 02IO008 02IO008 03IO005 03IO005 03IO020 03IO020 01IO011 01IO011 01IO044 01IO044 01IO049 01IO049,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 04SH138 04SH138 02IO003 02IO003 02IO008 02IO008 03IO005 03IO005 03IO020 03IO020 01IO011 01IO011 01IO044 01IO044 01IO049 01IO049,"IO,SH",38,Ahri/Kennen (IO/SH),,,01IO050,IO
CQCQCAQCBIAQIAQPAECQUOQDAEBAYLBSAMCQEBAVDIBQCAICHEAQEAQFAIBQEBIUAMAQIAQMAECAPCQBAMAQEBQLGE,"IO,SH",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO057 01IO057 02IO005 02IO005 03IO005 03IO005 03IO020 03IO020 04IO012 04SH138 01IO006 01IO011 01IO049,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO057 01IO057 02IO005 02IO005 03IO005 03IO005 03IO020 03IO020 04IO012 04SH138 01IO006 01IO011 01IO049,"IO,SH",39,Ahri/Kennen (IO/SH),,,01IO050,IO
CQCQCAYCAUAQIAQPAECQUOQDAUBAIFI2AQAQEDBMGI4QGAIBAIFQCBAHRIAQEAQCBAFAEAIEAIDQCBICC4,"IO,SH",221,03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO011 01IO011 04SH138 04SH138 02IO008 02IO008 02IO010 02IO010 04IO007 05IO023,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO011 01IO011 04SH138 04SH138 02IO008 02IO008 02IO010 02IO010 04IO007 05IO023,"IO,SH",38,Ahri/Kennen (IO/SH),,,01IO050,IO
CQCQCBACB4AQIBZWAECQUOQDAUBAIFIXAQAQEBQMFQZAGAIBAI4QCAQCBIAQIB4KAEBQCAICGEAQKAQBAIBQEBIU,"IO,SH",221,04IO015 04IO015 04IO015 04SH054 04SH054 04SH054 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO023 05IO023 05IO023 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 02IO010 02IO010 04SH138 04SH138 01IO049 05IO001 03IO005 03IO020,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",04IO015 04IO015 04IO015 04SH054 04SH054 04SH054 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO023 05IO023 05IO023 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 02IO010 02IO010 04SH138 04SH138 01IO049 05IO001 03IO005 03IO020,"IO,SH",35,Ahri/Kennen (IO/SH),,,01IO050,IO
CQCQCBACB4AQKCR2AIBAEBIKAICQEBAVAQAQEDBMGI4QGAICAIEACBAHRIAQCBICC4BACAICGEBQGAQFAYKA,"IO,SH",221,04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO008 02IO008 04SH138 04SH138 05IO023 05IO023 01IO049 03IO005 03IO006 03IO020,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO008 02IO008 04SH138 04SH138 05IO023 05IO023 01IO049 03IO005 03IO006 03IO020,"IO,SH",38,Ahri/Kennen (IO/SH),,,01IO050,IO
CQDACAQCBAAQGAQFAECAEDYBAUFDUAQFAICBKBABAIEAYLBSAIAQEAQBAECAPCQBAMAQGAQUAECQEFYEAEBAWFJRHE,"IO,SH",221,02IO008 02IO008 02IO008 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 02IO001 02IO001 04SH138 04SH138 03IO020 05IO023 01IO011 01IO021 01IO049 01IO057,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO008 02IO008 02IO008 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 02IO001 02IO001 04SH138 04SH138 03IO020 05IO023 01IO011 01IO021 01IO049 01IO057,"IO,SH",38,Ahri/Kennen (IO/SH),,,01IO050,IO
CQDACAQCBIAQIAQPAECAPCQBAECQUOQCAEBAYMQCAUBAIGQDAEBQEBICAUBAOFIEAEBAQCZMGEBACAQCAUAQGAQU,"IO,SH",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 04SH138 04SH138 04SH138 05BC058 05BC058 05BC058 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 03IO005 03IO005 05IO007 05IO007 05IO021 05IO021 01IO008 01IO008 01IO011 01IO011 01IO044 01IO044 01IO049 01IO049 02IO005 03IO020,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 04SH138 04SH138 04SH138 05IO058 05IO058 05IO058 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 03IO005 03IO005 05IO007 05IO007 05IO021 05IO021 01IO008 01IO008 01IO011 01IO011 01IO044 01IO044 01IO049 01IO049 02IO005 03IO020,"IO,SH",37,Ahri/Kennen (IO/SH),,,01IO050,IO
CQDACAQCBIAQIAQPAECQUOQCAMBAKFACAUBAIFIFAEBAWDBMGI4QEAIBAIYQCBAHRIAQA,"IO,SH",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 03IO005 03IO005 03IO005 03IO020 03IO020 03IO020 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 04SH138 04SH138,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 03IO005 03IO005 03IO005 03IO020 03IO020 03IO020 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 04SH138 04SH138,"IO,SH",38,Ahri/Kennen (IO/SH),,,01IO050,IO
CQCACBIKHIBAKAQECUBQEAQDAUEAKAICBMGCYMRZAIAQCBITAIBQEBIUAEAQCARR,"IO,SI",221,05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO008 02IO008 02IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01SI019 01SI019 03IO005 03IO005 03IO020 03IO020 01IO049,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO008 02IO008 02IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01SI019 01SI019 03IO005 03IO005 03IO020 03IO020 01IO049,"IO,SI",38,Ahri/Kennen (IO/SI),,,01IO050,IO
CQDACAIFCMAQGAQUAECQUOQCAIBAGCQCAUBAIFIEAEBAWDBSHEBQCAICGEAQEAQFAECQEBYBAEBQEBI,"IO,SI",221,01SI019 01SI019 01SI019 03IO020 03IO020 03IO020 05BC058 05BC058 05BC058 02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 02IO005 02IO005 05IO007 05IO007 03IO005,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",01SI019 01SI019 01SI019 03IO020 03IO020 03IO020 05IO058 05IO058 05IO058 02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 02IO005 02IO005 05IO007 05IO007 03IO005,"IO,SI",37,Ahri/Kennen (IO/SI),,,01IO050,IO
CQDACAQCAUAQKCR2AECQEBACAMCQMEACAQBA6FAEAEBAWDBMHEBACBICCUBAGAQFCQAQCAICGE,"IO,SI",221,02IO005 02IO005 02IO005 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 03SI006 03SI006 03SI006 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 04IO020 04IO020 04IO020 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO057 01IO057 01IO057 05IO021 05IO021 03IO005 03IO005 03IO020 03IO020 01IO049,IO,"Ahri,Kennen","BC,IO",,02IO005 02IO005 02IO005 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 03SI006 03SI006 03SI006 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 04IO020 04IO020 04IO020 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO057 01IO057 01IO057 05IO021 05IO021 03IO005 03IO005 03IO020 03IO020 01IO049,"IO,SI",34,Ahri/Kennen (IO/SI),,,,
CQDACAQCBEAQGBIQAECAEDYBAUFDUAIFAICAMAICAYFQYLBRGIBACBICA4BAGAQFCQAQCAICAI,"IO,SI",221,02IO009 02IO009 02IO009 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 05IO007 05IO007 03IO005 03IO005 03IO020 03IO020 01IO002,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO009 02IO009 02IO009 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 05IO007 05IO007 03IO005 03IO005 03IO020 03IO020 01IO002,"IO,SI",37,Ahri/Kennen (IO/SI),,,01IO050,IO
CQDQCAQCAMAQGAQFAEBQKEABAQBBIAIFBI5AEAICGEZAEBICAQKQGAIEAIHQEAICBM4QGAQCAUEAUAIBAECRG,"IO,SI",221,02IO003 02IO003 02IO003 03IO005 03IO005 03IO005 03SI016 03SI016 03SI016 04IO020 04IO020 04IO020 05BC058 05BC058 05BC058 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 04IO015 04IO015 01IO011 01IO011 01IO057 01IO057 02IO005 02IO005 02IO008 02IO008 02IO010 02IO010 01SI019,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO003 02IO003 02IO003 03IO005 03IO005 03IO005 03SI016 03SI016 03SI016 04IO020 04IO020 04IO020 05IO058 05IO058 05IO058 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 04IO015 04IO015 01IO011 01IO011 01IO057 01IO057 02IO005 02IO005 02IO008 02IO008 02IO010 02IO010 01SI019,"IO,SI",36,Ahri/Kennen (IO/SI),,,01IO050,IO
CQDQCAQCBIAQGAQFAEBQKEABAQBA6AIFBI5ACBICAQCQCAQLBQWDEOICAEAQECABAMBBIAYBAEBDCAICAIEACBICA4,"IO,SI",221,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO008 01IO008 03IO020 03IO020 01IO049 02IO008 05IO007,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO008 01IO008 03IO020 03IO020 01IO049 02IO008 05IO007,"IO,SI",37,Ahri/Kennen (IO/SI),,,01IO050,IO
CQDQCAYCAUAQGBIQAECAEDYBAUFDUAIFAICAEAQCAMFAIAICBMGCYMQDAEBQEFABAQBBIAIFAIKQCAICAICQ,"IO,SI",221,03IO005 03IO005 03IO005 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 03IO020 03IO020 04IO020 04IO020 05IO021 05IO021 02IO005,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",03IO005 03IO005 03IO005 03SI016 03SI016 03SI016 04IO015 04IO015 04IO015 05IO058 05IO058 05IO058 05IO004 05IO004 05IO004 02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 03IO020 03IO020 04IO020 04IO020 05IO021 05IO021 02IO005,"IO,SI",37,Ahri/Kennen (IO/SI),,,01IO050,IO
CQCACAQCBIAQIAQPAICQUOVWAEBQCAQGBQWAGAICAICQGAICAIZDSAYFAIBQIFIDAECQEAQCAEBA6MICAMBAKFA,"BC,IO",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05BC182 05BC182 05BC182 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 02IO005 02IO005 01IO002 01IO002 01IO050 01IO050 01IO057 01IO057 05IO003 05IO003 05IO004 05IO004 05IO021 05IO021 05IO002 01IO015 01IO049 03IO005 03IO020,IO,"Ahri,Kennen,Yasuo","BC,IO","01IO050,01IO050",,,34,Ahri/Kennen/Yasuo,,,01IO050,IO
