player,opponent,muWin,muGames,muWR,factions,okCI,direction,CI,playrate
Draven / Ezreal,Garen / Jarvan IV / Shen,7,11,0.636363636363636,"Noxus,Piltover",FALSE,POS,(30.8%-89.1%),0.0378306170887948
Draven / Ezreal,GoHard,105,349,0.300859598853868,"Noxus,Piltover",TRUE,NEG,(25.3%-35.2%),0.0378306170887948
Draven / Ezreal,Hecarim / Lucian,19,29,0.655172413793103,"Noxus,Piltover",FALSE,POS,(45.7%-82.1%),0.0378306170887948
Draven / Ezreal,Hecarim / Viego (IO/SI),5,11,0.454545454545455,"Noxus,Piltover",FALSE,NEG,(16.7%-76.6%),0.0378306170887948
Draven / Ezreal,Irelia / Miss Fortune,25,40,0.625,"Noxus,Piltover",FALSE,POS,(45.8%-77.3%),0.0378306170887948
Draven / Ezreal,Jarvan IV / Shen,505,863,0.585168018539977,"Noxus,Piltover",TRUE,POS,(55.1%-61.8%),0.0378306170887948
Draven / Ezreal,Jarvan IV / Shyvana (DE/SI),10,12,0.833333333333333,"Noxus,Piltover",TRUE,POS,(51.6%-97.9%),0.0378306170887948
Draven / Ezreal,Jarvan IV / Sivir,14,24,0.583333333333333,"Noxus,Piltover",FALSE,POS,(36.6%-77.9%),0.0378306170887948
Draven / Ezreal,Jarvan IV / Taric,58,83,0.698795180722892,"Noxus,Piltover",TRUE,POS,(58.8%-79.5%),0.0378306170887948
Draven / Ezreal,Jinx / Lulu,248,459,0.540305010893246,"Noxus,Piltover",FALSE,POS,(49.3%-58.7%),0.0378306170887948
Draven / Ezreal,Kalista / Viego (IO/SI),29,62,0.467741935483871,"Noxus,Piltover",FALSE,NEG,(34.0%-59.9%),0.0378306170887948
Draven / Ezreal,Karma (IO/PZ),23,35,0.657142857142857,"Noxus,Piltover",FALSE,POS,(47.8%-80.9%),0.0378306170887948
Draven / Ezreal,Karma (IO/SI),10,13,0.769230769230769,"Noxus,Piltover",FALSE,POS,(46.2%-95.0%),0.0378306170887948
Draven / Ezreal,Karma / Lee Sin / Teemo,5,12,0.416666666666667,"Noxus,Piltover",FALSE,NEG,(15.2%-72.3%),0.0378306170887948
Draven / Ezreal,Karma / Lux,14,25,0.56,"Noxus,Piltover",FALSE,POS,(34.9%-75.6%),0.0378306170887948
Draven / Ezreal,Karma / Thresh,119,259,0.45945945945946,"Noxus,Piltover",FALSE,NEG,(39.8%-52.2%),0.0378306170887948
Draven / Ezreal,Kindred / Nasus,6,14,0.428571428571429,"Noxus,Piltover",FALSE,NEG,(17.7%-71.1%),0.0378306170887948
Draven / Ezreal,LeBlanc / Sivir,73,136,0.536764705882353,"Noxus,Piltover",FALSE,POS,(44.9%-62.3%),0.0378306170887948
Draven / Ezreal,Lee Sin / Riven,3,16,0.1875,"Noxus,Piltover",TRUE,NEG,(4.0%-45.6%),0.0378306170887948
Draven / Ezreal,Lee Sin / Zoe,250,604,0.413907284768212,"Noxus,Piltover",TRUE,NEG,(37.4%-45.4%),0.0378306170887948
Draven / Ezreal,Leona / Vi / Zoe,17,23,0.739130434782609,"Noxus,Piltover",TRUE,POS,(51.6%-89.8%),0.0378306170887948
Draven / Ezreal,Leona / Yasuo,10,14,0.714285714285714,"Noxus,Piltover",FALSE,POS,(41.9%-91.6%),0.0378306170887948
Draven / Ezreal,Lissandra / Taliyah,154,330,0.466666666666667,"Noxus,Piltover",FALSE,NEG,(41.2%-52.2%),0.0378306170887948
Draven / Ezreal,Lissandra / Taliyah / Zilean,6,12,0.5,"Noxus,Piltover",FALSE,NEG,(21.1%-78.9%),0.0378306170887948
Draven / Ezreal,Lissandra / Trundle (FR/SI),17,34,0.5,"Noxus,Piltover",FALSE,NEG,(32.4%-67.6%),0.0378306170887948
Draven / Ezreal,Lissandra / Zilean,6,13,0.461538461538462,"Noxus,Piltover",FALSE,NEG,(19.2%-74.9%),0.0378306170887948
Draven / Ezreal,Lucian / Miss Fortune,22,30,0.733333333333333,"Noxus,Piltover",TRUE,POS,(54.1%-87.7%),0.0378306170887948
Draven / Ezreal,Lucian / Viego,26,35,0.742857142857143,"Noxus,Piltover",TRUE,POS,(56.7%-87.5%),0.0378306170887948
Draven / Ezreal,Lucian / Zed,15,29,0.517241379310345,"Noxus,Piltover",FALSE,POS,(32.5%-70.6%),0.0378306170887948
Draven / Ezreal,Lulu / Shen (DE/IO),23,32,0.71875,"Noxus,Piltover",TRUE,POS,(53.3%-86.3%),0.0378306170887948
Draven / Ezreal,Lulu / Taric,24,39,0.615384615384615,"Noxus,Piltover",FALSE,POS,(44.6%-76.6%),0.0378306170887948
Draven / Ezreal,Lulu / Teemo,24,42,0.571428571428571,"Noxus,Piltover",FALSE,POS,(41.0%-72.3%),0.0378306170887948
Draven / Ezreal,Lulu / Zed (DE/IO),1058,1648,0.641990291262136,"Noxus,Piltover",TRUE,POS,(61.8%-66.5%),0.0378306170887948
Draven / Ezreal,Malphite / Taliyah,27,49,0.551020408163265,"Noxus,Piltover",FALSE,POS,(40.2%-69.3%),0.0378306170887948
Draven / Ezreal,Maokai / Nautilus,164,322,0.509316770186335,"Noxus,Piltover",FALSE,POS,(45.3%-56.5%),0.0378306170887948
Draven / Ezreal,Maokai / Nautilus / Twisted Fate,7,21,0.333333333333333,"Noxus,Piltover",FALSE,NEG,(14.6%-57.0%),0.0378306170887948
Draven / Ezreal,Maokai / Viego (IO/SI),16,31,0.516129032258065,"Noxus,Piltover",FALSE,POS,(33.1%-69.8%),0.0378306170887948
Draven / Ezreal,Maokai / Viego (SI/SH),34,54,0.62962962962963,"Noxus,Piltover",FALSE,POS,(48.7%-75.7%),0.0378306170887948
Draven / Ezreal,Miss Fortune / Quinn,107,165,0.648484848484848,"Noxus,Piltover",TRUE,POS,(57.0%-72.1%),0.0378306170887948
Draven / Ezreal,Miss Fortune / Renekton,17,22,0.772727272727273,"Noxus,Piltover",TRUE,POS,(54.6%-92.2%),0.0378306170887948
Draven / Ezreal,Miss Fortune / Sejuani,8,20,0.4,"Noxus,Piltover",FALSE,NEG,(19.1%-63.9%),0.0378306170887948
Draven / Ezreal,Nasus / Thresh,92,172,0.534883720930233,"Noxus,Piltover",FALSE,POS,(45.7%-61.1%),0.0378306170887948
Draven / Ezreal,Nasus / Viego,98,220,0.445454545454545,"Noxus,Piltover",FALSE,NEG,(37.9%-51.4%),0.0378306170887948
Draven / Ezreal,Nasus / Zilean (SI/SH),33,111,0.297297297297297,"Noxus,Piltover",TRUE,NEG,(21.4%-39.1%),0.0378306170887948
Draven / Ezreal,Pyke / Rek'Sai,849,1583,0.53632343651295,"Noxus,Piltover",TRUE,POS,(51.1%-56.1%),0.0378306170887948
Draven / Ezreal,Renekton / Sejuani,9,19,0.473684210526316,"Noxus,Piltover",FALSE,NEG,(24.4%-71.1%),0.0378306170887948
Draven / Ezreal,Renekton / Sejuani / Sivir,23,48,0.479166666666667,"Noxus,Piltover",FALSE,NEG,(33.3%-62.8%),0.0378306170887948
Draven / Ezreal,Riven / Sivir,5,15,0.333333333333333,"Noxus,Piltover",FALSE,NEG,(11.8%-61.6%),0.0378306170887948
Draven / Ezreal,Sejuani (FR/SI),6,11,0.545454545454545,"Noxus,Piltover",FALSE,POS,(23.4%-83.3%),0.0378306170887948
Draven / Ezreal,Sejuani / Swain,55,82,0.670731707317073,"Noxus,Piltover",TRUE,POS,(55.8%-77.1%),0.0378306170887948
Draven / Ezreal,Sejuani / Teemo,18,23,0.782608695652174,"Noxus,Piltover",TRUE,POS,(56.3%-92.5%),0.0378306170887948
Draven / Ezreal,Sejuani / Twisted Fate,7,20,0.35,"Noxus,Piltover",FALSE,NEG,(15.4%-59.2%),0.0378306170887948
Draven / Ezreal,Shyvana (DE/SI),22,32,0.6875,"Noxus,Piltover",FALSE,POS,(50.0%-83.9%),0.0378306170887948
Draven / Ezreal,Shyvana / Viego,20,35,0.571428571428571,"Noxus,Piltover",FALSE,POS,(39.4%-73.7%),0.0378306170887948
Draven / Ezreal,Shyvana / Zoe,9,21,0.428571428571429,"Noxus,Piltover",FALSE,NEG,(21.8%-66.0%),0.0378306170887948
Draven / Ezreal,Sivir / Twisted Fate,30,88,0.340909090909091,"Noxus,Piltover",TRUE,NEG,(24.3%-45.0%),0.0378306170887948
Draven / Ezreal,Sivir / Zed,206,411,0.501216545012166,"Noxus,Piltover",FALSE,POS,(45.2%-55.1%),0.0378306170887948
Draven / Ezreal,Soraka / Tahm Kench,230,341,0.674486803519062,"Noxus,Piltover",TRUE,POS,(62.2%-72.4%),0.0378306170887948
Draven / Ezreal,Swain / Trundle,7,12,0.583333333333333,"Noxus,Piltover",FALSE,POS,(27.7%-84.8%),0.0378306170887948
Draven / Ezreal,Swain / Twisted Fate,532,959,0.554744525547445,"Noxus,Piltover",TRUE,POS,(52.3%-58.7%),0.0378306170887948
Draven / Ezreal,Swain / Yasuo,13,16,0.8125,"Noxus,Piltover",TRUE,POS,(54.4%-96.0%),0.0378306170887948
Draven / Ezreal,Teemo (NX/PZ),6,20,0.3,"Noxus,Piltover",FALSE,NEG,(11.9%-54.3%),0.0378306170887948
Draven / Ezreal,Teemo (PZ/SI),16,28,0.571428571428571,"Noxus,Piltover",FALSE,POS,(37.2%-75.5%),0.0378306170887948
Draven / Ezreal,Teemo / Zed,50,80,0.625,"Noxus,Piltover",TRUE,POS,(51.0%-73.1%),0.0378306170887948
Draven / Ezreal,Thresh / Viego (IO/SI),193,394,0.489847715736041,"Noxus,Piltover",FALSE,NEG,(43.9%-54.0%),0.0378306170887948
Draven / Ezreal,Thresh / Viego (SI/SH),12,31,0.387096774193548,"Noxus,Piltover",FALSE,NEG,(21.8%-57.8%),0.0378306170887948
Draven / Ezreal,Trundle / Tryndamere (FR/SI),22,93,0.236559139784946,"Noxus,Piltover",TRUE,NEG,(15.5%-33.6%),0.0378306170887948
Draven / Ezreal,Twisted Fate (BW/PZ),8,13,0.615384615384615,"Noxus,Piltover",FALSE,POS,(31.6%-86.1%),0.0378306170887948
Draven / Ezreal,Twisted Fate (BW/SI),6,11,0.545454545454545,"Noxus,Piltover",FALSE,POS,(23.4%-83.3%),0.0378306170887948
Draven / Ezreal,Twisted Fate / Viego,63,121,0.520661157024794,"Noxus,Piltover",FALSE,POS,(42.8%-61.2%),0.0378306170887948
Draven / Ezreal,Twisted Fate / Zilean,49,96,0.510416666666667,"Noxus,Piltover",FALSE,POS,(40.6%-61.4%),0.0378306170887948
Draven / Ezreal,Vi / Zoe,13,21,0.619047619047619,"Noxus,Piltover",FALSE,POS,(38.4%-81.9%),0.0378306170887948
Draven / Ezreal,Viego (DE/SI),15,19,0.789473684210526,"Noxus,Piltover",TRUE,POS,(54.4%-93.9%),0.0378306170887948
Draven / Ezreal,Viego (FR/SI),138,205,0.673170731707317,"Noxus,Piltover",TRUE,POS,(60.4%-73.7%),0.0378306170887948
Draven / Ezreal,Viego (IO/SI),175,318,0.550314465408805,"Noxus,Piltover",FALSE,POS,(49.4%-60.6%),0.0378306170887948
Draven / Ezreal,Viego (SI/SH),254,460,0.552173913043478,"Noxus,Piltover",TRUE,POS,(50.5%-59.8%),0.0378306170887948
Draven / Ezreal,Viego / Zed,10,19,0.526315789473684,"Noxus,Piltover",FALSE,POS,(28.9%-75.6%),0.0378306170887948
Draven / Ezreal,Viktor / Zoe,10,14,0.714285714285714,"Noxus,Piltover",FALSE,POS,(41.9%-91.6%),0.0378306170887948
Draven / Ezreal,Yeti (FR/NX),24,38,0.631578947368421,"Noxus,Piltover",FALSE,POS,(46.0%-78.2%),0.0378306170887948
Draven / Ezreal,Yeti (FR/PZ),12,24,0.5,"Noxus,Piltover",FALSE,NEG,(29.1%-70.9%),0.0378306170887948
Draven / Ezreal,Zed (FR/IO),11,22,0.5,"Noxus,Piltover",FALSE,NEG,(28.2%-71.8%),0.0378306170887948
Draven / Ezreal,Zed (IO/NX),9,16,0.5625,"Noxus,Piltover",FALSE,POS,(29.9%-80.2%),0.0378306170887948
Draven / Fizz,Akshan / Draven / Riven,15,18,0.833333333333333,"Bilgewater,Noxus",TRUE,POS,(58.6%-96.4%),0.00523804903675272
Draven / Fizz,Akshan / Lee Sin,104,141,0.73758865248227,"Bilgewater,Noxus",TRUE,POS,(65.7%-80.8%),0.00523804903675272
Draven / Fizz,Akshan / Malphite / Taliyah,9,14,0.642857142857143,"Bilgewater,Noxus",FALSE,POS,(35.1%-87.2%),0.00523804903675272
Draven / Fizz,Akshan / Riven,9,11,0.818181818181818,"Bilgewater,Noxus",FALSE,POS,(48.2%-97.7%),0.00523804903675272
Draven / Fizz,Akshan / Sivir (DE/SH),25,50,0.5,"Bilgewater,Noxus",FALSE,NEG,(35.5%-64.5%),0.00523804903675272
Draven / Fizz,Akshan / Sivir (IO/SH),76,214,0.355140186915888,"Bilgewater,Noxus",TRUE,NEG,(29.1%-42.3%),0.00523804903675272
Draven / Fizz,Akshan / Sivir (MT/SH),17,25,0.68,"Bilgewater,Noxus",FALSE,POS,(46.5%-85.1%),0.00523804903675272
Draven / Fizz,Akshan / Sivir / Zed,32,73,0.438356164383562,"Bilgewater,Noxus",FALSE,NEG,(32.2%-55.9%),0.00523804903675272
Draven / Fizz,Akshan / Zilean (IO/SH),10,14,0.714285714285714,"Bilgewater,Noxus",FALSE,POS,(41.9%-91.6%),0.00523804903675272
Draven / Fizz,Anivia (FR/SI),6,41,0.146341463414634,"Bilgewater,Noxus",TRUE,NEG,(5.6%-29.2%),0.00523804903675272
Draven / Fizz,Ashe / LeBlanc,23,41,0.560975609756098,"Bilgewater,Noxus",FALSE,POS,(39.7%-71.5%),0.00523804903675272
Draven / Fizz,Azir / Irelia,157,311,0.504823151125402,"Bilgewater,Noxus",FALSE,POS,(44.8%-56.2%),0.00523804903675272
Draven / Fizz,Darius / Draven (NX/SH),4,11,0.363636363636364,"Bilgewater,Noxus",FALSE,NEG,(10.9%-69.2%),0.00523804903675272
Draven / Fizz,Draven / Ezreal,48,141,0.340425531914894,"Bilgewater,Noxus",TRUE,NEG,(26.3%-42.5%),0.00523804903675272
Draven / Fizz,Draven / Fizz,43,86,0.5,"Bilgewater,Noxus",FALSE,NEG,(39.0%-61.0%),0.00523804903675272
Draven / Fizz,Draven / Jinx,38,132,0.287878787878788,"Bilgewater,Noxus",TRUE,NEG,(21.2%-37.3%),0.00523804903675272
Draven / Fizz,Draven / Riven (NX/PZ),14,33,0.424242424242424,"Bilgewater,Noxus",FALSE,NEG,(25.5%-60.8%),0.00523804903675272
Draven / Fizz,Ekko / Zilean,14,26,0.538461538461538,"Bilgewater,Noxus",FALSE,POS,(33.4%-73.4%),0.00523804903675272
Draven / Fizz,Elise (NX/SI),4,16,0.25,"Bilgewater,Noxus",FALSE,NEG,(7.3%-52.4%),0.00523804903675272
Draven / Fizz,Ezreal / Karma,20,101,0.198019801980198,"Bilgewater,Noxus",TRUE,NEG,(12.5%-28.9%),0.00523804903675272
Draven / Fizz,Ezreal / Teemo (FR/PZ),16,31,0.516129032258065,"Bilgewater,Noxus",FALSE,POS,(33.1%-69.8%),0.00523804903675272
Draven / Fizz,Ezreal / Twisted Fate,3,20,0.15,"Bilgewater,Noxus",TRUE,NEG,(3.2%-37.9%),0.00523804903675272
Draven / Fizz,Fiora / Shen,4,23,0.173913043478261,"Bilgewater,Noxus",TRUE,NEG,(5.0%-38.8%),0.00523804903675272
Draven / Fizz,Gangplank / Miss Fortune (BW/NX),59,179,0.329608938547486,"Bilgewater,Noxus",TRUE,NEG,(26.1%-40.4%),0.00523804903675272
Draven / Fizz,Gangplank / Sejuani,93,237,0.392405063291139,"Bilgewater,Noxus",TRUE,NEG,(33.0%-45.8%),0.00523804903675272
Draven / Fizz,Gangplank / Sejuani / Twisted Fate,4,11,0.363636363636364,"Bilgewater,Noxus",FALSE,NEG,(10.9%-69.2%),0.00523804903675272
Draven / Fizz,Gangplank / Twisted Fate (BW/NX),5,27,0.185185185185185,"Bilgewater,Noxus",TRUE,NEG,(6.3%-38.1%),0.00523804903675272
Draven / Fizz,GoHard,7,17,0.411764705882353,"Bilgewater,Noxus",FALSE,NEG,(18.4%-67.1%),0.00523804903675272
Draven / Fizz,Jarvan IV / Shen,41,130,0.315384615384615,"Bilgewater,Noxus",TRUE,NEG,(23.7%-40.3%),0.00523804903675272
Draven / Fizz,Jarvan IV / Taric,9,11,0.818181818181818,"Bilgewater,Noxus",FALSE,POS,(48.2%-97.7%),0.00523804903675272
Draven / Fizz,Jinx / Lulu,13,71,0.183098591549296,"Bilgewater,Noxus",TRUE,NEG,(10.1%-29.3%),0.00523804903675272
Draven / Fizz,Kalista / Viego (IO/SI),9,12,0.75,"Bilgewater,Noxus",FALSE,POS,(42.8%-94.5%),0.00523804903675272
Draven / Fizz,Karma / Thresh,6,32,0.1875,"Bilgewater,Noxus",TRUE,NEG,(7.2%-36.4%),0.00523804903675272
Draven / Fizz,LeBlanc / Sivir,20,33,0.606060606060606,"Bilgewater,Noxus",FALSE,POS,(42.1%-77.1%),0.00523804903675272
Draven / Fizz,Lee Sin / Zoe,18,51,0.352941176470588,"Bilgewater,Noxus",TRUE,NEG,(22.4%-49.9%),0.00523804903675272
Draven / Fizz,Lissandra / Taliyah,16,32,0.5,"Bilgewater,Noxus",FALSE,NEG,(31.9%-68.1%),0.00523804903675272
Draven / Fizz,Lucian / Viego,12,22,0.545454545454545,"Bilgewater,Noxus",FALSE,POS,(32.2%-75.6%),0.00523804903675272
Draven / Fizz,Lulu / Zed (DE/IO),13,70,0.185714285714286,"Bilgewater,Noxus",TRUE,NEG,(10.3%-29.7%),0.00523804903675272
Draven / Fizz,Maokai / Nautilus,11,31,0.354838709677419,"Bilgewater,Noxus",FALSE,NEG,(19.2%-54.6%),0.00523804903675272
Draven / Fizz,Miss Fortune / Quinn,17,41,0.414634146341463,"Bilgewater,Noxus",FALSE,NEG,(26.3%-57.9%),0.00523804903675272
Draven / Fizz,Nasus / Thresh,15,32,0.46875,"Bilgewater,Noxus",FALSE,NEG,(29.1%-65.3%),0.00523804903675272
Draven / Fizz,Nasus / Viego,53,69,0.768115942028986,"Bilgewater,Noxus",TRUE,POS,(65.1%-86.1%),0.00523804903675272
Draven / Fizz,Pyke / Rek'Sai,151,273,0.553113553113553,"Bilgewater,Noxus",FALSE,POS,(49.2%-61.3%),0.00523804903675272
Draven / Fizz,Sejuani / Swain,7,21,0.333333333333333,"Bilgewater,Noxus",FALSE,NEG,(14.6%-57.0%),0.00523804903675272
Draven / Fizz,Sivir / Twisted Fate,7,23,0.304347826086957,"Bilgewater,Noxus",FALSE,NEG,(13.2%-52.9%),0.00523804903675272
Draven / Fizz,Sivir / Zed,83,166,0.5,"Bilgewater,Noxus",FALSE,NEG,(42.2%-57.8%),0.00523804903675272
Draven / Fizz,Soraka / Tahm Kench,9,16,0.5625,"Bilgewater,Noxus",FALSE,POS,(29.9%-80.2%),0.00523804903675272
Draven / Fizz,Swain / Twisted Fate,17,53,0.320754716981132,"Bilgewater,Noxus",TRUE,NEG,(19.9%-46.3%),0.00523804903675272
Draven / Fizz,Teemo / Zed,20,66,0.303030303030303,"Bilgewater,Noxus",TRUE,NEG,(19.6%-42.9%),0.00523804903675272
Draven / Fizz,Thresh / Viego (IO/SI),19,22,0.863636363636364,"Bilgewater,Noxus",TRUE,POS,(65.1%-97.1%),0.00523804903675272
Draven / Fizz,Trundle / Tryndamere (FR/SI),0,12,0,"Bilgewater,Noxus",TRUE,NEG,(0.0%-26.5%),0.00523804903675272
Draven / Fizz,Viego (FR/SI),19,57,0.333333333333333,"Bilgewater,Noxus",TRUE,NEG,(21.4%-47.1%),0.00523804903675272
Draven / Fizz,Viego (IO/SI),67,93,0.720430107526882,"Bilgewater,Noxus",TRUE,POS,(61.8%-80.9%),0.00523804903675272
Draven / Fizz,Viego (SI/SH),110,163,0.674846625766871,"Bilgewater,Noxus",TRUE,POS,(59.7%-74.6%),0.00523804903675272
Draven / Fizz,Zed (FR/IO),11,20,0.55,"Bilgewater,Noxus",FALSE,POS,(31.5%-76.9%),0.00523804903675272
Draven / Jinx,Akshan (FR/SH),22,34,0.647058823529412,"Noxus,Piltover",FALSE,POS,(46.5%-80.3%),0.0348406577673866
Draven / Jinx,Akshan (IO/SH),16,21,0.761904761904762,"Noxus,Piltover",TRUE,POS,(52.8%-91.8%),0.0348406577673866
Draven / Jinx,Akshan / Braum,10,15,0.666666666666667,"Noxus,Piltover",FALSE,POS,(38.4%-88.2%),0.0348406577673866
Draven / Jinx,Akshan / Draven,14,28,0.5,"Noxus,Piltover",FALSE,NEG,(30.6%-69.4%),0.0348406577673866
Draven / Jinx,Akshan / Draven / Riven,14,27,0.518518518518519,"Noxus,Piltover",FALSE,POS,(31.9%-71.3%),0.0348406577673866
Draven / Jinx,Akshan / Ekko,23,29,0.793103448275862,"Noxus,Piltover",TRUE,POS,(60.3%-92.0%),0.0348406577673866
Draven / Jinx,Akshan / Jarvan IV / Sivir,8,12,0.666666666666667,"Noxus,Piltover",FALSE,POS,(34.9%-90.1%),0.0348406577673866
Draven / Jinx,Akshan / Karma,15,21,0.714285714285714,"Noxus,Piltover",FALSE,POS,(47.8%-88.7%),0.0348406577673866
Draven / Jinx,Akshan / Lee Sin,258,470,0.548936170212766,"Noxus,Piltover",TRUE,POS,(50.3%-59.5%),0.0348406577673866
Draven / Jinx,Akshan / Malphite / Taliyah,25,35,0.714285714285714,"Noxus,Piltover",TRUE,POS,(53.7%-85.4%),0.0348406577673866
Draven / Jinx,Akshan / Nasus (SI/SH),9,12,0.75,"Noxus,Piltover",FALSE,POS,(42.8%-94.5%),0.0348406577673866
Draven / Jinx,Akshan / Pyke,12,14,0.857142857142857,"Noxus,Piltover",TRUE,POS,(57.2%-98.2%),0.0348406577673866
Draven / Jinx,Akshan / Riven,68,99,0.686868686868687,"Noxus,Piltover",TRUE,POS,(58.6%-77.6%),0.0348406577673866
Draven / Jinx,Akshan / Shyvana,8,14,0.571428571428571,"Noxus,Piltover",FALSE,POS,(28.9%-82.3%),0.0348406577673866
Draven / Jinx,Akshan / Sivir (DE/SH),393,797,0.493099121706399,"Noxus,Piltover",FALSE,NEG,(45.8%-52.8%),0.0348406577673866
Draven / Jinx,Akshan / Sivir (FR/SH),33,49,0.673469387755102,"Noxus,Piltover",TRUE,POS,(52.5%-80.1%),0.0348406577673866
Draven / Jinx,Akshan / Sivir (IO/SH),536,980,0.546938775510204,"Noxus,Piltover",TRUE,POS,(51.5%-57.8%),0.0348406577673866
Draven / Jinx,Akshan / Sivir (MT/SH),12,26,0.461538461538462,"Noxus,Piltover",FALSE,NEG,(26.6%-66.6%),0.0348406577673866
Draven / Jinx,Akshan / Sivir (NX/SH),10,14,0.714285714285714,"Noxus,Piltover",FALSE,POS,(41.9%-91.6%),0.0348406577673866
Draven / Jinx,Akshan / Sivir / Zed,613,1052,0.582699619771863,"Noxus,Piltover",TRUE,POS,(55.2%-61.3%),0.0348406577673866
Draven / Jinx,Akshan / Taliyah (FR/SH),7,14,0.5,"Noxus,Piltover",FALSE,NEG,(23.0%-77.0%),0.0348406577673866
Draven / Jinx,Akshan / Taliyah (IO/SH),10,14,0.714285714285714,"Noxus,Piltover",FALSE,POS,(41.9%-91.6%),0.0348406577673866
Draven / Jinx,Akshan / Taliyah (MT/SH),22,32,0.6875,"Noxus,Piltover",FALSE,POS,(50.0%-83.9%),0.0348406577673866
Draven / Jinx,Akshan / Taliyah (PZ/SH),13,18,0.722222222222222,"Noxus,Piltover",FALSE,POS,(46.5%-90.3%),0.0348406577673866
Draven / Jinx,Akshan / Taliyah / Zilean (IO/SH),22,24,0.916666666666667,"Noxus,Piltover",TRUE,POS,(73.0%-99.0%),0.0348406577673866
Draven / Jinx,Akshan / Taric,12,19,0.631578947368421,"Noxus,Piltover",FALSE,POS,(38.4%-83.7%),0.0348406577673866
Draven / Jinx,Akshan / Viego,22,39,0.564102564102564,"Noxus,Piltover",FALSE,POS,(39.6%-72.2%),0.0348406577673866
Draven / Jinx,Akshan / Viktor,16,24,0.666666666666667,"Noxus,Piltover",FALSE,POS,(44.7%-84.4%),0.0348406577673866
Draven / Jinx,Akshan / Zilean (IO/SH),22,31,0.709677419354839,"Noxus,Piltover",TRUE,POS,(52.0%-85.8%),0.0348406577673866
Draven / Jinx,Akshan / Zoe,13,15,0.866666666666667,"Noxus,Piltover",TRUE,POS,(59.5%-98.3%),0.0348406577673866
Draven / Jinx,Anivia (FR/SI),138,615,0.224390243902439,"Noxus,Piltover",TRUE,NEG,(19.2%-25.9%),0.0348406577673866
Draven / Jinx,Anivia / Viego,4,11,0.363636363636364,"Noxus,Piltover",FALSE,NEG,(10.9%-69.2%),0.0348406577673866
Draven / Jinx,Aphelios / Twisted Fate,5,17,0.294117647058824,"Noxus,Piltover",FALSE,NEG,(10.3%-56.0%),0.0348406577673866
Draven / Jinx,Aphelios / Zoe (BW/MT),6,17,0.352941176470588,"Noxus,Piltover",FALSE,NEG,(14.2%-61.7%),0.0348406577673866
Draven / Jinx,Aphelios / Zoe (MT/PZ),7,27,0.259259259259259,"Noxus,Piltover",TRUE,NEG,(11.1%-46.3%),0.0348406577673866
Draven / Jinx,Ashe / Karma,9,11,0.818181818181818,"Noxus,Piltover",FALSE,POS,(48.2%-97.7%),0.0348406577673866
Draven / Jinx,Ashe / Kindred,18,26,0.692307692307692,"Noxus,Piltover",FALSE,POS,(48.2%-85.7%),0.0348406577673866
Draven / Jinx,Ashe / LeBlanc,117,168,0.696428571428571,"Noxus,Piltover",TRUE,POS,(62.1%-76.5%),0.0348406577673866
Draven / Jinx,Ashe / LeBlanc / Sejuani,8,12,0.666666666666667,"Noxus,Piltover",FALSE,POS,(34.9%-90.1%),0.0348406577673866
Draven / Jinx,Ashe / Thresh,19,31,0.612903225806452,"Noxus,Piltover",FALSE,POS,(42.2%-78.2%),0.0348406577673866
Draven / Jinx,Aurelion Sol / Braum,7,18,0.388888888888889,"Noxus,Piltover",FALSE,NEG,(17.3%-64.3%),0.0348406577673866
Draven / Jinx,Aurelion Sol / Jarvan IV / Shyvana,9,15,0.6,"Noxus,Piltover",FALSE,POS,(32.3%-83.7%),0.0348406577673866
Draven / Jinx,Aurelion Sol / Shyvana,10,20,0.5,"Noxus,Piltover",FALSE,NEG,(27.2%-72.8%),0.0348406577673866
Draven / Jinx,Aurelion Sol / Shyvana / Zoe,11,23,0.478260869565217,"Noxus,Piltover",FALSE,NEG,(26.8%-69.4%),0.0348406577673866
Draven / Jinx,Aurelion Sol / Thresh,2,11,0.181818181818182,"Noxus,Piltover",FALSE,NEG,(2.3%-51.8%),0.0348406577673866
Draven / Jinx,Aurelion Sol / Tryndamere,10,19,0.526315789473684,"Noxus,Piltover",FALSE,POS,(28.9%-75.6%),0.0348406577673866
Draven / Jinx,Aurelion Sol / Vi / Zoe,6,11,0.545454545454545,"Noxus,Piltover",FALSE,POS,(23.4%-83.3%),0.0348406577673866
Draven / Jinx,Azir / Irelia,1484,2026,0.732477788746298,"Noxus,Piltover",TRUE,POS,(71.3%-75.2%),0.0348406577673866
Draven / Jinx,Azir / Nasus / Renekton,17,21,0.80952380952381,"Noxus,Piltover",TRUE,POS,(58.1%-94.6%),0.0348406577673866
Draven / Jinx,Azir / Renekton,11,15,0.733333333333333,"Noxus,Piltover",FALSE,POS,(44.9%-92.2%),0.0348406577673866
Draven / Jinx,Braum / Vladimir,8,21,0.380952380952381,"Noxus,Piltover",FALSE,NEG,(18.1%-61.6%),0.0348406577673866
Draven / Jinx,Championless (FR/PZ),20,27,0.740740740740741,"Noxus,Piltover",TRUE,POS,(53.7%-88.9%),0.0348406577673866
Draven / Jinx,Championless (FR/SI),3,23,0.130434782608696,"Noxus,Piltover",TRUE,NEG,(2.8%-33.6%),0.0348406577673866
