archetype_1,archetype_2,mu_win,mu_n,mu_wr
Elder Dragon/Volibear (RU/FR),Elder Dragon/Galio/Morgana (RU/DE),56,118,0.474576271186441
Elder Dragon/Galio/Morgana (RU/DE),Elder Dragon/Volibear (RU/FR),62,118,0.525423728813559
Gwen/Zed (IO/SI),Bard/Mordekaiser (RU/SI),41,47,0.872340425531915
Bard/Mordekaiser (RU/SI),Gwen/Zed (IO/SI),6,47,0.127659574468085
Aurelion Sol/Elder Dragon (RU/MT),Gwen/Zed (IO/SI),42,131,0.320610687022901
Gwen/Zed (IO/SI),Aurelion Sol/Elder Dragon (RU/MT),89,131,0.679389312977099
Elder Dragon/Volibear (RU/FR),Mordekaiser/Nasus (SI/SH),4,17,0.235294117647059
Aatrox/Kayn (RU/RU),Maokai/Nautilus (BW/SI),4,17,0.235294117647059
Norra (BC/PZ),Elder Dragon/Galio/Morgana (RU/DE),4,17,0.235294117647059
Elder Dragon/Galio/Morgana (RU/DE),Volibear (FR/SI),4,17,0.235294117647059
Bard/Mordekaiser (RU/SI),Fizz/Samira (BW/NX),4,17,0.235294117647059
Darius (FR/NX),Elder Dragon/Galio/Morgana (RU/DE),4,17,0.235294117647059
Mordekaiser/Nasus (SI/SH),Elder Dragon/Volibear (RU/FR),13,17,0.764705882352941
Maokai/Nautilus (BW/SI),Aatrox/Kayn (RU/RU),13,17,0.764705882352941
Elder Dragon/Galio/Morgana (RU/DE),Norra (BC/PZ),13,17,0.764705882352941
Volibear (FR/SI),Elder Dragon/Galio/Morgana (RU/DE),13,17,0.764705882352941
Fizz/Samira (BW/NX),Bard/Mordekaiser (RU/SI),13,17,0.764705882352941
Elder Dragon/Galio/Morgana (RU/DE),Darius (FR/NX),13,17,0.764705882352941
Mordekaiser/Nasus (SI/SH),Elder Dragon/Mordekaiser/Viego (RU/SI),4,18,0.222222222222222
Teemo (BC/PZ),Pyke/Rek'Sai (BW/SH),4,18,0.222222222222222
