archetype_1,archetype_2,mu_win,mu_n,mu_wr
Heimerdinger/Viktor (IO/PZ),Master Yi/Viktor (IO/PZ),11,15,0.733333333333333
Pyke/Rek'Sai (BW/SH),Championless (PZ/SI),11,15,0.733333333333333
Morgana/Udyr (DE/FR),Aatrox/Kayn (RU/RU),11,15,0.733333333333333
Kindred/Morgana (DE/SI),Morgana/Udyr (DE/FR),11,15,0.733333333333333
Janna/Nilah (BW/PZ),Ezreal/Kennen (IO/PZ),11,15,0.733333333333333
Master Yi/Zoe (IO/MT),Morgana/Udyr (DE/FR),11,15,0.733333333333333
Elise/Nocturne (SI),Pyke/Rek'Sai (BW/SH),11,15,0.733333333333333
Master Yi/Viktor (IO/PZ),Heimerdinger/Viktor (IO/PZ),4,15,0.266666666666667
Championless (PZ/SI),Pyke/Rek'Sai (BW/SH),4,15,0.266666666666667
Aatrox/Kayn (RU/RU),Morgana/Udyr (DE/FR),4,15,0.266666666666667
Morgana/Udyr (DE/FR),Kindred/Morgana (DE/SI),4,15,0.266666666666667
Ezreal/Kennen (IO/PZ),Janna/Nilah (BW/PZ),4,15,0.266666666666667
Morgana/Udyr (DE/FR),Master Yi/Zoe (IO/MT),4,15,0.266666666666667
Pyke/Rek'Sai (BW/SH),Elise/Nocturne (SI),4,15,0.266666666666667
Janna/Nilah (BW/PZ),Lux/Norra (BC/DE),4,6,0.666666666666667
Elise/Nocturne (NX/SI),Heimerdinger/Jayce (PZ/SI),4,6,0.666666666666667
Viktor/Zoe (MT/PZ),Akshan/Lee Sin (IO/SH),4,6,0.666666666666667
Pyke/Rek'Sai (BW/SH),Lillia/Lux: Illuminated (DE/IO),4,6,0.666666666666667
Mordekaiser/Norra (BC/SI),Ahri/Kennen (IO/SH),4,6,0.666666666666667
Lee Sin/Zoe (IO/MT),Aatrox/Kayn (RU/RU),4,6,0.666666666666667
Mordekaiser/Sion (NX/SI),Akshan/Varus (SH/RU),4,6,0.666666666666667
Ezreal/Nilah (BW/PZ),Elise (FR/SI),4,6,0.666666666666667
Akshan/Lee Sin (IO/SH),Norra (BC/SI),4,6,0.666666666666667
Aatrox/Kayn (RU/RU),Senna (PZ/SI),4,6,0.666666666666667
Lee Sin/Zoe (IO/MT),Fizz/Yuumi (BC/DE),4,6,0.666666666666667
Morgana/Udyr (DE/FR),Renekton/Sivir (FR/SH),4,6,0.666666666666667
Fizz/Yuumi (BC/DE),Jayce/Lux (DE/PZ),4,6,0.666666666666667
Mordekaiser/Norra (BC/SI),Ezreal/Janna (BW/PZ),4,6,0.666666666666667
