archetype_1,archetype_2,mu_win,mu_n,mu_wr
Championless (IO/PZ),LeBlanc (FR/NX),2,2,1
Quinn/Vayne (DE/PZ),Zoe (IO/MT),2,2,1
Zoe (IO/MT),Norra/Teemo (BC/PZ),2,2,1
Championless (SI),Braum/Sejuani (FR/MT),2,2,1
Ezreal/Seraphine (IO/PZ),Kalista (SI),2,2,1
Darius/Gnar (FR/NX),Kalista (PZ/SI),2,2,1
Pantheon/Zoe (FR/MT),Gnar/Neeko (FR/RU),2,2,1
Sivir (SI/SH),Kai'Sa/Zoe (MT/SH),2,2,1
Kalista (PZ/SI),Ezreal/Twisted Fate (BW/PZ),2,2,1
Gnar/Nidalee (BC/SH),Ezreal/Nilah (BW/PZ),2,2,1
Akshan/Pantheon (MT/SH),Norra/Teemo (BC/PZ),2,2,1
Annie/Jhin (RU/NX),Kai'Sa/Sivir (BW/SH),2,2,1
Nidalee (BC/SH),Kalista/Nocturne (SI),2,2,1
Darius/Swain (BW/NX),Ahri/Katarina (IO/NX),2,2,1
Gnar/Nidalee (BC/SH),Elise/Ezreal (PZ/SI),2,2,1
Kalista (SI),Aphelios/Twisted Fate (BW/MT),2,2,1
Braum (FR/MT),Yasuo (IO/MT),2,2,1
Ashe/Sejuani (FR),Ashe/LeBlanc (FR/NX),2,2,1
Ashe/LeBlanc (FR/NX),Akshan/Sivir (SI/SH),2,2,1
Udyr/Vayne (DE/FR),Samira/Sejuani (FR/NX),2,2,1
Gnar/Samira (BC/NX),Akshan/Sivir (MT/SH),2,2,1
Norra/Zoe (BC/MT),Kalista (SI),2,2,1
Gwen/Vayne (DE/SI),Caitlyn/Jinx (FR/PZ),2,2,1
Gwen/Vayne (DE/SI),Samira/Sejuani (FR/NX),2,2,1
Gwen/Vayne (DE/SI),Ahri/Ezreal/Kennen (IO/PZ),2,2,1
Braum/Zoe (FR/MT),Samira/Sejuani (FR/NX),2,2,1
Championless (SI),Annie/Gnar (BC/NX),2,2,1
Nilah/Twisted Fate (BW/PZ),Norra/Zoe (BC/MT),2,2,1
LeBlanc (FR/NX),Samira/Sejuani (FR/NX),2,2,1
LeBlanc (FR/NX),Annie/Jhin (RU/NX),2,2,1
Lulu/Zed (DE/IO),Hecarim (SI/SH),2,2,1
Akshan/Nidalee (BC/SH),Kalista (SI),2,2,1
Championless (SI),Caitlyn/Jinx (FR/PZ),2,2,1
Neeko/Renekton (RU/SH),Caitlyn/Jinx (FR/PZ),2,2,1
Ashe/LeBlanc (FR/NX),Darius/Swain (BW/NX),2,2,1
Braum/Zoe (FR/MT),Ezreal/Seraphine (IO/PZ),2,2,1
Championless (SI),Ezreal/Seraphine (NX/PZ),2,2,1
