playerDeck,opponentDeck,muWin,muGames,muWR
Ahri/Lulu (IO/PZ),Viego (SI/SH),8,10,0.8
Ahri/Yasuo (BC/IO),SunDisc,1,10,0.1
Ahri/Yasuo (IO/NX),Riven/Viktor,8,14,0.571428571428571
Ahri/Yasuo (IO/NX),SunDisc,1,16,0.0625
Akshan (FR/SH),Aurelion Sol/Zoe (FR/MT),7,16,0.4375
Akshan (FR/SH),Azir/Irelia,4,16,0.25
Akshan (FR/SH),Caitlyn/Teemo (BC/PZ),3,12,0.25
Akshan (FR/SH),Ekko/Zilean,7,11,0.636363636363636
Akshan (FR/SH),Elise (NX/SI),7,16,0.4375
Akshan (FR/SH),Miss Fortune/Quinn,1,11,0.0909090909090909
Akshan (FR/SH),Pantheon/Yuumi (DE/MT),3,12,0.25
Akshan (FR/SH),Pyke/Rek'Sai,5,12,0.416666666666667
Akshan (FR/SH),Riven/Viktor,8,29,0.275862068965517
Akshan (FR/SH),Senna/Veigar,6,15,0.4
Akshan (FR/SH),SunDisc,19,79,0.240506329113924
Akshan (FR/SH),Taliyah/Ziggs,6,16,0.375
Akshan (FR/SH),Tri-Beam (NX/PZ),9,27,0.333333333333333
Akshan (FR/SH),Vi/Viktor (PZ/SI),1,11,0.0909090909090909
Akshan (PZ/SH),Aphelios/Viktor,4,12,0.333333333333333
Akshan (PZ/SH),Aurelion Sol/Zoe (FR/MT),10,16,0.625
Akshan (PZ/SH),Azir/Irelia,6,14,0.428571428571429
Akshan (PZ/SH),Darius/Gnar (FR/NX),2,14,0.142857142857143
Akshan (PZ/SH),Elise (NX/SI),2,13,0.153846153846154
Akshan (PZ/SH),Fizz/Lulu (BC/PZ),6,14,0.428571428571429
Akshan (PZ/SH),Miss Fortune/Quinn,5,19,0.263157894736842
Akshan (PZ/SH),Pantheon/Yuumi (DE/MT),1,12,0.0833333333333333
Akshan (PZ/SH),Pyke/Rek'Sai,3,12,0.25
Akshan (PZ/SH),Riven/Viktor,2,22,0.0909090909090909
Akshan (PZ/SH),SunDisc,28,64,0.4375
Akshan (PZ/SH),Taliyah/Ziggs,4,17,0.235294117647059
Akshan (PZ/SH),Tri-Beam (NX/PZ),12,30,0.4
Akshan/Aphelios,Aphelios/Viktor,14,28,0.5
Akshan/Aphelios,Aurelion Sol/Zoe (FR/MT),2,13,0.153846153846154
Akshan/Aphelios,Azir/Irelia,7,12,0.583333333333333
Akshan/Aphelios,Elise (NX/SI),7,12,0.583333333333333
Akshan/Aphelios,Fizz/Lulu (BC/PZ),6,14,0.428571428571429
Akshan/Aphelios,Miss Fortune/Quinn,4,16,0.25
Akshan/Aphelios,Pantheon/Yuumi (DE/MT),10,19,0.526315789473684
Akshan/Aphelios,Pyke/Rek'Sai,7,11,0.636363636363636
Akshan/Aphelios,Riven/Viktor,9,30,0.3
Akshan/Aphelios,SunDisc,34,174,0.195402298850575
Akshan/Aphelios,Taliyah/Ziggs,5,15,0.333333333333333
Akshan/Aphelios,Tri-Beam (NX/PZ),14,31,0.451612903225806
Akshan/Aphelios,Trundle/Tryndamere (FR/SI),4,11,0.363636363636364
Akshan/Braum,Pantheon/Yuumi (DE/MT),2,10,0.2
Akshan/Braum,SunDisc,8,20,0.4
Akshan/Braum,Taliyah/Ziggs,3,11,0.272727272727273
Akshan/Braum,Tri-Beam (NX/PZ),7,14,0.5
Akshan/Braum/Zilean,Riven/Viktor,6,11,0.545454545454545
Akshan/Darius/Sivir,SunDisc,14,20,0.7
Akshan/Ekko,Akshan/Sivir (DE/SH),2,12,0.166666666666667
Akshan/Ekko,Aphelios/Viktor,18,38,0.473684210526316
Akshan/Ekko,Aurelion Sol/Tryndamere,3,15,0.2
Akshan/Ekko,Aurelion Sol/Zoe (FR/MT),13,43,0.302325581395349
Akshan/Ekko,Azir/Irelia,14,41,0.341463414634146
Akshan/Ekko,Caitlyn/Teemo (BC/PZ),9,24,0.375
Akshan/Ekko,Darius/Gnar (FR/NX),6,22,0.272727272727273
Akshan/Ekko,Draven/Rumble (NX/PZ),4,18,0.222222222222222
Akshan/Ekko,Ekko/Zilean,11,31,0.354838709677419
Akshan/Ekko,Elise (NX/SI),8,38,0.210526315789474
Akshan/Ekko,Fizz/Lulu (BC/PZ),5,29,0.172413793103448
Akshan/Ekko,Gangplank/Miss Fortune (BW/NX),5,12,0.416666666666667
Akshan/Ekko,Gangplank/Miss Fortune/Twisted Fate (BW/NX),9,39,0.230769230769231
Akshan/Ekko,Gangplank/Sejuani,3,11,0.272727272727273
Akshan/Ekko,Kindred/Viego (IO/SI),5,16,0.3125
Akshan/Ekko,Lee Sin/Viktor,5,16,0.3125
Akshan/Ekko,Miss Fortune/Quinn,9,38,0.236842105263158
Akshan/Ekko,Pantheon/Yuumi (DE/MT),11,30,0.366666666666667
Akshan/Ekko,Pyke/Rek'Sai,10,19,0.526315789473684
Akshan/Ekko,Riven/Viktor,26,77,0.337662337662338
Akshan/Ekko,Senna/Veigar,8,20,0.4
Akshan/Ekko,SunDisc,51,188,0.271276595744681
Akshan/Ekko,Taliyah/Ziggs,12,41,0.292682926829268
Akshan/Ekko,Tri-Beam (NX/PZ),25,86,0.290697674418605
Akshan/Ekko,Trundle/Tryndamere (FR/SI),8,31,0.258064516129032
Akshan/Ekko,Vi/Viktor (PZ/SI),9,22,0.409090909090909
Akshan/Ekko,Viego (SI/SH),11,17,0.647058823529412
Akshan/Ekko/Zilean,SunDisc,3,16,0.1875
Akshan/Fiora,SunDisc,11,25,0.44
Akshan/Fizz (BC/SH),Azir/Irelia,3,11,0.272727272727273
Akshan/Fizz (BC/SH),Elise (NX/SI),5,12,0.416666666666667
Akshan/Fizz (BC/SH),Lee Sin/Viktor,7,10,0.7
Akshan/Fizz (BC/SH),Riven/Viktor,5,15,0.333333333333333
Akshan/Fizz (BC/SH),SunDisc,20,46,0.434782608695652
Akshan/Fizz (BC/SH),Taliyah/Ziggs,8,12,0.666666666666667
Akshan/Fizz (BC/SH),Tri-Beam (NX/PZ),11,13,0.846153846153846
Akshan/Gnar,Akshan/Sivir (DE/SH),4,11,0.363636363636364
Akshan/Gnar,Aphelios/Viktor,13,17,0.764705882352941
Akshan/Gnar,Aurelion Sol/Zoe (FR/MT),12,20,0.6
Akshan/Gnar,Azir/Irelia,3,13,0.230769230769231
Akshan/Gnar,Darius/Gnar (FR/NX),4,12,0.333333333333333
Akshan/Gnar,Draven/Rumble (NX/PZ),5,10,0.5
Akshan/Gnar,Ekko/Zilean,7,11,0.636363636363636
Akshan/Gnar,Elise (NX/SI),11,17,0.647058823529412
Akshan/Gnar,Fizz/Lulu (BC/PZ),12,22,0.545454545454545
Akshan/Gnar,Gangplank/Miss Fortune/Twisted Fate (BW/NX),6,14,0.428571428571429
Akshan/Gnar,Miss Fortune/Quinn,9,19,0.473684210526316
Akshan/Gnar,Pantheon/Yuumi (DE/MT),5,14,0.357142857142857
Akshan/Gnar,Riven/Viktor,41,72,0.569444444444445
Akshan/Gnar,Senna/Veigar,5,13,0.384615384615385
Akshan/Gnar,SunDisc,55,114,0.482456140350877
Akshan/Gnar,Taliyah/Ziggs,6,25,0.24
Akshan/Gnar,Tri-Beam (NX/PZ),21,46,0.456521739130435
Akshan/Gnar,Vi/Viktor (PZ/SI),7,10,0.7
Akshan/Gnar (FR/SH),Aurelion Sol/Zoe (FR/MT),4,12,0.333333333333333
Akshan/Gnar (FR/SH),Riven/Viktor,3,12,0.25
Akshan/Gnar (FR/SH),SunDisc,11,35,0.314285714285714
Akshan/Gnar (FR/SH),Tri-Beam (NX/PZ),5,13,0.384615384615385
Akshan/Gnar/Renekton,SunDisc,9,14,0.642857142857143
Akshan/Jarvan IV/Sivir,SunDisc,3,10,0.3
Akshan/Karma,Akshan/Lee Sin,9,15,0.6
Akshan/Karma,Akshan/Sivir (DE/SH),15,27,0.555555555555556
Akshan/Karma,Akshan/Udyr,6,10,0.6
Akshan/Karma,Anivia (FR/SI),5,10,0.5
Akshan/Karma,Aphelios/Fizz (BC/MT),3,11,0.272727272727273
Akshan/Karma,Aphelios/Viktor,24,50,0.48
Akshan/Karma,Aurelion Sol/Trundle,8,16,0.5
Akshan/Karma,Aurelion Sol/Tryndamere,5,17,0.294117647058824
Akshan/Karma,Aurelion Sol/Zoe (FR/MT),22,68,0.323529411764706
Akshan/Karma,Azir/Irelia,7,50,0.14
Akshan/Karma,Caitlyn/Teemo (BC/PZ),9,36,0.25
Akshan/Karma,Darius/Gnar (FR/NX),7,22,0.318181818181818
Akshan/Karma,Diana/Nocturne,4,10,0.4
Akshan/Karma,Draven/Rumble,7,11,0.636363636363636
Akshan/Karma,Draven/Rumble (NX/PZ),7,15,0.466666666666667
Akshan/Karma,Ekko/Zilean,16,39,0.41025641025641
Akshan/Karma,Elise (NX/SI),17,41,0.414634146341463
Akshan/Karma,Fizz/Lulu (BC/PZ),17,52,0.326923076923077
Akshan/Karma,Gangplank/Miss Fortune (BW/NX),3,26,0.115384615384615
Akshan/Karma,Gangplank/Miss Fortune/Twisted Fate (BW/NX),10,50,0.2
Akshan/Karma,Gangplank/Sejuani,10,24,0.416666666666667
Akshan/Karma,Gnar/Teemo/Tristana (BC/DE),7,12,0.583333333333333
Akshan/Karma,Gnar/Trundle (FR/PZ),6,13,0.461538461538462
Akshan/Karma,Gnar/Ziggs (BC/NX),3,10,0.3
Akshan/Karma,Kindred/Viego (IO/SI),8,19,0.421052631578947
Akshan/Karma,Lee Sin/Viktor,10,26,0.384615384615385
Akshan/Karma,Maokai/Nautilus,4,13,0.307692307692308
Akshan/Karma,Miss Fortune/Quinn,13,56,0.232142857142857
Akshan/Karma,Pantheon/Yuumi (DE/MT),22,40,0.55
Akshan/Karma,Pyke/Rek'Sai,10,42,0.238095238095238
Akshan/Karma,Riven/Viktor,65,160,0.40625
Akshan/Karma,Senna/Veigar,8,24,0.333333333333333
Akshan/Karma,Sentinel Control,6,13,0.461538461538462
Akshan/Karma,SunDisc,98,300,0.326666666666667
Akshan/Karma,Taliyah/Ziggs,12,47,0.25531914893617
Akshan/Karma,Tri-Beam (NX/PZ),88,158,0.556962025316456
Akshan/Karma,Trundle/Tryndamere (FR/SI),19,35,0.542857142857143
Akshan/Karma,Vi/Viktor (PZ/SI),12,30,0.4
Akshan/Karma,Viego (SI/SH),9,18,0.5
Akshan/LeBlanc/Sivir,SunDisc,8,14,0.571428571428571
Akshan/Lee Sin,Akshan/Karma,6,15,0.4
Akshan/Lee Sin,Akshan/Lee Sin,15,30,0.5
Akshan/Lee Sin,Akshan/Sivir (DE/SH),25,63,0.396825396825397
Akshan/Lee Sin,Akshan/Udyr,13,22,0.590909090909091
Akshan/Lee Sin,Akshan/Viktor,7,14,0.5
Akshan/Lee Sin,Anivia (FR/SI),9,20,0.45
Akshan/Lee Sin,Aphelios/Aurelion Sol/Zoe (DE/MT),5,10,0.5
Akshan/Lee Sin,Aphelios/Fizz (BC/MT),6,19,0.315789473684211
Akshan/Lee Sin,Aphelios/Lux,7,10,0.7
Akshan/Lee Sin,Aphelios/Vi/Zoe,26,34,0.764705882352941
Akshan/Lee Sin,Aphelios/Viktor,69,125,0.552
Akshan/Lee Sin,Aphelios/Viktor/Zoe,9,15,0.6
Akshan/Lee Sin,Aphelios/Zoe (MT/NX),13,17,0.764705882352941
Akshan/Lee Sin,Aphelios/Zoe (MT/SH),12,14,0.857142857142857
Akshan/Lee Sin,Aurelion Sol/Braum,10,17,0.588235294117647
Akshan/Lee Sin,Aurelion Sol/Trundle,11,26,0.423076923076923
Akshan/Lee Sin,Aurelion Sol/Tryndamere,27,39,0.692307692307692
Akshan/Lee Sin,Aurelion Sol/Zoe (FR/MT),89,165,0.539393939393939
Akshan/Lee Sin,Azir/Irelia,50,128,0.390625
Akshan/Lee Sin,BandleTree,5,14,0.357142857142857
Akshan/Lee Sin,Braum (FR/PZ),7,10,0.7
Akshan/Lee Sin,Braum/Galio,7,11,0.636363636363636
Akshan/Lee Sin,Caitlyn/Teemo (BC/PZ),41,74,0.554054054054054
Akshan/Lee Sin,Championless (BC/PZ),5,12,0.416666666666667
Akshan/Lee Sin,Championless (FR/PZ),1,10,0.1
Akshan/Lee Sin,Darius/Elise,8,12,0.666666666666667
Akshan/Lee Sin,Darius/Gnar (FR/NX),33,81,0.407407407407407
Akshan/Lee Sin,Diana/Nocturne,21,37,0.567567567567568
Akshan/Lee Sin,Dragons (DE/MT),11,21,0.523809523809524
Akshan/Lee Sin,Draven/Jinx,6,14,0.428571428571429
Akshan/Lee Sin,Draven/Rumble,18,32,0.5625
Akshan/Lee Sin,Draven/Rumble (NX/PZ),26,53,0.490566037735849
Akshan/Lee Sin,Draven/Rumble/Viktor (NX/PZ),8,14,0.571428571428571
Akshan/Lee Sin,Draven/Viktor,11,19,0.578947368421053
Akshan/Lee Sin,Ekko/Zilean,56,102,0.549019607843137
Akshan/Lee Sin,Elise (NX/SI),71,130,0.546153846153846
Akshan/Lee Sin,Fiora (DE/FR),11,12,0.916666666666667
Akshan/Lee Sin,Fizz/Lulu (BC/PZ),69,146,0.472602739726027
Akshan/Lee Sin,Fizz/Riven (BC/NX),12,15,0.8
Akshan/Lee Sin,Galio/Kindred,5,12,0.416666666666667
Akshan/Lee Sin,Galio/Poppy,8,11,0.727272727272727
Akshan/Lee Sin,Gangplank/Miss Fortune (BW/NX),22,53,0.415094339622642
Akshan/Lee Sin,Gangplank/Miss Fortune/Twisted Fate (BW/NX),58,144,0.402777777777778
Akshan/Lee Sin,Gangplank/Sejuani,12,36,0.333333333333333
Akshan/Lee Sin,Gnar/Swain,9,18,0.5
Akshan/Lee Sin,Gnar/Teemo/Tristana (BC/DE),7,21,0.333333333333333
Akshan/Lee Sin,Gnar/Trundle (FR/PZ),16,34,0.470588235294118
Akshan/Lee Sin,Gnar/Ziggs (BC/NX),18,40,0.45
Akshan/Lee Sin,Hecarim/Lucian,9,13,0.692307692307692
Akshan/Lee Sin,Heimerdinger/Jayce (BC/PZ),7,15,0.466666666666667
Akshan/Lee Sin,Jayce/Lux,9,15,0.6
Akshan/Lee Sin,Kindred/Nasus,5,11,0.454545454545455
Akshan/Lee Sin,Kindred/Viego (IO/SI),6,47,0.127659574468085
Akshan/Lee Sin,LeBlanc/Sivir,7,10,0.7
Akshan/Lee Sin,Lee Sin/Viktor,45,82,0.548780487804878
Akshan/Lee Sin,Leona/Yasuo,7,13,0.538461538461538
Akshan/Lee Sin,Lissandra/Trundle (FR/SI),7,14,0.5
Akshan/Lee Sin,Maokai/Nautilus,19,32,0.59375
Akshan/Lee Sin,Miss Fortune/Quinn,52,122,0.426229508196721
Akshan/Lee Sin,Miss Fortune/Twisted Fate (BW/NX),2,16,0.125
Akshan/Lee Sin,Mistwraith Allegiance,6,15,0.4
Akshan/Lee Sin,Pantheon/Taric/Yuumi (DE/MT),18,24,0.75
Akshan/Lee Sin,Pantheon/Yuumi (DE/MT),57,122,0.467213114754098
Akshan/Lee Sin,Pyke/Rek'Sai,46,99,0.464646464646465
Akshan/Lee Sin,Riven/Viktor,205,398,0.515075376884422
Akshan/Lee Sin,Rumble/Sion,10,13,0.769230769230769
Akshan/Lee Sin,Senna/Veigar,27,65,0.415384615384615
Akshan/Lee Sin,Sentinel Control,26,53,0.490566037735849
Akshan/Lee Sin,SunDisc,315,840,0.375
Akshan/Lee Sin,Taliyah/Ziggs,65,165,0.393939393939394
Akshan/Lee Sin,Taliyah/Ziggs (BW/SH),17,42,0.404761904761905
Akshan/Lee Sin,Teemo (NX/PZ),3,12,0.25
Akshan/Lee Sin,Tri-Beam (NX/PZ),177,318,0.556603773584906
Akshan/Lee Sin,Trundle/Tryndamere (FR/SI),61,119,0.512605042016807
Akshan/Lee Sin,Udyr/Vi/Viktor,5,14,0.357142857142857
Akshan/Lee Sin,Vi/Viktor (PZ/SI),40,72,0.555555555555556
Akshan/Lee Sin,Viego (SI/SH),11,44,0.25
Akshan/Lee Sin,Viktor/Zoe,12,14,0.857142857142857
Akshan/Lee Sin,Xerath/Zilean (BC/SH),6,13,0.461538461538462
Akshan/Lucian,SunDisc,9,17,0.529411764705882
Akshan/Lux,Riven/Viktor,6,10,0.6
Akshan/Lux,SunDisc,19,38,0.5
Akshan/Lux,Taliyah/Ziggs,7,10,0.7
Akshan/Nasus (FR/SH),SunDisc,5,11,0.454545454545455
Akshan/Pantheon,Aphelios/Viktor,5,13,0.384615384615385
Akshan/Pantheon,Aurelion Sol/Zoe (FR/MT),6,17,0.352941176470588
Akshan/Pantheon,Azir/Irelia,6,13,0.461538461538462
Akshan/Pantheon,Draven/Rumble (NX/PZ),4,13,0.307692307692308
Akshan/Pantheon,Elise (NX/SI),5,14,0.357142857142857
Akshan/Pantheon,Fizz/Lulu (BC/PZ),5,13,0.384615384615385
Akshan/Pantheon,Gangplank/Miss Fortune/Twisted Fate (BW/NX),4,15,0.266666666666667
Akshan/Pantheon,Miss Fortune/Quinn,9,15,0.6
Akshan/Pantheon,Pantheon/Yuumi (DE/MT),7,16,0.4375
Akshan/Pantheon,Pyke/Rek'Sai,4,13,0.307692307692308
Akshan/Pantheon,Riven/Viktor,29,55,0.527272727272727
Akshan/Pantheon,SunDisc,32,83,0.385542168674699
Akshan/Pantheon,Taliyah/Ziggs,11,18,0.611111111111111
Akshan/Pantheon,Tri-Beam (NX/PZ),17,39,0.435897435897436
Akshan/Pantheon,Vi/Viktor (PZ/SI),12,17,0.705882352941177
Akshan/Rek'Sai (NX/SH),Caitlyn/Teemo (BC/PZ),3,11,0.272727272727273
Akshan/Rek'Sai (NX/SH),SunDisc,7,15,0.466666666666667
Akshan/Renekton (BC/SH),Akshan/Sivir (DE/SH),8,21,0.380952380952381
Akshan/Renekton (BC/SH),Anivia (FR/SI),5,12,0.416666666666667
Akshan/Renekton (BC/SH),Aphelios/Vi/Zoe,7,10,0.7
Akshan/Renekton (BC/SH),Aphelios/Viktor,35,55,0.636363636363636
Akshan/Renekton (BC/SH),Aurelion Sol/Trundle,7,15,0.466666666666667
Akshan/Renekton (BC/SH),Aurelion Sol/Tryndamere,14,20,0.7
Akshan/Renekton (BC/SH),Aurelion Sol/Zoe (FR/MT),35,49,0.714285714285714
Akshan/Renekton (BC/SH),Azir/Irelia,30,57,0.526315789473684
Akshan/Renekton (BC/SH),Caitlyn/Teemo (BC/PZ),16,29,0.551724137931035
Akshan/Renekton (BC/SH),Darius/Gnar (FR/NX),16,35,0.457142857142857
Akshan/Renekton (BC/SH),Draven/Rumble (NX/PZ),9,24,0.375
Akshan/Renekton (BC/SH),Draven/Rumble/Viktor (NX/PZ),7,16,0.4375
Akshan/Renekton (BC/SH),Ekko/Zilean,8,23,0.347826086956522
Akshan/Renekton (BC/SH),Elise (NX/SI),14,30,0.466666666666667
Akshan/Renekton (BC/SH),Fizz/Lulu (BC/PZ),19,40,0.475
Akshan/Renekton (BC/SH),Gangplank/Miss Fortune (BW/NX),10,22,0.454545454545455
Akshan/Renekton (BC/SH),Gangplank/Miss Fortune/Twisted Fate (BW/NX),30,67,0.447761194029851
Akshan/Renekton (BC/SH),Gangplank/Sejuani,5,13,0.384615384615385
Akshan/Renekton (BC/SH),Gnar/Trundle (FR/PZ),6,13,0.461538461538462
Akshan/Renekton (BC/SH),Gnar/Ziggs (BC/NX),6,11,0.545454545454545
Akshan/Renekton (BC/SH),Kindred/Viego (IO/SI),5,12,0.416666666666667
Akshan/Renekton (BC/SH),Lee Sin/Viktor,21,31,0.67741935483871
Akshan/Renekton (BC/SH),Maokai/Nautilus,10,12,0.833333333333333
Akshan/Renekton (BC/SH),Miss Fortune/Quinn,44,76,0.578947368421053
Akshan/Renekton (BC/SH),Miss Fortune/Twisted Fate (BW/NX),4,13,0.307692307692308
Akshan/Renekton (BC/SH),Pantheon/Yuumi (DE/MT),30,57,0.526315789473684
Akshan/Renekton (BC/SH),Pyke/Rek'Sai,16,36,0.444444444444444
Akshan/Renekton (BC/SH),Riven/Viktor,86,133,0.646616541353383
Akshan/Renekton (BC/SH),Senna/Veigar,13,28,0.464285714285714
Akshan/Renekton (BC/SH),Sentinel Control,17,42,0.404761904761905
Akshan/Renekton (BC/SH),SunDisc,171,292,0.585616438356164
Akshan/Renekton (BC/SH),Taliyah/Ziggs,30,73,0.410958904109589
Akshan/Renekton (BC/SH),Taliyah/Ziggs (BW/SH),7,12,0.583333333333333
Akshan/Renekton (BC/SH),Tri-Beam (NX/PZ),36,129,0.27906976744186
Akshan/Renekton (BC/SH),Trundle/Tryndamere (FR/SI),20,45,0.444444444444444
Akshan/Renekton (BC/SH),Vi/Viktor (PZ/SI),14,27,0.518518518518519
Akshan/Renekton (BC/SH),Viego (SI/SH),18,28,0.642857142857143
Akshan/Renekton (BW/SH),SunDisc,1,10,0.1
Akshan/Renekton (DE/SH),SunDisc,6,10,0.6
Akshan/Renekton (FR/SH),SunDisc,2,11,0.181818181818182
Akshan/Renekton (NX/SH),Akshan/Sivir (DE/SH),2,11,0.181818181818182
Akshan/Renekton (NX/SH),Aphelios/Viktor,12,23,0.521739130434783
Akshan/Renekton (NX/SH),Aurelion Sol/Tryndamere,6,10,0.6
Akshan/Renekton (NX/SH),Aurelion Sol/Zoe (FR/MT),26,43,0.604651162790698
Akshan/Renekton (NX/SH),Azir/Irelia,15,26,0.576923076923077
Akshan/Renekton (NX/SH),Caitlyn/Teemo (BC/PZ),15,21,0.714285714285714
Akshan/Renekton (NX/SH),Darius/Gnar (FR/NX),8,16,0.5
