archetype_1,archetype_2,mu_win,mu_n,mu_wr,ci,ok_ci,direction,mirror,playrate_1,playrate_2
Fizz/Yuumi (BC/FR),Swain/Twisted Fate (BW/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00164740196607972,0.00216052716862915
Swain/Twisted Fate (BW/NX),Fizz/Yuumi (BC/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00216052716862915,0.00164740196607972
Annie/Jhin (RU/NX),Fizz/Yuumi (BC/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0101814842821648,0.00164740196607972
Fizz/Yuumi (BC/FR),Annie/Jhin (RU/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00164740196607972,0.0101814842821648
Kayle/Zed (IO/MT),Bard/Norra (BC/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00167440855568759,0.00610348925137734
Bard/Norra (BC/RU),Kayle/Zed (IO/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00610348925137734,0.00167440855568759
Jax/Ornn (FR/RU),Jax/Ornn (FR/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,Yes,0.00777789780706493,0.00777789780706493
Gwen/Illaoi (BW/SI),Azir/Irelia (IO/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00081019768823593,0.0109646753807929
Azir/Irelia (IO/SH),Gwen/Illaoi (BW/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0109646753807929,0.00081019768823593
Elise/Jayce (PZ/SI),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0011342767635303,0.0336232040617911
Ryze (IO/RU),Elise/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0336232040617911,0.0011342767635303
Heimerdinger/Jayce (PZ/SI),Miss Fortune/Renekton (BW/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0478556767851356,0.00129631630117749
Miss Fortune/Renekton (BW/SH),Heimerdinger/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00129631630117749,0.0478556767851356
Aurelion Sol/Trundle (FR/MT),Evelynn/Viego (RU/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0027276655503943,0.0206600410500162
Evelynn/Viego (RU/SI),Aurelion Sol/Trundle (FR/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0206600410500162,0.0027276655503943
Viego (IO/SI),Seraphine/Viktor (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000216052716862915,0.00167440855568759
Seraphine/Viktor (PZ/SI),Viego (IO/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00167440855568759,0.000216052716862915
Garen/Jarvan IV/Kayle (DE/MT),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000594144971373015,0.0336232040617911
Ryze (IO/RU),Garen/Jarvan IV/Kayle (DE/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0336232040617911,0.000594144971373015
Ryze (IO/RU),Gwen/Irelia (IO/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0336232040617911,0.00099924381549098
Gwen/Irelia (IO/SI),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00099924381549098,0.0336232040617911
Evelynn/Kai'Sa (RU/SH),Elise/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0242249108782543,0.0011342767635303
Elise/Jayce (PZ/SI),Evelynn/Kai'Sa (RU/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0011342767635303,0.0242249108782543
Aatrox/Vayne (RU/DE),Taliyah/Ziggs (BC/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00418602138921897,0.016528032840013
Taliyah/Ziggs (BC/SH),Aatrox/Vayne (RU/DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.016528032840013,0.00418602138921897
Swain/Twisted Fate (BW/NX),Evelynn/Renekton (RU/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00216052716862915,0.00591444312412229
Evelynn/Renekton (RU/SH),Swain/Twisted Fate (BW/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00591444312412229,0.00216052716862915
Evelynn/Lucian (DE/RU),Lissandra/Trundle (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0180404018580534,0.00299773144647294
Lissandra/Trundle (FR/IO),Evelynn/Lucian (DE/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00299773144647294,0.0180404018580534
Aphelios/Zoe (IO/MT),Katarina/Leona (MT/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000837204277843794,0.000351085664902236
Katarina/Leona (MT/NX),Aphelios/Zoe (IO/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000351085664902236,0.000837204277843794
Ezreal/Seraphine (IO/PZ),Jayce/Lux (DE/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000864210867451658,0.0685697310143675
Jayce/Lux (DE/PZ),Ezreal/Seraphine (IO/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0685697310143675,0.000864210867451658
Fizz/Yuumi (BC/FR),Aatrox/Vayne (RU/DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00164740196607972,0.00418602138921897
Aatrox/Vayne (RU/DE),Fizz/Yuumi (BC/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00418602138921897,0.00164740196607972
Aatrox/Vayne (RU/DE),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00418602138921897,0.0336232040617911
Ryze (IO/RU),Aatrox/Vayne (RU/DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0336232040617911,0.00418602138921897
Aatrox/Vayne (RU/DE),Annie/Ezreal (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00418602138921897,0.0113697742249109
Annie/Ezreal (NX/PZ),Aatrox/Vayne (RU/DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0113697742249109,0.00418602138921897
Fiora (DE/FR),Heimerdinger/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000837204277843794,0.0478556767851356
Heimerdinger/Jayce (PZ/SI),Fiora (DE/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0478556767851356,0.000837204277843794
Annie/Jhin (RU/NX),Swain/Twisted Fate (BW/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0101814842821648,0.00216052716862915
Swain/Twisted Fate (BW/NX),Annie/Jhin (RU/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00216052716862915,0.0101814842821648
Ashe/Gnar (FR/NX),Heimerdinger/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000135032948039322,0.0478556767851356
Heimerdinger/Jayce (PZ/SI),Ashe/Gnar (FR/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0478556767851356,0.000135032948039322
Aurelion Sol/Trundle (FR/MT),Anivia (FR/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0027276655503943,0.00610348925137734
Anivia (FR/SI),Aurelion Sol/Trundle (FR/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00610348925137734,0.0027276655503943
Twisted Fate (BW/MT),Pyke/Rek'Sai (BW/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00869612185373231,0.0135032948039322
Pyke/Rek'Sai (BW/SH),Twisted Fate (BW/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0135032948039322,0.00869612185373231
Vayne/Zed (DE/IO),Trundle/Tryndamere (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000540131792157286,0.0072647726045155
Trundle/Tryndamere (FR/IO),Vayne/Zed (DE/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0072647726045155,0.000540131792157286
Heimerdinger/Norra (BC/SI),Trundle/Tryndamere (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00758885167980987,0.0072647726045155
Trundle/Tryndamere (FR/IO),Heimerdinger/Norra (BC/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0072647726045155,0.00758885167980987
Annie/Jhin (RU/NX),Karma/Master Yi (IO/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0101814842821648,0.005374311331965
Karma/Master Yi (IO/SI),Annie/Jhin (RU/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.005374311331965,0.0101814842821648
Kai'Sa (DE/SH),Evelynn/Kai'Sa (RU/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00205250081019769,0.0242249108782543
Evelynn/Kai'Sa (RU/SH),Kai'Sa (DE/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0242249108782543,0.00205250081019769
Hecarim/Zed (IO/SI),Anivia/Karma (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00437506751647402,0.00542832451118073
Anivia/Karma (FR/IO),Hecarim/Zed (IO/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00542832451118073,0.00437506751647402
Azir/Irelia (IO/SH),Miss Fortune/Quinn (BW/DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0109646753807929,0.00896618774981095
Miss Fortune/Quinn (BW/DE),Azir/Irelia (IO/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00896618774981095,0.0109646753807929
Caitlyn/Teemo (BC/PZ),Braum/Norra (BC/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0077238846278492,0.00699470670843686
Braum/Norra (BC/FR),Caitlyn/Teemo (BC/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00699470670843686,0.0077238846278492
Kalista/Nocturne (SI),Gwen/Katarina (NX/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00380792913470887,0.0065085880954953
Gwen/Katarina (NX/SI),Kalista/Nocturne (SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0065085880954953,0.00380792913470887
Bard/Illaoi (RU/BW),Akshan/Varus (SH/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000135032948039322,0.0136383277519715
Akshan/Varus (SH/RU),Bard/Illaoi (RU/BW),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0136383277519715,0.000135032948039322
Jax/Ornn (FR/RU),Norra/Swain (BC/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00777789780706493,0.00332181052176731
Norra/Swain (BC/NX),Jax/Ornn (FR/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00332181052176731,0.00777789780706493
Fizz/Yuumi (BC/FR),Heimerdinger/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00164740196607972,0.0478556767851356
Heimerdinger/Jayce (PZ/SI),Fizz/Yuumi (BC/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0478556767851356,0.00164740196607972
Azir/Xerath (SH),Seraphine/Viktor (IO/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00710273306686832,0.00329480393215945
Seraphine/Viktor (IO/PZ),Azir/Xerath (SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00329480393215945,0.00710273306686832
Heimerdinger/Jayce (MT/PZ),Pyke/Rek'Sai (BW/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000594144971373015,0.0135032948039322
Pyke/Rek'Sai (BW/SH),Heimerdinger/Jayce (MT/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0135032948039322,0.000594144971373015
Braum/Norra (BC/FR),Kindred/Nasus/Senna (SI/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00699470670843686,0.00259263260235497
Kindred/Nasus/Senna (SI/SH),Braum/Norra (BC/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00259263260235497,0.00699470670843686
Anivia/Karma (FR/IO),Karma/Trundle (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00542832451118073,0.00213352057902128
Karma/Trundle (FR/IO),Anivia/Karma (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00213352057902128,0.00542832451118073
Aurelion Sol/Trundle (FR/MT),Aurelion Sol/Trundle (FR/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,Yes,0.0027276655503943,0.0027276655503943
Annie/Ezreal (NX/PZ),Annie/Twisted Fate (BW/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0113697742249109,0.00145835583882467
Annie/Twisted Fate (BW/NX),Annie/Ezreal (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00145835583882467,0.0113697742249109
Ryze (IO/RU),Caitlyn/Jinx (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0336232040617911,0.000594144971373015
Caitlyn/Jinx (NX/PZ),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000594144971373015,0.0336232040617911
Kindred/Nasus (SI/SH),Heimerdinger/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00313276439451226,0.0478556767851356
Heimerdinger/Jayce (PZ/SI),Kindred/Nasus (SI/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0478556767851356,0.00313276439451226
Annie/Ezreal (NX/PZ),Championpile (MT/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0113697742249109,0.00351085664902236
Championpile (MT/SH),Annie/Ezreal (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00351085664902236,0.0113697742249109
Fizz/Yuumi (BC/FR),Akshan/Varus (SH/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00164740196607972,0.0136383277519715
Akshan/Varus (SH/RU),Fizz/Yuumi (BC/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0136383277519715,0.00164740196607972
Heimerdinger/Norra (BC/SI),Ezreal/Karma (IO/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00758885167980987,0.00259263260235497
Ezreal/Karma (IO/PZ),Heimerdinger/Norra (BC/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00259263260235497,0.00758885167980987
Aphelios/Master Yi (IO/MT),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000594144971373015,0.0336232040617911
Ryze (IO/RU),Aphelios/Master Yi (IO/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0336232040617911,0.000594144971373015
Norra/Swain (BC/NX),Gwen/Quinn (DE/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00332181052176731,0.00623852219941666
Gwen/Quinn (DE/SI),Norra/Swain (BC/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00623852219941666,0.00332181052176731
Galio/Jarvan IV (DE/FR),Karma/Trundle (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00135032948039322,0.00213352057902128
Karma/Trundle (FR/IO),Galio/Jarvan IV (DE/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00213352057902128,0.00135032948039322
Garen/Jarvan IV (DE),Ezreal/Seraphine (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0552554823376904,0.00102625040509884
Ezreal/Seraphine (PZ/SI),Garen/Jarvan IV (DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00102625040509884,0.0552554823376904
Annie/Ezreal (NX/PZ),Anivia/Karma (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0113697742249109,0.00542832451118073
Anivia/Karma (FR/IO),Annie/Ezreal (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00542832451118073,0.0113697742249109
Aphelios/Zoe (BC/MT),Teemo/Tristana (BC/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0076428648590256,0.00210651398941342
Teemo/Tristana (BC/SI),Aphelios/Zoe (BC/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00210651398941342,0.0076428648590256
Braum/Norra (BC/FR),Fizz/Twisted Fate (BW/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00699470670843686,0.00116128335313817
Fizz/Twisted Fate (BW/PZ),Braum/Norra (BC/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00116128335313817,0.00699470670843686
Trundle/Tryndamere (FR/IO),Annie/Ezreal (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0072647726045155,0.0113697742249109
Annie/Ezreal (NX/PZ),Trundle/Tryndamere (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0113697742249109,0.0072647726045155
Ezreal/Seraphine (PZ/SI),Illaoi/Ornn (BW/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00102625040509884,0.0003780922545101
Illaoi/Ornn (BW/FR),Ezreal/Seraphine (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0003780922545101,0.00102625040509884
Illaoi/Jarvan IV (BW/DE),Heimerdinger/Jayce (PZ/SI),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000567138381765151,0.0478556767851356
Heimerdinger/Jayce (PZ/SI),Illaoi/Jarvan IV (BW/DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0478556767851356,0.000567138381765151
Seraphine/Viktor (PZ/RU),Garen/Jarvan IV (DE),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000297072485686508,0.0552554823376904
Garen/Jarvan IV (DE),Seraphine/Viktor (PZ/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0552554823376904,0.000297072485686508
Championless (BC/PZ),Ryze (IO/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000405098844117965,0.0336232040617911
Ryze (IO/RU),Championless (BC/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0336232040617911,0.000405098844117965
Kayle/Leona (MT/NX),Draven/Jinx (NX/PZ),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0292481365453171,0.000729177919412337
Draven/Jinx (NX/PZ),Kayle/Leona (MT/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000729177919412337,0.0292481365453171
Garen/Jarvan IV (DE/NX),Pyke/Rek'Sai (BW/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00110727017392244,0.0135032948039322
Pyke/Rek'Sai (BW/SH),Garen/Jarvan IV (DE/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0135032948039322,0.00110727017392244
Pyke/Rek'Sai (BW/SH),Pyke/Rek'Sai (BW/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,Yes,0.0135032948039322,0.0135032948039322
Akshan/Varus (SH/RU),Azir/Xerath (SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0136383277519715,0.00710273306686832
Azir/Xerath (SH),Akshan/Varus (SH/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00710273306686832,0.0136383277519715
Akshan/Varus (SH/RU),Garen (DE/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0136383277519715,0.000567138381765151
Garen (DE/IO),Akshan/Varus (SH/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000567138381765151,0.0136383277519715
Braum/Norra (BC/FR),Rumble/Vayne (DE/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00699470670843686,0.00361888300745382
Rumble/Vayne (DE/NX),Braum/Norra (BC/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00361888300745382,0.00699470670843686
Azir/Xerath (SH),Ahri/Kennen (FR/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00710273306686832,0.000621151560980879
Ahri/Kennen (FR/IO),Azir/Xerath (SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000621151560980879,0.00710273306686832
Garen/Kayle (DE/MT),Aurelion Sol (MT/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0337042238306147,0.00129631630117749
Aurelion Sol (MT/SH),Garen/Kayle (DE/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00129631630117749,0.0337042238306147
