archetype_1,archetype_2,mu_win,mu_n,mu_wr
Elder Dragon/Morgana (RU/DE),The Poro King (MT/RU),0,1,0
The Poro King (MT/RU),The Poro King (RU/SH),0,1,0
Karma/Sett (IO/PZ),The Poro King (RU/SH),0,1,0
Akshan/Karma (IO/SH),Karma/Sett (IO/PZ),0,1,0
Championless (NX/PZ),Draven/Jinx (NX/PZ),0,1,0
Karma/Sett (IO/PZ),Aurelion Sol/Zoe (FR/MT),0,1,0
The Poro King (MT/RU),Azir/Xerath (SH),0,1,0
Jayce/Lux (DE/PZ),The Poro King (MT/RU),0,1,0
Fizz/Yuumi (BC/FR),Karma/Sett (IO/PZ),0,1,0
Heimerdinger/Viktor (IO/PZ),Karma/Sett (IO/PZ),0,1,0
Miss Fortune/Twisted Fate (BW/NX),Draven/Jinx (NX/PZ),0,1,0
The Poro King (RU/SH),Draven/Jinx (NX/PZ),0,1,0
Draven/Jinx (NX/PZ),Maokai (BW/SI),0,1,0
Draven/Jinx (NX/PZ),Caitlyn/Swain (NX/PZ),0,1,0
Thresh/Viego (IO/SI),Karma/Sett (IO/PZ),0,1,0
Maokai/Nautilus (BW/SI),Ezreal/Seraphine (BC/PZ),0,1,0
Draven/Teemo (NX/PZ),Karma/Sett (IO/PZ),0,1,0
Aatrox/Kayn (RU/RU),Karma/Sett (IO/PZ),0,1,0
Championless (FR/SH),Karma/Sett (IO/PZ),0,1,0
Elder Dragon (RU/FR),Karma/Sett (IO/PZ),0,1,0
Garen (DE),Karma/Sett (IO/PZ),0,1,0
Draven/Elise (NX/SI),Karma/Sett (IO/PZ),0,1,0
Karma/Sett (IO/PZ),Elder Dragon/Morgana (RU/MT),0,1,0
Karma/Sett (IO/PZ),Miss Fortune/Quinn (BW/DE),0,1,0
Aphelios/Viktor (MT/PZ),Karma/Sett (IO/PZ),0,1,0
Gnar/Teemo (BC/PZ),Karma/Sett (IO/PZ),0,1,0
Jinx (BW/PZ),Karma/Sett (IO/PZ),0,1,0
Braum/Vladimir (FR/NX),Karma/Sett (IO/PZ),0,1,0
Nasus/Taliyah (IO/SH),Gwen/Mordekaiser (BC/SI),0,1,0
Ashe (FR/PZ),Draven/Jinx (NX/PZ),0,1,0
Garen/Poppy (DE),Draven/Jinx (NX/PZ),0,1,0
Katarina/Yasuo (IO/NX),Draven/Jinx (NX/PZ),0,1,0
Fiora/Garen (DE/FR),Draven/Jinx (NX/PZ),0,1,0
Karma/Sett (IO/PZ),Elise (FR/SI),0,1,0
Evelynn/Lucian (DE/RU),Karma/Sett (IO/PZ),0,1,0
The Poro King/Zoe (MT/RU),Karma/Sett (IO/PZ),0,1,0
Gwen/Mordekaiser (BC/SI),Elise (NX/SI),0,1,0
Aphelios/Viktor (MT/PZ),Gwen/Mordekaiser (BC/SI),0,1,0
Gwen/Zed (IO/SI),Draven/Jinx (NX/PZ),0,1,0
Elise (FR/SI),Ezreal/Seraphine (IO/PZ),0,1,0
Azir/Irelia (IO/SH),Akshan/Master Yi (IO/SH),0,1,0
Akshan/Master Yi (IO/SH),Master Yi/Taliyah (IO/SH),0,1,0
Akshan/Master Yi (IO/SH),LeBlanc/Renekton (NX/SH),0,1,0
Janna/Jinx (BW/PZ),Ezreal/Seraphine (IO/PZ),0,1,0
Elise/Nocturne (NX/SI),Katarina/Yasuo (IO/NX),0,1,0
Katarina/Yasuo (IO/NX),Elder Dragon/Garen (RU/DE),0,1,0
Braum/Ornn (FR/NX),Katarina/Yasuo (IO/NX),0,1,0
Garen/Tryndamere (DE/FR),Ezreal/Seraphine (IO/PZ),0,1,0
Gwen/Mordekaiser (BC/SI),Azir/Irelia (IO/SH),0,1,0
Draven/Jinx (NX/PZ),Miss Fortune (BW/NX),0,1,0
Gwen/Mordekaiser (BC/SI),Mordekaiser/Norra (BC/SI),0,1,0
Championless (PZ/SI),Gwen/Mordekaiser (BC/SI),0,1,0
Senna/Veigar (BC/SI),Poppy/Ziggs (BC/NX),0,1,0
Kayle (BW/MT),Poppy/Ziggs (BC/NX),0,1,0
Evelynn/Viego (RU/SI),Elder Dragon/Morgana (RU/DE),0,1,0
Poppy/Ziggs (BC/NX),Evelynn/Viego (RU/SI),0,1,0
