archetype_1,archetype_2,mu_win,mu_n,mu_wr
Elder Dragon/Galio/Morgana (RU/DE),Annie/Jhin (RU/NX),4,6,0.666666666666667
Pyke/Rek'Sai (BW/SH),Elder Dragon/Galio/Morgana (RU/DE),4,6,0.666666666666667
Ezreal/Seraphine (IO/PZ),Azir/Irelia (IO/SH),4,6,0.666666666666667
Caitlyn/Teemo (BC/PZ),Azir/Xerath (SH),4,6,0.666666666666667
Championless (PZ/SI),Azir/Irelia (IO/SH),4,6,0.666666666666667
Azir/Irelia (IO/SH),Norra/Teemo (BC/PZ),4,6,0.666666666666667
Azir/Irelia (IO/SH),Elder Dragon/Garen/Jarvan IV (RU/DE),4,6,0.666666666666667
Viktor/Zoe (MT/PZ),Poppy/Ziggs (BC/NX),4,6,0.666666666666667
Elder Dragon/Volibear (RU/FR),Jhin/Norra (BC/RU),4,6,0.666666666666667
Ezreal/Nilah (BW/PZ),Pyke/Rek'Sai (BW/SH),4,6,0.666666666666667
Elder Dragon/Seraphine/Viktor (RU/PZ),Draven/Jinx (NX/PZ),4,6,0.666666666666667
Ezreal/Nilah (BW/PZ),Elder Dragon/Volibear (RU/FR),4,6,0.666666666666667
Ashe/LeBlanc (FR/NX),Caitlyn/Teemo (BC/PZ),4,6,0.666666666666667
Bard/Norra (BC/RU),Ashe/LeBlanc (FR/NX),4,6,0.666666666666667
Elder Dragon/Volibear (RU/FR),Championpile/Elder Dragon (RU/FR),4,6,0.666666666666667
Annie/Jhin (RU/NX),Elder Dragon/Galio/Morgana (RU/DE),2,6,0.333333333333333
Elder Dragon/Galio/Morgana (RU/DE),Pyke/Rek'Sai (BW/SH),2,6,0.333333333333333
Azir/Irelia (IO/SH),Ezreal/Seraphine (IO/PZ),2,6,0.333333333333333
Azir/Xerath (SH),Caitlyn/Teemo (BC/PZ),2,6,0.333333333333333
Azir/Irelia (IO/SH),Championless (PZ/SI),2,6,0.333333333333333
Norra/Teemo (BC/PZ),Azir/Irelia (IO/SH),2,6,0.333333333333333
Elder Dragon/Garen/Jarvan IV (RU/DE),Azir/Irelia (IO/SH),2,6,0.333333333333333
Poppy/Ziggs (BC/NX),Viktor/Zoe (MT/PZ),2,6,0.333333333333333
Jhin/Norra (BC/RU),Elder Dragon/Volibear (RU/FR),2,6,0.333333333333333
Pyke/Rek'Sai (BW/SH),Ezreal/Nilah (BW/PZ),2,6,0.333333333333333
Draven/Jinx (NX/PZ),Elder Dragon/Seraphine/Viktor (RU/PZ),2,6,0.333333333333333
Elder Dragon/Volibear (RU/FR),Ezreal/Nilah (BW/PZ),2,6,0.333333333333333
Caitlyn/Teemo (BC/PZ),Ashe/LeBlanc (FR/NX),2,6,0.333333333333333
Ashe/LeBlanc (FR/NX),Bard/Norra (BC/RU),2,6,0.333333333333333
Championpile/Elder Dragon (RU/FR),Elder Dragon/Volibear (RU/FR),2,6,0.333333333333333
Elder Dragon/Galio/Morgana (RU/DE),Taliyah/Zilean (IO/SH),5,6,0.833333333333333
Azir/Irelia (IO/SH),Azir/Xerath (SH),5,6,0.833333333333333
Jinx/Lulu (BC/PZ),Elder Dragon/Volibear (RU/FR),5,6,0.833333333333333
Elder Dragon/Norra/Vex (RU/BC),Elder Dragon/Volibear (RU/FR),5,6,0.833333333333333
Ezreal/Nilah (BW/PZ),Caitlyn/Teemo (BC/PZ),5,6,0.833333333333333
Azir/Irelia (IO/SH),Elder Dragon/Morgana (RU/DE),5,6,0.833333333333333
Azir/Irelia (IO/SH),Mordekaiser/Viego (IO/SI),5,6,0.833333333333333
Taliyah/Zilean (IO/SH),Elder Dragon/Galio/Morgana (RU/DE),1,6,0.166666666666667
Azir/Xerath (SH),Azir/Irelia (IO/SH),1,6,0.166666666666667
Elder Dragon/Volibear (RU/FR),Jinx/Lulu (BC/PZ),1,6,0.166666666666667
Elder Dragon/Volibear (RU/FR),Elder Dragon/Norra/Vex (RU/BC),1,6,0.166666666666667
Caitlyn/Teemo (BC/PZ),Ezreal/Nilah (BW/PZ),1,6,0.166666666666667
Elder Dragon/Morgana (RU/DE),Azir/Irelia (IO/SH),1,6,0.166666666666667
Mordekaiser/Viego (IO/SI),Azir/Irelia (IO/SH),1,6,0.166666666666667
Master Yi/Taliyah (IO/SH),Azir (MT/SH),1,1,1
Lucian/Zed (DE/IO),Master Yi/Taliyah (IO/SH),1,1,1
Elder Dragon/Galio/Morgana (RU/DE),Nidalee/Norra (BC/SH),1,1,1
Elder Dragon/Garen/Jarvan IV (RU/DE),Ezreal/Seraphine (IO/PZ),1,1,1
Elder Dragon/Trundle/Volibear (RU/FR),Ezreal/Seraphine (IO/PZ),1,1,1
Caitlyn/Teemo (BC/PZ),Ezreal/Seraphine (IO/PZ),1,1,1
Aurelion Sol/Zoe (FR/MT),Ezreal/Seraphine (IO/PZ),1,1,1
Ezreal/Seraphine (IO/PZ),Aphelios/Viktor (MT/PZ),1,1,1
Ezreal/Seraphine (IO/PZ),The Poro King (BW/RU),1,1,1
Jax/Ornn (FR/RU),Ezreal/Seraphine (IO/PZ),1,1,1
Elder Dragon/Galio/Morgana (RU/DE),Jinx (BC/PZ),1,1,1
Elder Dragon/Galio/Morgana (RU/DE),Nasus/Renekton (SH),1,1,1
Jax/Ornn (FR/RU),Fiora/Taric (DE/MT),1,1,1
Draven/Jinx (NX/PZ),Karma/Seraphine (IO/PZ),1,1,1
Draven/Jinx (NX/PZ),Heimerdinger (PZ/SI),1,1,1
