archetype_1,archetype_2,mu_win,mu_n,mu_wr
Galio/Udyr (DE/FR),Ekko/Jinx (PZ/SH),7,18,0.388888888888889
Malphite/Taliyah (MT/SH),Jarvan IV/Shen (DE/IO),7,18,0.388888888888889
Ekko/Jinx (PZ/SH),Galio/Udyr (DE/FR),11,18,0.611111111111111
Jarvan IV/Shen (DE/IO),Malphite/Taliyah (MT/SH),11,18,0.611111111111111
Jack/Seraphine (BW/PZ),Gwen/Quinn (DE/SI),2,5,0.4
Senna/Veigar (BC/SI),Ryze (PZ/RU),2,5,0.4
Teemo/Tristana (BC/NX),Nami/Samira (BW/NX),2,5,0.4
Teemo/Tristana (BC/NX),Diana/Leona (MT/NX),2,5,0.4
Heimerdinger/Jayce (PZ/SI),Ryze (PZ/RU),2,5,0.4
Ryze (PZ/RU),Pantheon/Samira (MT/NX),2,5,0.4
Teemo/Tristana (BC/DE),Pantheon/Samira (MT/NX),2,5,0.4
Diana/Norra (BC/MT),Maokai/Nautilus (BW/SI),2,5,0.4
Caitlyn/Teemo (FR/PZ),Nasus/Senna (SI/SH),2,5,0.4
Aatrox/Quinn/Vayne (RU/DE),Azir/Renekton (SH),2,5,0.4
Ekko (PZ/SH),Fizz/Samira (BW/NX),2,5,0.4
Jack/Sett (BW/IO),Karma/Sett (IO/PZ),2,5,0.4
Ekko (PZ/SH),Galio/Udyr (DE/FR),2,5,0.4
Karma/Sett (IO/PZ),Jax/Tristana (BC/RU),2,5,0.4
Aurelion Sol/Shyvana (DE/MT),Teemo/Tristana (BC/SI),2,5,0.4
Norra/Veigar (BC/SI),Diana/Samira (MT/NX),2,5,0.4
Samira/Viego (NX/SI),Pantheon/Samira (MT/NX),2,5,0.4
Kennen/Samira (IO/NX),Galio/Udyr (DE/FR),2,5,0.4
Samira/Varus (NX/RU),Norra/Teemo (BC/PZ),2,5,0.4
Ryze (PZ/RU),Galio/Udyr (DE/FR),2,5,0.4
Aatrox/Vayne (RU/DE),Teemo/Tristana (BC/DE),2,5,0.4
Garen/Vayne (DE/FR),Jarvan IV/Shen (DE/IO),2,5,0.4
Samira/Varus (NX/RU),Galio/Garen (DE/FR),2,5,0.4
