archetype_1,archetype_2,mu_win,mu_n,mu_wr,ci,ok_ci,direction,mirror,playrate_1,playrate_2
Ashe/LeBlanc (FR/NX),Master Yi/Ryze (IO/RU),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00338435905446215,0.00593564511090284
Bard/Ornn (RU/FR),Illaoi/Twisted Fate (BW/IO),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00132771009059669,0.0174424658960741
Illaoi/Twisted Fate (BW/IO),Bard/Ornn (RU/FR),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0174424658960741,0.00132771009059669
Senna/Veigar (BC/SI),Kalista/Nocturne (SI/SH),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0222847026970738,0.00262938665000521
Kalista/Nocturne (SI/SH),Senna/Veigar (BC/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00262938665000521,0.0222847026970738
Norra/Veigar (BC/SI),Kalista/Nocturne (SI/SH),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0169998958658752,0.00262938665000521
Kalista/Nocturne (SI/SH),Norra/Veigar (BC/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00262938665000521,0.0169998958658752
Akshan/Varus (SH/RU),Kayle/Leona (MT/NX),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00437363323961262,0.0180152035822139
Kayle/Leona (MT/NX),Akshan/Varus (SH/RU),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0180152035822139,0.00437363323961262
Miss Fortune/Twisted Fate (BW/NX),Kindred/Norra (BC/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0487608039154431,0.00148391127772571
Kindred/Norra (BC/SI),Miss Fortune/Twisted Fate (BW/NX),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00148391127772571,0.0487608039154431
Jax/Tristana (BC/RU),Annie/Ezreal (NX/PZ),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.000754972404456941,0.016349057586171
Annie/Ezreal (NX/PZ),Jax/Tristana (BC/RU),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.016349057586171,0.000754972404456941
Fizz/Yuumi (BC/FR),Norra/Viego (BC/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00288972196188691,0.0116369884411122
Norra/Viego (BC/SI),Fizz/Yuumi (BC/FR),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0116369884411122,0.00288972196188691
Norra/Veigar (BC/SI),Trundle/Tryndamere (FR/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0169998958658752,0.015281682807456
Trundle/Tryndamere (FR/SI),Norra/Veigar (BC/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.015281682807456,0.0169998958658752
Annie/Katarina (NX/PZ),Annie/Katarina (NX/PZ),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,Yes,0.0133031344371551,0.0133031344371551
Norra/Viego (BC/SI),Tristana (BC/NX),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0116369884411122,0.00708112048318234
Tristana (BC/NX),Norra/Viego (BC/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00708112048318234,0.0116369884411122
Gnar/Tristana (BC/NX),Teemo/Tristana (BC/NX),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0363167760074977,0.00559720920545663
Teemo/Tristana (BC/NX),Gnar/Tristana (BC/NX),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00559720920545663,0.0363167760074977
Senna/Veigar (BC/SI),Katarina/Twisted Fate (BW/NX),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0222847026970738,0.00179631365198376
Katarina/Twisted Fate (BW/NX),Senna/Veigar (BC/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00179631365198376,0.0222847026970738
Illaoi/Twisted Fate (BW/IO),Illaoi/Twisted Fate (BW/IO),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,Yes,0.0174424658960741,0.0174424658960741
Gwen/Katarina (NX/SI),Jax/Zed (IO/RU),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0222326356346975,0.000234301780693533
Jax/Zed (IO/RU),Gwen/Katarina (NX/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.000234301780693533,0.0222326356346975
Maokai/Nautilus (BW/SI),Aphelios/Seraphine (MT/PZ),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0101010101010101,0.00356659377277934
Aphelios/Seraphine (MT/PZ),Maokai/Nautilus (BW/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00356659377277934,0.0101010101010101
Maokai/Nautilus (BW/SI),Anivia (FR/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0101010101010101,0.00687285223367698
Anivia (FR/SI),Maokai/Nautilus (BW/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00687285223367698,0.0101010101010101
Teemo/Tristana (BC/NX),Norra/Swain (BC/NX),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00559720920545663,0.0229615745079663
Norra/Swain (BC/NX),Teemo/Tristana (BC/NX),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0229615745079663,0.00559720920545663
Master Yi/Varus (IO/RU),Annie/Jhin (RU/NX),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00161407893366656,0.0251223575965844
Annie/Jhin (RU/NX),Master Yi/Varus (IO/RU),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0251223575965844,0.00161407893366656
Gnar/Tristana (BC/NX),Aurelion Sol/Leona (DE/MT),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0363167760074977,0.00257731958762887
Aurelion Sol/Leona (DE/MT),Gnar/Tristana (BC/NX),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00257731958762887,0.0363167760074977
Caitlyn/Kindred (PZ/SI),Jax/Ornn (FR/RU),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00101530771633864,0.0357700718525461
Jax/Ornn (FR/RU),Caitlyn/Kindred (PZ/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0357700718525461,0.00101530771633864
Master Yi/Varus (IO/RU),Pyke/Rek'Sai (BW/SH),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.00161407893366656,0.0220764344475685
Pyke/Rek'Sai (BW/SH),Master Yi/Varus (IO/RU),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0220764344475685,0.00161407893366656
Karma/Master Yi (IO/SI),Teemo/Tristana (BC/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0014058106841612,0.0413933145891909
Teemo/Tristana (BC/SI),Karma/Master Yi (IO/SI),2,4,0.5,(6.8% - 93.2%),FALSE,TIE,No,0.0413933145891909,0.0014058106841612
Illaoi/Jarvan IV (BW/DE),Hecarim/Zed (IO/SI),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.0028116213683224,0.00570134333020931
Hecarim/Zed (IO/SI),Norra/Viego (BC/SI),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00570134333020931,0.0116369884411122
Heimerdinger/Norra (BC/SI),Master Yi/Viktor (IO/PZ),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00757575757575758,0.00955430594605852
Rumble/Vayne (DE/NX),Pyke/Rek'Sai (BW/SH),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00333229199208581,0.0220764344475685
Aphelios/Seraphine (MT/PZ),Miss Fortune/Twisted Fate (BW/NX),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00356659377277934,0.0487608039154431
Norra/Twisted Fate (BC/BW),Master Yi/Viktor (IO/PZ),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00398313027179007,0.00955430594605852
Gwen/Katarina (NX/SI),Katarina/Leona (MT/NX),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.0222326356346975,0.00822659585546183
Anivia (FR/SI),Gwen/Katarina (NX/SI),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00687285223367698,0.0222326356346975
Heimerdinger/Jayce (PZ/SI),Trundle (FR/PZ),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.0151515151515152,0.0030719566802041
Malphite/Taliyah (MT/SH),Miss Fortune/Twisted Fate (BW/NX),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00265542018119338,0.0487608039154431
Garen/Kayle (DE/MT),Jax/Ornn (FR/RU),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00437363323961262,0.0357700718525461
Katarina/Leona (MT/NX),Pantheon/Shyvana (DE/MT),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00822659585546183,0.00104134124752681
Pantheon/Varus (MT/RU),Ryze (IO/RU),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00148391127772571,0.0786472977194627
Ekko/Jinx (PZ/SH),Kalista/Nocturne (SI),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00630011454753723,0.0174945329584505
Swain/Twisted Fate (BW/NX),Maokai/Nautilus (BW/SI),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.0134853691554723,0.0101010101010101
Norra/Swain (BC/NX),Kindred/Nasus (SI/SH),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.0229615745079663,0.0049203373945642
Swain/Twisted Fate (BW/NX),Norra/Veigar (BC/SI),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.0134853691554723,0.0169998958658752
Akshan/Varus (SH/RU),Miss Fortune/Twisted Fate (BW/NX),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00437363323961262,0.0487608039154431
Kindred/Nasus (SI/SH),Illaoi/Twisted Fate (BW/IO),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.0049203373945642,0.0174424658960741
Swain/Twisted Fate (BW/NX),Annie/Ezreal (NX/PZ),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.0134853691554723,0.016349057586171
Kayle/Leona (MT/NX),Master Yi/Viktor (IO/PZ),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.0180152035822139,0.00955430594605852
Annie/Jhin (RU/NX),Hecarim/Zed (IO/SI),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.0251223575965844,0.00570134333020931
Ryze (IO/RU),Jayce/Lux (DE/PZ),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.0786472977194627,0.00335832552327398
Aphelios/Leona (MT/SI),Pyke/Rek'Sai (BW/SH),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00463396855149432,0.0220764344475685
Gangplank/Sejuani (BW/FR),Gwen/Irelia (IO/SI),2,5,0.4,(5.3% - 85.3%),FALSE,NEG,No,0.00991877538269291,0.00471206914505884
