archetype_1,archetype_2,mu_win,mu_n,mu_wr
Nocturne/Vex (NX/SI),Pyke/Rek'Sai (BW/SH),2,4,0.5
Pyke/Rek'Sai (BW/SH),Nocturne/Vex (NX/SI),2,4,0.5
Draven/Jinx (NX/PZ),Trundle/Volibear (FR/IO),2,4,0.5
Trundle/Volibear (FR/IO),Draven/Jinx (NX/PZ),2,4,0.5
Aatrox/Jarvan IV/Morgana (RU/DE),Pyke/Rek'Sai (BW/SH),2,4,0.5
Pyke/Rek'Sai (BW/SH),Aatrox/Jarvan IV/Morgana (RU/DE),2,4,0.5
Galio/Jarvan IV (DE/FR),Galio/Jarvan IV (DE/FR),2,4,0.5
Jayce/Lux (DE/PZ),Akshan/Sivir (DE/SH),2,4,0.5
Akshan/Sivir (DE/SH),Jayce/Lux (DE/PZ),2,4,0.5
Mordekaiser/Norra (BC/SI),Akshan/Sivir (MT/SH),2,4,0.5
Akshan/Sivir (MT/SH),Mordekaiser/Norra (BC/SI),2,4,0.5
Lillia/Norra (BC/IO),Lillia/Norra (BC/IO),2,4,0.5
Galio/Udyr (DE/FR),Akshan/Lee Sin (IO/SH),2,4,0.5
Akshan/Lee Sin (IO/SH),Galio/Udyr (DE/FR),2,4,0.5
Akshan/Lee Sin (IO/SH),Aatrox/Morgana (RU/DE),2,4,0.5
Aatrox/Morgana (RU/DE),Akshan/Lee Sin (IO/SH),2,4,0.5
Jhin/Viktor (RU/PZ),Heimerdinger/Viktor (IO/PZ),2,4,0.5
Heimerdinger/Viktor (IO/PZ),Jhin/Viktor (RU/PZ),2,4,0.5
Elise/Nocturne (NX/SI),Aatrox/Morgana (RU/DE),2,4,0.5
Aatrox/Morgana (RU/DE),Elise/Nocturne (NX/SI),2,4,0.5
Draven/Jinx (NX/PZ),Kindred/Mordekaiser (BC/SI),2,4,0.5
Kindred/Mordekaiser (BC/SI),Draven/Jinx (NX/PZ),2,4,0.5
Mordekaiser/Sion (NX/SI),Elise/Nocturne (NX/SI),2,4,0.5
Elise/Nocturne (NX/SI),Mordekaiser/Sion (NX/SI),2,4,0.5
Galio/Udyr (DE/FR),Janna/Nilah (BW/PZ),2,4,0.5
Janna/Nilah (BW/PZ),Galio/Udyr (DE/FR),2,4,0.5
Lillia (IO/MT),Kayle/Lillia (IO/MT),2,4,0.5
Kayle/Lillia (IO/MT),Lillia (IO/MT),2,4,0.5
Lillia/Norra (BC/IO),Akshan/Master Yi (IO/SH),2,4,0.5
Akshan/Master Yi (IO/SH),Lillia/Norra (BC/IO),2,4,0.5
Lux: Illuminated/Zoe (DE/MT),Heimerdinger/Viktor (IO/PZ),2,4,0.5
Heimerdinger/Viktor (IO/PZ),Lux: Illuminated/Zoe (DE/MT),2,4,0.5
Mordekaiser (PZ/SI),Fizz/Yuumi (BC/FR),2,4,0.5
Fizz/Yuumi (BC/FR),Mordekaiser (PZ/SI),2,4,0.5
Kindred/Mordekaiser (BC/SI),Senna (PZ/SI),2,4,0.5
Senna (PZ/SI),Kindred/Mordekaiser (BC/SI),2,4,0.5
Akshan/Renekton (FR/SH),Morgana/Udyr (DE/FR),2,4,0.5
Morgana/Udyr (DE/FR),Akshan/Renekton (FR/SH),2,4,0.5
Pyke/Rek'Sai (BW/SH),Illaoi/Mordekaiser (BW/SI),2,4,0.5
Illaoi/Mordekaiser (BW/SI),Pyke/Rek'Sai (BW/SH),2,4,0.5
Senna (PZ/SI),Elise/Nocturne (NX/SI),2,4,0.5
Elise/Nocturne (NX/SI),Senna (PZ/SI),2,4,0.5
Viktor/Zoe (MT/PZ),Viktor/Zoe (MT/PZ),2,4,0.5
Elise/Mordekaiser (FR/SI),Pyke/Rek'Sai (BW/SH),2,4,0.5
Pyke/Rek'Sai (BW/SH),Elise/Mordekaiser (FR/SI),2,4,0.5
Norra (BC/SI),Championless (FR/NX),2,4,0.5
Championless (FR/NX),Norra (BC/SI),2,4,0.5
Championless (FR/NX),Elise/Nocturne (PZ/SI),2,4,0.5
Elise/Nocturne (PZ/SI),Championless (FR/NX),2,4,0.5
Lissandra/Trundle (FR/SI),Jayce/Lux (DE/PZ),2,4,0.5
Jayce/Lux (DE/PZ),Lissandra/Trundle (FR/SI),2,4,0.5
Azir/Renekton (SH),Galio/Udyr (DE/FR),2,4,0.5
Galio/Udyr (DE/FR),Azir/Renekton (SH),2,4,0.5
Azir/Renekton (SH),Illaoi/Jarvan IV (BW/DE),2,4,0.5
Illaoi/Jarvan IV (BW/DE),Azir/Renekton (SH),2,4,0.5
Senna (SI/SH),Elise/Nocturne (NX/SI),2,4,0.5
Elise/Nocturne (NX/SI),Senna (SI/SH),2,4,0.5
Mordekaiser/Norra (BC/SI),Braum/Udyr (FR/IO),2,4,0.5
Braum/Udyr (FR/IO),Mordekaiser/Norra (BC/SI),2,4,0.5
Aatrox/Kayn (RU/RU),LeBlanc (FR/NX),2,4,0.5
LeBlanc (FR/NX),Aatrox/Kayn (RU/RU),2,4,0.5
Kindred/Mordekaiser (BC/SI),Tryndamere (FR/NX),2,4,0.5
Tryndamere (FR/NX),Kindred/Mordekaiser (BC/SI),2,4,0.5
Championless (PZ/SI),Janna/Nilah (BW/PZ),2,4,0.5
Janna/Nilah (BW/PZ),Championless (PZ/SI),2,4,0.5
Senna (PZ/SI),Braum/Norra (BC/FR),2,4,0.5
Braum/Norra (BC/FR),Senna (PZ/SI),2,4,0.5
Udyr (FR/IO),Elise/Nocturne (NX/SI),2,4,0.5
Elise/Nocturne (NX/SI),Udyr (FR/IO),2,4,0.5
Janna/Nilah (BW/PZ),Udyr (FR/IO),2,4,0.5
Udyr (FR/IO),Janna/Nilah (BW/PZ),2,4,0.5
Ahri/Katarina (IO/NX),Akshan/Udyr (FR/SH),2,4,0.5
Akshan/Udyr (FR/SH),Ahri/Katarina (IO/NX),2,4,0.5
Ezreal/Senna (PZ/SI),Ezreal/Nilah (BW/PZ),2,4,0.5
Ezreal/Nilah (BW/PZ),Ezreal/Senna (PZ/SI),2,4,0.5
Ezreal/Nilah (BW/PZ),Lillia/Lux: Illuminated (DE/IO),2,4,0.5
Lillia/Lux: Illuminated (DE/IO),Ezreal/Nilah (BW/PZ),2,4,0.5
Jayce/Lux (DE/PZ),Aatrox/Jarvan IV/Morgana (RU/DE),2,4,0.5
Aatrox/Jarvan IV/Morgana (RU/DE),Jayce/Lux (DE/PZ),2,4,0.5
Braum/Kayle (FR/MT),Morgana/Udyr (DE/FR),2,4,0.5
Morgana/Udyr (DE/FR),Braum/Kayle (FR/MT),2,4,0.5
Ahri/Katarina (IO/NX),Championless (PZ/SI),2,4,0.5
Championless (PZ/SI),Ahri/Katarina (IO/NX),2,4,0.5
Kayle/Lillia (IO/MT),Miss Fortune/Quinn (BW/DE),2,4,0.5
Miss Fortune/Quinn (BW/DE),Kayle/Lillia (IO/MT),2,4,0.5
Braum/Norra (BC/FR),Kindred/Morgana (DE/SI),2,4,0.5
Kindred/Morgana (DE/SI),Braum/Norra (BC/FR),2,4,0.5
Lillia/Norra (BC/IO),Akshan/Pantheon (MT/SH),2,4,0.5
Akshan/Pantheon (MT/SH),Lillia/Norra (BC/IO),2,4,0.5
Norra/Zoe (BC/MT),Mordekaiser/Norra (BC/SI),2,4,0.5
Mordekaiser/Norra (BC/SI),Norra/Zoe (BC/MT),2,4,0.5
Elise/Nocturne (PZ/SI),Akshan/Pantheon (MT/SH),2,4,0.5
