archetype_1,archetype_2,mu_win,mu_n,mu_wr,ci,ok_ci,direction,mirror,playrate_1,playrate_2
Bard/Jack (RU/BW),Aatrox/Kayn (RU/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,9.6125090784808e-05,0.0234331610202076
Aatrox/Kayn (RU/RU),Bard/Jack (RU/BW),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0234331610202076,9.6125090784808e-05
Teemo/Tristana (BC/NX),Aatrox/Kayn (RU/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000341778100568206,0.0234331610202076
Aatrox/Kayn (RU/RU),Teemo/Tristana (BC/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0234331610202076,0.000341778100568206
Teemo/Tristana (BC/NX),Jack/Sett (BW/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000341778100568206,0.0352885888836673
Jack/Sett (BW/IO),Teemo/Tristana (BC/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0352885888836673,0.000341778100568206
Evelynn/Lucian (DE/RU),Evelynn/Lucian (DE/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,Yes,0.00290511385482975,0.00290511385482975
Jack/Sett (BW/IO),Ahri/Kennen (BW/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0352885888836673,0.000373819797496475
Ahri/Kennen (BW/IO),Jack/Sett (BW/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000373819797496475,0.0352885888836673
Aatrox/Tryndamere (RU/FR),Jack/Sett (BW/IO),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,3.20416969282693e-05,0.0352885888836673
Jack/Sett (BW/IO),Aatrox/Tryndamere (RU/FR),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0352885888836673,3.20416969282693e-05
Kennen/Samira (IO/NX),Evelynn/Lucian (DE/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00112145939248943,0.00290511385482975
Evelynn/Lucian (DE/RU),Kennen/Samira (IO/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00290511385482975,0.00112145939248943
Pantheon/Yuumi (DE/MT),Jax/Ornn (FR/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000897167513991541,0.00471012944845559
Jax/Ornn (FR/RU),Pantheon/Yuumi (DE/MT),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00471012944845559,0.000897167513991541
Bard/Norra (BC/RU),Lissandra/Taliyah (FR/SH),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.00176229333105481,0.0118661084291024
Lissandra/Taliyah (FR/SH),Bard/Norra (BC/RU),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.0118661084291024,0.00176229333105481
Fizz/Samira (BW/NX),Annie/Jack (BW/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.190701499551416,0.000256333575426155
Annie/Jack (BW/NX),Fizz/Samira (BW/NX),1,2,0.5,(1.3% - 98.7%),FALSE,TIE,No,0.000256333575426155,0.190701499551416
