archetype_1,archetype_2,mu_win,mu_n,mu_wr
Jinx/Lulu (BC/PZ),Lulu/Zed (BC/IO),1,1,1
Nocturne/Vex (PZ/SI),Elise/Kindred (MT/SI),1,1,1
Bard/Mordekaiser (RU/SI),Kindred/Senna (SI),1,1,1
Lillia/Lux: Illuminated (DE/IO),Elise/Fizz (BW/SI),1,1,1
LeBlanc/Mordekaiser (FR/NX),Draven/Rumble (DE/NX),1,1,1
Morgana/Vex (BC/MT),Morgana/Vex (MT/SI),1,1,1
Vex (BC/SI),Ekko/LeBlanc (NX/PZ),1,1,1
Jinx/Lulu (BC/PZ),Braum/Sivir (FR/SH),1,1,1
Nocturne/Vex (PZ/SI),Jarvan IV/Lulu (DE/IO),1,1,1
Nocturne/Vex (PZ/SI),LeBlanc/Mordekaiser (FR/NX),1,1,1
Mordekaiser/Morgana (DE/SI),Ezreal/Yasuo (IO/PZ),1,1,1
Fizz/Nami/Yuumi (BC/BW),Lillia/Lux: Illuminated (DE/IO),1,1,1
Soraka/Tahm Kench (BW/MT),Fizz (BC/SH),1,1,1
Elise (PZ/SI),Jinx/Lulu (BC/PZ),1,1,1
Jinx/Lulu (BC/PZ),LeBlanc/Mordekaiser (FR/NX),1,1,1
Braum/Lee Sin/Udyr (FR/IO),Draven/Rumble (BC/NX),1,1,1
Anivia/Mordekaiser (FR/SI),Anivia/LeBlanc (FR/NX),1,1,1
Fizz/Nami (BW/SI),LeBlanc/Yasuo (IO/NX),1,1,1
Anivia/Volibear (BW/FR),Fizz/Nami (BW/SI),1,1,1
Nocturne/Vex (BW/SI),Mordekaiser/Morgana (MT/SI),1,1,1
Nocturne/Vex (BW/SI),Heimerdinger/Mordekaiser (BC/SI),1,1,1
Morgana/Vex (BC/MT),Kindred/Mordekaiser (SI),1,1,1
Pyke/Rek'Sai (BW/SH),Fizz/Nami/Yuumi (BC/BW),1,1,1
Pyke/Rek'Sai (BW/SH),Braum/Sivir (FR/SH),1,1,1
Draven/Rumble (BC/NX),Lucian/Tristana (BC/DE),1,1,1
Anivia/Mordekaiser (FR/SI),Ezreal/Gangplank (BW/PZ),1,1,1
Kindred/Mordekaiser (SI),LeBlanc/Mordekaiser (FR/NX),1,1,1
Morgana/Yuumi (BC/DE),Elise/Nocturne (FR/SI),1,1,1
Morgana/Yuumi (BC/DE),Vex (BC/SI),1,1,1
Kindred/Senna (BC/SI),Soraka/Tahm Kench (BW/MT),1,1,1
Aphelios/Soraka (IO/MT),Draven/Jinx (NX/PZ),1,1,1
Jarvan IV/Lulu (DE/IO),Irelia (IO/SI),1,1,1
Irelia (IO/SI),Jarvan IV/Renekton (DE/SH),1,1,1
Braum/Lee Sin/Udyr (FR/IO),Kayn/Renekton (RU/SH),1,1,1
Ezreal/Lee Sin (IO/PZ),Jinx/Lulu (BC/PZ),1,1,1
Renekton/Rumble (NX/SH),Fizz/Nami (BC/BW),1,1,1
Draven/Rumble (DE/NX),Anivia/Braum/Volibear (FR/IO),1,1,1
Lee Sin/Viktor (IO/PZ),Heimerdinger/Udyr (BC/FR),1,1,1
Ezreal/Yasuo (IO/PZ),Vex (BC/SI),1,1,1
Anivia/Volibear (FR/IO),Ezreal/Lux (DE/PZ),1,1,1
Braum/Lee Sin/Udyr (FR/IO),Pyke/Rek'Sai (BW/SH),1,1,1
Jinx/Rumble (NX/PZ),Fizz (BC/SH),1,1,1
Jinx/Rumble (NX/PZ),Kindred/Morgana (MT/SI),1,1,1
Jinx/Rumble (NX/PZ),Gangplank/Sejuani (BW/FR),1,1,1
Jinx/Rumble (NX/PZ),Lux: Illuminated/Tristana (BC/DE),1,1,1
Ekko/Jinx (PZ/SH),Jinx/Rumble (NX/PZ),1,1,1
Draven/Jinx (NX/PZ),Anivia/LeBlanc (FR/NX),1,1,1
Pyke/Rek'Sai (BW/SH),Aatrox/Zed (RU/IO),1,1,1
Pantheon/Varus (MT/RU),Ezreal/Kindred (PZ/SI),1,1,1
Soraka/Tahm Kench (BW/MT),Lillia/Ziggs (BC/IO),1,1,1
Mordekaiser/Vex (BC/SI),Morgana/Yuumi (BC/DE),1,1,1
Jinx (FR/PZ),Morgana/Yuumi (BC/DE),1,1,1
Aatrox (RU/SI),Jarvan IV/Trundle (DE/FR),1,1,1
Darius/Elise (NX/SI),Jarvan IV/Trundle (DE/FR),1,1,1
Rumble (BC/NX),Jarvan IV/Trundle (DE/FR),1,1,1
Ezreal/Lee Sin (IO/PZ),Ekko/Ziggs (PZ/SH),1,1,1
Darius/Elise (NX/SI),Ezreal/Lee Sin (IO/PZ),1,1,1
Aatrox/Varus (RU/RU),Udyr/Vladimir/Volibear (FR/NX),1,1,1
Pyke/Rek'Sai (BW/SH),Fizz/Sejuani (BW/FR),1,1,1
Ryze (IO/RU),Rumble (BC/NX),1,1,1
Darius/Elise (NX/SI),Darius/Viktor (NX/PZ),1,1,1
Darius/Elise (NX/SI),LeBlanc/Yasuo (IO/NX),1,1,1
Darius/Viktor (NX/PZ),Fizz/Sejuani (BW/FR),1,1,1
Aatrox/Kayn (RU/RU),Darius/Viktor (NX/PZ),1,1,1
Nocturne/Vex (BC/SI),Darius/Viktor (NX/PZ),1,1,1
Aatrox/Varus (RU/RU),Jinx/Lulu (BC/PZ),1,1,1
Gangplank/Sejuani (BW/FR),Aatrox (RU/MT),1,1,1
Braum/LeBlanc (FR/NX),Aphelios/Lux (DE/MT),1,1,1
Aatrox (RU/MT),Draven/Rumble (NX/PZ),1,1,1
Nocturne/Vex (BW/SI),Pyke/Rek'Sai (BW/SH),1,1,1
Nocturne/Vex (BW/SI),Aatrox (RU/MT),1,1,1
Jarvan IV/Kayn (DE/RU),Darius/Ziggs (BC/NX),1,1,1
Darius/Ziggs (BC/NX),Bard/Zed (RU/IO),1,1,1
Darius/Elise (NX/SI),Aatrox/Varus (RU/RU),1,1,1
Bard/Zed (RU/IO),Darius/Elise (NX/SI),1,1,1
Darius/Viktor (NX/PZ),Mordekaiser/Vex (BC/SI),1,1,1
Anivia/LeBlanc (FR/NX),Darius/Viktor (NX/PZ),1,1,1
Elise/Nocturne (NX/SI),Anivia/LeBlanc (FR/NX),1,1,1
Draven/Rumble (NX/PZ),Darius/Gangplank (BW/NX),1,1,1
Mordekaiser/Morgana (DE/SI),Nilah (BW/MT),1,1,1
Lux: Illuminated/Vex (BC/DE),Braum/LeBlanc (FR/NX),1,1,1
Lux: Illuminated/Vex (BC/DE),Nocturne/Vex (BW/SI),1,1,1
Nocturne/Vex (BC/SI),Braum/LeBlanc (FR/NX),1,1,1
Nocturne/Vex (BC/SI),Lux/Viktor (DE/PZ),1,1,1
Anivia/Mordekaiser (FR/SI),Darius/Gangplank (BW/NX),1,1,1
Aphelios/Lux (DE/MT),Darius/Viktor (NX/PZ),1,1,1
