deck_code,archetype,archetype_self,factions,patch,cards,cards.region,champs,champs.region,allegiance,cards.fix,cards.region.fix,cards.region.freq,archetype_pretty,archetype_cluster,alle,alle.region
CEBQCAQCBIBQIAQLBQHQQAICAYEQ4HJMGI2DSAIBAEBBKAQBAEBBCAIDAIIQ,Zed,,IO,207,02IO010 02IO010 02IO010 04IO011 04IO011 04IO011 04IO012 04IO012 04IO012 04IO015 04IO015 04IO015 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO014 01IO014 01IO014 01IO029 01IO029 01IO029 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO052 01IO052 01IO052 01IO057 01IO057 01IO057 01IO021 01IO021 01IO017 03IO017,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CEBQCAYCAEAQIAQEBAAQEBIHBEGRCEYYDMAQGAICBYNB4AQCAEBACNICAMBAUEQ,Zed,,IO,207,03IO001 03IO001 03IO001 04IO004 04IO004 04IO004 01IO005 01IO005 01IO005 01IO007 01IO007 01IO007 01IO009 01IO009 01IO009 01IO013 01IO013 01IO013 01IO017 01IO017 01IO017 01IO019 01IO019 01IO019 01IO024 01IO024 01IO024 01IO027 01IO027 01IO027 01IO014 01IO014 01IO026 01IO026 01IO030 01IO030 01IO001 01IO053 03IO010 03IO018,IO,Zed,IO,,,,40,,,,
CEBQCAYCBIAQIAQHBMAQEBQJBMGA4EIXDIWDIOIAAEAQCARG,Zed,,IO,207,03IO010 03IO010 03IO010 04IO007 04IO007 04IO007 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO014 01IO014 01IO014 01IO017 01IO017 01IO017 01IO023 01IO023 01IO023 01IO026 01IO026 01IO026 01IO044 01IO044 01IO044 01IO052 01IO052 01IO052 01IO057 01IO057 01IO057 01IO038,IO,Zed,IO,,,,40,,,,
CEBQCAYCCQBAIAQHBYDQCAQDBEGA2EJSHEBACAYCDEBACAQHGEBACBACBQBQCAQ3E4YA,Zed,,IO,207,03IO020 03IO020 03IO020 04IO007 04IO007 04IO007 04IO014 04IO014 04IO014 01IO003 01IO003 01IO003 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO013 01IO013 01IO013 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO025 03IO025 01IO007 01IO007 01IO049 01IO049 04IO012 01IO027 01IO039 01IO048,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CEBQCBACB4BAEAQDBICACAQJBMNSYAQCAMBBIFQGAEBAGBYICQYTSAQBAMBBSAQBAIMDE,Zed,,IO,207,04IO015 04IO015 04IO015 02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 01IO009 01IO009 01IO009 01IO011 01IO011 01IO011 01IO027 01IO027 01IO027 01IO044 01IO044 01IO044 03IO020 03IO020 03IO022 03IO022 01IO003 01IO003 01IO007 01IO007 01IO008 01IO008 01IO020 01IO020 01IO049 01IO049 01IO057 01IO057 03IO025 01IO024 01IO050,IO,Zed,IO,01IO050,,,40,,,01IO050,IO
CEBQCBACB4BAGAQKCQEACAQGBEFQYDRFFQYQCAICAICQGAIDAIJQCBACBQBQCAQVDAYA,Zed,,IO,207,04IO015 04IO015 04IO015 03IO010 03IO010 03IO010 03IO020 03IO020 03IO020 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO014 01IO014 01IO014 01IO037 01IO037 01IO037 01IO044 01IO044 01IO044 01IO049 01IO049 01IO049 02IO005 02IO005 03IO019 04IO012 01IO021 01IO024 01IO048,IO,Zed,IO,,,,40,,,,
CEBQCBACB4BQEAQBAMFAQAICAYEQ4JRMGEZDSAQBAEBCQAIDAIDAA,Zed,,IO,207,04IO015 04IO015 04IO015 02IO001 02IO001 02IO001 02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO014 01IO014 01IO014 01IO038 01IO038 01IO038 01IO044 01IO044 01IO044 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO040 01IO040 03IO006 03IO006,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CEBQEAQCAEEAEAYCCIKAMAICBEGA4FZNG4BACAQCAUBQCAQ5FQYQEAIBAIKQCAYCCM,Zed,,IO,200,02IO001 02IO001 02IO001 02IO008 02IO008 02IO008 03IO018 03IO018 03IO018 03IO020 03IO020 03IO020 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO014 01IO014 01IO014 01IO023 01IO023 01IO023 01IO045 01IO045 01IO045 01IO055 01IO055 01IO055 02IO005 02IO005 01IO029 01IO029 01IO044 01IO044 01IO049 01IO049 01IO021 03IO019,IO,Zed,IO,,,,40,,,,
CECACAQCBIAQGAQFAECAEDYFAEBAMCIRFQZAIAICAICQCAYCAYBACARHHEBAIAQHBQBACAICBQBQGAQDCQMQ,Zed,,IO,207,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 02IO005 02IO005 03IO006 03IO006 01IO039 01IO039 01IO057 01IO057 04IO007 04IO007 04IO012 04IO012 01IO012 03IO003 03IO020 03IO025,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACAQCBIAQGAQFAECAEDYJAEBAMCIMCENCYMJSHEBACAICCUAQGAQUAA,Zed,,IO,207,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO026 01IO026 01IO026 01IO044 01IO044 01IO044 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO021 01IO021 03IO020 03IO020,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACAQCBIAQGAQKAECAEDYHAEBAMCIMCEWDEOICAEBQEGIDAEBBKGRRAEBACAQYDM,Zed,,IO,207,02IO010 02IO010 02IO010 03IO010 03IO010 03IO010 04IO015 04IO015 04IO015 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO025 03IO025 01IO021 01IO021 01IO026 01IO026 01IO049 01IO049 01IO024 01IO027,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACAQCBIAQGAQUAICAEBYOAYAQEBYJBQNCIOIBAQAQEAICF4YQEAIBAIMACAYCAM,Zed,,IO,207,02IO010 02IO010 02IO010 03IO020 03IO020 03IO020 04IO007 04IO007 04IO007 04IO014 04IO014 04IO014 01IO007 01IO007 01IO007 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO026 01IO026 01IO026 01IO036 01IO036 01IO036 01IO057 01IO057 01IO057 01IO001 01IO001 01IO002 01IO002 01IO047 01IO047 01IO049 01IO049 01IO024 03IO003,IO,Zed,IO,,,,40,,,,
CECACAQCBIAQIAQDAMBQEBIJCQDQCAQCBEGBOGBFG4AQCAICGEBACAICAEAQGAQT,Zed,,IO,207,02IO010 02IO010 02IO010 04IO003 04IO003 04IO003 03IO005 03IO005 03IO005 03IO009 03IO009 03IO009 03IO020 03IO020 03IO020 01IO002 01IO002 01IO002 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO023 01IO023 01IO023 01IO024 01IO024 01IO024 01IO037 01IO037 01IO037 01IO055 01IO055 01IO055 01IO049 01IO049 01IO001 03IO019,IO,Zed,IO,,,,40,,,,
CECACAQCBIAQIAQPAECQEGIDAEBASGRMAMAQEAQFAIBQEBQWBAAQEDAOCQKRMJRUGUAA,Zed,,IO,214,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO025 05IO025 05IO025 01IO009 01IO009 01IO009 01IO026 01IO026 01IO026 01IO044 01IO044 01IO044 02IO005 02IO005 03IO006 03IO006 03IO022 03IO022 01IO012 01IO012 01IO014 01IO014 01IO020 01IO020 01IO021 01IO021 01IO022 01IO022 01IO038 01IO038 01IO052 01IO052 01IO053 01IO053,IO,Zed,IO,,,,40,,,,
CECACAQCBIAQIAQPAECQEGIHAEBAMCIMBYVCYOICAIBQEEYUAMAQECYRCQAA,Zed,,IO,214,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO025 05IO025 05IO025 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO014 01IO014 01IO014 01IO042 01IO042 01IO042 01IO044 01IO044 01IO044 01IO057 01IO057 01IO057 03IO019 03IO019 03IO020 03IO020 01IO011 01IO011 01IO017 01IO017 01IO020 01IO020,IO,Zed,IO,,,,40,,,,
CECACAQCBIAQIAQPAECQEGIJAEBASDQUC4NCULBSGQAQEAICBMUAA,Zed,,IO,214,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO025 05IO025 05IO025 01IO009 01IO009 01IO009 01IO014 01IO014 01IO014 01IO020 01IO020 01IO020 01IO023 01IO023 01IO023 01IO026 01IO026 01IO026 01IO042 01IO042 01IO042 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO052 01IO052 01IO052 01IO011 01IO011 01IO040 01IO040,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACAQCBIAQIAQPAIBQEBIKAUAQEBQJCEZDSBABAIBAKAIDAIMQEAICBQYQEBACBQHACAIDAIKA,Zed,,IO,207,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 03IO005 03IO005 03IO005 03IO010 03IO010 03IO010 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO005 02IO005 03IO025 03IO025 01IO012 01IO012 01IO049 01IO049 04IO012 04IO012 04IO014 04IO014 03IO020,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACAQCBIAQIAQPAIBQEFAZBAAQECIUDIOSIJZMGQBACAICGEAQIAQHAA,Zed,,IO,207,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 03IO020 03IO020 03IO020 03IO025 03IO025 03IO025 01IO009 01IO009 01IO009 01IO020 01IO020 01IO020 01IO026 01IO026 01IO026 01IO029 01IO029 01IO029 01IO036 01IO036 01IO036 01IO039 01IO039 01IO039 01IO044 01IO044 01IO044 01IO052 01IO052 01IO052 01IO049 01IO049 04IO007 04IO007,IO,Zed,IO,,,,40,,,,
CECACAQCBIBAGAQUDEBQIAQGA4HQIAICAYESUMQCAEBQEBQCAEBA4LACAEBQEBIDAEBAGHJR,Zed,,IO,207,02IO010 02IO010 02IO010 03IO020 03IO020 03IO020 03IO025 03IO025 03IO025 04IO006 04IO006 04IO006 04IO007 04IO007 04IO007 04IO015 04IO015 04IO015 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO042 01IO042 01IO042 01IO050 01IO050 01IO050 03IO006 03IO006 01IO014 01IO014 01IO044 01IO044 03IO005 01IO003 01IO029 01IO049,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACAYCAUAQIAQPAMBAEAIFBIDQCAQJBQHCQLBUHEAQCBICDEBACAYCAYAQIAQM,Zed,,IO,214,03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 02IO001 02IO001 02IO001 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO014 01IO014 01IO014 01IO040 01IO040 01IO040 01IO044 01IO044 01IO044 01IO052 01IO052 01IO052 01IO057 01IO057 01IO057 05IO025 05IO025 03IO006 04IO012,IO,Zed,IO,,,,40,,,,
CECACAYCDEAQIAQHAIBAEBIKA4AQECIMCEKBUHJHAIAQCARSAEBQEBICAEBQEFACAEBCWMI,Zed,,IO,207,03IO025 03IO025 03IO025 04IO007 04IO007 04IO007 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO020 01IO020 01IO020 01IO026 01IO026 01IO026 01IO029 01IO029 01IO029 01IO039 01IO039 01IO039 01IO050 01IO050 03IO005 03IO005 03IO020 01IO043 01IO049,IO,Zed,IO,"01IO050,01IO050",,,40,,,01IO050,IO
CECACBACB4AQKAQZAIBAEBIKAUAQECIMBYNCYAQCAMBAMFAEAEBAEFZRGQAQCAYCCY,Zed,,IO,214,04IO015 04IO015 04IO015 05IO025 05IO025 05IO025 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO014 01IO014 01IO014 01IO026 01IO026 01IO026 01IO044 01IO044 01IO044 03IO006 03IO006 03IO020 03IO020 01IO002 01IO002 01IO023 01IO023 01IO049 01IO049 01IO052 01IO052 03IO022,IO,Zed,IO,,,,40,,,,
CECAEAQCAEFAEAYCAUKAEBACBMHQKAICAYESYMRZAMAQCARRAEBAEBIBAQBAOAIBAEBCU,Zed,,IO,207,02IO001 02IO001 02IO001 02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 03IO020 03IO020 03IO020 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 02IO005 02IO005 04IO007 04IO007 01IO042,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECAEAQCAUFAEAYCAMCQEBACA4HQKAICBEHBOJJRAIAQCAQMAIBAEAIJAEAQCARU,Zed,,IO,207,02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 03IO003 03IO003 03IO003 03IO005 03IO005 03IO005 04IO007 04IO007 04IO007 04IO015 04IO015 04IO015 01IO009 01IO009 01IO009 01IO014 01IO014 01IO014 01IO023 01IO023 01IO023 01IO037 01IO037 01IO037 01IO049 01IO049 01IO049 01IO012 01IO012 02IO001 02IO001 02IO009 02IO009 01IO052,IO,Zed,IO,,,,40,,,,
CECAEAQCAUFAEBACA4HQGAYCAYFBSBIBAIEQWDAODMAQEAICAIYQA,Zed,,IO,207,02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 04IO007 04IO007 04IO007 04IO015 04IO015 04IO015 03IO006 03IO006 03IO006 03IO010 03IO010 03IO010 03IO025 03IO025 03IO025 01IO009 01IO009 01IO009 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO014 01IO014 01IO014 01IO027 01IO027 01IO027 01IO002 01IO002 01IO049 01IO049,IO,Zed,IO,,,,40,,,,
CECAEAYCAMMQEBACBMHQIAQCAECQQCQFAEBAECAJFQZAAAIBAEBCC,Zed,,IO,207,03IO003 03IO003 03IO003 03IO025 03IO025 03IO025 04IO011 04IO011 04IO011 04IO015 04IO015 04IO015 02IO001 02IO001 02IO001 02IO005 02IO005 02IO005 02IO008 02IO008 02IO008 02IO010 02IO010 02IO010 01IO002 01IO002 01IO002 01IO008 01IO008 01IO008 01IO009 01IO009 01IO009 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO033,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CIAQWAICAYEQWDQRDITSULBUHEBACAYCBIBACAQXEYAQCAICDU,Zed,,IO,200,01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO011 01IO011 01IO011 01IO014 01IO014 01IO014 01IO017 01IO017 01IO017 01IO026 01IO026 01IO026 01IO039 01IO039 01IO039 01IO042 01IO042 01IO042 01IO044 01IO044 01IO044 01IO052 01IO052 01IO052 01IO057 01IO057 01IO057 03IO010 03IO010 01IO023 01IO023 01IO038 01IO038 01IO029,IO,Zed,IO,,,,40,,,,
CIAQYAICAYEQWDQRDIOSOKRMGQ4QCAQBAILSMAA,Zed,,IO,9,01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO011 01IO011 01IO011 01IO014 01IO014 01IO014 01IO017 01IO017 01IO017 01IO026 01IO026 01IO026 01IO029 01IO029 01IO029 01IO039 01IO039 01IO039 01IO042 01IO042 01IO042 01IO044 01IO044 01IO044 01IO052 01IO052 01IO052 01IO057 01IO057 01IO057 01IO023 01IO023 01IO038 01IO038,IO,Zed,IO,,,,40,,,,
CMAQEAICBE4QGAICAICQIAYCAUERMGIIAEBAOEIYFYYTENJXAIBAEAQCBIDACAQDBQIBUKBY,Zed,,IO,201,01IO009 01IO009 01IO009 01IO057 01IO057 01IO057 02IO005 02IO005 03IO005 03IO005 03IO009 03IO009 03IO022 03IO022 03IO025 03IO025 01IO007 01IO007 01IO017 01IO017 01IO024 01IO024 01IO046 01IO046 01IO049 01IO049 01IO050 01IO050 01IO053 01IO053 01IO055 01IO055 02IO002 02IO010 01IO003 01IO012 01IO016 01IO026 01IO040 01IO056,IO,Zed,IO,"01IO050,01IO050",,,40,,,01IO050,IO
CMAQIAICBEGBCKQBAUAQEBQWGI2DOAYBAIBAUBADAIBQUFAWBUAQEAICAMFROGA3DYQSKJZRHE,Zed,,IO,200,01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO042 01IO042 01IO042 01IO006 01IO006 01IO022 01IO022 01IO050 01IO050 01IO052 01IO052 01IO055 01IO055 02IO010 03IO003 03IO010 03IO020 03IO022 01IO001 01IO002 01IO003 01IO011 01IO023 01IO024 01IO027 01IO030 01IO033 01IO037 01IO039 01IO049 01IO057,IO,Zed,IO,"01IO050,01IO050",,,40,,,01IO050,IO
CMAQKAICAYEASEQ3AEEQCAQCAMGBUHRFFYYTSAYBAMBAKAIEAIHAKAICBUIROGBM,Zed,,IO,203,01IO006 01IO006 01IO006 01IO008 01IO008 01IO008 01IO009 01IO009 01IO009 01IO018 01IO018 01IO018 01IO027 01IO027 01IO027 01IO002 01IO002 01IO003 01IO003 01IO012 01IO012 01IO026 01IO026 01IO030 01IO030 01IO037 01IO037 01IO046 01IO046 01IO049 01IO049 01IO057 01IO057 03IO005 04IO014 01IO013 01IO017 01IO023 01IO024 01IO044,IO,Zed,IO,,,,40,,,,
CMAQSAICAYERGGREFMWC2OIBAUAQEBIIBUITOAQBAEBBYAQCAIAQE,Zed,,IO,100,01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO019 01IO019 01IO019 01IO026 01IO026 01IO026 01IO036 01IO036 01IO036 01IO043 01IO043 01IO043 01IO044 01IO044 01IO044 01IO045 01IO045 01IO045 01IO057 01IO057 01IO057 01IO005 01IO005 01IO008 01IO008 01IO013 01IO013 01IO017 01IO017 01IO055 01IO055 01IO028 02IO001 02IO002,IO,Zed,IO,,,,40,,,,
CMAQUAICBEGA4EIUC4MBUNBZAMAQEAQKAIAQEFJRAIBQECYUAA,Zed,,IO,200,01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO014 01IO014 01IO014 01IO017 01IO017 01IO017 01IO020 01IO020 01IO020 01IO023 01IO023 01IO023 01IO024 01IO024 01IO024 01IO026 01IO026 01IO026 01IO052 01IO052 01IO052 01IO057 01IO057 01IO057 02IO010 02IO010 01IO021 01IO021 01IO049 01IO049 03IO011 03IO011 03IO020 03IO020,IO,Zed,IO,,,,40,,,,
CMAQWAICAYEQYDQ2DYUC4MBRHEAQGAICCILTIAIBAEBBQ,Zed,,IO,9,01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO014 01IO014 01IO014 01IO026 01IO026 01IO026 01IO030 01IO030 01IO030 01IO040 01IO040 01IO040 01IO046 01IO046 01IO046 01IO048 01IO048 01IO048 01IO049 01IO049 01IO049 01IO057 01IO057 01IO057 01IO018 01IO018 01IO023 01IO023 01IO052 01IO052 01IO024,IO,Zed,IO,,,,40,,,,
CMBACAQCAQEACAQDBEGQ4EIVG44QEAQDAIDRIBABAIKCKMJUAEAQCAQH,Zed,,IO,200,02IO004 02IO004 02IO004 01IO003 01IO003 01IO003 01IO009 01IO009 01IO009 01IO013 01IO013 01IO013 01IO014 01IO014 01IO014 01IO017 01IO017 01IO017 01IO021 01IO021 01IO021 01IO055 01IO055 01IO055 01IO057 01IO057 01IO057 03IO007 03IO007 03IO020 03IO020 01IO020 01IO020 01IO037 01IO037 01IO049 01IO049 01IO052 01IO052 01IO007,IO,Zed,IO,,,,40,,,,
CMBACAQCBIEQCAQGBAERCFZMGI2DSAQBAMBAMBABAIHBAHRKAA,Zed,,IO,200,02IO010 02IO010 02IO010 01IO006 01IO006 01IO006 01IO008 01IO008 01IO008 01IO009 01IO009 01IO009 01IO017 01IO017 01IO017 01IO023 01IO023 01IO023 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO052 01IO052 01IO052 01IO057 01IO057 01IO057 03IO006 03IO006 01IO014 01IO014 01IO016 01IO016 01IO030 01IO030 01IO042 01IO042,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CMBACBACBYDQCAQGBEGRUGZSHEAQMAICAMDQYFBQGEAQIAICBMJB4LY,Zed,,IO,203,04IO014 04IO014 04IO014 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO013 01IO013 01IO013 01IO026 01IO026 01IO026 01IO027 01IO027 01IO027 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO003 01IO003 01IO007 01IO007 01IO012 01IO012 01IO020 01IO020 01IO048 01IO048 01IO049 01IO049 01IO011 01IO018 01IO030 01IO047,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CMBACBACBYEQCAQGBEGBCFI2FQZDSAYBAIBAUAIDAIKAEAICCQYQCAQDAIDBM,Zed,,IO,203,04IO014 04IO014 04IO014 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO021 01IO021 01IO021 01IO026 01IO026 01IO026 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO010 02IO010 03IO020 03IO020 01IO020 01IO020 01IO049 01IO049 03IO006 03IO022,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CMBQCAQCBIAQGAQFA4AQECIOCELRUKBZAIBAGAQICQCACAQMCUWDIAIBAEBDC,Zed,,IO,200,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 01IO009 01IO009 01IO009 01IO014 01IO014 01IO014 01IO017 01IO017 01IO017 01IO023 01IO023 01IO023 01IO026 01IO026 01IO026 01IO040 01IO040 01IO040 01IO057 01IO057 01IO057 03IO008 03IO008 03IO020 03IO020 01IO012 01IO012 01IO021 01IO021 01IO044 01IO044 01IO052 01IO052 01IO049,IO,Zed,IO,,,,40,,,,
CMBQCAYCAUAQIAQOBMAQEBQJBQGQ4EIUDUZDIOIAAEAQCARR,Zed,,IO,203,03IO005 03IO005 03IO005 04IO014 04IO014 04IO014 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO013 01IO013 01IO013 01IO014 01IO014 01IO014 01IO017 01IO017 01IO017 01IO020 01IO020 01IO020 01IO029 01IO029 01IO029 01IO050 01IO050 01IO050 01IO052 01IO052 01IO052 01IO057 01IO057 01IO057 01IO049,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CMBQCAYCAUBAEAQFBIEACAQGBAERCGRKFQ4QEAIBAIYQEAYCAYKACAIDAIJQ,Zed,,IO,200,03IO005 03IO005 03IO005 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 01IO006 01IO006 01IO006 01IO008 01IO008 01IO008 01IO009 01IO009 01IO009 01IO017 01IO017 01IO017 01IO026 01IO026 01IO026 01IO042 01IO042 01IO042 01IO044 01IO044 01IO044 01IO057 01IO057 01IO057 01IO049 01IO049 03IO006 03IO006 03IO020 03IO020 03IO019,IO,Zed,IO,,,,40,,,,
CMBQCAYCBIAQIAQOBAAQEBQJBYIRWMJSHEBACAYCCQCACAQVC4UCYAA,Zed,,IO,203,03IO010 03IO010 03IO010 04IO014 04IO014 04IO014 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO014 01IO014 01IO014 01IO017 01IO017 01IO017 01IO027 01IO027 01IO027 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO020 03IO020 01IO021 01IO021 01IO023 01IO023 01IO040 01IO040 01IO044 01IO044,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CMBQCAYCCQAQIAQOA4AQEBQHBEIRWMRZAQAQEAQKAEBQEBYBAQBACAYBAIGCKJYBAEAQEFI,Zed,,IO,203,03IO020 03IO020 03IO020 04IO014 04IO014 04IO014 01IO006 01IO006 01IO006 01IO007 01IO007 01IO007 01IO009 01IO009 01IO009 01IO017 01IO017 01IO017 01IO027 01IO027 01IO027 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO010 02IO010 03IO007 03IO007 04IO001 04IO001 01IO012 01IO012 01IO037 01IO037 01IO039 01IO039 01IO021,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CMBQCAYCCQAQIAQOBIAQEBQJCEKBKGRMGEZDSAQBAEBAYAICAIFAA,Zed,,IO,203,03IO020 03IO020 03IO020 04IO014 04IO014 04IO014 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO017 01IO017 01IO017 01IO020 01IO020 01IO020 01IO021 01IO021 01IO021 01IO026 01IO026 01IO026 01IO044 01IO044 01IO044 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO012 01IO012 02IO010 02IO010,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CMBQEAQCAUFAEAYCBIKASAICBEHBCFY2EYVDCMQAAEAQGAQG,Zed,,IO,200,02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 03IO010 03IO010 03IO010 03IO020 03IO020 03IO020 01IO009 01IO009 01IO009 01IO014 01IO014 01IO014 01IO017 01IO017 01IO017 01IO023 01IO023 01IO023 01IO026 01IO026 01IO026 01IO038 01IO038 01IO038 01IO042 01IO042 01IO042 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 03IO006,IO,Zed,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CQBQCBACB4AQKCVGAEEQCAQGBEGBKGRHFQZDSAQBAMBBIAQBAIISMAIBAEBDC,Zed (BC/IO),,"BC,IO",214,04IO015 04IO015 04IO015 05BC166 05BC166 05BC166 01IO006 01IO006 01IO006 01IO009 01IO009 01IO009 01IO012 01IO012 01IO012 01IO021 01IO021 01IO021 01IO026 01IO026 01IO026 01IO039 01IO039 01IO039 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO020 03IO020 01IO017 01IO017 01IO038 01IO038 01IO049,IO,Zed,IO,"01IO050,01IO050,01IO050",,,37,,,01IO050,IO
