deck_code,archetype,archetype_self,factions,patch,cards,cards.region,champs,champs.region,allegiance,cards.fix,cards.region.fix,cards.region.freq,archetype_pretty,archetype_cluster,alle,alle.region
CEAQCBICAQBQCBACB4CQCAQCBALR4LAJAUBACAQDAYDRIFIYDIBAGAYCBEJBMBABAIAREHBB,Ahri,ahri/recall/late/mess,IO,221,05IO004 05IO004 05IO004 04IO015 04IO015 01IO002 01IO002 01IO008 01IO008 01IO023 01IO023 01IO030 01IO030 01IO044 01IO044 05IO001 05IO001 05IO002 05IO002 05IO003 05IO003 05IO006 05IO006 05IO007 05IO007 05IO020 05IO020 05IO021 05IO021 05IO024 05IO024 05IO026 05IO026 03IO009 03IO018 03IO022 01IO001 01IO018 01IO028 01IO033,IO,Ahri,IO,,,,40,,,,
CEBACBICAQCACAQGCEMDEBIBAEBCYAICAIFACAYCCQAQIAQPAICQEAI2AQAQIAQHAMBQEBIGCYCAKAQCCULRQBIBAIGBIJRRHE,Ahri,ahri/recall/elusive/allegiance,IO,221,05IO004 05IO004 05IO004 01IO006 01IO006 01IO006 01IO017 01IO017 01IO017 01IO024 01IO024 01IO024 01IO050 01IO050 01IO050 01IO044 01IO044 02IO010 02IO010 03IO020 03IO020 04IO015 04IO015 05IO001 05IO001 05IO026 05IO026 04IO007 03IO005 03IO006 03IO022 05IO002 05IO021 05IO023 05IO024 01IO012 01IO020 01IO038 01IO049 01IO057,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CEBQCAQCBIBAKAQEDIDACAQCBAGBCMRZAQAQIAQPAECQEFICAEBAWFICAIBACCABAEBQEBI,Ahri,ahri/recall/elusive/allegiance,IO,221,02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO002 01IO002 01IO002 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 04IO015 04IO015 05IO021 05IO021 01IO011 01IO011 01IO021 01IO021 02IO001 02IO001 02IO008 02IO008 03IO005,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CEBQCBACB4BAKAQEDIDACAQGBMGBCLBSAMAQKAQCAIAQECBZAIBQEBIUAMAQCAQUAEBQEGIBAUBAC,Ahri,ahri/recall/elusive/allegiance,IO,221,04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 05IO002 05IO002 01IO008 01IO008 01IO057 01IO057 03IO005 03IO005 03IO020 03IO020 01IO020 03IO025 05IO001,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACAQCAUAQIAQPAIAQECZZAICQEBA2AQAQIAQHAIBAECIKAIBQEBIUAUAQEDBFFQYTEAQBAEBCMAIFAIDQ,Ahri,ahri/recall/elusive/allegiance,IO,221,02IO005 02IO005 02IO005 04IO015 04IO015 04IO015 01IO011 01IO011 01IO011 01IO057 01IO057 01IO057 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 04IO007 04IO007 02IO009 02IO009 02IO010 02IO010 03IO005 03IO005 03IO020 03IO020 01IO012 01IO012 01IO037 01IO037 01IO044 01IO044 01IO049 01IO049 01IO050 01IO050 01IO038 05IO007,IO,Ahri,IO,"01IO050,01IO050",,,40,,,01IO050,IO
CECACAQCBIAQIAQPAIAQEDBZAMCQEAIDAQBQCAYCCQBQCARHFQ3QIBICAIDBOGQBAMCQEBYUDE,Ahri,ahri/recall/elusive/combo/mid,IO,221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 01IO012 01IO012 01IO012 01IO057 01IO057 01IO057 05IO001 05IO001 05IO001 05IO003 05IO003 05IO003 05IO004 05IO004 05IO004 03IO020 03IO020 01IO039 01IO039 01IO044 01IO044 01IO055 01IO055 05IO002 05IO002 05IO006 05IO006 05IO023 05IO023 05IO026 05IO026 05IO007 05IO020 05IO025,IO,Ahri,IO,,,,40,,,,
CECACAQCBIAQIAQPAICQEBA2AUAQEAQMCEZDSAYBAUBBKAQCAIAQQAYBAIEAWFIBAEBQEBI,Ahri,ahri/recall/elusive/allegiance,IO,221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO002 01IO002 01IO002 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 05IO021 05IO021 02IO001 02IO001 02IO008 02IO008 01IO008 01IO008 01IO011 01IO011 01IO021 01IO021 03IO005,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACAQCBIAQIAQPAICQEBA2AYAQEBQIBYITEOIDAEBQEFABAUBACAYBAIGBKMIA,Ahri,ahri/recall/elusive/allegiance,IO,221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO008 01IO008 01IO008 01IO014 01IO014 01IO014 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO020 03IO020 05IO001 05IO001 01IO012 01IO012 01IO021 01IO021 01IO049 01IO049,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACAQCBIAQIAQPAMCQEBAVDIDQCAQCAYFRCLBSHEBACAICF4AQGAQFAA,Ahri,ahri/recall/elusive/allegiance,IO,221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO002 01IO002 01IO002 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO047 01IO047 03IO005 03IO005,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACAQCBIBAIAQDB4BQKAQECUNAMAICAIDBCLBSHEBACAICBMAQGAQFAA,Ahri,ahri/recall/elusive/allegiance,IO,221,02IO010 02IO010 02IO010 04IO003 04IO003 04IO003 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO002 01IO002 01IO002 01IO006 01IO006 01IO006 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO011 01IO011 03IO005 03IO005,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACAYCAUAQIAQPAECQEBAHAEBAMCAMCEWDEOIEAEBAECQBAMBBIAIEAIDQEAICBMYQA,Ahri,ahri/recall/elusive/allegiance,IO,221,03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 01IO006 01IO006 01IO006 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO010 02IO010 03IO020 03IO020 04IO007 04IO007 01IO011 01IO011 01IO049 01IO049,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACAYCCQAQIAQPAMCQEBAVDICQCAQGBQWDEOIDAEBAECQBAMBAKAYBAIFRCMIA,Ahri,ahri/recall/elusive/allegiance,IO,221,03IO020 03IO020 03IO020 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO010 02IO010 03IO005 03IO005 01IO011 01IO011 01IO017 01IO017 01IO049 01IO049,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACBACB4BAEAQFBIBAKAQEDIDACAQIBQISYMRZAIAQCARGAIBQEBIUAEAQKAQC,Ahri,ahri/recall/elusive/allegiance,IO,221,04IO015 04IO015 04IO015 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO038 01IO038 03IO005 03IO005 03IO020 03IO020 05IO002,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACBACB4BAGAQFCQBAKAQEDIDQCAQGBAFQYLBSHEAQCAICGEBACAICEUAQIAQH,Ahri,ahri/recall/elusive/allegiance,IO,221,04IO015 04IO015 04IO015 03IO005 03IO005 03IO005 03IO020 03IO020 03IO020 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO008 01IO008 01IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 01IO037 04IO007,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACBACB4BAGAQFCQBAKAQEDIDQCAQGBMGCYMJSHEAQEAICBAKQA,Ahri,ahri/recall/elusive/allegiance,IO,221,04IO015 04IO015 04IO015 03IO005 03IO005 03IO005 03IO020 03IO020 03IO020 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO008 01IO008 01IO021 01IO021,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECACBACB4BAGAQFCQBAKAQEDIEACAQGBAFQYLBRGI4QAAIBAQBAO,Ahri,ahri/recall/elusive/allegiance,IO,221,04IO015 04IO015 04IO015 03IO005 03IO005 03IO005 03IO020 03IO020 03IO020 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO008 01IO008 01IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO049 01IO049 01IO049 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 04IO007,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECQCAQCBIAQGAQFAECAEDYDAUBAIFI2AQAQECYMFQZAGAICAICQCAYCCQBQCAQRGE4QA,Ahri,ahri/recall/elusive/allegiance,IO,221,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 02IO005 02IO005 03IO020 03IO020 01IO017 01IO017 01IO049 01IO049 01IO057 01IO057,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECQCAQCBIAQGAQFAECAEDYEAUBAGBAHDICQCAQMCEWDEOIBAEAQEBQCAEBQEFABAUBAE,Ahri,ahri/recall/elusive/allegiance,IO,221,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05IO003 05IO003 05IO003 05IO004 05IO004 05IO004 05IO007 05IO007 05IO007 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO006 01IO006 03IO020 05IO002,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECQCAQCBIAQGAQUAECAEDYDAUBACBAVAUAQEBQMCEKSYAQBAEBDSAIDAICQGAIDAILACBACA4AQKAQZ,Ahri,ahri/recall/elusive,IO,221,02IO010 02IO010 02IO010 03IO020 03IO020 03IO020 04IO015 04IO015 04IO015 05IO001 05IO001 05IO001 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO021 01IO021 01IO021 01IO044 01IO044 01IO044 01IO057 01IO057 03IO005 03IO005 03IO022 04IO007 05IO025,IO,Ahri,IO,,,,40,,,,
CECQCAQCBIAQGAQUAECAEDYDAUBAIFI2AYAQEBQMCEWDEOICAEAQEMIBAMBAKAA,Ahri,ahri/recall/elusive/allegiance,IO,221,02IO010 02IO010 02IO010 03IO020 03IO020 03IO020 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 03IO005 03IO005,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECQCAQCBIAQIAQPAIBQEBIUAQAQEEJMGE4QIBICAEBQIGQCAEAQEMQBAUBBSAA,Ahri,ahri/recall/elusive/allegiance,IO,221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 03IO005 03IO005 03IO005 03IO020 03IO020 03IO020 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO049 01IO049 01IO049 01IO057 01IO057 01IO057 05IO001 05IO001 05IO001 05IO003 05IO003 05IO003 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO050 01IO050 05IO025 05IO025,IO,Ahri,IO,"01IO050,01IO050",,,40,,,01IO050,IO
CECQCAQCBIAQIAQPAIBQEBIZAICQEBA2A4AQEBQIBMGCYMRZAAAQCAICGE,Ahri,ahri/recall/elusive/allegiance,IO,221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 03IO005 03IO005 03IO005 03IO025 03IO025 03IO025 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO008 01IO008 01IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECQCAYCCQAQIAQPAIBAEBIKAQCQEAIEA4NAKAICAYGBCMRZAAAQCBICCU,Ahri,ahri/recall/elusive/allegiance,IO,221,03IO020 03IO020 03IO020 04IO015 04IO015 04IO015 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 05IO001 05IO001 05IO001 05IO004 05IO004 05IO004 05IO007 05IO007 05IO007 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 05IO021,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,40,,,01IO050,IO
CECQCBACB4BAGAQUDEBAKAQEDIBQEAQDAUFAIAICAYNCYMICAEAQEIIBAUBBOAA,Ahri,ahri/recall/elusive,IO,221,04IO015 04IO015 04IO015 03IO020 03IO020 03IO020 03IO025 03IO025 03IO025 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 01IO006 01IO006 01IO006 01IO026 01IO026 01IO026 01IO044 01IO044 01IO044 01IO049 01IO049 01IO049 01IO033 01IO033 05IO023 05IO023,IO,Ahri,IO,,,,40,,,,
CQCACAQCBIAQIAQPAMCQEBAVDICQCAQLBQWDEOIDAECQVUQBAIBAEBIJAIBQEBIUAA,Ahri (BC/IO),ahri/recall/elusive/allegiance,"BC,IO",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 05BC210 05BC210 02IO005 02IO005 02IO009 02IO009 03IO005 03IO005 03IO020 03IO020,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,38,,,01IO050,IO
CQCACBACB4AQKCQEAICQEBA2AYAQEBQLBQWDEOIDAEBQEFABAUBBKAQBAIBBKAQBAIBAKAIFAIDQ,Ahri (BC/IO),ahri/recall/elusive/allegiance,"BC,IO",221,04IO015 04IO015 04IO015 05BC004 05BC004 05BC004 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO020 03IO020 05IO021 05IO021 01IO002 01IO002 01IO021 01IO021 02IO005 05IO007,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,37,,,01IO050,IO
CQDACAQCBIAQGAQFAECAEDYBAUFKMAIDAUBACBA2AYAQEBQMCEWDEOIAAEAQCARR,Ahri (BC/IO),ahri/recall/elusive/allegiance,"BC,IO",221,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC166 05BC166 05BC166 05IO001 05IO001 05IO001 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,37,,,01IO050,IO
CQDACAYCAUAQIAQPAECQUMICAIBAKCACAUBAIGQFAEBAECYMFQZAEAIBAIYQCAYCCQAA,Ahri (BC/IO),ahri/recall/elusive/allegiance,"BC,IO",221,03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC049 05BC049 05BC049 02IO005 02IO005 02IO005 02IO008 02IO008 02IO008 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO002 01IO002 01IO002 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO049 01IO049 03IO020 03IO020,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,37,,,01IO050,IO
CQDACAQCBAAQGAQFAECAEDYBAUFAIAQFAICBUBABAIGCYMRZAMAQGAQUAECQUMIDAIBAGBIKAA,Ahri (BC/IO),ahri/recall/elusive/allegiance,"BC,IO",221,02IO008 02IO008 02IO008 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC004 05BC004 05BC004 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO020 03IO020 05BC049 05BC049 02IO003 02IO003 02IO005 02IO005 02IO010 02IO010,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQCQCAQCBIAQIAQPAICQUP6SAEBAKAQBDIBQCAQGFQ4QEAQBAIFQYAQFAICBKBABAEBAEAICAICQCBACA4BAKAQHDE,Ahri (BC/IO),ahri/recall/elusive,"BC,IO",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05BC063 05BC063 05BC063 05BC210 05BC210 05BC210 05IO001 05IO001 05IO001 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO044 01IO044 01IO044 01IO057 01IO057 01IO057 01IO011 01IO011 01IO012 01IO012 05IO004 05IO004 05IO021 05IO021 01IO002 02IO005 04IO007 05IO007 05IO025,IO,Ahri,IO,,,,34,,,,
CQDACAQCBIAQGAQFAECAEDYCAUFKMAOSAEBAKAQEDICQCAQLBQWDEOICAEBAEBIBAUBBKAA,Ahri (BC/IO),ahri/recall/elusive/allegiance,"BC,IO",221,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC166 05BC166 05BC166 05BC210 05BC210 05BC210 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO005 02IO005 05IO021 05IO021,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,34,,,01IO050,IO
CICACAQGG4AQIAQPAICQEBA2AUAQEBQMCEZDSAYBAEBCYAIFAILQGAQGBUVTYAYBAEBBIAIDAICQCBICCU,Ahri (BW/IO),ahri/recall/elusive/allegiance/cost1,"BW,IO",221,02BW055 02BW055 02BW055 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO044 01IO044 05IO023 05IO023 02BW013 02BW013 02BW043 02BW043 02BW060 02BW060 01IO020 03IO005 05IO021,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,31,,,01IO050,IO
CECACAIBCYAQIAQPAMCQEBAVDIDACAQGBQISYMRZAIAQCAQVAEBAEBICAECQEBYCAEBAECY,Ahri (FR/IO),ahri/recall/elusive/allegiance/cost1,"FR,IO",221,01FR022 01FR022 01FR022 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO021 01IO021 02IO005 02IO005 05IO007 01IO002 01IO011,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,37,,,01IO050,IO
CECACAIBCYAQIAQPAQCQEAIEA4NAOAICAIDA4FJMGI4QAAIBAMBAK,Ahri (FR/IO),ahri/recall/elusive/allegiance,"FR,IO",221,01FR022 01FR022 01FR022 04IO015 04IO015 04IO015 05IO001 05IO001 05IO001 05IO004 05IO004 05IO004 05IO007 05IO007 05IO007 05IO026 05IO026 05IO026 01IO002 01IO002 01IO002 01IO006 01IO006 01IO006 01IO014 01IO014 01IO014 01IO021 01IO021 01IO021 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO005,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,37,,,01IO050,IO
CECACAIBCYBAIAQOB4BQCAQLCEZAGBICAECBKAYBAMBAKAQCAICQSAYBAIHCYMIBAEBQEFA,Ahri (FR/IO),ahri/recall/elusive/allegiance/cost1,"FR,IO",221,01FR022 01FR022 01FR022 04IO014 04IO014 04IO014 04IO015 04IO015 04IO015 01IO011 01IO011 01IO011 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 05IO001 05IO001 05IO001 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 03IO005 03IO005 02IO005 02IO005 02IO009 02IO009 01IO014 01IO014 01IO044 01IO044 01IO049 01IO049 03IO020,IO,Ahri,IO,"01IO050,01IO050,01IO050",,,37,,,01IO050,IO
CMCACBACB4AQIB4CAEBQCAQIBMWAGAQCAMCQUBABAEBCMAICAIEACBAHQAAQGBICAMCBOBABAEBBAAIDAICQCBACBMAQIB3Z,Ahri/Akshan,ahri/palace/recall,"IO,SH",221,04IO015 04IO015 04IO015 04SH130 04SH130 04SH130 01IO008 01IO008 01IO008 01IO011 01IO011 01IO011 01IO044 01IO044 01IO044 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 01IO038 01IO038 02IO008 02IO008 04SH128 04SH128 05IO003 05IO003 05IO004 05IO004 05IO023 05IO023 01IO016 03IO005 04IO011 04SH121,IO,"Ahri,Akshan","IO,SH",,,,34,,,,
CECQCAIDAIAQGAYOAECAGCICAUBAIGQEAEBAMEI3GABAEAICGEZAEAIDCQ4AIAIBAIQQCAQCBIAQEAYDAIAQGDJK,Ahri/Draven/Katarina,ahri/recall/elusive,"IO,NX",221,01NX002 01NX002 01NX002 03NX014 03NX014 03NX014 04NX009 04NX009 04NX009 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO017 01IO017 01IO017 01IO027 01IO027 01IO027 01IO048 01IO048 01IO048 01IO049 01IO049 01IO050 01IO050 01NX020 01NX020 01NX056 01NX056 01IO033 02IO010 02NX003 01NX013 01NX042,IO,"Ahri,Draven,Katarina","IO,NX","01IO050,01IO050",,,24,,,01IO050,IO
CQCACBIKHIAQKAQVAIAQEDBSAUBAEAYFBAEQUAYBAECCIAIDAICQGAICBMYTSAQBAMBAMAQFAICAM,Ahri/Ezreal/Kennen (IO/PZ),ahri/recall/elusive/allegiance,"IO,PZ",221,05BC058 05BC058 05BC058 05IO021 05IO021 05IO021 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO008 02IO008 02IO008 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 01PZ036 01PZ036 03IO005 03IO005 01IO011 01IO011 01IO049 01IO049 01IO057 01IO057 03IO006 05IO004 05IO006,IO,"Ahri,Ezreal,Kennen","BC,IO,PZ","01IO050,01IO050,01IO050",05IO058 05IO058 05IO058 05IO021 05IO021 05IO021 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO008 02IO008 02IO008 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 01PZ036 01PZ036 03IO005 03IO005 01IO011 01IO011 01IO049 01IO049 01IO057 01IO057 03IO006 05IO004 05IO006,"IO,PZ",38,,,01IO050,IO
CQDACAQGFYAQEAQFAEBQEFABAQBA6AQFAICBUBIBAIFQYLBSHEBACAYCAUAQKCVUAEBQCAICGEAQEAQKAECQEFY,Ahri/Fizz (BC/IO),ahri/recall/elusive/allegiance,"BC,IO",221,02BW046 02BW046 02BW046 02IO005 02IO005 02IO005 03IO020 03IO020 03IO020 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO005 03IO005 05BC180 05BC180 01IO049 02IO010 05IO023,IO,"Ahri,Fizz","BW,IO","01IO050,01IO050,01IO050",02BC046 02BC046 02BC046 02IO005 02IO005 02IO005 03IO020 03IO020 03IO020 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO005 03IO005 05BC180 05BC180 01IO049 02IO010 05IO023,"BC,IO",35,,,01IO050,IO
