deck_code,factions,patch,cards,cards.region,champs,champs.region,allegiance,cards.fix,cards.region.fix,cards.region.freq,archetype,archetype_cluster,deck_code_2,
CECACAIDCQAQIBAQAQCQGAIEBEGQMAIEAENSMJZNGQBACAYDB4AQGBASAA,"NX,PZ",214,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX004 05NX004 05NX004 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ001 01PZ001 01PZ001 01PZ027 01PZ027 01PZ027 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 03NX015 03NX015 03PZ018 03PZ018,"NX,PZ","Draven,Sion",NX,,,,"17,23",Draven/Sion (NX/PZ),discard/midrange,CECACAIDCQAQIBAQAQCQGAIEBEGQMAIEAENSMJZNGQBACAYDB4AQGBASAA,
CECQCAIDCQAQGBASAECAIEADAUBQCBQNAUAQIAJGE4WTIAQBAEBSGAIDAMHQGAIBAMXACAQDBEAQIBAD,"NX,PZ",214,01NX020 01NX020 01NX020 03PZ018 03PZ018 03PZ018 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX006 05NX006 05NX006 05NX013 05NX013 05NX013 01PZ001 01PZ001 01PZ001 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX035 01NX035 03NX015 03NX015 01NX046 02NX009 04PZ003,"NX,PZ","Draven,Sion",NX,,,,"18,22",Draven/Sion (NX/PZ),discard/aggro,CECQCAIDCQAQGBASAECAIEADAUBQCBQNAUAQIAJGE4WTIAQBAEBSGAIDAMHQGAIBAMXACAQDBEAQIBAD,
CQCACBAECABACAYUFYBQCBBHFU2AGBIDAEEQ2BABAIBQSAIDAQJACBIKTAAQEAIEAETAEAIFAMCAEAYDBUHQ,"NX,PZ",214,04PZ016 04PZ016 04PZ016 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 02NX009 02NX009 03PZ018 03PZ018 05BC152 05BC152 01PZ001 01PZ001 01PZ038 01PZ038 05NX004 03NX013 03NX015,"BC,NX,PZ","Draven,Sion",NX,,04PZ016 04PZ016 04PZ016 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 02NX009 02NX009 03PZ018 03PZ018 05PZ152 05PZ152 01PZ001 01PZ001 01PZ038 01PZ038 05NX004 03NX013 03NX015,"NX,PZ","20,2",Draven/Sion (NX/PZ),discard/midrange,CQCACBAECABACAYUFYBQCBBHFU2AGBIDAEEQ2BABAIBQSAIDAQJACBIKTAAQEAIEAETAEAIFAMCAEAYDBUHQ,
CEDQCAIDCQAQEAYDAEBQGDYBAMCBEAIEAQIAGAIEEYTS2BAFAMAQMCINAEBACAYCFYAA,"NX,PZ",214,01NX020 01NX020 01NX020 02NX003 02NX003 02NX003 03NX015 03NX015 03NX015 03PZ018 03PZ018 03PZ018 04PZ016 04PZ016 04PZ016 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 05NX001 05NX001 05NX001 05NX006 05NX006 05NX006 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01NX002 01NX002 01NX046 01NX046,"NX,PZ","Draven,Sion",NX,,,,"25,15",Draven/Sion (NX/PZ),discard/midrange,CEDQCAIDCQAQEAYDAEBQGDYBAMCBEAIEAQIAGAIEEYTS2BAFAMAQMCINAEBACAYCFYAA,
CECACAIDCQAQIBAQAMCQGAIJBUCACBBGE4WTIAYBAECACAIDAQJAEBIDAQDAGAICAMEQEAIDEMXAEAYDBUHQ,"NX,PZ",214,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 03PZ018 03PZ018 05NX004 05NX004 05NX006 05NX006 02NX009 01NX035 01NX046 03NX013 03NX015,"NX,PZ","Draven,Sion",NX,,,,"21,19",Draven/Sion (NX/PZ),discard/midrange,CECACAIDCQAQIBAQAMCQGAIJBUCACBBGE4WTIAYBAECACAIDAQJAEBIDAQDAGAICAMEQEAIDEMXAEAYDBUHQ,
CECQCAYECIAQIBAQAIAQGAQUAMCQGAIJBUCACBBGE4WTIAYBAECACAIDAMHQCBIDAQAQCAQDAM,"NX,PZ",214,03PZ018 03PZ018 03PZ018 04PZ016 04PZ016 04PZ016 01NX002 01NX002 01NX002 01NX020 01NX020 01NX020 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 03NX015 03NX015 05NX004 05NX004 02NX003,"NX,PZ","Draven,Sion",NX,,,,"20,2",Draven/Sion (NX/PZ),discard/midrange,CECQCAYECIAQIBAQAIAQGAQUAMCQGAIJBUCACBBGE4WTIAYBAECACAIDAMHQCBIDAQAQCAQDAM,
CECQCAIDCQAQGBASAECAIEADAUBQCBANAUAQIGZGE4WTIAQBAEBTGAIFAMEQGAIBAMBQCAIEAEAQGAYP,"NX,PZ",214,01NX020 01NX020 01NX020 03PZ018 03PZ018 03PZ018 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX004 05NX004 05NX004 05NX013 05NX013 05NX013 01PZ027 01PZ027 01PZ027 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX051 01NX051 05NX009 05NX009 01NX003 01PZ001 03NX015,"NX,PZ","Draven,Sion",NX,,,,"18,22",Draven/Sion (NX/PZ),discard/midrange,CECQCAIDCQAQGBASAECAIEADAUBQCBANAUAQIGZGE4WTIAQBAEBTGAIFAMEQGAIBAMBQCAIEAEAQGAYP,
CECQCAIDCQAQGBASAECAIEAEAECACJRHFUCAKAYBAYEQ2AYBAEBQWAIDAMHQCBIDAQAQCAIEGQ,"NX,PZ",214,01NX020 01NX020 01NX020 03PZ018 03PZ018 03PZ018 04PZ016 04PZ016 04PZ016 01PZ001 01PZ001 01PZ001 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 05NX001 05NX001 05NX001 05NX006 05NX006 05NX006 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01NX011 01NX011 03NX015 03NX015 05NX004 05NX004 01PZ052,"NX,PZ","Draven,Sion",NX,,,,"21,19",Draven/Sion (NX/PZ),discard/midrange,CECQCAIDCQAQGBASAECAIEAEAECACJRHFUCAKAYBAYEQ2AYBAEBQWAIDAMHQCBIDAQAQCAIEGQ,
CECQCAIDCQAQEAYJAECAIEABAUBQ2BABAQTCOLJUAQAQCAZOAEAQIAIBAMCBEAYFAMAQMCIDAEBQGDYBAUBQIAQBAMFSG,"NX,PZ",214,01NX020 01NX020 01NX020 02NX009 02NX009 02NX009 04PZ016 04PZ016 04PZ016 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX046 01NX046 01PZ001 01PZ001 03PZ018 03PZ018 05NX001 05NX001 05NX006 05NX006 05NX009 05NX009 03NX015 05NX004 01NX011 01NX035,"NX,PZ","Draven,Sion",NX,,,,"21,19",Draven/Sion (NX/PZ),discard/midrange,CECQCAIDCQAQEAYJAECAIEABAUBQ2BABAQTCOLJUAQAQCAZOAEAQIAIBAMCBEAYFAMAQMCIDAEBQGDYBAUBQIAQBAMFSG,
CEDACAIDCQAQGAYPAEBQIEQBAQCBABABAQTCOLJUAQCQGAIFAYGQCAIBAQAQEAIBAMRQCBIDBE,"NX,PZ",214,01NX020 01NX020 01NX020 03NX015 03NX015 03NX015 03PZ018 03PZ018 03PZ018 04PZ016 04PZ016 04PZ016 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 05NX001 05NX001 05NX001 05NX005 05NX005 05NX005 05NX006 05NX006 05NX006 05NX013 05NX013 05NX013 01PZ001 01PZ001 01NX035 05NX009,"NX,PZ","Draven,Sion",NX,,,,"20,2",Draven/Sion (NX/PZ),discard/midrange,CEDACAIDCQAQGAYPAEBQIEQBAQCBABABAQTCOLJUAQCQGAIFAYGQCAIBAQAQEAIBAMRQCBIDBE,
CECACAYECIAQIBAQAIAQIJRHAMCQGAIGBUCACAIDFYAQGAYPAECQGCIDAECACLJUAMAQEAYJAICQGAYEAQAQGCYUDIRQ,"NX,PZ",214,03PZ018 03PZ018 03PZ018 04PZ016 04PZ016 04PZ016 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 05NX001 05NX001 05NX001 05NX006 05NX006 05NX006 05NX013 05NX013 05NX013 01NX046 01NX046 03NX015 03NX015 05NX009 05NX009 01PZ001 01PZ001 01PZ045 01PZ045 01PZ052 01PZ052 02NX009 05NX003 05NX004 01NX011 01NX020 01NX026 01NX035,"NX,PZ","Draven,Sion",NX,,,,"22,18",Draven/Sion (NX/PZ),discard/midrange,CECACAYECIAQIBAQAIAQIJRHAMCQGAIGBUCACAIDFYAQGAYPAECQGCIDAECACLJUAMAQEAYJAICQGAYEAQAQGCYUDIRQ,
CQCQCAIDCQAQIBAQAECQVGABAMCQGAIJBUCACBABE4WTIBABAEBS4AIBAQTACAYECIAQKAYEAIAQCAYLAEBAGCI,"NX,PZ",214,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05BC152 05BC152 05BC152 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ001 01PZ001 01PZ001 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX046 01NX046 01PZ038 01PZ038 03PZ018 03PZ018 05NX004 05NX004 01NX011 02NX009,"BC,NX,PZ","Draven,Sion",NX,,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05PZ152 05PZ152 05PZ152 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ001 01PZ001 01PZ001 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX046 01NX046 01PZ038 01PZ038 03PZ018 03PZ018 05NX004 05NX004 01NX011 02NX009,"NX,PZ","18,22",Draven/Sion (NX/PZ),discard/midrange,CQCQCAIDCQAQIBAQAECQVGABAMCQGAIJBUCACBABE4WTIBABAEBS4AIBAQTACAYECIAQKAYEAIAQCAYLAEBAGCI,
CQCACAIDCQAQKCUYAEBQKAYBBEGQIAIEEYTS2NADAEBQIEQBAQCBAAIFAMHQIAIBAQAQCAQDBEBAGAYNB4BQCAYLEMXA,"NX,PZ",214,01NX020 01NX020 01NX020 05BC152 05BC152 05BC152 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 03PZ018 03PZ018 04PZ016 04PZ016 05NX015 05NX015 01PZ001 02NX009 03NX013 03NX015 01NX011 01NX035 01NX046,"BC,NX,PZ","Draven,Sion",NX,,01NX020 01NX020 01NX020 05PZ152 05PZ152 05PZ152 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 03PZ018 03PZ018 04PZ016 04PZ016 05NX015 05NX015 01PZ001 02NX009 03NX013 03NX015 01NX011 01NX035 01NX046,"NX,PZ","20,2",Draven/Sion (NX/PZ),discard/midrange,CQCACAIDCQAQKCUYAEBQKAYBBEGQIAIEEYTS2NADAEBQIEQBAQCBAAIFAMHQIAIBAQAQCAQDBEBAGAYNB4BQCAYLEMXA,
CECQCAIDCQAQGBASAECAIEACAUBQCDIEAECACJRHFUBQCAIEGQAQGAYPAQCQGBAGBEIACAICAMBQ,"NX,PZ",214,01NX020 01NX020 01NX020 03PZ018 03PZ018 03PZ018 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX013 05NX013 05NX013 01PZ001 01PZ001 01PZ001 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 03NX015 03NX015 05NX004 05NX004 05NX006 05NX006 05NX009 05NX009 05NX016 05NX016 02NX003,"NX,PZ","Draven,Sion",NX,,,,"20,2",Draven/Sion (NX/PZ),discard/midrange,CECQCAIDCQAQGBASAECAIEACAUBQCDIEAECACJRHFUBQCAIEGQAQGAYPAQCQGBAGBEIACAICAMBQ,
CQCACAIDCQAQIBAQAMCQGAIJBUCACBBGE4WTIBABAECACAIDAQJACBIKTAAQEAIDAIXAGAIBAMRQCAYDB4AQKAYG,"NX,PZ",214,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 03PZ018 03PZ018 05BC152 05BC152 01NX002 01NX002 01NX046 01NX046 01NX035 03NX015 05NX006,"BC,NX,PZ","Draven,Sion",NX,,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 03PZ018 03PZ018 05PZ152 05PZ152 01NX002 01NX002 01NX046 01NX046 01NX035 03NX015 05NX006,"NX,PZ","19,21",Draven/Sion (NX/PZ),discard/midrange,CQCACAIDCQAQIBAQAMCQGAIJBUCACBBGE4WTIBABAECACAIDAQJACBIKTAAQEAIDAIXAGAIBAMRQCAYDB4AQKAYG,
CQCACAIDCQAQGBASAMCQGAIGBUCACBBGE4WTIBIBAEBSGAIBAQAQCAYDB4AQIBAQAECQGCIDAEAQGMYBAUFJQAIBAUBQK,"NX,PZ",214,01NX020 01NX020 01NX020 03PZ018 03PZ018 03PZ018 05NX001 05NX001 05NX001 05NX006 05NX006 05NX006 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX035 01NX035 01PZ001 01PZ001 03NX015 03NX015 04PZ016 04PZ016 05NX009 05NX009 01NX051 05BC152 05NX005,"BC,NX,PZ","Draven,Sion",NX,,01NX020 01NX020 01NX020 03PZ018 03PZ018 03PZ018 05NX001 05NX001 05NX001 05NX006 05NX006 05NX006 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX035 01NX035 01PZ001 01PZ001 03NX015 03NX015 04PZ016 04PZ016 05NX009 05NX009 01NX051 05PZ152 05NX005,"NX,PZ","20,2",Draven/Sion (NX/PZ),discard/midrange,CQCACAIDCQAQGBASAMCQGAIGBUCACBBGE4WTIBIBAEBSGAIBAQAQCAYDB4AQIBAQAECQGCIDAEAQGMYBAUFJQAIBAUBQK,
CECQCAIDCQAQGBASAECAIEADAUBQMCINAQAQIJRHFU2AIAIBAQAQCAYDB4AQKAYBAIAQGARIAA,"NX,PZ",214,01NX020 01NX020 01NX020 03PZ018 03PZ018 03PZ018 04PZ016 04PZ016 04PZ016 05NX006 05NX006 05NX006 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 03NX015 03NX015 05NX001 05NX001 01NX002 01NX002 01NX040 01NX040,"NX,PZ","Draven,Sion",NX,,,,"20,2",Draven/Sion (NX/PZ),discard/midrange,CECQCAIDCQAQGBASAECAIEADAUBQMCINAQAQIJRHFU2AIAIBAQAQCAYDB4AQKAYBAIAQGARIAA,
CECACAIDCQAQIBAQAICQGAIJAQAQIJRHFU2AKAIBAMXACAIEAEAQEAYJAEBQIEQDAUBQIBQNAIAQGAYPAECAIAY,"NX,PZ",214,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX046 01NX046 01PZ001 01PZ001 02NX009 02NX009 03PZ018 03PZ018 05NX004 05NX004 05NX006 05NX006 05NX013 05NX013 03NX015 04PZ003,"NX,PZ","Draven,Sion",NX,,,,"20,2",Draven/Sion (NX/PZ),discard/midrange,CECACAIDCQAQIBAQAICQGAIJAQAQIJRHFU2AKAIBAMXACAIEAEAQEAYJAEBQIEQDAUBQIBQNAIAQGAYPAECAIAY,
CQCACAIDCQAQIBAQAICQGAINAMAQIJRHFUCQCAIDFYAQGAYPAEBQIEQBAUBQSAQBAQATIBABAMBQ2AIFBKMACAQFAMCAMAYBAMFSGMY,"NX,PZ",214,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01NX046 01NX046 03NX015 03NX015 03PZ018 03PZ018 05NX009 05NX009 01PZ001 01PZ001 01PZ052 01PZ052 03NX013 05BC152 05NX004 05NX006 01NX011 01NX035 01NX051,"BC,NX,PZ","Draven,Sion",NX,,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01NX046 01NX046 03NX015 03NX015 03PZ018 03PZ018 05NX009 05NX009 01PZ001 01PZ001 01PZ052 01PZ052 03NX013 05PZ152 05NX004 05NX006 01NX011 01NX035 01NX051,"NX,PZ","21,19",Draven/Sion (NX/PZ),discard/midrange,CQCACAIDCQAQIBAQAICQGAINAMAQIJRHFUCQCAIDFYAQGAYPAEBQIEQBAUBQSAQBAQATIBABAMBQ2AIFBKMACAQFAMCAMAYBAMFSGMY,
CECACAIDCQAQGAYNAMCQGAIEBUCACBBGE4WTIBIBAEBS4AIBAQAQCAQDBEAQIBAQAICQGCIMAEAQIBAD,"NX,PZ",214,01NX020 01NX020 01NX020 03NX013 03NX013 03NX013 05NX001 05NX001 05NX001 05NX004 05NX004 05NX004 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX046 01NX046 01PZ001 01PZ001 02NX009 02NX009 04PZ016 04PZ016 05NX009 05NX009 05NX012 05NX012 04PZ003,"NX,PZ","Draven,Sion",NX,,,,"23,17",Draven/Sion (NX/PZ),discard/midrange,CECACAIDCQAQGAYNAMCQGAIEBUCACBBGE4WTIBIBAEBS4AIBAQAQCAQDBEAQIBAQAICQGCIMAEAQIBAD,
CECACAIDCQAQIBAQAMCQGAIJBUCACBBGE4WTIBIBAECACAIDAMHQCAYECIAQKAYGAIAQGIZOAEAQKAYE,"NX,PZ",214,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 03NX015 03NX015 03PZ018 03PZ018 05NX006 05NX006 01NX035 01NX035 01NX046 01NX046 05NX004,"NX,PZ","Draven,Sion",NX,,,,"21,19",Draven/Sion (NX/PZ),discard/midrange,CECACAIDCQAQIBAQAMCQGAIJBUCACBBGE4WTIBIBAECACAIDAMHQCAYECIAQKAYGAIAQGIZOAEAQKAYE,
CQCACAIDCQAQIBAQAMCQGAIJBUCACBBGE4WTIBIBAEBS4AIBAQAQCAYECIAQKCUYAEAQKAYGAMAQGAYPAEBQICYBAUBQI,"NX,PZ",214,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX046 01NX046 01PZ001 01PZ001 03PZ018 03PZ018 05BC152 05BC152 05NX006 05NX006 03NX015 03PZ011 05NX004,"BC,NX,PZ","Draven,Sion",NX,,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX046 01NX046 01PZ001 01PZ001 03PZ018 03PZ018 05PZ152 05PZ152 05NX006 05NX006 03NX015 03PZ011 05NX004,"NX,PZ","18,22",Draven/Sion (NX/PZ),discard/midrange,CQCACAIDCQAQIBAQAMCQGAIJBUCACBBGE4WTIBIBAEBS4AIBAQAQCAYECIAQKCUYAEAQKAYGAMAQGAYPAEBQICYBAUBQI,
CEBQCAIDCQBQCBBHFU2AIBIDAECASDIEAEBQGDYBAMCBEAIEAQIAEAIDEMXAKAIBAMZQCAIEEYAQGBALAECAIAYCAIBQGCI,"NX,PZ",214,01NX020 01NX020 01NX020 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 05NX001 05NX001 05NX001 05NX004 05NX004 05NX004 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 03NX015 03NX015 03PZ018 03PZ018 04PZ016 04PZ016 01NX035 01NX035 01NX046 01NX046 01NX051 01PZ038 03PZ011 04PZ003 02NX003 02NX009,"NX,PZ","Draven,Sion",NX,,,,"24,16",Draven/Sion (NX/PZ),discard/midrange,CEBQCAIDCQBQCBBHFU2AIBIDAECASDIEAEBQGDYBAMCBEAIEAQIAEAIDEMXAKAIBAMZQCAIEEYAQGBALAECAIAYCAIBQGCI,
CQCACAIDCQAQIBAQAMCQGAIJBUCACBBGE4WTIBIBAEBS4AIBAQAQCAQDBEAQGBASAECQVGABAMAQCAYLAEBQGDYBAUBQI,"NX,PZ",214,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX046 01NX046 01PZ001 01PZ001 02NX009 02NX009 03PZ018 03PZ018 05BC152 05BC152 01NX011 03NX015 05NX004,"BC,NX,PZ","Draven,Sion",NX,,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX046 01NX046 01PZ001 01PZ001 02NX009 02NX009 03PZ018 03PZ018 05PZ152 05PZ152 01NX011 03NX015 05NX004,"NX,PZ","19,21",Draven/Sion (NX/PZ),discard/midrange,CQCACAIDCQAQIBAQAMCQGAIJBUCACBBGE4WTIBIBAEBS4AIBAQAQCAQDBEAQGBASAECQVGABAMAQCAYLAEBQGDYBAUBQI,
CECACAIDCQAQIBAQAMAQIJRNGQBQKAYBBEGQKAIBAMXACAIEE4AQEAYJAEBQGDYBAMCBEBABAMCAWAIEAQBQEAIDB4ZQEAIEAENQ,"NX,PZ",214,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 01PZ038 01PZ038 01PZ038 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01NX046 01NX046 01PZ039 01PZ039 02NX009 02NX009 03NX015 03NX015 03PZ018 03PZ018 03PZ011 04PZ003 01NX015 01NX051 01PZ001 01PZ027,"NX,PZ","Draven,Sion",NX,,,,"20,2",Draven/Sion (NX/PZ),discard/midrange,CECACAIDCQAQIBAQAMAQIJRNGQBQKAYBBEGQKAIBAMXACAIEE4AQEAYJAEBQGDYBAMCBEBABAMCAWAIEAQBQEAIDB4ZQEAIEAENQ,
CQCQCAIDCQAQIBAQAECQVGABAMCQGAIJBUCACBBGE4WTIAQBAEBS4AIDAQJAKAIBAMZQCAIEAEAQEAYJAECQGDACAMBQ2DY,"NX,PZ",214,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05BC152 05BC152 05BC152 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX046 01NX046 03PZ018 03PZ018 01NX051 01PZ001 02NX009 05NX012 03NX013 03NX015,"BC,NX,PZ","Draven,Sion",NX,,01NX020 01NX020 01NX020 04PZ016 04PZ016 04PZ016 05PZ152 05PZ152 05PZ152 05NX001 05NX001 05NX001 05NX009 05NX009 05NX009 05NX013 05NX013 05NX013 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX046 01NX046 03PZ018 03PZ018 01NX051 01PZ001 02NX009 05NX012 03NX013 03NX015,"NX,PZ","19,21",Draven/Sion (NX/PZ),discard/midrange,CQCQCAIDCQAQIBAQAECQVGABAMCQGAIJBUCACBBGE4WTIAQBAEBS4AIDAQJAKAIBAMZQCAIEAEAQEAYJAECQGDACAMBQ2DY,
